#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware,MethodClass,Tags
0,📊,System,"[AutoGluon 1.6 (noncommercial, 4h)](https://arxiv.org/abs/2003.06505)",1800.0,+127/-81,0.699,7.45,3.58,7.089,9.11,0.647,✔️,0.0,False,GPU,system,
1,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),1786.0,+158/-119,0.726,7.9,2.69,6.429,37.56,7.056,✔️,0.0,False,GPU,model,
2,📊,System,[TabFM+](https://github.com/google-research/tabfm),1782.0,+171/-122,0.742,8.03,2.31,6.342,16.24,7.752,✔️,0.0,False,GPU,system,
3,🧠⚡,Foundation Model,[EXAONE-Tabular (default)](https://github.com/LGAI-Research/EXAONE-Tabular),1762.0,+133/-88,0.704,8.68,3.16,8.941,5.16,0.496,✔️,0.0,False,GPU,model,
4,📊,System,"[AutoGluon 1.6 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",1727.0,+110/-79,0.636,9.97,4.97,7.797,6.24,0.527,✔️,0.0,False,GPU,system,
5,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1638.0,+109/-74,0.526,13.92,7.7,11.692,2.9,0.353,✔️,0.0,False,GPU,model,
6,📊,System,"[AutoGluon 1.5 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",1620.0,+137/-104,0.529,14.83,5.66,9.152,270.87,4.72,✔️,0.0,False,GPU,system,
7,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1585.0,+101/-68,0.466,16.73,10.33,13.13,4.82,0.467,✔️,0.0,False,GPU,model,
8,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1581.0,+102/-82,0.461,16.97,10.89,12.915,1.77,0.16,✔️,0.0,False,GPU,model,
9,📊,System,"[AutoGluon 1.4 (best, 4h)](https://arxiv.org/abs/2003.06505)",1554.0,+96/-72,0.404,18.57,10.46,13.529,1231.24,1.359,✔️,0.0,False,CPU,system,
10,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),1545.0,+108/-69,0.414,19.08,11.81,13.64,1878.36,10.744,✔️,0.0,False,GPU,model,
11,🧠⚡,Foundation Model,[RealTabPFN-2.5 (default)](https://arxiv.org/abs/2511.08667),1542.0,+83/-54,0.402,19.28,12.74,13.911,4.79,0.708,✔️,0.0,False,GPU,model,
12,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned)](https://arxiv.org/abs/2511.08667),1514.0,+91/-56,0.39,21.13,13.15,14.281,1878.36,1.035,✔️,0.0,False,GPU,model,
13,🧠🔁,Neural Network,[RealMLP (tuned + ensembled)](https://arxiv.org/abs/2407.04491),1498.0,+66/-56,0.338,22.2,15.93,14.907,2722.13,9.31,✔️,0.0,False,GPU,model,
14,🧠🔁,Neural Network,[RealMLP (tuned)](https://arxiv.org/abs/2407.04491),1427.0,+80/-73,0.291,27.28,15.2,16.455,2722.13,0.265,✔️,0.0,False,GPU,model,
15,🧠🔁,Neural Network,[TabM (tuned + ensembled)](https://arxiv.org/abs/2410.24210),1417.0,+87/-66,0.277,28.1,12.7,16.705,1641.74,1.602,✔️,0.0,False,GPU,model,
16,🧠⚡,Foundation Model,[iLTM (tuned + ensembled)](https://arxiv.org/abs/2511.15941),1415.0,+78/-72,0.271,28.22,17.91,16.598,8274.67,361.103,✔️,0.0,False,GPU,model,
