model,latitude,longitude,distance_m,distance_km,r_min_m,v_safe_kmh,altitude_m,heading_deg,grade_pct,stop_event,lap,s_m,t_s,v_kmh,a_ms2,v_ceiling_kmh,f_traction_n,f_drag_n,f_roll_n,f_grade_n,f_cornering_n,p_wheel_w,p_motor_mech_w,p_motor_elec_w,p_fc_elec_w,h2_flow_m3_s,h2_cumulative_m3,accessory_energy_cumulative_j,buffer_soc_wh,motor_clipped,motor_state,active_motor,weather_scenario,motor_name,fc_name,rule_violation,v_cmd_mpc,v_cmd_corrected,driver_deviation,mpc_mode,driver_throttle_pct,driver_brake_pct,drive_phase,gas_glide_num,x_m,y_m,lap_distance_km,stop_label
GA,25.488115080050125,51.45980265046781,5715.9539943916025,5.715953994391603,209.10723687721105,150.3249260878584,7.8,207.07436521133067,0.7880589378431527,False,2,5715.9539943916025,829.4102642120425,26.586840473106793,-0.0261484746596681,138.3866856237557,16.898585616235867,0.5553746780838742,6.199727490015037,12.214376651745614,2.0605657926189083,124.8,156.0,283.6363636363636,325.1515151515151,3.84514960856469e-05,0.0196032349790967,12306.153963180655,,True,accel,BG 42x30 dCore,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,gas,1,645.2575830509395,-83.95497135607641,2.0897563162378887,
GA,25.4880737034404,51.45977921996611,5721.107926994913,5.721107926994913,292.2287377452491,177.70838841418356,7.8,208.07770538723065,0.8115242601670134,False,2,5721.107926994913,830.1089984981875,26.52106546431643,-0.0244897890591724,136.93102263072,16.940495871272496,0.5649448849987058,6.199715855513814,12.578049557228876,1.4671722448803577,124.8,156.0,283.6363636363636,325.1515151515151,3.84514960856469e-05,0.0196301023577653,12316.634977472831,,True,accel,BG 42x30 dCore,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,gas,1,642.9031667190857,-88.5532367481495,2.094910248841199,
GA,25.488033025947736,51.45975518095289,5726.221748294169,5.726221748294169,364.7007039181617,198.52480042124668,7.9,208.87214089638024,0.8365807836356343,False,2,5726.221748294169,830.8039572546412,26.45979564825507,-0.024864527674114,135.47123020946051,16.979722971882754,0.5720385912595847,6.199703055290503,12.966381100757916,1.170195597084773,124.8,156.0,283.6363636363636,325.1515151515151,3.84514960856469e-05,0.0196568245616687,12327.059358819635,,True,accel,BG 42x30 dCore,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,gas,1,640.4876040456002,-93.07380786278752,2.1000240701404547,
GA,25.487993311222628,51.45973092138567,5731.2525576884655,5.731252557688466,451.36901595900815,220.857595280039,8.1,209.50947031005697,0.8601390348229919,False,2,5731.2525576884655,831.489220698142,26.398456141577128,-0.0255062741168733,134.01961974264862,17.019177090905387,0.5768626702093064,6.199690665545215,13.331489863157934,0.9411252024589288,124.8,156.0,283.6363636363636,325.1515151515151,3.84514960856469e-05,0.0196831739662842,12337.33831047215,,True,accel,BG 42x30 dCore,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,gas,1,638.0498789811332,-97.4873846935512,2.1050548795347517,
GA,25.487953768913865,51.45970612777754,5736.293023204206,5.736293023204206,545.4418220505221,242.78434786011408,8.3,210.03736048932905,0.8701513832827826,False,2,5736.293023204206,832.1774208049162,26.33526382752281,-0.0251982151605925,132.5492809390535,17.060015154678666,0.5799016035795477,6.199685295693538,13.486661839914149,0.7750844108650623,124.8,156.0,283.6363636363636,325.1515151515151,3.84514960856469e-05,0.0197096362899959,12347.661312073764,,True,accel,BG 42x30 dCore,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,gas,1,635.5584907613752,-101.8818005509413,2.1100953450504925,
GA,25.487914447767704,51.45968094014584,5741.332014005586,5.741332014005586,576.0513737715376,249.50374900452655,8.8,210.53236985628303,0.8684184150225911,False,2,5741.332014005586,832.8670641307257,26.27270381625468,-0.0245052351127905,131.06288548916075,17.1006381049382,0.5825585736621517,6.199686229570376,13.459804222802225,0.7304162267243587,124.8,156.0,283.6363636363636,325.1515151515151,3.84514960856469e-05,0.0197361541076388,12358.005961960906,,True,accel,BG 42x30 dCore,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,gas,1,633.0275090437772,-106.25163816614356,2.115134335851872,
GA,25.48787607785912,51.45965586935427,5746.274187584365,5.746274187584365,623.7959638079057,259.6376965484604,9.3,210.9841394103233,0.8552375970801279,False,2,5746.274187584365,833.5450339201066,26.21289410353735,-0.0226065378443406,129.58848920818158,17.139656469270637,0.5848257340620332,6.199693271645654,13.255526940690164,0.6714435022785977,124.80000000000004,156.00000000000003,283.6363636363636,325.1515151515151,3.84514960856469e-05,0.0197622230603413,12368.175508801618,,True,accel,BG 42x30 dCore,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,gas,1,630.5082680188572,-110.51576284687243,2.12007650943065,
GA,25.487838050396352,51.45963057250104,5751.195485487618,5.751195485487617,685.8874896278079,272.25314673316217,9.7,211.3993990184931,0.8388286417881289,False,2,5751.195485487618,834.2216207877674,26.157831071673822,-0.020381328712885,128.1034597905227,17.17573596866458,0.5869684995797527,6.1997018879428,13.001218785385891,0.6080967323919708,124.8,156.0,283.6363636363636,325.1515151515151,3.84514960856469e-05,0.0197882388376348,12378.32431181653,,True,accel,BG 42x30 dCore,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,gas,1,627.9663111646377,-114.74183083921052,2.1249978073339033,
GA,25.48779922591802,51.45960431947364,5756.242208207717,5.756242208207717,869.5510627284199,306.54484160368713,10.2,211.73060042580587,0.8149509083339881,False,2,5756.242208207717,834.9168594089371,26.1068194789348,-0.0170092523277183,126.56248753713363,17.209296611658015,0.5881000381798107,6.199714127966462,12.631156649993317,0.4777876632979256,124.80000000000004,156.00000000000003,283.6363636363636,325.1515151515151,3.84514960856469e-05,0.0198149718027553,12388.752891134074,,True,accel,BG 42x30 dCore,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,gas,1,625.3282730523666,-119.05647276508267,2.130044530054003,
GA,25.487760655268797,51.45957789786569,5761.27392077596,5.76127392077596,943.2987297186264,319.2795422393261,10.7,212.03347910178468,0.7865172796399262,False,2,5761.27392077596,835.6112729479786,26.064298240555573,-0.0138061517283804,125.00718892239996,17.237371820006594,0.5895316742756228,6.199728242447456,12.190483479391483,0.4390003969761362,124.8,156.0,283.6363636363636,325.1515151515151,3.84514960856469e-05,0.0198416730422336,12399.169094219696,,True,accel,BG 42x30 dCore,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,gas,1,622.673295106624,-123.34290615462834,2.1350762426222456,
GA,25.48772271469926,51.45955159973117,5766.239871639263,5.766239871639263,973.6568672207244,324.37653694998863,11.1,212.32461830306835,0.752824445374162,False,2,5766.239871639263,836.2976190587484,26.03018536579907,-0.0102773079027119,123.45300702352353,17.259961605586824,0.5915342239432497,6.199744318894297,11.668297695833028,0.4242000155447354,124.8,156.0,283.6363636363636,325.1515151515151,3.84514960856469e-05,0.0198680640770252,12409.464285881244,,True,accel,BG 42x30 dCore,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,gas,1,620.0307244006796,-127.55931752848684,2.1400421934855487,
GA,25.487684995231564,51.459525158462384,5771.192822192978,5.771192822192979,976.9647134590712,324.9270789127815,11.5,212.61667568995023,0.7177598365312785,False,2,5771.192822192978,836.9829507387348,26.004829252912547,-0.0067349039983843,121.88315514497158,17.27679100025933,0.5943576644219594,6.199760302684435,11.124847353469724,0.4219405114279326,124.8,156.0,283.6363636363636,325.1515151515151,3.84514960856469e-05,0.0198944161054356,12419.744261081038,,True,accel,BG 42x30 dCore,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,gas,1,617.3737708336138,-131.75115741237212,2.1449951440392647,
GA,25.48764681018514,51.45949808788567,5776.2233304994825,5.776223330499483,952.727286625605,320.8712227275575,11.8,212.9182407552372,0.6829728902413187,False,2,5776.2233304994825,837.6795795392732,25.98793903177366,-0.0033398589122427,120.26774788853184,17.28801962520754,0.598132772332775,6.199775406813893,10.585696321096828,0.4321128330984063,124.8,156.0,283.6363636363636,325.1515151515151,3.84514960856469e-05,0.0199212025250327,12430.193693089112,,True,accel,BG 42x30 dCore,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,gas,1,614.6535811959195,-135.99473799160722,2.150025652345769,
GA,25.487608822095886,51.45947084368077,5781.2450110990685,5.7812450110990685,794.6108957536892,293.0378540171527,12.2,213.27519922230297,0.6453076868839928,False,2,5781.2450110990685,838.375323829842,25.979573755803465,-0.0001872803692171,118.63323859170178,17.29358626985315,0.6036900963032615,6.199790914873883,10.001931836104143,0.5177637209081762,124.8,156.0,283.6363636363636,325.1515151515151,3.84514960856469e-05,0.0199479549338981,12440.629857447646,,True,accel,BG 42x30 dCore,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,gas,1,611.9159445122635,-140.21643032656226,2.1550473329453546,
GA,25.487571893191504,51.45944399594375,5786.1466997917805,5.7861466997917805,757.9297117953323,286.194269417467,12.5,213.64770118902263,0.6264068367744059,False,2,5786.1466997917805,839.0545587929051,25.97911580925466,0.0014683428636732,117.01576810844918,17.293891112335352,0.6103018045172393,6.199798365636299,9.708990207143412,0.5428025625780275,124.8,156.0,283.6363636363636,325.1515151515151,3.84514960856469e-05,0.0199740725344215,12450.818381893592,,True,accel,BG 42x30 dCore,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,gas,1,609.2181469438628,-144.32041332839262,2.1599490216380666,
GA,25.487534573216404,51.45941647769744,5791.121796406157,5.791121796406157,787.8580318952215,291.7900313898671,12.7,214.0112080398708,0.5865340999995942,False,2,5791.121796406157,839.7439237396565,25.982759816014767,0.0054501059614805,115.35088414605426,17.291465694228574,0.6172010745685198,6.199813357229999,9.0910048691209,0.5223296513952352,124.8,156.0,283.6363636363636,325.1515151515151,3.84514960856469e-05,0.0200005796479731,12461.158856094862,,True,accel,BG 42x30 dCore,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,gas,1,606.4529731812402,-148.4678568011605,2.1649241182524435,
GA,25.48749690498519,51.45938831900819,5796.164883439386,5.796164883439387,794.4228951197292,293.0031863819709,13.0,214.37326886877264,0.5406231378065824,False,2,5796.164883439386,840.4424764073557,25.996465685825857,0.0098700351575771,113.63835631322956,17.28234927892381,0.6250663388796541,6.199829398408211,8.379428058082357,0.5185599286563924,124.8,156.0,283.6363636363636,325.1515151515151,3.84514960856469e-05,0.0200274400431408,12471.63714611035,,True,accel,BG 42x30 dCore,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,gas,1,603.6234444456262,-152.65400267255626,2.1699672052856727,
GA,25.48745958805808,51.45936004112288,5801.182600052679,5.8011826000526785,667.2590394843589,268.5305493414011,13.2,214.80450527661756,0.500324533353962,False,2,5801.182600052679,841.1370019742302,26.021143656172253,0.01302157022964,111.90843749120478,17.26595901919285,0.6353174418975522,6.199842401820161,7.754833141396948,0.6185579377950606,124.8,156.0,283.6363636363636,325.1515151515151,3.84514960856469e-05,0.0200541455902568,12482.055029613468,,True,accel,BG 42x30 dCore,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,gas,1,600.7819382812354,-156.80110741606563,2.1749849218989645,
GA,25.487422253092152,51.45933129025212,5806.229066328586,5.806229066328585,555.4238338957396,244.9958473947212,13.4,215.3288785646986,0.4363770374084568,False,2,5806.229066328586,841.8347371701188,26.053851844450097,0.0182754988784619,110.14120556861712,17.244283213182705,0.6482264307421297,6.199860969879938,6.763692405951322,0.7449745838123261,124.8,156.0,283.6363636363636,325.1515151515151,3.84514960856469e-05,0.0200809745524104,12492.521057551798,,True,accel,BG 42x30 dCore,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,gas,1,597.8929041269867,-160.95021684954574,2.1800313881748714,
GA,25.48738447627258,51.45930162739087,5811.368417159512,5.811368417159512,466.35059434182506,224.4929643100519,13.6,215.9595647574713,0.3970666253142599,False,2,5811.368417159512,842.5442331714795,26.100530860607797,0.0209113333297881,108.31181488413684,17.213442990850254,0.6647291046345691,6.199871126018034,6.1544047634782535,0.890447330612866,124.8,156.0,283.6363636363636,325.1515151515151,3.84514960856469e-05,0.0201082557351295,12503.163497572208,,True,accel,BG 42x30 dCore,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,gas,1,594.9122285154173,-165.1484303621299,2.185170739005798,
GA,25.487346951763875,51.459271469750576,5816.514203557926,5.816514203557926,362.8312243859351,198.0153211558789,13.8,216.7672512417936,0.3584256439452182,False,2,5816.514203557926,843.2532573950203,26.15390677136628,0.0227088827121508,106.44863969612253,17.178313126506936,0.6857527062409381,6.199880175525498,5.555490110739797,1.149186665480873,124.8,156.0,283.6363636363636,325.1515151515151,3.84514960856469e-05,0.0201355187772856,12513.79886092532,,True,accel,BG 42x30 dCore,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,gas,1,591.8818349815526,-169.31860406360556,2.190316525404212,
GA,25.487310143326955,51.45924100113605,5821.614847985902,5.821614847985902,300.78336820813564,180.29072139412463,14.0,217.74010445055657,0.3282906951493171,False,2,5821.614847985902,843.9545757621033,26.211240934917353,0.0237276951739026,104.56905269933095,17.140737484179578,0.7111283340171651,6.19988659051919,5.088412696621185,1.392334025545413,124.8,156.0,283.6363636363636,325.1515151515151,3.84514960856469e-05,0.0201624855177323,12524.318636431566,,True,accel,BG 42x30 dCore,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,gas,1,588.8201931708018,-173.40919927547296,2.1954171698321883,
GA,25.487273610046483,51.459209675564765,5826.743639727157,5.826743639727157,213.66488704733624,151.9543181418317,14.2,219.1070154980376,0.3071273241546297,False,2,5826.743639727157,844.6581863252633,26.271343139987025,0.0216843609970342,102.6443955442064,17.101523801276876,0.7460791296771725,6.19989075915427,4.760389647275166,1.96903522763886,124.80000000000004,156.00000000000003,283.6363636363636,325.1515151515151,3.84514960856469e-05,0.0201895403965474,12534.872794878966,,True,accel,BG 42x30 dCore,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,gas,1,585.6724399734129,-177.46921580087934,2.200545961573443,
GA,25.487238115983747,51.45917771249953,5831.822415296613,5.831822415296613,153.42398178088737,128.763594630454,14.5,220.9862332187977,0.2951620018941149,False,2,5831.822415296613,845.3534201359638,26.325615663329884,0.0173689567356915,100.70226585511652,17.06626753750804,0.7936420340279269,6.199892993136665,4.574932068458784,2.753505277645399,124.8,156.0,283.6363636363636,325.1515151515151,3.84514960856469e-05,0.0202162731766982,12545.301302039472,,True,accel,BG 42x30 dCore,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,gas,1,582.4606281322731,-181.4137419808635,2.205624737142899,
GA,25.48720416587828,51.45914503424291,5836.816984599323,5.836816984599324,116.12010845031558,112.02119047348104,14.8,223.450855332191,0.2951652386840346,False,2,5836.816984599323,846.0358690813079,26.368287997671484,0.0111193136311605,98.75509424518728,17.038648851213807,0.8570425897739549,6.199892992544343,4.574982237399561,3.6498794777725823,124.8,156.0,283.6363636363636,325.1515151515151,3.84514960856469e-05,0.0202425143596487,12555.538036219634,,True,accel,BG 42x30 dCore,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,gas,1,579.1769502119529,-185.1866851017611,2.2106193064456097,
GA,25.4871714883902,51.45911074026083,5841.816941615511,5.841816941615511,86.64787074418587,96.7665850477173,15.0,226.76185094562197,0.2931632563721536,False,2,5841.816941615511,846.7181480481914,26.39559930341169,0.0027201172161972,96.7665850477173,17.02101910381439,0.9459147552370136,6.1998933576600965,4.543952314729299,4.901480156028821,124.80000000000004,156.00000000000003,283.6363636363636,325.1515151515151,3.84514960856469e-05,0.0202687490066732,12565.772220722887,,True,accel,BG 42x30 dCore,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,gas,1,575.7309159562409,-188.8181997069568,2.2156192634617966,
GA,25.48714058534673,51.45907433262213,5846.829570408864,5.846829570408864,93.64008341772563,100.59522428574836,15.1,229.81273032959012,0.3042158014663037,False,2,5846.829570408864,847.401715624076,26.402293085565436,0.0033612992034072,98.0733115530136,17.016703759175705,1.0326832765869098,6.199891310920624,4.715262260389225,4.537781637140593,124.80000000000004,156.00000000000003,283.6363636363636,325.1515151515151,3.84514960856469e-05,0.0202950332026416,12576.025734361156,,True,accel,BG 42x30 dCore,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,gas,1,572.0724907006402,-192.25251673386225,2.22063189225515,
GA,25.487111837062702,51.45903662906045,5851.781379942523,5.851781379942523,96.73886729164586,102.24615054881824,15.2,232.7596699831363,0.3197242492527695,False,2,5851.781379942523,848.076799295575,26.41046205511151,0.0021376332852311,96.09017499014745,17.011440355056035,1.1230255791492398,6.1998883113372205,4.955636589483285,4.395143816019774,124.80000000000004,156.00000000000003,283.6363636363636,325.1515151515151,3.84514960856469e-05,0.0203209911797937,12586.151989433642,,True,accel,BG 42x30 dCore,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,gas,1,568.2838444936053,-195.4473710343622,2.2255837017888087,
GA,25.487084698474224,51.45899707854246,5856.767312164616,5.8567673121646155,97.48032173599788,102.63723510418242,15.2,235.7295418429477,0.3433396059382196,False,2,5856.767312164616,848.7563625327482,26.415691620294233,-0.000613805167324,94.05113311410568,17.008072567550503,1.22006547209396,6.199883457348256,5.3216638577720925,4.3634409967733925,124.8,156.0,283.6363636363636,325.1515151515151,3.84514960856469e-05,0.0203471214029478,12596.34543799124,,True,accel,BG 42x30 dCore,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,gas,1,564.3096066951692,-198.46333664917623,2.2305696340109016,
GA,25.48705887449892,51.45895509425267,5861.8675151759235,5.861867515175923,88.2172926258908,97.63900160033612,15.2,239.05185036215772,0.3880227892801614,False,2,5861.8675151759235,849.4514518346534,26.414155682435293,-0.0086133803275758,91.91857186601594,17.009061557805506,1.3348198009241716,6.199873327006934,6.014230353822262,4.8210521678091185,124.8,156.0,283.6363636363636,325.1515151515151,3.84514960856469e-05,0.0203738486265192,12606.771777519818,,True,accel,BG 42x30 dCore,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,gas,1,560.0908110916328,-201.3332066725538,2.2356698370222094,
GA,25.48703527731956,51.45891149873907,5866.972033611606,5.8669720336116065,76.57495776438508,90.96825214175269,15.2,242.88469626608983,0.4280507827772751,False,2,5866.972033611606,850.1474338159535,26.392574555413415,-0.0178693787616301,89.73347480360523,17.022969815115957,1.4668623512030248,6.199863200996927,6.634640740746892,5.544965366506678,124.8,156.0,283.6363636363636,325.1515151515151,3.84514960856469e-05,0.0204006101749488,12617.21150723932,,True,accel,BG 42x30 dCore,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,gas,1,555.7101115000931,-203.95560840927095,2.2407743554578925,
GA,25.487014356587288,51.458866238358056,5872.079878278525,5.872079878278525,70.83488328930174,87.49234537392194,15.1,247.03285978390937,0.4640988851547427,False,2,5872.079878278525,850.8447466446443,26.347716586029023,-0.0248818407549012,87.49234537392194,17.051952055618834,1.616126995066513,6.199853231729818,7.193362432422093,5.973940235674805,124.8,156.0,283.6363636363636,325.1515151515151,3.84514960856469e-05,0.0204274228964517,12627.67119966968,,True,accel,BG 42x30 dCore,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,gas,1,551.1621175383601,-206.2805712281106,2.245882200124811,
GA,25.486996446379948,51.458819421081714,5877.189216345602,5.877189216345602,69.96126324703927,86.95114166511709,15.0,251.23551810169477,0.4968389451024229,False,2,5877.189216345602,851.543687534134,26.28510921675528,-0.029125337927454,86.95114166511709,17.092567365617384,1.7738909282082844,6.199843479233489,7.700809235056255,6.019827115657088,124.8,156.0,283.6363636363636,325.1515151515151,3.84514960856469e-05,0.020454298219328,12638.155313012026,,True,accel,BG 42x30 dCore,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,gas,1,546.4576787922704,-208.2709683902552,2.2509915381918884,
GA,25.486981688449088,51.45877129858415,5882.297529038704,5.882297529038704,85.53812647267846,96.14491818082682,14.8,254.67262701025027,0.5277799747041896,False,2,5882.297529038704,852.2442993907835,26.21164921126406,-0.0255794597531956,96.14491818082682,17.140470497633885,1.9057126753997649,6.199833651890607,8.18037011991252,4.8961086914359075,124.80000000000004,156.00000000000003,283.6363636363636,325.1515151515151,3.84514960856469e-05,0.0204812377933915,12648.664490861767,,True,accel,BG 42x30 dCore,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,gas,1,541.6220847601201,-209.91104676254292,2.25609985088499,
GA,25.48696957229789,51.45872232661578,5887.402211315722,5.887402211315722,102.83283489008384,105.4174172267244,14.7,257.55978531066216,0.5578564191344546,False,2,5887.402211315722,852.9462599460811,26.147008432882817,-0.023643875150051,103.07610858847892,17.182845263283724,2.019620443032018,6.199823530323285,8.646528384729201,4.052605178907282,124.8,156.0,283.6363636363636,325.1515151515151,3.84514960856469e-05,0.0205082292269358,12659.193899191232,,True,accel,BG 42x30 dCore,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,gas,1,536.7011315672024,-211.25753887736855,2.261204533162008,
GA,25.48695950374381,51.45867176447101,5892.608086401317,5.892608086401317,115.91230229677711,111.92091018131384,14.5,260.12791874854815,0.5862657723210254,False,2,5892.608086401317,853.663858903021,26.085927880358316,-0.0238289718325087,101.09339896891376,17.223079127589337,2.1228632598886117,6.199813454779056,9.08684605828082,3.57853390417722,124.8,156.0,283.6363636363636,325.1515151515151,3.84514960856469e-05,0.0205358219804197,12669.95788354533,,True,accel,BG 42x30 dCore,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,gas,1,531.6203893391029,-212.37647742931688,2.2664104082476033,
GA,25.486951608289303,51.45862150389602,5897.737855763945,5.897737855763945,108.27692970890163,108.1718939086059,14.3,262.8402275552745,0.6102686773936524,False,2,5897.737855763945,854.3726209754371,26.02512722310393,-0.0281205665625733,99.10088016486058,17.26331618471973,2.234650286383336,6.199804552078235,9.458866310239824,3.813044552904924,124.8,156.0,283.6363636363636,325.1515151515151,3.84514960856469e-05,0.0205630749424728,12680.589314631572,,True,accel,BG 42x30 dCore,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,gas,1,526.5699503798326,-213.25391507979492,2.2715401776102313,
GA,25.486945941306097,51.45857152686813,5902.8030465250995,5.9028030465251,96.01555052997814,101.86318598247912,14.1,265.89897748928706,0.6289835727165114,False,2,5902.8030465250995,855.0742353597475,25.954099964720996,-0.0334009456341835,97.09333249952172,17.310559819477437,2.362645906853519,6.199797362917527,9.74892673861568,4.276539221291716,124.8,156.0,283.6363636363636,325.1515151515151,3.84514960856469e-05,0.0205900530652248,12691.113530396227,,True,accel,BG 42x30 dCore,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,gas,1,521.5480036797954,-213.88369825747236,2.276605368371386,
GA,25.486942649291656,51.45852066256855,5907.93139726083,5.90793139726083,83.54389410650862,95.01754923514024,14.0,269.41329697109995,0.6443391520337756,False,2,5907.93139726083,855.7867464768375,25.86842520241257,-0.0393215937373207,95.01754923514024,17.36789141528796,2.511433854695818,6.1997913020557895,9.98692067588251,4.8825573931505115,124.8,156.0,283.6363636363636,325.1515151515151,3.84514960856469e-05,0.0206174501836546,12701.801197152578,,True,accel,BG 42x30 dCore,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,gas,1,516.4368993951058,-214.2495464062855,2.281733719107116,
GA,25.48694218414208,51.45847034283958,5912.992259949532,5.912992259949532,106.89449155953648,107.47912701350326,13.8,272.12468147317645,0.6568320425720163,False,2,5912.992259949532,856.4924079327166,25.76853336330958,-0.0338842106450516,107.47912701350326,17.435218126915423,2.622019922722052,6.199786263270068,10.180545687034018,3.786571535807444,124.8,156.0,283.6363636363636,325.1515151515151,3.84514960856469e-05,0.0206445839223631,12712.386118990764,,True,accel,BG 42x30 dCore,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,gas,1,511.3805163425831,-214.30123940893725,2.286794581795818,
GA,25.48694384734025,51.45842067898641,5917.990296871471,5.917990296871471,136.49534443946737,121.45220017655564,13.6,274.2655911660251,0.6637471783008044,False,2,5917.990296871471,857.1918178749094,25.683217129598965,-0.0294229088629181,121.45220017655564,17.493135604192723,2.708650959399246,6.1997834325765115,10.287721898621838,2.9457989139361898,124.80000000000004,156.00000000000003,283.6363636363636,325.1515151515151,3.84514960856469e-05,0.0206714772810176,12722.877268123657,,True,accel,BG 42x30 dCore,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,gas,1,506.3900390355813,-214.11640486997436,2.291792618717757,
GA,25.48694728203197,51.45836966450863,5923.134857603581,5.92313485760358,202.7305324765884,148.0151084988495,13.5,275.72462001388817,0.6664420131096349,False,2,5923.134857603581,857.9140031274858,25.60672148247165,-0.0235454772138632,148.0151084988495,17.545393318216934,2.7647438470515273,6.199782321426137,10.3294885278319,1.9715640216977637,124.80000000000004,156.00000000000003,283.6363636363636,325.1515151515151,3.84514960856469e-05,0.0206992463844301,12733.710046912302,,True,accel,BG 42x30 dCore,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,gas,1,501.2638440790499,-213.734700709706,2.2969371794498663,
GA,25.48695186860594,51.45831897929688,5928.257475325148,5.9282574753251485,266.9707999427411,169.8550051031179,13.3,276.8228016329264,0.6682128861554106,False,2,5928.257475325148,858.6350426425699,25.5456034923699,-0.0206690046248401,156.1824484023936,17.587370763591217,2.806341963057092,6.199781588798171,10.356934872460007,1.4900150700006891,124.8,156.0,283.6363636363636,325.1515151515151,3.84514960856469e-05,0.020726971432522,12744.525639638565,,True,accel,BG 42x30 dCore,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,gas,1,496.17073545207035,-213.2249855714249,2.3020597971714345,
GA,25.48695725889493,51.45826907043982,5933.312150437764,5.933312150437764,303.4558427863325,181.08989597478063,13.2,277.7907445811549,0.6658101636858949,False,2,5933.312150437764,859.3481104498976,25.492545245862978,-0.0192659273912806,154.9190293418124,17.623975780641633,2.8430859062493994,6.199782582358061,10.319695639941951,1.3054281799145695,124.8,156.0,283.6363636363636,325.1515151515151,3.84514960856469e-05,0.0207543899565242,12755.221656748476,,True,accel,BG 42x30 dCore,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,gas,1,491.1556389052105,-212.6259519753582,2.3071144722840504,
GA,25.48696351596936,51.45821840730431,5938.454220812894,5.938454220812894,445.98993554898857,219.5376426159649,13.2,278.4543531070405,0.6660611202988201,False,2,5938.454220812894,860.0749808081868,25.44213145229855,-0.0165512352619382,153.6231045768807,17.658897834183236,2.8659090947700325,6.1997824787513,10.323585158515217,0.8847162735329278,124.8,156.0,283.6363636363636,325.1515151515151,3.84514960856469e-05,0.0207823392092608,12766.124712122815,,True,accel,BG 42x30 dCore,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,gas,1,486.0647486117462,-211.93059077959063,2.3122565426591803,
