model,latitude,longitude,distance_m,distance_km,r_min_m,v_safe_kmh,altitude_m,heading_deg,grade_pct,stop_event,lap,s_m,t_s,v_kmh,a_ms2,v_ceiling_kmh,f_traction_n,f_drag_n,f_roll_n,f_grade_n,f_cornering_n,p_wheel_w,p_motor_mech_w,p_motor_elec_w,p_fc_elec_w,h2_flow_m3_s,h2_cumulative_m3,accessory_energy_cumulative_j,buffer_soc_wh,motor_clipped,motor_state,active_motor,weather_scenario,motor_name,fc_name,rule_violation,v_cmd_mpc,v_cmd_corrected,driver_deviation,mpc_mode,driver_throttle_pct,driver_brake_pct,drive_phase,gas_glide_num,x_m,y_m,lap_distance_km,stop_label
GA,25.488415852958347,51.450187413558325,0.0,0.0,1242.3721783609517,366.4142253025199,11.7,330.44033013822326,-0.8187941963524955,True,1,0.0,0.0,0.0,0.833,0.0,125.97051414396807,0.8475228458591345,6.199712181710961,-12.690720883602005,0.0,0.0,0.0,0.0,10.0,1.057739369116586e-06,0.0,0.0,,False,accel,BLDC 650W,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,gas,1,-320.93046982587254,-50.52947651954268,0.0,stop-and-go 1
GA,25.4884568108014,51.45016167976365,5.223524115778027,0.005223524115778,1525.9368089363502,406.08293745718026,11.7,330.2493698685981,-0.8392798784860789,False,1,5.223524115778027,3.5413944241858077,10.6199335992484,0.833,216.45373391543356,127.07702490480754,2.226481813917784,6.19970165323113,-13.008212125434412,0.0450535630930366,374.87487957752535,468.59359947190666,541.9474758861611,612.1638620957345,8.276993516762093e-05,3.745872304031291e-06,53.12091636278711,,False,accel,BLDC 650W,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,gas,1,-323.51633278498764,-45.977749505559046,0.005223524115778,
GA,25.48849576802094,51.45013701248453,10.20141908041536,0.0102014190804153,2345.677397594458,503.4781281235009,11.8,330.12806068058995,-0.8411753362607053,False,1,10.20141908041536,4.949060827493087,14.841243609486266,0.833,215.55773661245175,127.72992269124592,2.8965709456790294,6.199700665926536,-13.037588230941182,0.0572393105815276,526.5752496893411,658.2190621116764,770.62081132131,866.2453459125667,0.000138319692183,0.0001202583292434,74.2359124123963,,False,accel,BLDC 650W,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,gas,1,-325.9950268211008,-41.64835578353451,0.0102014190804153,
GA,25.488534725360797,51.45011222374761,15.185424189908904,0.0151854241899089,3360.6506101039627,602.6402700252287,11.9,330.04312990452314,-0.8411753362607053,False,1,15.185424189908904,6.038178690345292,18.107290256607456,0.833,214.65689268264575,128.29102295500252,3.455439463629385,6.199700665926536,-13.037588230941182,0.0594710563877642,645.2785527675891,806.5981909594863,968.5245099019652,1086.1383443355169,0.0002050329115706,0.0002709047767842,90.5726803551794,,False,accel,BLDC 650W,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,gas,1,-328.4859255567302,-37.31894869052988,0.0151854241899089,
GA,25.488573840362573,51.45008724918526,20.193906526211297,0.0201939065262112,4262.109242034565,678.6701621366448,11.9,329.9760152431252,-0.8576683964439789,False,1,20.193906526211297,6.96310057163728,20.880945994225872,0.833,213.7477999645798,128.53661278791483,3.9537616915357416,6.199691981047765,-13.293199699579578,0.0623588149109018,745.5461305292145,931.932663161518,1144.1282723450402,1281.2536359389337,0.0002608227986542,0.0004605442030809,104.4465085745592,,False,accel,BLDC 650W,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,gas,1,-330.9954969792711,-32.97202031313452,0.0201939065262112,
GA,25.488612910055437,51.45006223595753,25.199999773195408,0.0251999997731954,5702.227763233645,784.998356431566,11.9,329.9258929681598,-0.8516364707876289,False,1,25.199999773195408,7.778444647622263,23.32599980928964,0.7607440066685695,212.8352606567167,117.66440977620776,4.408713337869409,6.199695176880327,-13.199716300993614,0.0581645088176643,762.4000000000001,953.0,1173.6453201970442,1314.0503557744937,0.0002684577214246,0.0006732045268454,116.67666971433395,,True,accel,BLDC 650W,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,gas,1,-333.5089536960962,-28.630127205767295,0.0251999997731954,
GA,25.48865191490504,51.45003721378514,30.200336387411426,0.0302003363874114,7782.610395468629,917.0839908659908,11.8,329.8892180588493,-0.8485427142834776,False,1,30.200336387411426,8.518055007128922,25.351554743042477,0.6982389186813083,211.9198480645244,108.26318258659242,4.843166355298404,6.199696807264081,-13.15176889142618,0.0503391638094032,762.4000000000002,953.0000000000002,1173.6453201970442,1314.0503557744937,0.0002684577214246,0.0008717586387006,127.77082510693384,,True,accel,BLDC 650W,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,gas,1,-336.0233092187122,-24.29544025953156,0.0302003363874114,
GA,25.48869084975142,51.45001219963151,35.19356681050444,0.0351935668105044,14411.059924984096,1247.9420805754007,11.8,329.86939941854445,-0.8335767921597887,False,1,35.19356681050444,9.203796611145174,27.07527605694161,0.2148707205532555,211.0017734664602,32.516733706671104,5.256272081300623,6.199704610420887,-12.91982470373224,0.0310078712674589,244.55542821616064,305.6942852702008,361.9366740537909,412.15186005976767,5.062856492876387e-05,0.0010558512672009,138.0569491671776,,False,accel,BLDC 650W,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,gas,1,-338.53685897480636,-19.96853291164656,0.0351935668105044,
GA,25.488729895841335,51.4499870940015,40.20207774371226,0.0402020777437122,20368.04350656328,1483.6146881525651,11.8,329.85534980484675,-0.8109709266114173,False,1,40.20207774371226,9.863524054289334,27.585598056819325,0.006110013489171,210.07685878226843,0.0,5.381601670155405,6.199716133794871,-12.56947384437845,0.0227739091391534,0.0,0.0,0.0,10.0,1.057739369116586e-06,0.0010892523208914,147.95286081434,,False,cruise,BLDC 650W,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,glide,0,-341.0596007442174,-15.629262847397086,0.0402020777437122,
GA,25.488768981751225,51.44996194856365,45.21641675117037,0.0452164167511703,25219.312530450203,1650.8708121641926,11.8,329.84400604499996,-0.7794308213943635,False,1,45.21641675117037,10.51773910029592,27.599988202740633,0.0030230652622528,209.1467704618104,5.551115123125783e-17,5.384866659537772,6.199731682164758,-12.08065489363584,0.0184122404973546,4.255853108620186e-16,5.319816385775233e-16,6.424899016636754e-16,10.0,1.057739369116586e-06,0.0010899443099014,157.7660865044388,,False,cruise,BLDC 650W,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,glide,0,-343.5863426088703,-11.285567509502611,0.0452164167511703,
GA,25.488808006122724,51.44993683126038,50.22344209463792,0.0502234420946379,89141.06103022899,3103.74023988982,11.7,329.8408039929784,-0.742780131507249,False,1,50.22344209463792,11.17074557066416,27.60709489497638,-0.0004992277507975,208.21389315772657,0.0,5.3865431317617505,6.19974897536335,-11.512625898080804,0.0052117755817187,0.0,0.0,0.0,10.0,1.057739369116586e-06,0.0010906350205534,167.5611835599624,,False,cruise,BLDC 650W,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,glide,0,-346.11025736678306,-6.948711056008236,0.0502234420946379,
GA,25.4888470503128,51.44991169795972,55.23317473376501,0.055233174733765,608843.8778034193,8111.467622374326,11.6,329.8412820165546,-0.6685148691710459,False,1,55.23317473376501,11.82403491836584,27.60592079035836,-0.0077543924729578,207.27630953362385,0.0,5.38626478912469,6.199781463670756,-10.361615235187324,0.0007629931192219,0.0,0.0,0.0,10.0,1.057739369116586e-06,0.0010913260304159,177.36052377548762,,False,cruise,BLDC 650W,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,glide,0,-348.6357796244121,-2.6096521246119124,0.055233174733765,
GA,25.4888860664586,51.44988658318577,60.23928497037482,0.0602392849703748,29267.110487160204,1778.4284237302109,11.5,329.85107747982687,-0.6190893424979214,False,1,60.23928497037482,12.477081401147526,27.58769046692829,-0.0126714080889665,206.33514814950908,0.0,5.3820068006173365,6.199801190747954,-9.59557710699495,0.0158515936863695,0.0,0.0,0.0,10.0,1.057739369116586e-06,0.0010920167833906,187.15622101721289,,False,cruise,BLDC 650W,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,glide,0,-351.15944022345184,1.726290190672728,0.0602392849703748,
GA,25.488925201849,51.44986140155927,65.2601927892678,0.0652601927892678,44940.495087587085,2203.765569431211,11.3,329.85744941362555,-0.5645364925793922,False,1,65.2601927892678,13.13262993275702,27.557786264250165,0.0118565650036256,205.3868729249334,4.708164730745274,5.374768703938927,6.199821206186279,-8.750063295899347,0.010300845946568,36.04072148521088,45.0509018565136,54.409301759074395,70.45477973230489,7.606301944767076e-06,0.0010927101828808,196.9894489913553,,False,accel,BLDC 650W,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,gas,1,-353.68981850846694,6.07548439644664,0.0652601927892678,
GA,25.488964101364285,51.44983637810715,70.25051415716594,0.0702505141571659,24330.158266001807,1621.5073974933591,11.1,329.86915377356877,-0.5052106966517111,False,1,70.25051415716594,13.784209705947294,27.585598056819325,-0.023862714548543,204.44001609351088,0.0,5.381967617386289,6.19984087880267,-7.830564823774134,0.0190652262549799,0.0,0.0,0.0,10.0,1.057739369116586e-06,0.0010976662953768,206.7631455892094,,False,cruise,BLDC 650W,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,glide,0,-356.20430262417733,10.398465329138276,0.0702505141571659,
GA,25.489002856052316,51.44981145953839,75.2216617996206,0.0752216617996206,14737.472268859165,1261.9959691615154,10.9,329.8884291254663,-0.4796029821380367,False,1,75.2216617996206,14.433615453947766,27.52981035445274,0.0238751108790258,203.49241690942125,7.938462811072201,5.368663715846408,6.199848696253818,-7.433664808819875,0.0313476889057626,60.70677102630374,75.88346378287967,91.6466953899513,111.82966154439032,1.2246360566452735e-05,0.001098353197403,216.5042318092165,,False,accel,BLDC 650W,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,gas,1,-358.70824752532405,14.705351319417346,0.0752216617996206,
GA,25.489041598240732,51.449786568297775,80.19022834457326,0.0801902283445732,8142.310404397323,938.0377032825436,10.7,329.92344087619966,-0.4480409676754743,False,1,80.19022834457326,15.082684020340585,27.585598056819325,-0.0297199737989695,202.5408798368917,0.0,5.383404692462072,6.199857772120135,-6.944475689177539,0.0569690848325168,0.0,0.0,0.0,10.0,1.057739369116586e-06,0.0011063019250994,226.24026030510876,,False,cruise,BG 42x30 dCore,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,glide,0,-361.2094463546928,19.010848202419467,0.0801902283445732,
GA,25.48908066389497,51.4497615045556,85.19848969019499,0.0851984896901949,13348.63164226688,1201.0603822204732,10.5,329.9448935105888,-0.3959369908013082,False,1,85.19848969019499,15.737107081763648,27.51558008635916,0.0296966517650075,201.5771951458464,10.156253525749491,5.366633763046575,6.199871403707221,-6.136896067347299,0.0345734474718108,77.62644646253547,97.03305807816932,150.10043842859085,176.77826492065648,1.9804880904849505e-05,0.0011069941341355,236.05660622645473,,False,accel,BG 42x30 dCore,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,gas,1,-363.7279790205483,23.35229248926495,0.0851984896901949,
GA,25.489119768773257,51.44973643729584,90.21068423482237,0.0902106842348223,19413.291366606263,1448.425138411849,10.3,329.9596374949717,-0.3463093090187468,False,1,90.21068423482237,16.392044089236414,27.585598056819325,-0.0394964869978232,200.6081188663022,8.881784197001252e-16,5.384361026221561,6.199882822471494,-5.367692840618251,0.023893937581275,6.805814691274621e-15,8.507268364093274e-15,1.0008551016580325e-14,10.00000000000001,1.057739369116587e-06,0.0011199650835687,245.88066133854625,,False,cruise,BG 42x30 dCore,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,glide,0,-366.2468651519465,27.698095823013844,0.0902106842348223,
GA,25.48915879910472,51.44971143266436,95.21257330121936,0.0952125733012193,9265.965401099444,1000.6721303014276,10.0,329.99055787531876,-0.304182973994003,False,1,95.21257330121936,17.045906867410178,27.492627039039924,0.0393162274402671,199.63634554177105,13.108984299386002,5.362158742349434,6.199891317111839,-4.714753448196689,0.0497237525592114,100.11122672323594,125.13903340404492,213.74893870155717,247.49882077950795,2.8441448605462688e-05,0.0011206566999712,255.68860301115265,,False,accel,BG 42x30 dCore,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,gas,1,-368.75945807417423,32.03561461933482,0.0952125733012193,
GA,25.489198020717215,51.44968633676197,100.23739534895142,0.1002373953489514,10372.541432594437,1058.7393541823812,9.9,330.0182664283564,-0.2456823308095795,False,1,100.23739534895142,17.702767517525622,27.585598056819325,-0.0495095738350528,198.6553304063139,0.0,5.385906883478707,6.1999012887857665,-3.808015498545508,0.0447199922193776,0.0,0.0,0.0,10.0,1.057739369116586e-06,0.0011393387683924,265.5415127628843,,False,cruise,BG 42x30 dCore,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,glide,0,-371.281222362568,36.39439085889839,0.1002373953489514,
GA,25.48923731850344,51.44966122018104,105.27055940430684,0.1052705594043068,13576.73141345908,1211.2787006255107,9.8,330.0393977276401,-0.2052093494685481,False,1,105.27055940430684,18.361009674191862,27.4682766176548,0.0497783979879155,197.66780583063425,16.27549343648584,5.357420976402367,6.199906945837769,-3.1806971778022537,0.0338758099572907,124.18326550061614,155.22908187577016,281.8905504464081,323.2117227182312,3.819435682687546e-05,0.0011400350170359,275.41514511287795,,False,accel,BG 42x30 dCore,typical_january,BLDC 650W + BG 42x30 dCore,SZFC-1000,False,,,,,,,gas,1,-373.80506453629937,40.76163243786742,0.1052705594043068,
