#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware
0,🧠⚡,Foundation Model,[EXAONE-Tabular (default)](https://github.com/LGAI-Research/EXAONE-Tabular),2149.0,+246/-118,0.83,4.14,1.96,4.737,2.2,0.884,✔️,0.0,False,GPU
1,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),2064.0,+375/-170,0.835,5.79,1.61,3.699,42.17,19.818,✔️,0.0,False,GPU
2,📊,Reference Pipeline,"[AutoGluon 1.5 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",2053.0,+164/-58,0.663,6.04,3.45,6.096,128.64,2.023,✔️,0.0,False,GPU
3,📊,Reference Pipeline,"[AutoGluon 1.4 (best, 4h)](https://arxiv.org/abs/2003.06505)",1903.0,+176/-73,0.565,10.6,4.88,7.018,325.92,2.156,✔️,0.0,False,CPU
4,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1871.0,+262/-167,0.552,11.88,4.85,9.138,1.18,0.306,✔️,0.0,False,GPU
5,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1786.0,+134/-91,0.419,15.83,10.74,10.458,2.76,0.886,✔️,0.0,False,GPU
6,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1784.0,+178/-112,0.455,15.93,5.3,8.923,0.65,0.198,✔️,0.0,False,GPU
7,🌳,Tree-based,[CatBoost (default)](https://arxiv.org/abs/1706.09516),1763.0,+137/-84,0.445,17.04,7.98,8.913,1.38,0.018,✔️,0.0,False,CPU
8,🧠⚡,Foundation Model,[iLTM (tuned + ensembled)](https://arxiv.org/abs/2511.15941),1760.0,+111/-61,0.406,17.19,13.6,10.382,1883.82,80.768,✔️,0.0,False,GPU
9,🌳,Tree-based,[CatBoost (tuned + ensembled)](https://arxiv.org/abs/1706.09516),1756.0,+163/-90,0.425,17.41,8.96,9.228,329.05,0.166,✔️,0.0,False,CPU
