#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware,MethodClass,Tags
0,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),1780.0,+185/-127,0.778,6.33,1.75,4.203,37.56,7.056,✔️,0.0,False,GPU,model,
1,🧠⚡,Foundation Model,[EXAONE-Tabular (default)](https://github.com/LGAI-Research/EXAONE-Tabular),1756.0,+140/-83,0.75,7.02,2.55,7.349,5.16,0.496,✔️,0.0,False,GPU,model,
2,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1634.0,+100/-71,0.578,11.62,5.38,10.499,2.9,0.353,✔️,0.0,False,GPU,model,
3,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1585.0,+103/-71,0.51,14.03,7.86,11.81,4.82,0.467,✔️,0.0,False,GPU,model,
4,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1573.0,+105/-85,0.506,14.7,7.88,11.729,1.77,0.16,✔️,0.0,False,GPU,model,
5,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),1547.0,+104/-64,0.456,16.18,7.96,12.238,1878.36,10.744,✔️,0.0,False,GPU,model,
6,🧠⚡,Foundation Model,[RealTabPFN-2.5 (default)](https://arxiv.org/abs/2511.08667),1536.0,+81/-54,0.45,16.85,10.75,12.813,4.79,0.708,✔️,0.0,False,GPU,model,
7,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned)](https://arxiv.org/abs/2511.08667),1516.0,+92/-63,0.439,18.12,10.28,12.967,1878.36,1.035,✔️,0.0,False,GPU,model,
8,🧠🔁,Neural Network,[RealMLP (tuned + ensembled)](https://arxiv.org/abs/2407.04491),1489.0,+64/-59,0.388,19.93,12.46,13.888,2722.13,9.31,✔️,0.0,False,GPU,model,
9,🧠🔁,Neural Network,[RealMLP (tuned)](https://arxiv.org/abs/2407.04491),1418.0,+71/-72,0.333,25.22,12.26,15.504,2722.13,0.265,✔️,0.0,False,GPU,model,
10,🧠🔁,Neural Network,[TabM (tuned + ensembled)](https://arxiv.org/abs/2410.24210),1408.0,+85/-66,0.317,25.97,11.24,15.713,1641.74,1.602,✔️,0.0,False,GPU,model,
11,🧠⚡,Foundation Model,[iLTM (tuned + ensembled)](https://arxiv.org/abs/2511.15941),1408.0,+78/-73,0.306,26.0,13.79,15.638,8274.67,361.103,✔️,0.0,False,GPU,model,
12,🌳,Tree-based,[ChimeraBoost (tuned + ensembled)](https://github.com/bbstats/chimeraboost),1394.0,+93/-74,0.296,27.15,14.38,16.224,328.78,0.496,✔️,0.0,False,CPU,model,
13,🧠⚡,Foundation Model,[TabDPT-Turbo (default)](https://openreview.net/pdf?id=Y00pwFyrHR),1392.0,+74/-71,0.296,27.28,12.64,15.839,1.48,0.167,➖,0.0,False,GPU,model,
14,🧠⚡,Foundation Model,[TabICL (default)](https://arxiv.org/abs/2502.05564) [3.33% IMPUTED],1385.0,+70/-60,0.276,27.87,11.39,15.339,8.05,2.007,✔️,3.33,True,GPU,model,
15,🌳,Tree-based,[ChimeraBoost (tuned)](https://github.com/bbstats/chimeraboost),1381.0,+96/-90,0.289,28.22,14.84,16.857,328.78,0.037,✔️,0.0,False,CPU,model,
16,🌳,Tree-based,[CatBoost (tuned)](https://arxiv.org/abs/1706.09516),1378.0,+66/-62,0.276,28.43,12.12,15.979,735.46,0.027,✔️,0.0,False,CPU,model,
17,🌳,Tree-based,[LightGBM (tuned + ensembled)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1376.0,+57/-50,0.225,28.63,20.72,16.687,328.64,0.773,✔️,0.0,False,CPU,model,
