#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware
43,🌳,Tree-based,[LightGBM (default)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1229.0,+70/-86,0.043,41.87,39.77,14.26,0.34,0.07,✔️,0.0,False,CPU
44,🌳,Tree-based,[ExtraTrees (tuned + ensembled)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1224.0,+94/-116,0.033,42.13,39.71,15.006,50.36,0.183,✔️,0.0,False,CPU
45,🌳,Tree-based,[EBM (tuned)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1223.0,+120/-140,0.087,42.2,34.87,16.389,662.24,0.006,✔️,0.0,False,CPU
46,🌳,Tree-based,[RandomForest (tuned)](https://link.springer.com/article/10.1023/A:1010933404324),1210.0,+81/-80,0.029,43.03,39.34,15.23,65.73,0.025,✔️,0.0,False,CPU
47,🌳,Tree-based,[EBM (default)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1206.0,+98/-132,0.075,43.27,38.59,17.381,2.13,0.006,✔️,0.0,False,CPU
48,🧠🔁,Neural Network,[FastaiMLP (tuned + ensembled)](https://arxiv.org/abs/2003.06505),1184.0,+112/-132,0.056,44.6,37.94,17.18,354.91,1.636,✔️,0.0,False,CPU
49,🌳,Tree-based,[ExtraTrees (tuned)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1180.0,+109/-132,0.036,44.87,40.94,16.592,50.36,0.017,✔️,0.0,False,CPU
50,🧠⚡,Foundation Model,[SAP-RPT-OSS (default)](https://arxiv.org/abs/2506.10707),1174.0,+105/-110,0.039,45.2,39.13,17.152,11.42,10.384,➖,0.0,False,GPU
51,🧠⚡,Foundation Model,[iLTM (default)](https://arxiv.org/abs/2511.15941),1169.0,+100/-131,0.075,45.47,39.79,18.421,86.71,9.515,✔️,0.0,False,GPU
52,🧠🔁,Neural Network,[TorchMLP (default)](https://arxiv.org/abs/2003.06505),1087.0,+77/-90,0.005,50.13,48.61,18.293,2.58,0.039,✔️,0.0,False,CPU
53,🧠🔁,Neural Network,[FastaiMLP (tuned)](https://arxiv.org/abs/2003.06505),1058.0,+90/-104,0.008,51.67,49.21,19.635,354.91,0.094,✔️,0.0,False,CPU
54,🌳,Tree-based,[PerpetualBooster (tuned + ensembled)](https://perpetual-ml.com/),1057.0,+106/-156,0.016,51.73,47.78,22.822,20.27,0.443,✔️,0.0,False,CPU
55,❓,Other,[xRFM (default)](https://arxiv.org/abs/2508.10053),1010.0,+160/-219,0.018,54.07,47.37,26.948,2.55,0.157,✔️,0.0,False,GPU
56,🌳,Tree-based,[RandomForest (default)](https://link.springer.com/article/10.1023/A:1010933404324),1000.0,+66/-111,0.0,54.57,53.29,20.772,0.24,0.022,✔️,0.0,False,CPU
57,🌳,Tree-based,[PerpetualBooster (tuned)](https://perpetual-ml.com/),994.0,+97/-158,0.003,54.87,52.1,23.969,20.27,0.225,✔️,0.0,False,CPU
58,📏,Baseline,[KNN (tuned + ensembled)](https://scikit-learn.org/stable/modules/neighbors.html),974.0,+95/-131,0.01,55.8,53.4,24.143,150.58,4.952,✔️,0.0,False,CPU
59,🧠🔁,Neural Network,[FastaiMLP (default)](https://arxiv.org/abs/2003.06505),965.0,+116/-163,0.01,56.2,53.07,23.089,1.49,0.113,✔️,0.0,False,CPU
60,🧠⚡,Foundation Model,[TabSTAR (tuned)](https://arxiv.org/abs/2505.18125),956.0,+56/-98,0.0,56.6,55.55,25.585,5745.33,2.139,✔️,0.0,False,GPU
61,🧠⚡,Foundation Model,[TabSTAR (tuned + ensembled)](https://arxiv.org/abs/2505.18125),948.0,+62/-97,0.0,56.93,56.01,25.57,5745.33,8.567,✔️,0.0,False,GPU
62,🌳,Tree-based,[ExtraTrees (default)](https://link.springer.com/article/10.1007/s10994-006-6226-1),937.0,+95/-133,0.0,57.4,55.91,23.258,0.47,0.072,✔️,0.0,False,CPU
63,📏,Baseline,[Linear (tuned + ensembled)](https://scikit-learn.org/stable/modules/linear_model.html),901.0,+160/-228,0.006,58.9,54.8,33.239,43.96,0.081,✔️,0.0,False,CPU
64,🌳,Tree-based,[PerpetualBooster (default)](https://perpetual-ml.com/),884.0,+108/-186,0.0,59.53,57.49,30.681,1.53,0.012,✔️,0.0,False,CPU
65,📏,Baseline,[Linear (tuned)](https://scikit-learn.org/stable/modules/linear_model.html),858.0,+158/-234,0.0,60.5,57.42,33.973,43.96,0.017,✔️,0.0,False,CPU
66,🧠⚡,Foundation Model,[TabSTAR (default)](https://arxiv.org/abs/2505.18125),824.0,+41/-90,0.0,61.67,61.18,30.996,113.17,2.156,✔️,0.0,False,GPU
67,📏,Baseline,[KNN (tuned)](https://scikit-learn.org/stable/modules/neighbors.html),797.0,+48/-120,0.0,62.53,62.32,30.322,150.58,0.546,✔️,0.0,False,CPU
68,📏,Baseline,[Linear (default)](https://scikit-learn.org/stable/modules/linear_model.html),740.0,+104/-206,0.0,64.13,63.51,36.011,0.2,0.02,✔️,0.0,False,CPU
69,📏,Baseline,[KNN (default)](https://scikit-learn.org/stable/modules/neighbors.html),569.0,+80/-155,0.0,67.6,67.48,43.744,0.1,0.068,✔️,0.0,False,CPU
