#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware,MethodClass,Tags
0,📊,System,[TabFM+](https://github.com/google-research/tabfm),1868.0,+542/-164,0.84,6.12,1.88,7.828,25.31,8.796,✔️,0.0,False,GPU,system,
1,📊,System,"[AutoGluon 1.6 (noncommercial, 4h)](https://arxiv.org/abs/2003.06505)",1767.0,+302/-85,0.683,9.31,4.2,11.495,23.04,0.716,✔️,0.0,False,GPU,system,
2,🧠⚡,Foundation Model,[EXAONE-Tabular (default)](https://github.com/LGAI-Research/EXAONE-Tabular),1758.0,+343/-119,0.679,9.62,5.7,10.759,12.24,0.681,✔️,0.0,False,GPU,model,
3,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),1739.0,+323/-147,0.643,10.38,4.19,6.264,2793.87,8.928,✔️,0.0,False,GPU,model,
4,📊,System,"[AutoGluon 1.5 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",1739.0,+202/-67,0.625,10.38,6.53,12.403,253.44,3.242,✔️,0.0,False,GPU,system,
5,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),1724.0,+743/-268,0.735,11.0,2.04,7.858,49.97,7.689,✔️,0.0,False,GPU,model,
6,📊,System,"[AutoGluon 1.6 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",1713.0,+273/-91,0.633,11.44,7.27,13.141,21.66,0.713,✔️,0.0,False,GPU,system,
7,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned)](https://arxiv.org/abs/2511.08667),1654.0,+175/-101,0.546,14.19,11.09,14.232,2793.87,1.512,✔️,0.0,False,GPU,model,
8,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1636.0,+186/-107,0.533,15.12,12.92,13.92,9.9,0.591,✔️,0.0,False,GPU,model,
9,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1588.0,+291/-159,0.502,17.88,10.21,12.125,8.93,0.49,✔️,0.0,False,GPU,model,
10,🧠⚡,Foundation Model,[RealTabPFN-2.5 (default)](https://arxiv.org/abs/2511.08667),1547.0,+227/-96,0.405,20.44,11.84,14.589,9.88,0.825,✔️,0.0,False,GPU,model,
11,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1521.0,+338/-190,0.443,22.12,10.19,16.078,4.73,0.225,✔️,0.0,False,GPU,model,
12,🧠⚡,Foundation Model,[LimiX (default)](https://arxiv.org/abs/2509.03505),1503.0,+263/-156,0.4,23.38,9.29,14.146,41.12,8.609,➖,0.0,False,GPU,model,
13,📊,System,"[AutoGluon 1.4 (best, 4h)](https://arxiv.org/abs/2003.06505)",1488.0,+164/-114,0.391,24.38,15.14,18.419,5547.02,3.267,✔️,0.0,False,CPU,system,
14,🌳,Tree-based,[CatBoost (tuned)](https://arxiv.org/abs/1706.09516),1455.0,+175/-91,0.305,26.75,20.1,16.677,2807.98,0.179,✔️,0.0,False,CPU,model,
15,🌳,Tree-based,[CatBoost (tuned + ensembled)](https://arxiv.org/abs/1706.09516),1455.0,+155/-88,0.298,26.75,22.43,17.458,2807.98,1.223,✔️,0.0,False,CPU,model,
16,🧠🔁,Neural Network,[RealMLP (tuned + ensembled)](https://arxiv.org/abs/2407.04491),1452.0,+176/-104,0.315,27.0,13.58,19.535,4335.39,21.143,✔️,0.0,False,GPU,model,
17,🧠⚡,Foundation Model,[TabPFNv2 (tuned + ensembled)](https://www.nature.com/articles/s41586-024-08328-6) [25.00% IMPUTED],1428.0,+270/-192,0.335,28.75,16.6,22.272,2584.96,12.368,✔️,25.0,True,GPU,model,
18,🌳,Tree-based,[LightGBM (tuned + ensembled)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1428.0,+131/-89,0.254,28.75,23.23,20.401,1280.18,4.078,✔️,0.0,False,CPU,model,
19,🧠🔁,Neural Network,[TabM (tuned + ensembled)](https://arxiv.org/abs/2410.24210),1422.0,+174/-125,0.311,29.25,18.52,20.848,3796.93,4.545,✔️,0.0,False,GPU,model,
20,🌳,Tree-based,[LightGBM (tuned)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1422.0,+132/-94,0.251,29.25,23.32,20.474,1280.18,1.051,✔️,0.0,False,CPU,model,
21,🧠🔁,Neural Network,[TabM (tuned)](https://arxiv.org/abs/2410.24210),1416.0,+201/-136,0.293,29.75,14.24,20.909,3796.93,0.767,✔️,0.0,False,GPU,model,
22,🧠🔁,Neural Network,[RealMLP (tuned)](https://arxiv.org/abs/2407.04491),1410.0,+163/-107,0.274,30.25,22.8,19.991,4335.39,3.527,✔️,0.0,False,GPU,model,
23,🧠⚡,Foundation Model,[Mitra (default)](https://arxiv.org/abs/2510.21204) [25.00% IMPUTED],1403.0,+190/-172,0.285,30.81,24.04,23.03,159.48,3.544,✔️,25.0,True,GPU,model,
24,🧠⚡,Foundation Model,[TabDPT (tuned + ensembled)](https://arxiv.org/abs/2410.18164),1391.0,+209/-160,0.301,31.75,23.79,23.01,9413.13,343.731,✔️,0.0,False,GPU,model,
25,🧠⚡,Foundation Model,[TabDPT-Turbo (default)](https://openreview.net/pdf?id=Y00pwFyrHR),1376.0,+198/-140,0.259,33.0,22.24,23.216,5.38,0.274,➖,0.0,False,GPU,model,
26,❓,Other,[xRFM (tuned + ensembled)](https://arxiv.org/abs/2508.10053),1369.0,+223/-190,0.264,33.62,11.14,23.074,2079.22,3.347,✔️,0.0,False,GPU,model,
27,🌳,Tree-based,[XGBoost (tuned + ensembled)](https://arxiv.org/abs/1603.02754),1369.0,+63/-56,0.164,33.62,32.41,20.987,2029.77,4.113,✔️,0.0,False,CPU,model,
28,🌳,Tree-based,[XGBoost (tuned)](https://arxiv.org/abs/1603.02754),1366.0,+74/-68,0.173,33.88,32.17,20.781,2029.77,1.04,✔️,0.0,False,CPU,model,
29,🧠⚡,Foundation Model,[TabPFNv2 (default)](https://www.nature.com/articles/s41586-024-08328-6) [25.00% IMPUTED],1352.0,+186/-148,0.22,35.06,20.56,22.187,5.48,0.354,✔️,25.0,True,GPU,model,
30,🧠⚡,Foundation Model,[TabPFNv2 (tuned)](https://www.nature.com/articles/s41586-024-08328-6) [25.00% IMPUTED],1337.0,+180/-144,0.212,36.38,26.22,23.617,2584.96,0.407,✔️,25.0,True,GPU,model,
