#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware,MethodClass,Tags
0,📊,System,"[AutoGluon 1.6 (noncommercial, 4h)](https://arxiv.org/abs/2003.06505)",2158.0,+245/-92,0.813,4.71,2.66,3.986,5.53,0.821,✔️,0.0,False,GPU,system,
1,🧠⚡,Foundation Model,[EXAONE-Tabular (default)](https://github.com/LGAI-Research/EXAONE-Tabular),2106.0,+206/-97,0.806,5.72,2.51,5.277,2.05,0.758,✔️,0.0,False,GPU,model,
2,📊,System,"[AutoGluon 1.6 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",2086.0,+183/-70,0.749,6.18,4.09,4.594,4.09,0.723,✔️,0.0,False,GPU,system,
3,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),2028.0,+300/-172,0.79,7.6,2.22,4.836,38.86,18.759,✔️,0.0,False,GPU,model,
4,📊,System,[TabFM+](https://github.com/google-research/tabfm),2028.0,+267/-116,0.773,7.61,2.85,5.495,7.0,20.169,✔️,0.0,False,GPU,system,
5,📊,System,"[AutoGluon 1.5 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",2019.0,+138/-48,0.657,7.86,4.93,6.392,147.57,1.973,✔️,0.0,False,GPU,system,
6,📊,System,"[AutoGluon 1.4 (best, 4h)](https://arxiv.org/abs/2003.06505)",1884.0,+167/-80,0.559,12.36,6.53,7.438,314.18,2.249,✔️,0.0,False,CPU,system,
7,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1863.0,+260/-176,0.565,13.23,6.59,8.991,1.1,0.289,✔️,0.0,False,GPU,model,
8,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1756.0,+126/-82,0.421,18.21,14.3,10.758,2.41,0.701,✔️,0.0,False,GPU,model,
9,🌳,Tree-based,[ChimeraBoost (tuned + ensembled)](https://github.com/bbstats/chimeraboost),1756.0,+172/-128,0.451,18.24,11.13,10.396,111.66,0.658,✔️,0.0,False,CPU,model,
10,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1756.0,+187/-114,0.44,18.24,7.43,9.782,0.63,0.17,✔️,0.0,False,GPU,model,
11,🌳,Tree-based,[CatBoost (tuned + ensembled)](https://arxiv.org/abs/1706.09516),1712.0,+148/-89,0.39,20.58,12.61,10.329,378.5,0.168,✔️,0.0,False,CPU,model,
12,🌳,Tree-based,[CatBoost (default)](https://arxiv.org/abs/1706.09516),1708.0,+148/-86,0.401,20.84,11.11,10.211,1.49,0.019,✔️,0.0,False,CPU,model,
13,🧠⚡,Foundation Model,[iLTM (tuned + ensembled)](https://arxiv.org/abs/2511.15941),1702.0,+101/-69,0.368,21.18,17.65,11.519,1607.74,72.982,✔️,0.0,False,GPU,model,
14,🌳,Tree-based,[CatBoost (tuned)](https://arxiv.org/abs/1706.09516),1698.0,+160/-97,0.384,21.38,12.81,10.591,378.5,0.02,✔️,0.0,False,CPU,model,
15,🌳,Tree-based,[ChimeraBoost (tuned)](https://github.com/bbstats/chimeraboost),1686.0,+159/-108,0.374,22.1,14.83,11.12,111.66,0.05,✔️,0.0,False,CPU,model,
16,🌳,Tree-based,[XGBoost (tuned + ensembled)](https://arxiv.org/abs/1603.02754),1669.0,+117/-91,0.319,23.07,17.55,12.414,207.65,0.398,✔️,0.0,False,CPU,model,
17,🌳,Tree-based,[LightGBM (tuned + ensembled)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1666.0,+132/-71,0.301,23.27,18.04,12.708,93.21,0.758,✔️,0.0,False,CPU,model,
18,🧠🔁,Neural Network,[RealMLP (tuned + ensembled)](https://arxiv.org/abs/2407.04491),1656.0,+117/-94,0.314,23.84,17.36,11.955,1624.55,1.763,✔️,0.0,False,GPU,model,
19,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),1644.0,+188/-118,0.32,24.58,15.77,12.214,783.29,13.79,✔️,0.0,False,GPU,model,
20,🧠🔁,Neural Network,[TabM (tuned + ensembled)](https://arxiv.org/abs/2410.24210),1637.0,+145/-107,0.27,25.03,17.18,12.78,860.28,0.554,✔️,0.0,False,GPU,model,
21,🌳,Tree-based,[ChimeraBoost (default)](https://github.com/bbstats/chimeraboost),1634.0,+145/-101,0.312,25.24,19.42,11.833,0.49,0.043,✔️,0.0,False,CPU,model,
22,🧠🔁,Neural Network,[ModernNCA (tuned + ensembled)](https://arxiv.org/abs/2407.03257),1626.0,+122/-127,0.299,25.73,19.25,12.422,2338.19,14.248,✔️,0.0,False,GPU,model,
23,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned)](https://arxiv.org/abs/2511.08667),1604.0,+175/-116,0.279,27.14,16.73,12.883,783.29,1.924,✔️,0.0,False,GPU,model,
24,🌳,Tree-based,[XGBoost (tuned)](https://arxiv.org/abs/1603.02754),1601.0,+99/-68,0.242,27.33,23.59,13.182,207.65,0.056,✔️,0.0,False,CPU,model,
25,🧠🔁,Neural Network,[RealMLP (tuned)](https://arxiv.org/abs/2407.04491),1576.0,+131/-98,0.223,28.99,19.48,13.154,1624.55,0.083,✔️,0.0,False,GPU,model,
26,🧠🔁,Neural Network,[TabM (tuned)](https://arxiv.org/abs/2410.24210),1566.0,+140/-122,0.223,29.62,19.8,13.64,860.28,0.055,✔️,0.0,False,GPU,model,
27,🌳,Tree-based,[LightGBM (tuned)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1558.0,+125/-68,0.173,30.17,25.33,14.249,93.21,0.087,✔️,0.0,False,CPU,model,
28,🧠⚡,Foundation Model,[RealTabPFN-2.5 (default)](https://arxiv.org/abs/2511.08667),1552.0,+132/-101,0.227,30.57,22.82,13.753,2.3,0.82,✔️,0.0,False,GPU,model,
29,🧠⚡,Foundation Model,[TabICL (default)](https://arxiv.org/abs/2502.05564),1533.0,+146/-134,0.214,31.89,20.63,14.415,7.51,3.146,✔️,0.0,False,GPU,model,
30,🧠⚡,Foundation Model,[iLTM (tuned)](https://arxiv.org/abs/2511.15941),1526.0,+98/-91,0.172,32.32,21.51,14.515,1607.74,10.661,✔️,0.0,False,GPU,model,
31,🧠🔁,Neural Network,[ModernNCA (tuned)](https://arxiv.org/abs/2407.03257),1520.0,+90/-74,0.145,32.79,26.4,14.653,2338.19,0.54,✔️,0.0,False,GPU,model,
32,🧠⚡,Foundation Model,[TabDPT-Turbo (default)](https://openreview.net/pdf?id=Y00pwFyrHR),1514.0,+172/-174,0.222,33.21,18.45,15.261,0.79,0.23,➖,0.0,False,GPU,model,
