#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware,MethodClass,Tags
0,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),1785.0,+244/-125,0.845,6.0,1.54,3.289,45.35,5.343,✔️,0.0,False,GPU,model,
1,🧠⚡,Foundation Model,[EXAONE-Tabular (default)](https://github.com/LGAI-Research/EXAONE-Tabular),1698.0,+115/-66,0.714,8.71,4.05,8.221,7.43,0.553,✔️,0.0,False,GPU,model,
2,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1624.0,+95/-54,0.598,11.79,5.63,9.632,8.57,0.411,✔️,0.0,False,GPU,model,
3,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1596.0,+96/-58,0.584,13.14,6.97,10.617,7.07,0.555,✔️,0.0,False,GPU,model,
4,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),1595.0,+132/-86,0.576,13.21,5.73,9.209,2320.56,8.956,✔️,0.0,False,GPU,model,
5,🧠⚡,Foundation Model,[RealTabPFN-2.5 (default)](https://arxiv.org/abs/2511.08667),1562.0,+84/-57,0.511,14.97,9.95,11.419,6.58,0.586,✔️,0.0,False,GPU,model,
6,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned)](https://arxiv.org/abs/2511.08667),1538.0,+86/-65,0.516,16.39,9.17,11.458,2320.56,0.941,✔️,0.0,False,GPU,model,
7,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1536.0,+127/-86,0.534,16.5,6.9,11.192,3.89,0.15,✔️,0.0,False,GPU,model,
8,🧠🔁,Neural Network,[RealMLP (tuned + ensembled)](https://arxiv.org/abs/2407.04491),1476.0,+62/-49,0.407,20.42,12.92,13.952,3855.77,24.914,✔️,0.0,False,GPU,model,
9,🧠⚡,Foundation Model,[TabPFNv2 (tuned + ensembled)](https://www.nature.com/articles/s41586-024-08328-6) [8.33% IMPUTED],1440.0,+96/-71,0.397,23.01,12.55,14.534,3560.23,49.196,✔️,8.33,True,GPU,model,
10,🧠⚡,Foundation Model,[TabDPT (tuned + ensembled)](https://arxiv.org/abs/2410.18164),1433.0,+88/-68,0.402,23.53,8.41,14.395,8061.74,364.097,✔️,0.0,False,GPU,model,
11,🧠⚡,Foundation Model,[TabDPT-Turbo (default)](https://openreview.net/pdf?id=Y00pwFyrHR),1416.0,+83/-63,0.366,24.82,12.59,15.27,5.1,0.187,➖,0.0,False,GPU,model,
12,🧠🔁,Neural Network,[RealMLP (tuned)](https://arxiv.org/abs/2407.04491),1407.0,+67/-71,0.346,25.51,15.68,15.116,3855.77,0.954,✔️,0.0,False,GPU,model,
13,🧠⚡,Foundation Model,[Mitra (default)](https://arxiv.org/abs/2510.21204) [8.33% IMPUTED],1406.0,+81/-46,0.337,25.6,14.5,15.668,128.84,2.999,✔️,8.33,True,GPU,model,
14,🧠⚡,Foundation Model,[LimiX (default)](https://arxiv.org/abs/2509.03505),1400.0,+87/-83,0.36,26.08,9.4,14.143,34.03,7.205,➖,0.0,False,GPU,model,
15,🧠⚡,Foundation Model,[TabDPT (tuned)](https://arxiv.org/abs/2410.18164),1391.0,+80/-68,0.36,26.86,13.54,15.401,8061.74,39.456,✔️,0.0,False,GPU,model,
16,🧠🔁,Neural Network,[TabM (tuned + ensembled)](https://arxiv.org/abs/2410.24210),1373.0,+72/-59,0.319,28.33,13.36,15.757,2564.23,3.453,✔️,0.0,False,GPU,model,
17,🧠⚡,Foundation Model,[iLTM (tuned + ensembled)](https://arxiv.org/abs/2511.15941),1363.0,+55/-50,0.263,29.14,18.09,16.257,22680.19,529.126,✔️,0.0,False,GPU,model,
18,🌳,Tree-based,[LightGBM (tuned + ensembled)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1359.0,+41/-45,0.223,29.47,23.17,16.865,833.09,2.182,✔️,0.0,False,CPU,model,
19,🌳,Tree-based,[CatBoost (tuned)](https://arxiv.org/abs/1706.09516),1354.0,+60/-48,0.252,29.86,17.39,15.724,1827.95,0.048,✔️,0.0,False,CPU,model,
20,🌳,Tree-based,[CatBoost (tuned + ensembled)](https://arxiv.org/abs/1706.09516),1349.0,+55/-59,0.232,30.36,23.81,16.175,1827.95,0.391,✔️,0.0,False,CPU,model,
21,🧠⚡,Foundation Model,[TabPFNv2 (tuned)](https://www.nature.com/articles/s41586-024-08328-6) [8.33% IMPUTED],1346.0,+80/-68,0.278,30.62,18.83,16.678,3560.23,0.519,✔️,8.33,True,GPU,model,
22,🧠🔁,Neural Network,[TabM (tuned)](https://arxiv.org/abs/2410.24210),1343.0,+73/-62,0.281,30.86,15.86,16.367,2564.23,0.453,✔️,0.0,False,GPU,model,
23,🧠⚡,Foundation Model,[TabSwift (default)](https://github.com/LAMDA-Tabular/TabSwift),1338.0,+62/-56,0.263,31.29,19.6,17.263,2.54,0.058,➖,0.0,False,GPU,model,
24,❓,Other,[xRFM (tuned + ensembled)](https://arxiv.org/abs/2508.10053),1315.0,+64/-55,0.233,33.25,19.63,17.523,1346.82,2.149,✔️,0.0,False,GPU,model,
25,🌳,Tree-based,[XGBoost (tuned + ensembled)](https://arxiv.org/abs/1603.02754),1312.0,+50/-44,0.184,33.51,24.52,17.771,886.81,1.98,✔️,0.0,False,CPU,model,
26,🌳,Tree-based,[ChimeraBoost (tuned + ensembled)](https://github.com/bbstats/chimeraboost),1304.0,+62/-58,0.174,34.26,24.21,18.475,1286.69,0.465,✔️,0.0,False,CPU,model,
27,🧠⚡,Foundation Model,[TabPFNv2 (default)](https://www.nature.com/articles/s41586-024-08328-6) [8.33% IMPUTED],1301.0,+76/-62,0.247,34.5,15.65,17.475,4.98,0.511,✔️,8.33,True,GPU,model,
28,🌳,Tree-based,[LightGBM (tuned)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1300.0,+52/-50,0.175,34.6,27.69,17.855,833.09,0.435,✔️,0.0,False,CPU,model,
29,🧠🔁,Neural Network,[ModernNCA (tuned + ensembled)](https://arxiv.org/abs/2407.03257),1297.0,+63/-61,0.226,34.89,15.1,18.494,6343.61,8.545,✔️,0.0,False,GPU,model,
30,🌳,Tree-based,[XGBoost (tuned)](https://arxiv.org/abs/1603.02754),1296.0,+49/-49,0.173,34.92,16.53,17.896,886.81,0.318,✔️,0.0,False,CPU,model,
31,🌳,Tree-based,[CatBoost (default)](https://arxiv.org/abs/1706.09516),1296.0,+41/-42,0.159,34.94,29.71,18.087,9.04,0.041,✔️,0.0,False,CPU,model,
32,🧠⚡,Foundation Model,[TabDPT (default)](https://arxiv.org/abs/2410.18164),1295.0,+85/-79,0.259,35.03,16.93,17.889,51.79,39.921,✔️,0.0,False,GPU,model,
33,🧠🔁,Neural Network,[ModernNCA (tuned)](https://arxiv.org/abs/2407.03257),1288.0,+64/-60,0.202,35.69,19.87,17.977,6343.61,0.501,✔️,0.0,False,GPU,model,
34,🌳,Tree-based,[ChimeraBoost (tuned)](https://github.com/bbstats/chimeraboost),1286.0,+66/-68,0.177,35.82,21.76,18.887,1286.69,0.043,✔️,0.0,False,CPU,model,
35,🧠⚡,Foundation Model,[SAP-RPT-OSS (default)](https://arxiv.org/abs/2506.10707),1278.0,+74/-72,0.241,36.57,17.32,19.402,16.54,1.254,➖,0.0,False,GPU,model,
36,🧠⚡,Foundation Model,[iLTM (tuned)](https://arxiv.org/abs/2511.15941),1278.0,+50/-58,0.17,36.58,29.07,17.745,22680.19,126.301,✔️,0.0,False,GPU,model,
37,🧠⚡,Foundation Model,[TabICL (default)](https://arxiv.org/abs/2502.05564) [27.78% IMPUTED],1270.0,+85/-96,0.215,37.29,14.22,18.895,7.56,1.493,✔️,27.78,True,GPU,model,
38,🧠⚡,Foundation Model,[BetaTabPFN (default)](https://arxiv.org/abs/2502.02527) [22.22% IMPUTED],1268.0,+67/-67,0.207,37.47,24.27,19.834,269.21,1.881,➖,22.22,True,GPU,model,
39,🧠🔁,Neural Network,[TabM (default)](https://arxiv.org/abs/2410.24210),1266.0,+64/-61,0.192,37.68,23.1,18.532,11.22,0.393,✔️,0.0,False,GPU,model,
40,❓,Other,[xRFM (tuned)](https://arxiv.org/abs/2508.10053),1264.0,+69/-54,0.177,37.78,16.78,18.457,1346.82,0.103,✔️,0.0,False,GPU,model,
41,🌳,Tree-based,[EBM (tuned + ensembled)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1252.0,+66/-56,0.133,38.94,26.84,19.405,2241.86,0.152,✔️,0.0,False,CPU,model,
42,🧠🔁,Neural Network,[RealMLP (default)](https://arxiv.org/abs/2407.04491),1246.0,+52/-59,0.134,39.42,27.96,18.877,16.61,4.299,✔️,0.0,False,GPU,model,
43,🧠🔁,Neural Network,[TorchMLP (tuned + ensembled)](https://arxiv.org/abs/2003.06505),1230.0,+46/-60,0.14,40.92,33.54,19.07,3694.49,2.137,✔️,0.0,False,CPU,model,
44,🌳,Tree-based,[ChimeraBoost (default)](https://github.com/bbstats/chimeraboost),1223.0,+61/-60,0.124,41.53,31.42,20.756,6.64,0.051,✔️,0.0,False,CPU,model,
45,🌳,Tree-based,[EBM (tuned)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1217.0,+61/-58,0.105,42.06,28.64,20.116,2241.86,0.017,✔️,0.0,False,CPU,model,
46,🧠🔁,Neural Network,[ModernNCA (default)](https://arxiv.org/abs/2407.03257),1206.0,+72/-73,0.117,43.04,16.49,22.231,14.91,0.323,✔️,0.0,False,GPU,model,
47,🌳,Tree-based,[ExtraTrees (tuned + ensembled)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1195.0,+68/-73,0.119,44.06,29.25,21.505,841.6,1.393,✔️,0.0,False,CPU,model,
48,🌳,Tree-based,[EBM (default)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1194.0,+68/-65,0.105,44.12,18.55,20.724,7.6,0.017,✔️,0.0,False,CPU,model,
49,🧠🔁,Neural Network,[TorchMLP (tuned)](https://arxiv.org/abs/2003.06505),1181.0,+60/-69,0.128,45.24,32.1,20.635,3694.49,0.131,✔️,0.0,False,CPU,model,
50,🧠🔁,Neural Network,[FastaiMLP (tuned + ensembled)](https://arxiv.org/abs/2003.06505),1179.0,+76/-83,0.105,45.46,32.71,21.891,1666.93,7.822,✔️,0.0,False,CPU,model,
51,🌳,Tree-based,[ExtraTrees (tuned)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1169.0,+59/-75,0.093,46.32,29.93,22.561,841.6,0.193,✔️,0.0,False,CPU,model,
52,🧠⚡,Foundation Model,[Nori-30M (default)](https://huggingface.co/Synthefy/Nori-30M) [77.78% IMPUTED],1157.0,+109/-110,0.196,47.38,10.62,24.551,0.68,0.108,✔️,77.78,True,GPU,model,
53,🧠⚡,Foundation Model,[Nori (default)](https://github.com/Synthefy/synthefy-nori) [77.78% IMPUTED],1154.0,+106/-108,0.186,47.6,14.61,24.842,0.68,0.108,✔️,77.78,True,GPU,model,
54,🌳,Tree-based,[RandomForest (tuned + ensembled)](https://link.springer.com/article/10.1023/A:1010933404324),1141.0,+69/-74,0.091,48.75,38.67,23.064,575.62,1.155,✔️,0.0,False,CPU,model,
55,🌳,Tree-based,[LightGBM (default)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1134.0,+57/-61,0.075,49.32,40.29,21.631,3.63,0.218,✔️,0.0,False,CPU,model,
