#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware,MethodClass,Tags
0,📊,System,[TabFM+](https://github.com/google-research/tabfm),2376.0,+318/-53,0.909,3.12,2.19,0.999,31.48,4.355,✔️,0.0,False,GPU,system,
1,📊,System,"[AutoGluon 1.6 (noncommercial, 4h)](https://arxiv.org/abs/2003.06505)",2346.0,+355/-63,0.864,3.5,2.67,1.416,31.24,2.154,✔️,0.0,False,GPU,system,
2,📊,System,"[AutoGluon 1.6 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",2293.0,+342/-56,0.853,4.25,2.52,1.744,30.36,2.238,✔️,0.0,False,GPU,system,
3,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),2209.0,+304/-79,0.863,5.62,2.16,3.11,56.29,4.031,✔️,0.0,False,GPU,model,
4,🧠⚡,Foundation Model,[Nori-30M (default)](https://huggingface.co/Synthefy/Nori-30M),2114.0,+301/-74,0.756,7.5,5.85,2.856,14.41,2.084,✔️,0.0,False,GPU,model,
5,🧠⚡,Foundation Model,[Nori (default)](https://github.com/Synthefy/synthefy-nori),2045.0,+213/-26,0.712,9.12,7.17,4.094,14.79,1.521,✔️,0.0,False,GPU,model,
6,📊,System,"[AutoGluon 1.5 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",2021.0,+173/-51,0.669,9.75,7.63,4.011,323.76,2.906,✔️,0.0,False,GPU,system,
7,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1967.0,+325/-119,0.629,11.25,7.72,3.758,14.15,0.487,✔️,0.0,False,GPU,model,
8,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1950.0,+284/-121,0.651,11.75,7.87,3.998,10.03,0.63,✔️,0.0,False,GPU,model,
9,🧠⚡,Foundation Model,[EXAONE-Tabular (default)](https://github.com/LGAI-Research/EXAONE-Tabular),1926.0,+261/-141,0.677,12.5,8.28,3.866,9.68,0.639,✔️,0.0,False,GPU,model,
10,🧠⚡,Foundation Model,[TabDPT (tuned + ensembled)](https://arxiv.org/abs/2410.18164),1907.0,+266/-138,0.589,13.12,7.43,5.067,9830.47,232.103,✔️,0.0,False,GPU,model,
11,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),1896.0,+390/-208,0.604,13.5,8.36,3.61,2356.36,7.546,✔️,0.0,False,GPU,model,
12,🧠⚡,Foundation Model,[TabDPT (tuned)](https://arxiv.org/abs/2410.18164),1817.0,+151/-57,0.534,16.38,14.58,5.662,9830.47,22.221,✔️,0.0,False,GPU,model,
13,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1727.0,+367/-243,0.513,20.25,8.65,5.947,6.0,0.139,✔️,0.0,False,GPU,model,
14,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned)](https://arxiv.org/abs/2511.08667),1703.0,+324/-182,0.44,21.38,14.16,5.021,2356.36,0.878,✔️,0.0,False,GPU,model,
15,🧠⚡,Foundation Model,[TabDPT (default)](https://arxiv.org/abs/2410.18164),1695.0,+181/-87,0.405,21.75,17.24,7.026,51.28,43.062,✔️,0.0,False,GPU,model,
16,🧠🔁,Neural Network,[RealMLP (tuned + ensembled)](https://arxiv.org/abs/2407.04491),1662.0,+107/-51,0.386,23.38,21.93,7.257,4918.07,35.587,✔️,0.0,False,GPU,model,
17,🧠⚡,Foundation Model,[TabDPT-Turbo (default)](https://openreview.net/pdf?id=Y00pwFyrHR),1648.0,+151/-86,0.383,24.12,21.55,7.148,7.43,0.262,➖,0.0,False,GPU,model,
18,📊,System,"[AutoGluon 1.4 (best, 4h)](https://arxiv.org/abs/2003.06505)",1646.0,+154/-100,0.325,24.25,21.43,7.839,4921.21,5.366,✔️,0.0,False,CPU,system,
19,🧠⚡,Foundation Model,[RealTabPFN-2.5 (default)](https://arxiv.org/abs/2511.08667),1646.0,+286/-188,0.38,24.25,17.98,6.488,8.24,0.532,✔️,0.0,False,GPU,model,
20,🧠⚡,Foundation Model,[TabPFNv2 (tuned + ensembled)](https://www.nature.com/articles/s41586-024-08328-6) [12.50% IMPUTED],1642.0,+481/-241,0.384,24.44,14.26,5.562,6437.84,56.08,✔️,12.5,True,GPU,model,
21,🧠⚡,Foundation Model,[TabSwift (default)](https://github.com/LAMDA-Tabular/TabSwift),1604.0,+174/-114,0.334,26.5,20.75,6.961,4.08,0.065,➖,0.0,False,GPU,model,
22,🧠⚡,Foundation Model,[iLTM (tuned + ensembled)](https://arxiv.org/abs/2511.15941),1571.0,+110/-85,0.242,28.38,26.04,9.669,39204.86,1759.104,✔️,0.0,False,GPU,model,
23,🌳,Tree-based,[LightGBM (tuned + ensembled)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1544.0,+105/-92,0.187,30.0,27.95,10.27,1206.7,4.571,✔️,0.0,False,CPU,model,
24,🧠🔁,Neural Network,[RealMLP (tuned)](https://arxiv.org/abs/2407.04491),1542.0,+149/-127,0.288,30.12,25.88,8.303,4918.07,0.949,✔️,0.0,False,GPU,model,
25,🧠🔁,Neural Network,[ModernNCA (tuned + ensembled)](https://arxiv.org/abs/2407.03257),1520.0,+259/-192,0.284,31.5,6.46,11.433,9011.78,8.012,✔️,0.0,False,GPU,model,
