#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware
0,🧠⚡,Foundation Model,TabPFN-3 (default),1349.0,+63/-42,0.679,6.94,2.43,8.36,17.99,2.424,✔️,0.0,False,GPU
1,🧠⚡,Foundation Model,TabICLv2 (default),1321.0,+47/-48,0.629,7.71,2.76,9.654,9.3,1.633,✔️,0.0,False,GPU
2,🧠🔁,Neural Network,RealMLP (tuned + ensembled),1295.0,+39/-30,0.448,8.46,4.96,12.314,1327.31,17.147,✔️,0.0,False,GPU
3,🧠⚡,Foundation Model,TabPFN-2.6 (default) [4.40% IMPUTED],1284.0,+45/-42,0.511,8.79,3.79,11.317,13.91,1.616,✔️,4.4,True,GPU
4,🧠🔁,Neural Network,TabM (tuned + ensembled),1235.0,+38/-35,0.331,10.32,5.99,13.978,1011.46,4.537,✔️,0.0,False,GPU
5,🌳,Tree-based,CatBoost (tuned + ensembled),1235.0,+24/-27,0.325,10.32,6.23,13.974,312.23,1.085,✔️,0.0,False,CPU
6,🧠🔁,Neural Network,RealMLP (tuned),1229.0,+32/-30,0.335,10.53,5.94,13.906,1327.31,2.534,✔️,0.0,False,GPU
7,🌳,Tree-based,CatBoost (tuned),1218.0,+25/-28,0.31,10.9,6.05,14.21,312.23,0.224,✔️,0.0,False,CPU
8,🧠🔁,Neural Network,TabM (tuned),1200.0,+33/-36,0.273,11.51,6.67,14.826,1011.46,0.817,✔️,0.0,False,GPU
9,🌳,Tree-based,LightGBM (tuned + ensembled),1193.0,+30/-29,0.255,11.72,7.91,15.429,214.85,2.18,✔️,0.0,False,CPU
10,🧠⚡,Foundation Model,TabDPT (default) [4.40% IMPUTED],1164.0,+49/-39,0.349,12.74,4.91,16.761,143.53,10.681,✔️,4.4,True,GPU
11,🌳,Tree-based,CatBoost (default),1159.0,+32/-29,0.235,12.89,8.25,16.129,12.67,0.196,✔️,0.0,False,CPU
12,🌳,Tree-based,LightGBM (tuned),1154.0,+35/-29,0.203,13.06,8.5,15.947,214.85,0.47,✔️,0.0,False,CPU
13,🌳,Tree-based,XGBoost (tuned + ensembled),1142.0,+33/-30,0.193,13.5,9.74,17.285,281.61,10.673,✔️,0.0,False,CPU
14,🧠🔁,Neural Network,TabM (default),1141.0,+31/-34,0.221,13.54,8.25,16.182,24.96,0.723,✔️,0.0,False,GPU
15,🌳,Tree-based,XGBoost (tuned),1130.0,+25/-25,0.161,13.92,10.26,17.44,281.61,2.887,✔️,0.0,False,CPU
16,🧠🔁,Neural Network,RealMLP (default),1080.0,+35/-34,0.162,15.66,8.77,18.556,60.19,1.859,✔️,0.0,False,GPU
17,🌳,Tree-based,ExtraTrees (tuned + ensembled),1060.0,+33/-29,0.105,16.35,10.64,19.823,164.06,2.023,✔️,0.0,False,CPU
18,🌳,Tree-based,ExtraTrees (tuned),1039.0,+37/-33,0.093,17.06,10.89,20.259,164.06,0.322,✔️,0.0,False,CPU
19,🌳,Tree-based,RandomForest (tuned + ensembled),1009.0,+29/-37,0.083,18.09,13.03,20.961,152.3,2.089,✔️,0.0,False,CPU
20,🌳,Tree-based,XGBoost (default),1000.0,+38/-38,0.091,18.38,12.98,20.371,9.03,2.473,✔️,0.0,False,CPU
21,🌳,Tree-based,LightGBM (default),999.0,+28/-31,0.046,18.4,14.06,20.563,5.43,0.211,✔️,0.0,False,CPU
22,🌳,Tree-based,RandomForest (tuned),989.0,+28/-43,0.066,18.75,13.67,21.33,152.3,0.474,✔️,0.0,False,CPU
23,📏,Baseline,Linear (tuned + ensembled),931.0,+38/-47,0.104,20.52,10.65,29.335,244.76,0.444,✔️,0.0,False,CPU
24,🌳,Tree-based,RandomForest (default),912.0,+40/-59,0.057,21.05,14.99,23.624,7.99,0.791,✔️,0.0,False,CPU
25,🌳,Tree-based,ExtraTrees (default),912.0,+42/-53,0.07,21.05,13.59,24.775,6.3,1.035,✔️,0.0,False,CPU
26,📏,Baseline,Linear (tuned),904.0,+38/-49,0.083,21.28,12.54,30.014,244.76,0.13,✔️,0.0,False,CPU
27,📏,Baseline,Linear (default),855.0,+48/-52,0.049,22.56,15.09,32.075,10.24,0.16,✔️,0.0,False,CPU
