#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware
0,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),1719.0,+164/-138,0.861,8.78,1.81,5.664,38.57,6.317,✔️,0.0,False,GPU
1,🧠⚡,Foundation Model,[EXAONE-Tabular (default)](https://github.com/LGAI-Research/EXAONE-Tabular),1711.0,+91/-68,0.758,9.08,3.72,10.856,5.54,0.485,✔️,0.0,False,GPU
2,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1612.0,+98/-75,0.624,13.55,5.76,13.349,7.17,0.407,✔️,0.0,False,GPU
3,📊,Reference Pipeline,"[AutoGluon 1.5 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",1610.0,+87/-78,0.59,13.62,5.9,11.115,363.16,6.598,✔️,0.0,False,GPU
4,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),1580.0,+88/-74,0.548,15.35,7.36,13.749,2289.39,8.114,✔️,0.0,False,GPU
5,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1572.0,+80/-65,0.555,15.79,8.69,14.506,6.26,0.539,✔️,0.0,False,GPU
6,🧠⚡,Foundation Model,[RealTabPFN-2.5 (default)](https://arxiv.org/abs/2511.08667),1563.0,+74/-68,0.539,16.31,9.84,14.429,6.08,0.762,✔️,0.0,False,GPU
7,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned)](https://arxiv.org/abs/2511.08667),1562.0,+74/-64,0.531,16.4,7.71,14.412,2289.39,1.253,✔️,0.0,False,GPU
8,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1561.0,+91/-80,0.598,16.43,6.25,13.854,3.22,0.167,✔️,0.0,False,GPU
9,🧠⚡,Foundation Model,[Mitra (default)](https://arxiv.org/abs/2510.21204) [7.14% IMPUTED],1469.0,+83/-72,0.413,22.76,11.18,17.77,144.31,3.769,✔️,7.14,True,GPU
10,🧠⚡,Foundation Model,[TabPFNv2 (tuned + ensembled)](https://www.nature.com/articles/s41586-024-08328-6) [7.14% IMPUTED],1469.0,+81/-73,0.399,22.78,10.87,17.595,3303.01,45.78,✔️,7.14,True,GPU
11,🧠⚡,Foundation Model,[LimiX (default)](https://arxiv.org/abs/2509.03505),1456.0,+74/-78,0.383,23.79,11.0,16.508,27.77,5.044,➖,0.0,False,GPU
12,🧠🔁,Neural Network,[RealMLP (tuned + ensembled)](https://arxiv.org/abs/2407.04491),1444.0,+66/-50,0.329,24.7,14.92,17.503,3423.61,18.933,✔️,0.0,False,GPU
13,🧠⚡,Foundation Model,[TabDPT-Turbo (default)](https://openreview.net/pdf?id=Y00pwFyrHR),1425.0,+60/-62,0.332,26.21,10.96,18.203,4.35,0.169,➖,0.0,False,GPU
14,🧠🔁,Neural Network,[TabM (tuned + ensembled)](https://arxiv.org/abs/2410.24210),1421.0,+61/-52,0.295,26.56,13.2,18.48,2469.48,3.418,✔️,0.0,False,GPU
15,📊,Reference Pipeline,"[AutoGluon 1.4 (best, 4h)](https://arxiv.org/abs/2003.06505)",1416.0,+71/-53,0.271,26.93,16.46,18.258,3144.62,1.882,✔️,0.0,False,CPU
16,🧠⚡,Foundation Model,[TabICL (default)](https://arxiv.org/abs/2502.05564) [7.14% IMPUTED],1402.0,+71/-54,0.304,28.07,15.46,19.124,8.89,1.714,✔️,7.14,True,GPU
17,🧠⚡,Foundation Model,[TabDPT (tuned + ensembled)](https://arxiv.org/abs/2410.18164),1398.0,+62/-59,0.293,28.48,13.46,18.496,5271.47,231.832,✔️,0.0,False,GPU
18,🧠⚡,Foundation Model,[TabPFNv2 (tuned)](https://www.nature.com/articles/s41586-024-08328-6) [7.14% IMPUTED],1395.0,+96/-76,0.312,28.67,13.05,19.805,3303.01,0.929,✔️,7.14,True,GPU
19,🧠⚡,Foundation Model,[BetaTabPFN (default)](https://arxiv.org/abs/2502.02527),1385.0,+60/-48,0.278,29.52,17.0,19.797,331.0,2.359,➖,0.0,False,GPU
20,🧠🔁,Neural Network,[TabM (tuned)](https://arxiv.org/abs/2410.24210),1374.0,+51/-60,0.236,30.52,15.14,19.318,2469.48,0.408,✔️,0.0,False,GPU
21,🌳,Tree-based,[LightGBM (tuned + ensembled)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1370.0,+46/-35,0.195,30.8,22.81,19.512,735.37,1.9,✔️,0.0,False,CPU
22,🧠🔁,Neural Network,[RealMLP (tuned)](https://arxiv.org/abs/2407.04491),1367.0,+58/-54,0.234,31.08,16.77,18.994,3423.61,1.533,✔️,0.0,False,GPU
23,🧠⚡,Foundation Model,[TabDPT (tuned)](https://arxiv.org/abs/2410.18164),1367.0,+70/-61,0.26,31.09,14.13,19.169,5271.47,33.978,✔️,0.0,False,GPU
24,🧠⚡,Foundation Model,[TabPFNv2 (default)](https://www.nature.com/articles/s41586-024-08328-6) [7.14% IMPUTED],1360.0,+78/-68,0.292,31.66,14.69,20.561,4.15,0.42,✔️,7.14,True,GPU
25,🌳,Tree-based,[LightGBM (tuned)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1345.0,+45/-33,0.157,33.0,25.26,19.878,735.37,0.311,✔️,0.0,False,CPU
26,🧠⚡,Foundation Model,[TabSwift (default)](https://github.com/LAMDA-Tabular/TabSwift),1341.0,+60/-60,0.252,33.39,20.38,20.607,2.24,0.055,➖,0.0,False,GPU
27,🌳,Tree-based,[CatBoost (tuned + ensembled)](https://arxiv.org/abs/1706.09516),1339.0,+40/-34,0.168,33.57,24.43,19.911,1542.95,0.396,✔️,0.0,False,CPU
28,🧠⚡,Foundation Model,[iLTM (tuned + ensembled)](https://arxiv.org/abs/2511.15941),1333.0,+47/-48,0.149,34.04,23.39,19.993,21290.02,663.263,✔️,0.0,False,GPU
29,🌳,Tree-based,[CatBoost (tuned)](https://arxiv.org/abs/1706.09516),1329.0,+36/-30,0.151,34.46,25.3,20.167,1542.95,0.044,✔️,0.0,False,CPU
30,🧠🔁,Neural Network,[ModernNCA (tuned)](https://arxiv.org/abs/2407.03257),1324.0,+55/-51,0.17,34.82,16.99,20.257,6049.28,0.525,✔️,0.0,False,GPU
31,🧠⚡,Foundation Model,[SAP-RPT-OSS (default)](https://arxiv.org/abs/2506.10707),1312.0,+68/-67,0.241,35.92,12.56,21.643,13.27,1.624,➖,0.0,False,GPU
32,🌳,Tree-based,[CatBoost (default)](https://arxiv.org/abs/1706.09516),1309.0,+41/-32,0.139,36.24,26.17,20.76,7.18,0.04,✔️,0.0,False,CPU
33,❓,Other,[xRFM (tuned + ensembled)](https://arxiv.org/abs/2508.10053),1306.0,+61/-60,0.164,36.5,22.25,20.886,1053.94,3.062,✔️,0.0,False,GPU
34,🌳,Tree-based,[XGBoost (tuned + ensembled)](https://arxiv.org/abs/1603.02754),1302.0,+42/-44,0.12,36.8,27.28,20.701,798.08,2.227,✔️,0.0,False,CPU
35,🧠🔁,Neural Network,[ModernNCA (tuned + ensembled)](https://arxiv.org/abs/2407.03257),1294.0,+77/-74,0.18,37.54,19.7,21.204,6049.28,8.736,✔️,0.0,False,GPU
36,🧠🔁,Neural Network,[TabM (default)](https://arxiv.org/abs/2410.24210),1294.0,+62/-63,0.172,37.55,21.56,21.126,8.79,0.411,✔️,0.0,False,GPU
37,🌳,Tree-based,[XGBoost (tuned)](https://arxiv.org/abs/1603.02754),1287.0,+37/-40,0.095,38.22,26.19,20.924,798.08,0.353,✔️,0.0,False,CPU
38,🧠⚡,Foundation Model,[TabDPT (default)](https://arxiv.org/abs/2410.18164),1284.0,+72/-82,0.195,38.44,18.64,21.584,51.45,43.707,✔️,0.0,False,GPU
39,🌳,Tree-based,[EBM (tuned + ensembled)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1274.0,+42/-38,0.093,39.43,28.38,21.956,2499.4,0.174,✔️,0.0,False,CPU
40,❓,Other,[xRFM (tuned)](https://arxiv.org/abs/2508.10053),1266.0,+60/-54,0.115,40.14,23.14,22.067,1053.94,0.169,✔️,0.0,False,GPU
41,🌳,Tree-based,[ChimeraBoost (tuned + ensembled)](https://github.com/bbstats/chimeraboost),1264.0,+64/-54,0.117,40.3,28.65,22.305,1142.82,0.536,✔️,0.0,False,CPU
42,🧠🔁,Neural Network,[TorchMLP (tuned + ensembled)](https://arxiv.org/abs/2003.06505),1263.0,+49/-50,0.105,40.37,29.79,21.531,2977.91,2.415,✔️,0.0,False,CPU
43,🌳,Tree-based,[ChimeraBoost (tuned)](https://github.com/bbstats/chimeraboost),1250.0,+55/-49,0.098,41.52,29.51,22.576,1142.82,0.043,✔️,0.0,False,CPU
44,🌳,Tree-based,[EBM (tuned)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1248.0,+45/-46,0.07,41.78,29.7,22.52,2499.4,0.022,✔️,0.0,False,CPU
45,🧠🔁,Neural Network,[ModernNCA (default)](https://arxiv.org/abs/2407.03257),1244.0,+52/-56,0.1,42.08,22.3,23.814,15.55,0.346,✔️,0.0,False,GPU
46,🧠🔁,Neural Network,[FastaiMLP (tuned + ensembled)](https://arxiv.org/abs/2003.06505),1239.0,+69/-60,0.128,42.59,22.79,22.603,1424.22,9.206,✔️,0.0,False,CPU
47,🧠⚡,Foundation Model,[iLTM (tuned)](https://arxiv.org/abs/2511.15941),1236.0,+41/-38,0.06,42.8,30.69,22.283,21290.02,161.221,✔️,0.0,False,GPU
48,🌳,Tree-based,[EBM (default)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1229.0,+59/-50,0.073,43.44,26.74,23.161,7.09,0.022,✔️,0.0,False,CPU
49,🌳,Tree-based,[ChimeraBoost (default)](https://github.com/bbstats/chimeraboost),1213.0,+62/-62,0.09,44.92,27.92,23.759,4.96,0.044,✔️,0.0,False,CPU
50,🧠🔁,Neural Network,[RealMLP (default)](https://arxiv.org/abs/2407.04491),1209.0,+43/-40,0.048,45.26,30.7,23.154,14.89,4.432,✔️,0.0,False,GPU
51,🌳,Tree-based,[ExtraTrees (tuned + ensembled)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1200.0,+80/-73,0.086,46.06,27.98,24.188,703.03,1.431,✔️,0.0,False,CPU
52,🧠🔁,Neural Network,[TorchMLP (tuned)](https://arxiv.org/abs/2003.06505),1195.0,+46/-57,0.061,46.48,33.51,23.573,2977.91,0.156,✔️,0.0,False,CPU
53,🧠🔁,Neural Network,[FastaiMLP (tuned)](https://arxiv.org/abs/2003.06505),1189.0,+57/-56,0.06,47.03,27.97,23.916,1424.22,0.749,✔️,0.0,False,CPU
54,🌳,Tree-based,[ExtraTrees (tuned)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1176.0,+86/-74,0.082,48.16,25.21,25.014,703.03,0.184,✔️,0.0,False,CPU
55,🌳,Tree-based,[XGBoost (default)](https://arxiv.org/abs/1603.02754),1172.0,+37/-42,0.017,48.46,41.38,23.737,2.8,0.238,✔️,0.0,False,CPU
56,🌳,Tree-based,[LightGBM (default)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1159.0,+52/-52,0.051,49.64,39.33,24.05,3.15,0.141,✔️,0.0,False,CPU
57,🧠⚡,Foundation Model,[OrionMSP (default)](https://arxiv.org/abs/2511.02818),1154.0,+68/-76,0.09,50.03,33.24,26.089,15.45,2.611,➖,0.0,False,GPU
58,🧠⚡,Foundation Model,[TabSTAR (tuned)](https://arxiv.org/abs/2505.18125),1150.0,+96/-108,0.17,50.4,12.29,26.234,40588.15,5.606,✔️,0.0,False,GPU
59,🌳,Tree-based,[RandomForest (tuned + ensembled)](https://link.springer.com/article/10.1023/A:1010933404324),1147.0,+77/-91,0.076,50.64,27.56,25.714,571.73,1.389,✔️,0.0,False,CPU
60,🧠⚡,Foundation Model,[TabSTAR (tuned + ensembled)](https://arxiv.org/abs/2505.18125),1146.0,+98/-109,0.162,50.72,11.8,26.312,40588.15,22.575,✔️,0.0,False,GPU
61,🌳,Tree-based,[RandomForest (tuned)](https://link.springer.com/article/10.1023/A:1010933404324),1110.0,+77/-80,0.047,53.68,25.68,26.479,571.73,0.129,✔️,0.0,False,CPU
62,🧠⚡,Foundation Model,[iLTM (default)](https://arxiv.org/abs/2511.15941),1108.0,+71/-68,0.04,53.86,31.53,26.287,463.05,147.937,✔️,0.0,False,GPU
63,🌳,Tree-based,[PerpetualBooster (tuned + ensembled)](https://perpetual-ml.com/),1075.0,+62/-79,0.032,56.52,41.58,32.415,391.09,1.052,✔️,0.0,False,CPU
64,🧠🔁,Neural Network,[TorchMLP (default)](https://arxiv.org/abs/2003.06505),1062.0,+59/-62,0.011,57.45,40.01,27.726,11.29,0.204,✔️,0.0,False,CPU
65,🧠⚡,Foundation Model,[TabSTAR (default)](https://arxiv.org/abs/2505.18125),1054.0,+99/-145,0.106,58.06,19.7,31.696,502.34,7.328,✔️,0.0,False,GPU
66,🧠⚡,Foundation Model,[TabFlex (default)](https://arxiv.org/abs/2506.05584),1044.0,+87/-97,0.059,58.79,35.96,30.625,2.59,0.533,➖,0.0,False,GPU
67,🌳,Tree-based,[PerpetualBooster (tuned)](https://perpetual-ml.com/),1040.0,+59/-83,0.016,59.08,40.15,33.913,391.09,0.404,✔️,0.0,False,CPU
68,❓,Other,[xRFM (default)](https://arxiv.org/abs/2508.10053),1030.0,+73/-110,0.016,59.83,51.68,30.002,4.95,1.012,✔️,0.0,False,GPU
69,📏,Baseline,[Linear (tuned + ensembled)](https://scikit-learn.org/stable/modules/linear_model.html),1025.0,+78/-94,0.051,60.14,37.66,33.838,483.07,0.874,✔️,0.0,False,CPU
70,🧠🔁,Neural Network,[FastaiMLP (default)](https://arxiv.org/abs/2003.06505),1013.0,+65/-79,0.0,60.96,39.34,29.035,5.04,0.645,✔️,0.0,False,CPU
71,📏,Baseline,[KNN (tuned + ensembled)](https://scikit-learn.org/stable/modules/neighbors.html),1011.0,+86/-108,0.027,61.07,37.13,31.594,121.17,1.63,✔️,0.0,False,CPU
72,📏,Baseline,[Linear (tuned)](https://scikit-learn.org/stable/modules/linear_model.html),1003.0,+82/-96,0.033,61.61,39.81,34.349,483.07,0.113,✔️,0.0,False,CPU
73,🌳,Tree-based,[RandomForest (default)](https://link.springer.com/article/10.1023/A:1010933404324),1000.0,+68/-81,0.004,61.83,54.2,31.655,0.46,0.068,✔️,0.0,False,CPU
74,🌳,Tree-based,[ExtraTrees (default)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1000.0,+82/-99,0.01,61.83,53.38,30.919,3.61,0.552,✔️,0.0,False,CPU
75,🌳,Tree-based,[PerpetualBooster (default)](https://perpetual-ml.com/),951.0,+54/-81,0.0,64.81,43.36,36.558,56.11,0.048,✔️,0.0,False,CPU
76,📏,Baseline,[Linear (default)](https://scikit-learn.org/stable/modules/linear_model.html),930.0,+90/-126,0.023,66.01,44.24,37.426,2.39,0.143,✔️,0.0,False,CPU
77,📏,Baseline,[KNN (tuned)](https://scikit-learn.org/stable/modules/neighbors.html),925.0,+106/-109,0.016,66.29,44.75,36.957,121.17,0.136,✔️,0.0,False,CPU
78,📏,Baseline,[KNN (default)](https://scikit-learn.org/stable/modules/neighbors.html),603.0,+94/-148,0.0,76.56,69.31,51.763,0.28,0.023,✔️,0.0,False,CPU
