#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware,MethodClass,Tags
0,📊,System,[TabFM+](https://github.com/google-research/tabfm),1793.0,+234/-133,0.816,6.71,1.9,5.966,24.97,7.405,✔️,0.0,False,GPU,system,
1,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),1756.0,+276/-166,0.772,7.82,2.22,5.937,40.79,6.31,✔️,0.0,False,GPU,model,
2,📊,System,"[AutoGluon 1.6 (noncommercial, 4h)](https://arxiv.org/abs/2003.06505)",1727.0,+124/-73,0.663,8.77,4.99,10.015,18.71,0.641,✔️,0.0,False,GPU,system,
3,🧠⚡,Foundation Model,[EXAONE-Tabular (default)](https://github.com/LGAI-Research/EXAONE-Tabular),1684.0,+123/-72,0.655,10.38,5.14,11.318,6.81,0.496,✔️,0.0,False,GPU,model,
4,📊,System,"[AutoGluon 1.6 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",1664.0,+110/-66,0.607,11.21,6.24,10.962,12.77,0.606,✔️,0.0,False,GPU,system,
5,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1583.0,+105/-77,0.522,15.09,9.05,12.815,7.56,0.399,✔️,0.0,False,GPU,model,
6,🧠⚡,Foundation Model,[RealTabPFN-2.5 (default)](https://arxiv.org/abs/2511.08667),1580.0,+76/-58,0.474,15.25,10.68,14.193,6.03,0.703,✔️,0.0,False,GPU,model,
7,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),1561.0,+110/-84,0.499,16.3,7.62,12.53,2280.19,9.666,✔️,0.0,False,GPU,model,
8,📊,System,"[AutoGluon 1.5 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",1559.0,+105/-93,0.516,16.43,7.06,11.196,360.81,5.696,✔️,0.0,False,GPU,system,
9,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1555.0,+103/-76,0.496,16.68,10.15,14.117,6.28,0.531,✔️,0.0,False,GPU,model,
10,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1532.0,+99/-88,0.485,18.0,10.26,14.136,3.45,0.182,✔️,0.0,False,GPU,model,
11,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned)](https://arxiv.org/abs/2511.08667),1528.0,+108/-72,0.465,18.23,11.24,14.912,2280.19,0.968,✔️,0.0,False,GPU,model,
12,🧠🔁,Neural Network,[RealMLP (tuned + ensembled)](https://arxiv.org/abs/2407.04491),1467.0,+77/-68,0.342,22.25,14.23,17.077,3487.23,22.857,✔️,0.0,False,GPU,model,
13,🧠⚡,Foundation Model,[LimiX (default)](https://arxiv.org/abs/2509.03505),1456.0,+96/-84,0.371,23.04,9.28,15.768,28.08,5.033,➖,0.0,False,GPU,model,
14,📊,System,"[AutoGluon 1.4 (best, 4h)](https://arxiv.org/abs/2003.06505)",1450.0,+81/-66,0.331,23.46,17.93,17.205,2993.95,1.4,✔️,0.0,False,CPU,system,
15,🧠🔁,Neural Network,[RealMLP (tuned)](https://arxiv.org/abs/2407.04491),1403.0,+71/-73,0.308,26.88,15.54,18.203,3487.23,1.001,✔️,0.0,False,GPU,model,
16,🧠⚡,Foundation Model,[TabDPT-Turbo (default)](https://openreview.net/pdf?id=Y00pwFyrHR),1394.0,+79/-78,0.294,27.59,15.92,18.758,4.86,0.17,➖,0.0,False,GPU,model,
17,🧠⚡,Foundation Model,[TabDPT (tuned + ensembled)](https://arxiv.org/abs/2410.18164),1378.0,+80/-69,0.296,28.82,12.15,18.391,7432.95,404.053,✔️,0.0,False,GPU,model,
18,🧠🔁,Neural Network,[TabM (tuned + ensembled)](https://arxiv.org/abs/2410.24210),1375.0,+85/-80,0.286,29.11,12.31,19.119,2478.69,3.189,✔️,0.0,False,GPU,model,
19,🧠🔁,Neural Network,[TabM (tuned)](https://arxiv.org/abs/2410.24210),1346.0,+83/-78,0.253,31.39,17.03,19.848,2478.69,0.447,✔️,0.0,False,GPU,model,
20,🌳,Tree-based,[CatBoost (tuned)](https://arxiv.org/abs/1706.09516),1344.0,+72/-54,0.222,31.61,16.63,18.579,1580.61,0.047,✔️,0.0,False,CPU,model,
21,🧠⚡,Foundation Model,[BetaTabPFN (default)](https://arxiv.org/abs/2502.02527),1343.0,+86/-70,0.222,31.64,22.52,20.977,303.59,2.323,➖,0.0,False,GPU,model,
22,🧠⚡,Foundation Model,[iLTM (tuned + ensembled)](https://arxiv.org/abs/2511.15941),1339.0,+61/-68,0.22,31.98,20.58,19.263,21108.98,510.049,✔️,0.0,False,GPU,model,
23,🌳,Tree-based,[LightGBM (tuned + ensembled)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1337.0,+56/-48,0.172,32.12,26.56,19.825,774.79,1.455,✔️,0.0,False,CPU,model,
