#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware,MethodClass,Tags
0,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),1754.0,+169/-142,0.786,6.79,1.64,4.734,40.79,7.056,✔️,0.0,False,GPU,model,
1,🧠⚡,Foundation Model,[EXAONE-Tabular (default)](https://github.com/LGAI-Research/EXAONE-Tabular),1753.0,+101/-79,0.755,6.8,2.75,7.844,5.76,0.522,✔️,0.0,False,GPU,model,
2,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1626.0,+100/-75,0.578,11.41,5.35,10.613,3.52,0.385,✔️,0.0,False,GPU,model,
3,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1598.0,+84/-70,0.532,12.71,7.71,12.036,5.39,0.531,✔️,0.0,False,GPU,model,
4,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),1578.0,+95/-76,0.512,13.72,5.9,10.758,2063.62,9.938,✔️,0.0,False,GPU,model,
5,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1563.0,+95/-89,0.508,14.5,7.31,12.417,2.04,0.182,✔️,0.0,False,GPU,model,
6,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned)](https://arxiv.org/abs/2511.08667),1540.0,+92/-73,0.479,15.75,9.09,13.013,2063.62,1.086,✔️,0.0,False,GPU,model,
7,🧠⚡,Foundation Model,[RealTabPFN-2.5 (default)](https://arxiv.org/abs/2511.08667),1538.0,+70/-63,0.458,15.84,9.35,12.97,5.63,0.771,✔️,0.0,False,GPU,model,
8,🧠🔁,Neural Network,[RealMLP (tuned + ensembled)](https://arxiv.org/abs/2407.04491),1490.0,+63/-53,0.392,18.79,11.17,14.865,2774.17,16.363,✔️,0.0,False,GPU,model,
9,🧠🔁,Neural Network,[RealMLP (tuned)](https://arxiv.org/abs/2407.04491),1421.0,+56/-55,0.337,23.43,12.41,16.236,2774.17,0.39,✔️,0.0,False,GPU,model,
10,🧠🔁,Neural Network,[TabM (tuned + ensembled)](https://arxiv.org/abs/2410.24210),1418.0,+79/-65,0.334,23.63,11.42,16.587,2207.17,1.894,✔️,0.0,False,GPU,model,
11,🧠⚡,Foundation Model,[LimiX (default)](https://arxiv.org/abs/2509.03505),1401.0,+93/-70,0.365,24.89,7.54,16.003,18.2,4.692,➖,0.0,False,GPU,model,
12,🌳,Tree-based,[CatBoost (tuned)](https://arxiv.org/abs/1706.09516),1399.0,+68/-52,0.297,25.03,12.13,15.919,1087.73,0.034,✔️,0.0,False,CPU,model,
13,🧠⚡,Foundation Model,[iLTM (tuned + ensembled)](https://arxiv.org/abs/2511.15941),1398.0,+60/-66,0.297,25.07,14.22,16.632,12550.1,427.59,✔️,0.0,False,GPU,model,
14,🌳,Tree-based,[LightGBM (tuned + ensembled)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1394.0,+57/-43,0.248,25.39,18.98,17.265,391.27,1.243,✔️,0.0,False,CPU,model,
15,🌳,Tree-based,[CatBoost (tuned + ensembled)](https://arxiv.org/abs/1706.09516),1391.0,+72/-50,0.28,25.59,12.45,16.272,1087.73,0.348,✔️,0.0,False,CPU,model,
16,🧠⚡,Foundation Model,[TabDPT-Turbo (default)](https://openreview.net/pdf?id=Y00pwFyrHR),1391.0,+88/-60,0.306,25.64,12.58,17.167,2.1,0.186,➖,0.0,False,GPU,model,
17,🌳,Tree-based,[ChimeraBoost (tuned + ensembled)](https://github.com/bbstats/chimeraboost),1382.0,+75/-71,0.271,26.33,14.77,17.57,530.36,0.544,✔️,0.0,False,CPU,model,
18,🧠🔁,Neural Network,[TabM (tuned)](https://arxiv.org/abs/2410.24210),1377.0,+98/-61,0.295,26.68,13.1,17.356,2207.17,0.234,✔️,0.0,False,GPU,model,
19,🧠⚡,Foundation Model,[TabDPT (tuned + ensembled)](https://arxiv.org/abs/2410.18164),1375.0,+94/-59,0.292,26.84,12.33,16.707,6067.42,404.053,✔️,0.0,False,GPU,model,
20,🌳,Tree-based,[ChimeraBoost (tuned)](https://github.com/bbstats/chimeraboost),1372.0,+73/-70,0.267,27.09,14.77,18.058,530.36,0.042,✔️,0.0,False,CPU,model,
21,🌳,Tree-based,[XGBoost (tuned + ensembled)](https://arxiv.org/abs/1603.02754),1371.0,+71/-62,0.24,27.14,17.86,17.797,682.62,0.971,✔️,0.0,False,CPU,model,
22,🧠🔁,Neural Network,[ModernNCA (tuned)](https://arxiv.org/abs/2407.03257),1360.0,+66/-71,0.254,28.01,15.31,17.666,4853.47,0.473,✔️,0.0,False,GPU,model,
23,🌳,Tree-based,[CatBoost (default)](https://arxiv.org/abs/1706.09516),1359.0,+51/-54,0.24,28.05,18.32,17.408,4.89,0.025,✔️,0.0,False,CPU,model,
24,🧠🔁,Neural Network,[ModernNCA (tuned + ensembled)](https://arxiv.org/abs/2407.03257),1345.0,+97/-82,0.262,29.13,17.13,17.849,4853.47,9.385,✔️,0.0,False,GPU,model,
25,🌳,Tree-based,[LightGBM (tuned)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1343.0,+66/-50,0.206,29.28,23.04,18.184,391.27,0.186,✔️,0.0,False,CPU,model,
26,🌳,Tree-based,[XGBoost (tuned)](https://arxiv.org/abs/1603.02754),1340.0,+72/-65,0.216,29.5,14.45,18.032,682.62,0.183,✔️,0.0,False,CPU,model,
27,🧠⚡,Foundation Model,[TabDPT (tuned)](https://arxiv.org/abs/2410.18164),1327.0,+73/-70,0.243,30.51,15.4,18.36,6067.42,39.564,✔️,0.0,False,GPU,model,
28,🧠⚡,Foundation Model,[TabSwift (default)](https://github.com/LAMDA-Tabular/TabSwift),1327.0,+61/-62,0.212,30.54,18.06,19.056,1.2,0.064,➖,0.0,False,GPU,model,
29,🧠⚡,Foundation Model,[BetaTabPFN (default)](https://arxiv.org/abs/2502.02527),1322.0,+64/-56,0.219,30.97,20.74,19.819,250.99,2.035,➖,0.0,False,GPU,model,
30,🌳,Tree-based,[ChimeraBoost (default)](https://github.com/bbstats/chimeraboost),1313.0,+72/-76,0.22,31.68,19.89,19.602,2.75,0.052,✔️,0.0,False,CPU,model,
31,❓,Other,[xRFM (tuned + ensembled)](https://arxiv.org/abs/2508.10053),1312.0,+72/-61,0.222,31.74,18.62,18.694,1053.8,2.067,✔️,0.0,False,GPU,model,
32,🌳,Tree-based,[EBM (tuned + ensembled)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1308.0,+56/-52,0.161,32.03,23.11,19.568,1449.14,0.149,✔️,0.0,False,CPU,model,
33,🧠⚡,Foundation Model,[iLTM (tuned)](https://arxiv.org/abs/2511.15941),1306.0,+52/-53,0.193,32.21,22.16,18.354,12550.1,61.31,✔️,0.0,False,GPU,model,
34,🧠🔁,Neural Network,[TabM (default)](https://arxiv.org/abs/2410.24210),1298.0,+65/-60,0.195,32.8,21.07,19.7,7.26,0.25,✔️,0.0,False,GPU,model,
35,🧠🔁,Neural Network,[TorchMLP (tuned + ensembled)](https://arxiv.org/abs/2003.06505),1273.0,+52/-52,0.15,34.82,27.31,19.464,2480.8,2.175,✔️,0.0,False,CPU,model,
36,❓,Other,[xRFM (tuned)](https://arxiv.org/abs/2508.10053),1266.0,+70/-54,0.166,35.45,16.4,20.141,1053.8,0.105,✔️,0.0,False,GPU,model,
37,🧠🔁,Neural Network,[RealMLP (default)](https://arxiv.org/abs/2407.04491),1265.0,+55/-47,0.132,35.53,26.26,20.081,10.77,1.786,✔️,0.0,False,GPU,model,
38,🧠⚡,Foundation Model,[SAP-RPT-OSS (default)](https://arxiv.org/abs/2506.10707),1252.0,+65/-94,0.199,36.5,17.83,21.58,13.62,1.984,➖,0.0,False,GPU,model,
39,🌳,Tree-based,[EBM (tuned)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1251.0,+64/-56,0.112,36.63,27.27,20.521,1449.14,0.017,✔️,0.0,False,CPU,model,
40,🌳,Tree-based,[EBM (default)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1250.0,+58/-51,0.129,36.67,17.55,21.12,5.48,0.016,✔️,0.0,False,CPU,model,
41,🧠⚡,Foundation Model,[TabDPT (default)](https://arxiv.org/abs/2410.18164),1219.0,+73/-69,0.147,39.2,21.51,21.401,47.89,39.444,✔️,0.0,False,GPU,model,
42,🧠🔁,Neural Network,[FastaiMLP (tuned + ensembled)](https://arxiv.org/abs/2003.06505),1215.0,+65/-84,0.126,39.51,28.49,22.396,622.86,5.037,✔️,0.0,False,CPU,model,
43,🧠🔁,Neural Network,[TorchMLP (tuned)](https://arxiv.org/abs/2003.06505),1207.0,+70/-62,0.119,40.12,29.64,21.586,2480.8,0.117,✔️,0.0,False,CPU,model,
44,🌳,Tree-based,[XGBoost (default)](https://arxiv.org/abs/1603.02754),1207.0,+63/-69,0.101,40.16,24.13,21.065,1.88,0.121,✔️,0.0,False,CPU,model,
45,🌳,Tree-based,[ExtraTrees (tuned + ensembled)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1193.0,+61/-63,0.103,41.24,28.53,21.965,282.36,0.86,✔️,0.0,False,CPU,model,
46,🧠🔁,Neural Network,[ModernNCA (default)](https://arxiv.org/abs/2407.03257),1183.0,+60/-65,0.094,42.03,17.08,23.077,13.35,0.352,✔️,0.0,False,GPU,model,
47,🌳,Tree-based,[RandomForest (tuned + ensembled)](https://link.springer.com/article/10.1023/A:1010933404324),1169.0,+63/-69,0.096,43.11,34.03,22.96,327.37,0.708,✔️,0.0,False,CPU,model,
48,🌳,Tree-based,[ExtraTrees (tuned)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1162.0,+63/-74,0.083,43.67,29.2,23.455,282.36,0.072,✔️,0.0,False,CPU,model,
49,🌳,Tree-based,[LightGBM (default)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1155.0,+63/-60,0.08,44.2,36.55,22.211,2.25,0.159,✔️,0.0,False,CPU,model,
50,🧠⚡,Foundation Model,[iLTM (default)](https://arxiv.org/abs/2511.15941),1138.0,+67/-67,0.083,45.49,26.89,24.521,267.89,62.492,✔️,0.0,False,GPU,model,
51,🧠🔁,Neural Network,[FastaiMLP (tuned)](https://arxiv.org/abs/2003.06505),1136.0,+63/-75,0.079,45.61,31.98,24.251,622.86,0.345,✔️,0.0,False,CPU,model,
