#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware,MethodClass,Tags
0,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),2243.0,+301/-58,0.9,3.25,1.66,1.989,56.29,4.031,✔️,0.0,False,GPU,model,
1,🧠⚡,Foundation Model,[Nori-30M (default)](https://huggingface.co/Synthefy/Nori-30M),2153.0,+324/-81,0.804,4.5,2.79,1.666,14.41,2.084,✔️,0.0,False,GPU,model,
2,🧠⚡,Foundation Model,[Nori (default)](https://github.com/Synthefy/synthefy-nori),2108.0,+206/-22,0.759,5.25,4.1,2.977,14.79,1.521,✔️,0.0,False,GPU,model,
3,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1999.0,+336/-107,0.669,7.5,3.79,2.58,14.15,0.487,✔️,0.0,False,GPU,model,
4,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1984.0,+344/-132,0.697,7.88,4.8,2.876,10.03,0.63,✔️,0.0,False,GPU,model,
5,🧠⚡,Foundation Model,[EXAONE-Tabular (default)](https://github.com/LGAI-Research/EXAONE-Tabular),1974.0,+320/-163,0.727,8.12,4.58,2.787,9.68,0.639,✔️,0.0,False,GPU,model,
6,🧠⚡,Foundation Model,[TabDPT (tuned + ensembled)](https://arxiv.org/abs/2410.18164),1935.0,+310/-134,0.633,9.12,4.52,3.973,9830.47,232.103,✔️,0.0,False,GPU,model,
7,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),1913.0,+410/-208,0.647,9.75,5.54,2.432,2356.36,7.546,✔️,0.0,False,GPU,model,
8,🧠⚡,Foundation Model,[TabDPT (tuned)](https://arxiv.org/abs/2410.18164),1859.0,+179/-62,0.583,11.38,9.68,4.601,9830.47,22.221,✔️,0.0,False,GPU,model,
9,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1749.0,+396/-249,0.559,15.25,4.89,4.91,6.0,0.139,✔️,0.0,False,GPU,model,
10,🧠⚡,Foundation Model,[TabDPT (default)](https://arxiv.org/abs/2410.18164),1731.0,+219/-93,0.454,16.0,11.46,5.978,51.28,43.062,✔️,0.0,False,GPU,model,
11,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned)](https://arxiv.org/abs/2511.08667),1724.0,+369/-192,0.485,16.25,9.18,3.882,2356.36,0.878,✔️,0.0,False,GPU,model,
12,🧠🔁,Neural Network,[RealMLP (tuned + ensembled)](https://arxiv.org/abs/2407.04491),1704.0,+139/-67,0.438,17.12,15.67,6.227,4918.07,35.587,✔️,0.0,False,GPU,model,
13,🧠⚡,Foundation Model,[TabDPT-Turbo (default)](https://openreview.net/pdf?id=Y00pwFyrHR),1686.0,+175/-83,0.433,17.88,15.44,6.135,7.43,0.262,➖,0.0,False,GPU,model,
14,🧠⚡,Foundation Model,[RealTabPFN-2.5 (default)](https://arxiv.org/abs/2511.08667),1672.0,+371/-209,0.426,18.5,11.56,5.422,8.24,0.532,✔️,0.0,False,GPU,model,
15,🧠⚡,Foundation Model,[TabSwift (default)](https://github.com/LAMDA-Tabular/TabSwift),1637.0,+201/-127,0.384,20.12,13.18,5.905,4.08,0.065,➖,0.0,False,GPU,model,
16,🧠⚡,Foundation Model,[iLTM (tuned + ensembled)](https://arxiv.org/abs/2511.15941),1605.0,+120/-91,0.292,21.62,19.73,8.759,39204.86,1759.104,✔️,0.0,False,GPU,model,
17,🌳,Tree-based,[LightGBM (tuned + ensembled)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1580.0,+133/-90,0.236,22.88,21.04,9.446,1206.7,4.571,✔️,0.0,False,CPU,model,
18,🧠🔁,Neural Network,[RealMLP (tuned)](https://arxiv.org/abs/2407.04491),1570.0,+175/-136,0.339,23.38,18.97,7.309,4918.07,0.949,✔️,0.0,False,GPU,model,
19,🌳,Tree-based,[CatBoost (tuned + ensembled)](https://arxiv.org/abs/1706.09516),1537.0,+156/-86,0.207,25.12,22.49,8.776,3127.07,0.459,✔️,0.0,False,CPU,model,
20,🧠🔁,Neural Network,[ModernNCA (tuned + ensembled)](https://arxiv.org/abs/2407.03257),1534.0,+245/-194,0.322,25.25,6.08,10.6,9011.78,8.012,✔️,0.0,False,GPU,model,
21,🧠🔁,Neural Network,[TabM (tuned + ensembled)](https://arxiv.org/abs/2410.24210),1532.0,+191/-116,0.263,25.38,21.81,7.219,3814.24,4.368,✔️,0.0,False,GPU,model,
22,🌳,Tree-based,[CatBoost (tuned)](https://arxiv.org/abs/1706.09516),1532.0,+161/-87,0.219,25.38,22.96,8.735,3127.07,0.057,✔️,0.0,False,CPU,model,
23,❓,Other,[xRFM (tuned + ensembled)](https://arxiv.org/abs/2508.10053),1509.0,+203/-134,0.261,26.62,21.61,8.935,1673.38,2.446,✔️,0.0,False,GPU,model,
24,🧠🔁,Neural Network,[TabM (tuned)](https://arxiv.org/abs/2410.24210),1471.0,+196/-136,0.217,28.75,24.21,7.438,3814.24,0.453,✔️,0.0,False,GPU,model,
25,❓,Other,[xRFM (tuned)](https://arxiv.org/abs/2508.10053),1471.0,+143/-95,0.208,28.75,24.68,9.224,1673.38,0.097,✔️,0.0,False,GPU,model,
26,🌳,Tree-based,[XGBoost (tuned + ensembled)](https://arxiv.org/abs/1603.02754),1460.0,+94/-50,0.127,29.38,28.52,9.992,1277.57,3.744,✔️,0.0,False,CPU,model,
27,🌳,Tree-based,[XGBoost (tuned)](https://arxiv.org/abs/1603.02754),1458.0,+107/-71,0.132,29.5,27.8,9.921,1277.57,0.647,✔️,0.0,False,CPU,model,
28,🌳,Tree-based,[LightGBM (tuned)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1434.0,+130/-109,0.125,30.88,28.26,10.618,1206.7,0.689,✔️,0.0,False,CPU,model,
29,🌳,Tree-based,[ChimeraBoost (tuned + ensembled)](https://github.com/bbstats/chimeraboost),1409.0,+164/-111,0.088,32.38,28.98,11.423,2011.58,0.328,✔️,0.0,False,CPU,model,
30,🧠⚡,Foundation Model,[SAP-RPT-OSS (default)](https://arxiv.org/abs/2506.10707),1404.0,+195/-175,0.198,32.62,24.46,10.294,25.28,0.842,➖,0.0,False,GPU,model,
31,🧠🔁,Neural Network,[ModernNCA (default)](https://arxiv.org/abs/2407.03257),1402.0,+137/-131,0.133,32.75,29.38,12.993,25.15,0.294,✔️,0.0,False,GPU,model,
32,🌳,Tree-based,[CatBoost (default)](https://arxiv.org/abs/1706.09516),1386.0,+114/-107,0.081,33.75,30.65,11.735,10.69,0.044,✔️,0.0,False,CPU,model,
33,🧠⚡,Foundation Model,[iLTM (tuned)](https://arxiv.org/abs/2511.15941),1386.0,+149/-131,0.139,33.75,30.22,10.165,39204.86,127.594,✔️,0.0,False,GPU,model,
34,🧠🔁,Neural Network,[RealMLP (default)](https://arxiv.org/abs/2407.04491),1316.0,+150/-117,0.109,37.88,32.96,11.529,22.42,7.815,✔️,0.0,False,GPU,model,
35,🌳,Tree-based,[ExtraTrees (tuned + ensembled)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1314.0,+140/-156,0.088,38.0,32.99,14.233,1235.42,1.784,✔️,0.0,False,CPU,model,
36,🌳,Tree-based,[ChimeraBoost (tuned)](https://github.com/bbstats/chimeraboost),1312.0,+144/-154,0.049,38.12,34.84,12.213,2011.58,0.044,✔️,0.0,False,CPU,model,
37,🧠⚡,Foundation Model,[LimiX (default)](https://arxiv.org/abs/2509.03505),1308.0,+283/-273,0.174,38.38,17.61,11.915,122.31,20.837,➖,0.0,False,GPU,model,
38,🧠🔁,Neural Network,[TabM (default)](https://arxiv.org/abs/2410.24210),1299.0,+142/-115,0.094,38.88,35.7,10.016,14.25,0.485,✔️,0.0,False,GPU,model,
39,🧠🔁,Neural Network,[ModernNCA (tuned)](https://arxiv.org/abs/2407.03257),1299.0,+200/-190,0.106,38.88,28.15,13.554,9011.78,0.526,✔️,0.0,False,GPU,model,
40,🧠🔁,Neural Network,[TorchMLP (tuned + ensembled)](https://arxiv.org/abs/2003.06505),1295.0,+129/-147,0.075,39.12,35.84,11.386,5196.37,1.749,✔️,0.0,False,CPU,model,
41,🌳,Tree-based,[ExtraTrees (tuned)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1276.0,+138/-159,0.068,40.25,35.75,14.37,1235.42,0.317,✔️,0.0,False,CPU,model,
42,🧠🔁,Neural Network,[TorchMLP (tuned)](https://arxiv.org/abs/2003.06505),1243.0,+184/-189,0.083,42.25,37.66,11.704,5196.37,0.121,✔️,0.0,False,CPU,model,
43,🌳,Tree-based,[ChimeraBoost (default)](https://github.com/bbstats/chimeraboost),1234.0,+54/-88,0.01,42.75,41.88,13.444,10.95,0.044,✔️,0.0,False,CPU,model,
44,🌳,Tree-based,[EBM (tuned + ensembled)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1232.0,+197/-199,0.084,42.88,31.63,14.489,2809.99,0.115,✔️,0.0,False,CPU,model,
45,🌳,Tree-based,[EBM (tuned)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1204.0,+206/-213,0.104,44.5,27.78,15.003,2809.99,0.013,✔️,0.0,False,CPU,model,
46,❓,Other,[xRFM (default)](https://arxiv.org/abs/2508.10053),1187.0,+209/-277,0.097,45.5,30.6,16.539,7.0,1.362,✔️,0.0,False,GPU,model,
47,🌳,Tree-based,[RandomForest (tuned + ensembled)](https://link.springer.com/article/10.1023/A:1010933404324),1185.0,+91/-184,0.019,45.62,42.61,16.355,657.99,1.134,✔️,0.0,False,CPU,model,
48,🌳,Tree-based,[LightGBM (default)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1178.0,+78/-106,0.013,46.0,44.82,13.756,4.54,0.374,✔️,0.0,False,CPU,model,
49,🧠🔁,Neural Network,[FastaiMLP (tuned + ensembled)](https://arxiv.org/abs/2003.06505),1149.0,+65/-127,0.004,47.62,46.57,15.436,2151.53,7.992,✔️,0.0,False,CPU,model,
50,🌳,Tree-based,[ExtraTrees (default)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1138.0,+112/-220,0.021,48.25,44.14,17.046,7.81,0.985,✔️,0.0,False,CPU,model,
51,🌳,Tree-based,[RandomForest (tuned)](https://link.springer.com/article/10.1023/A:1010933404324),1129.0,+110/-229,0.019,48.75,45.54,17.448,657.99,0.147,✔️,0.0,False,CPU,model,
52,🌳,Tree-based,[PerpetualBooster (tuned + ensembled)](https://perpetual-ml.com/),1113.0,+79/-150,0.0,49.56,48.38,17.078,208.16,0.453,✔️,0.0,False,CPU,model,
53,🧠🔁,Neural Network,[FastaiMLP (tuned)](https://arxiv.org/abs/2003.06505),1107.0,+82/-142,0.0,49.88,48.44,15.864,2151.53,0.566,✔️,0.0,False,CPU,model,
54,🧠⚡,Foundation Model,[TabSTAR (tuned + ensembled)](https://arxiv.org/abs/2505.18125),1100.0,+263/-450,0.111,50.25,28.22,24.308,96418.84,36.577,✔️,0.0,False,GPU,model,
55,🌳,Tree-based,[PerpetualBooster (tuned)](https://perpetual-ml.com/),1092.0,+61/-165,0.0,50.69,49.68,17.791,208.16,0.135,✔️,0.0,False,CPU,model,
56,🌳,Tree-based,[XGBoost (default)](https://arxiv.org/abs/1603.02754),1090.0,+86/-112,0.0,50.75,49.68,15.016,4.08,0.255,✔️,0.0,False,CPU,model,
57,🧠⚡,Foundation Model,[TabSTAR (tuned)](https://arxiv.org/abs/2505.18125),1058.0,+262/-459,0.088,52.38,34.49,24.484,96418.84,5.523,✔️,0.0,False,GPU,model,
58,🌳,Tree-based,[EBM (default)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1053.0,+106/-149,0.0,52.62,51.04,16.495,11.1,0.014,✔️,0.0,False,CPU,model,
59,🧠🔁,Neural Network,[TorchMLP (default)](https://arxiv.org/abs/2003.06505),1014.0,+129/-195,0.0,54.5,52.13,15.67,22.25,0.131,✔️,0.0,False,CPU,model,
60,🌳,Tree-based,[RandomForest (default)](https://link.springer.com/article/10.1023/A:1010933404324),1000.0,+82/-208,0.0,55.12,54.31,18.86,0.69,0.125,✔️,0.0,False,CPU,model,
61,🧠🔁,Neural Network,[FastaiMLP (default)](https://arxiv.org/abs/2003.06505),960.0,+87/-216,0.0,56.88,55.91,20.309,6.77,0.511,✔️,0.0,False,CPU,model,
62,📏,Baseline,[KNN (tuned + ensembled)](https://scikit-learn.org/stable/modules/neighbors.html),896.0,+126/-296,0.0,59.38,58.06,22.358,88.79,0.571,✔️,0.0,False,CPU,model,
63,🧠⚡,Foundation Model,[TabSTAR (default)](https://arxiv.org/abs/2505.18125),893.0,+269/-459,0.045,59.5,49.82,27.524,455.0,5.747,✔️,0.0,False,GPU,model,
64,🌳,Tree-based,[PerpetualBooster (default)](https://perpetual-ml.com/),882.0,+78/-176,0.0,59.88,59.2,21.025,34.18,0.02,✔️,0.0,False,CPU,model,
65,🧠⚡,Foundation Model,[iLTM (default)](https://arxiv.org/abs/2511.15941),841.0,+34/-198,0.0,61.25,60.93,20.975,691.28,270.094,✔️,0.0,False,GPU,model,
66,📏,Baseline,[KNN (tuned)](https://scikit-learn.org/stable/modules/neighbors.html),754.0,+117/-292,0.0,63.75,63.35,24.318,88.79,0.052,✔️,0.0,False,CPU,model,
67,📏,Baseline,[KNN (default)](https://scikit-learn.org/stable/modules/neighbors.html),691.0,+164/-391,0.0,65.25,64.44,30.565,0.43,0.047,✔️,0.0,False,CPU,model,
68,📏,Baseline,[Linear (tuned + ensembled)](https://scikit-learn.org/stable/modules/linear_model.html),572.0,+78/-497,0.0,67.44,67.2,34.982,743.23,0.364,✔️,0.0,False,CPU,model,
69,📏,Baseline,[Linear (tuned)](https://scikit-learn.org/stable/modules/linear_model.html),546.0,+84/-505,0.0,67.81,67.58,35.064,743.23,0.097,✔️,0.0,False,CPU,model,
70,📏,Baseline,[Linear (default)](https://scikit-learn.org/stable/modules/linear_model.html),402.0,+99/-437,0.0,69.5,69.48,37.174,3.98,0.12,✔️,0.0,False,CPU,model,
