#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware,MethodClass,Tags
0,🧠⚡,Foundation Model,[EXAONE-Tabular (default)](https://github.com/LGAI-Research/EXAONE-Tabular),2002.0,+147/-83,0.812,4.23,2.4,3.875,4.52,1.215,✔️,0.0,False,GPU,model,
1,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),1985.0,+302/-142,0.841,4.55,1.79,3.095,27.29,13.119,✔️,0.0,False,GPU,model,
2,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1802.0,+212/-132,0.642,9.39,3.53,6.299,1.01,0.215,✔️,0.0,False,GPU,model,
3,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1724.0,+119/-71,0.488,12.42,9.28,8.218,2.76,0.701,✔️,0.0,False,GPU,model,
4,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1700.0,+182/-105,0.533,13.52,4.82,7.243,0.6,0.119,✔️,0.0,False,GPU,model,
5,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),1650.0,+133/-102,0.445,15.97,8.89,8.958,735.58,11.736,✔️,0.0,False,GPU,model,
6,🌳,Tree-based,[ChimeraBoost (tuned + ensembled)](https://github.com/bbstats/chimeraboost),1647.0,+110/-92,0.439,16.11,5.87,9.166,115.66,0.708,✔️,0.0,False,CPU,model,
7,🧠🔁,Neural Network,[RealMLP (tuned + ensembled)](https://arxiv.org/abs/2407.04491),1636.0,+90/-90,0.397,16.71,11.46,9.265,1719.82,1.675,✔️,0.0,False,GPU,model,
8,🧠🔁,Neural Network,[ModernNCA (tuned + ensembled)](https://arxiv.org/abs/2407.03257),1618.0,+108/-105,0.393,17.67,12.67,9.435,2526.31,6.013,✔️,0.0,False,GPU,model,
9,🌳,Tree-based,[CatBoost (tuned + ensembled)](https://arxiv.org/abs/1706.09516),1616.0,+86/-59,0.36,17.75,8.19,9.26,489.93,0.249,✔️,0.0,False,CPU,model,
10,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned)](https://arxiv.org/abs/2511.08667),1606.0,+121/-97,0.403,18.28,10.68,9.567,735.58,1.386,✔️,0.0,False,GPU,model,
11,🌳,Tree-based,[CatBoost (tuned)](https://arxiv.org/abs/1706.09516),1601.0,+92/-64,0.354,18.61,8.9,9.465,489.93,0.02,✔️,0.0,False,CPU,model,
12,🌳,Tree-based,[LightGBM (tuned + ensembled)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1594.0,+64/-49,0.308,18.97,13.55,10.826,131.56,2.639,✔️,0.0,False,CPU,model,
13,🌳,Tree-based,[ChimeraBoost (tuned)](https://github.com/bbstats/chimeraboost),1586.0,+107/-88,0.374,19.41,8.6,9.778,115.66,0.073,✔️,0.0,False,CPU,model,
14,🌳,Tree-based,[CatBoost (default)](https://arxiv.org/abs/1706.09516),1580.0,+108/-101,0.36,19.76,8.17,9.442,2.47,0.01,✔️,0.0,False,CPU,model,
15,🧠⚡,Foundation Model,[iLTM (tuned + ensembled)](https://arxiv.org/abs/2511.15941),1567.0,+74/-55,0.308,20.56,15.41,10.556,2067.95,65.195,✔️,0.0,False,GPU,model,
16,🌳,Tree-based,[XGBoost (tuned + ensembled)](https://arxiv.org/abs/1603.02754),1554.0,+82/-58,0.279,21.33,15.22,10.917,282.13,0.563,✔️,0.0,False,CPU,model,
17,🧠🔁,Neural Network,[TabM (tuned + ensembled)](https://arxiv.org/abs/2410.24210),1553.0,+144/-86,0.289,21.39,13.27,10.612,1236.88,0.579,✔️,0.0,False,GPU,model,
18,🧠🔁,Neural Network,[RealMLP (tuned)](https://arxiv.org/abs/2407.04491),1544.0,+107/-89,0.287,21.91,13.45,10.414,1719.82,0.081,✔️,0.0,False,GPU,model,
19,🌳,Tree-based,[ChimeraBoost (default)](https://github.com/bbstats/chimeraboost),1540.0,+105/-100,0.327,22.15,12.43,10.377,0.54,0.049,✔️,0.0,False,CPU,model,
20,🧠⚡,Foundation Model,[RealTabPFN-2.5 (default)](https://arxiv.org/abs/2511.08667),1535.0,+127/-78,0.324,22.44,15.34,10.458,1.88,0.645,✔️,0.0,False,GPU,model,
21,🧠⚡,Foundation Model,[TabDPT-Turbo (default)](https://openreview.net/pdf?id=Y00pwFyrHR),1530.0,+157/-142,0.358,22.75,11.52,11.121,0.75,0.18,➖,0.0,False,GPU,model,
22,🧠⚡,Foundation Model,[TabDPT (tuned + ensembled)](https://arxiv.org/abs/2410.18164),1527.0,+133/-118,0.325,22.92,6.39,10.641,4786.6,444.544,✔️,0.0,False,GPU,model,
23,🌳,Tree-based,[LightGBM (tuned)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1509.0,+73/-51,0.207,24.03,19.13,11.967,131.56,0.132,✔️,0.0,False,CPU,model,
24,🌳,Tree-based,[XGBoost (tuned)](https://arxiv.org/abs/1603.02754),1507.0,+63/-54,0.223,24.2,19.77,11.475,282.13,0.066,✔️,0.0,False,CPU,model,
25,🧠🔁,Neural Network,[TabM (tuned)](https://arxiv.org/abs/2410.24210),1489.0,+129/-75,0.229,25.3,15.65,11.444,1236.88,0.054,✔️,0.0,False,GPU,model,
26,🧠🔁,Neural Network,[ModernNCA (tuned)](https://arxiv.org/abs/2407.03257),1480.0,+94/-82,0.219,25.91,20.18,11.535,2526.31,0.349,✔️,0.0,False,GPU,model,
27,❓,Other,[xRFM (tuned + ensembled)](https://arxiv.org/abs/2508.10053),1434.0,+111/-116,0.216,28.82,20.63,12.838,566.74,0.951,✔️,0.0,False,GPU,model,
28,🧠⚡,Foundation Model,[iLTM (tuned)](https://arxiv.org/abs/2511.15941),1430.0,+101/-67,0.158,29.1,18.28,12.413,2067.95,10.881,✔️,0.0,False,GPU,model,
29,🧠⚡,Foundation Model,[TabDPT (tuned)](https://arxiv.org/abs/2410.18164),1410.0,+123/-123,0.221,30.43,12.71,12.96,4786.6,42.641,✔️,0.0,False,GPU,model,
30,❓,Other,[xRFM (tuned)](https://arxiv.org/abs/2508.10053),1383.0,+97/-102,0.153,32.16,26.4,14.297,566.74,0.06,✔️,0.0,False,GPU,model,
31,🧠🔁,Neural Network,[TorchMLP (tuned + ensembled)](https://arxiv.org/abs/2003.06505),1383.0,+71/-66,0.115,32.17,25.77,12.798,1770.56,1.069,✔️,0.0,False,CPU,model,
32,🌳,Tree-based,[XGBoost (default)](https://arxiv.org/abs/1603.02754),1374.0,+91/-102,0.132,32.8,23.59,13.277,0.49,0.053,✔️,0.0,False,CPU,model,
33,🧠⚡,Foundation Model,[TabSwift (default)](https://github.com/LAMDA-Tabular/TabSwift),1350.0,+118/-103,0.157,34.33,24.07,13.695,0.51,0.127,➖,0.0,False,GPU,model,
34,🧠⚡,Foundation Model,[TabDPT (default)](https://arxiv.org/abs/2410.18164),1337.0,+120/-141,0.175,35.2,16.56,15.574,46.62,43.738,✔️,0.0,False,GPU,model,
35,🧠🔁,Neural Network,[TabM (default)](https://arxiv.org/abs/2410.24210),1331.0,+114/-89,0.096,35.6,29.31,14.331,2.13,0.047,✔️,0.0,False,GPU,model,
36,🌳,Tree-based,[EBM (tuned + ensembled)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1327.0,+114/-138,0.129,35.88,27.58,15.945,695.61,0.085,✔️,0.0,False,CPU,model,
37,🧠🔁,Neural Network,[ModernNCA (default)](https://arxiv.org/abs/2407.03257),1301.0,+75/-80,0.077,37.55,33.29,14.659,8.06,0.25,✔️,0.0,False,GPU,model,
38,🧠⚡,Foundation Model,[LimiX (default)](https://arxiv.org/abs/2509.03505),1282.0,+141/-160,0.173,38.76,9.89,16.641,6.55,5.409,➖,0.0,False,GPU,model,
39,🧠🔁,Neural Network,[TorchMLP (tuned)](https://arxiv.org/abs/2003.06505),1278.0,+70/-75,0.043,39.07,34.29,14.432,1770.56,0.051,✔️,0.0,False,CPU,model,
40,🧠🔁,Neural Network,[RealMLP (default)](https://arxiv.org/abs/2407.04491),1276.0,+72/-69,0.035,39.2,35.96,15.397,6.75,0.235,✔️,0.0,False,GPU,model,
41,🌳,Tree-based,[EBM (tuned)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1267.0,+104/-146,0.09,39.76,32.95,16.781,695.61,0.006,✔️,0.0,False,CPU,model,
42,🌳,Tree-based,[LightGBM (default)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1262.0,+54/-63,0.031,40.07,37.6,15.154,0.29,0.045,✔️,0.0,False,CPU,model,
43,🌳,Tree-based,[RandomForest (tuned + ensembled)](https://link.springer.com/article/10.1023/A:1010933404324),1245.0,+76/-90,0.031,41.13,36.54,15.405,66.0,0.341,✔️,0.0,False,CPU,model,
44,🌳,Tree-based,[EBM (default)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1222.0,+86/-140,0.06,42.56,37.17,18.208,2.18,0.005,✔️,0.0,False,CPU,model,
45,🌳,Tree-based,[ExtraTrees (tuned + ensembled)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1218.0,+80/-86,0.023,42.81,40.24,15.622,49.61,0.199,✔️,0.0,False,CPU,model,
