vinBattery,currentBattery,velocity,distance,H2 Leak,powerW,energyWh,kmPerkWh,timeS,_capture_ts,latitude,longitude,wgsAltitude,ts,elapsed_s,lap_number
35.13802,4.177499,7.445568,9.42,False,146.789,0.4339817,21.70598,39,1784710974.9497738,25.48848976,51.45009802,11.8,1784710974964,8.1,1.0
35.07165,4.347569,7.641504,10.99,False,152.4764,0.4460554,24.6382,39,1784710975.335207,25.48848976,51.45009802,11.8,1784710974964,8.1,1.0
35.0531,4.395008,7.935408,10.99,False,154.0587,0.4599481,23.894,40,1784710975.5664036,25.48848976,51.45009802,11.8,1784710974964,8.1,1.0
35.10677,4.171639,8.131344,10.99,False,146.4528,0.4723529,23.2665,40,1784710975.8659775,25.48850493,51.45008666,11.8,1784710975971,9.11,1.0
35.04637,4.37276,8.32728,12.56,False,153.2494,0.4857039,25.85938,40,1784710976.3401897,25.48850493,51.45008666,11.8,1784710975971,9.11,1.0
35.07635,4.299731,8.621184,12.56,False,150.8189,0.5000942,25.11527,41,1784710976.5225642,25.48850493,51.45008666,11.8,1784710975971,9.11,1.0
35.1159,4.222594,8.81712,14.13,False,148.2802,0.5117207,27.61272,41,1784710976.8070302,25.48850493,51.45008666,11.8,1784710975971,9.11,1.0
35.10571,4.143193,9.111024,14.13,False,145.4497,0.5241676,26.95703,41,1784710977.109846,25.48852785,51.45006983,11.9,1784710976987,10.13,1.0
35.0865,4.250963,9.30696,15.7,False,149.1514,0.5371047,29.2308,41,1784710977.938814,25.48852785,51.45006983,11.9,1784710976987,10.13,1.0
35.04679,4.354981,9.600864,15.7,False,152.6281,0.5510482,28.49116,42,1784710977.938814,25.48852785,51.45006983,11.9,1784710976987,10.13,1.0
35.1182,4.198291,9.7968,17.27,False,147.4364,0.5653674,30.54651,42,1784710978.3476665,25.48854824,51.45005593,11.9,1784710977995,11.14,1.0
35.10167,4.067359,9.992736,18.84,False,142.7711,0.5771497,32.64318,42,1784710978.7654555,25.48854824,51.45005593,11.9,1784710977995,11.14,1.0
35.05839,4.266032,10.28664,18.84,False,149.5602,0.5911189,31.87176,43,1784710978.766461,25.48854824,51.45005593,11.9,1784710977995,11.14,1.0
35.05875,4.38446,10.482576,20.41,False,153.7137,0.6035795,33.81493,43,1784710979.406371,25.48856889,51.45004254,11.9,1784710979010,12.15,1.0
35.12011,4.257821,10.77648,20.41,False,149.5351,0.6160413,33.1309,43,1784710979.596208,25.48856889,51.45004254,11.9,1784710979010,12.15,1.0
35.13489,4.146698,10.972416,21.98,False,145.6938,0.6294332,34.92031,44,1784710980.0190334,25.48856889,51.45004254,11.9,1784710979010,12.15,1.0
35.02345,4.476891,11.26632,23.55,False,156.7962,0.6445225,36.53868,44,1784710980.0200377,25.48856889,51.45004254,11.9,1784710979010,12.15,1.0
34.9507,4.581404,11.462256,23.55,False,160.1233,0.6577056,35.80629,44,1784710980.5148978,25.48859332,51.45002955,11.9,1784710980022,13.16,1.0
35.01982,4.511656,11.75616,25.12,False,157.9974,0.6722748,37.36567,45,1784710980.939057,25.48861878,51.4500148,11.81,1784710981035,14.18,1.0
35.08491,4.232638,11.952096,26.69,False,148.5017,0.686142,38.89865,45,1784710981.1256406,25.48861878,51.4500148,11.81,1784710981035,14.18,1.0
35.17533,4.107609,12.246,26.69,False,144.4865,0.6993986,38.16136,45,1784710981.506416,25.48861878,51.4500148,11.81,1784710981035,14.18,1.0
35.05178,4.392804,12.441936,28.26,False,153.9756,0.7130326,39.63353,46,1784710981.699155,25.48861878,51.4500148,11.81,1784710981035,14.18,1.0
