#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware,MethodClass,Tags
0,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),1744.0,+159/-110,0.882,7.2,1.72,3.06,36.24,5.432,✔️,0.0,False,GPU,model,
1,🧠⚡,Foundation Model,[EXAONE-Tabular (default)](https://github.com/LGAI-Research/EXAONE-Tabular),1686.0,+121/-71,0.754,9.18,3.71,10.509,5.27,0.436,✔️,0.0,False,GPU,model,
2,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1643.0,+102/-58,0.675,10.98,5.04,12.192,3.85,0.374,✔️,0.0,False,GPU,model,
3,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1573.0,+132/-86,0.632,14.45,5.83,12.469,2.09,0.152,✔️,0.0,False,GPU,model,
4,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1562.0,+100/-62,0.558,15.06,7.63,13.46,5.48,0.433,✔️,0.0,False,GPU,model,
5,🧠⚡,Foundation Model,[RealTabPFN-2.5 (default)](https://arxiv.org/abs/2511.08667),1556.0,+84/-42,0.54,15.4,10.19,14.097,5.96,0.554,✔️,0.0,False,GPU,model,
6,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),1552.0,+125/-62,0.52,15.68,7.72,13.353,2052.28,8.252,✔️,0.0,False,GPU,model,
7,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned)](https://arxiv.org/abs/2511.08667),1528.0,+114/-58,0.494,17.11,8.3,14.089,2052.28,1.265,✔️,0.0,False,GPU,model,
8,🧠⚡,Foundation Model,[Mitra (default)](https://arxiv.org/abs/2510.21204) [4.76% IMPUTED],1469.0,+81/-54,0.423,21.09,10.27,16.116,143.16,3.756,✔️,4.76,True,GPU,model,
9,🧠⚡,Foundation Model,[TabPFNv2 (tuned + ensembled)](https://www.nature.com/articles/s41586-024-08328-6) [4.76% IMPUTED],1451.0,+91/-55,0.368,22.39,12.07,16.286,3422.32,45.829,✔️,4.76,True,GPU,model,
10,🧠⚡,Foundation Model,[TabICL (default)](https://arxiv.org/abs/2502.05564) [4.76% IMPUTED],1439.0,+61/-60,0.349,23.32,13.13,16.248,7.78,1.706,✔️,4.76,True,GPU,model,
11,🧠⚡,Foundation Model,[LimiX (default)](https://arxiv.org/abs/2509.03505),1438.0,+104/-79,0.375,23.38,10.28,16.218,19.82,4.463,➖,0.0,False,GPU,model,
12,🧠⚡,Foundation Model,[TabDPT-Turbo (default)](https://openreview.net/pdf?id=Y00pwFyrHR),1432.0,+68/-63,0.364,23.84,10.33,16.503,2.3,0.114,➖,0.0,False,GPU,model,
13,🧠🔁,Neural Network,[RealMLP (tuned + ensembled)](https://arxiv.org/abs/2407.04491),1413.0,+62/-50,0.297,25.28,15.87,17.656,2950.72,15.589,✔️,0.0,False,GPU,model,
14,🧠🔁,Neural Network,[TabM (tuned + ensembled)](https://arxiv.org/abs/2410.24210),1402.0,+75/-52,0.271,26.19,12.13,17.748,2289.91,2.709,✔️,0.0,False,GPU,model,
15,🧠⚡,Foundation Model,[TabDPT (tuned + ensembled)](https://arxiv.org/abs/2410.18164),1388.0,+71/-67,0.279,27.32,12.78,16.756,5351.93,268.579,✔️,0.0,False,GPU,model,
16,🧠⚡,Foundation Model,[TabPFNv2 (tuned)](https://www.nature.com/articles/s41586-024-08328-6) [4.76% IMPUTED],1379.0,+114/-64,0.296,28.09,13.23,18.628,3422.32,0.982,✔️,4.76,True,GPU,model,
17,🧠⚡,Foundation Model,[BetaTabPFN (default)](https://arxiv.org/abs/2502.02527),1377.0,+73/-62,0.286,28.25,15.62,18.981,317.92,1.982,➖,0.0,False,GPU,model,
18,🧠⚡,Foundation Model,[TabSwift (default)](https://github.com/LAMDA-Tabular/TabSwift),1366.0,+79/-72,0.304,29.2,17.18,18.485,1.23,0.052,➖,0.0,False,GPU,model,
19,🧠⚡,Foundation Model,[TabDPT (tuned)](https://arxiv.org/abs/2410.18164),1359.0,+81/-69,0.249,29.8,13.05,17.374,5351.93,37.606,✔️,0.0,False,GPU,model,
20,🌳,Tree-based,[LightGBM (tuned + ensembled)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1354.0,+45/-36,0.175,30.23,21.94,18.929,512.67,1.18,✔️,0.0,False,CPU,model,
21,🧠🔁,Neural Network,[TabM (tuned)](https://arxiv.org/abs/2410.24210),1353.0,+78/-50,0.21,30.3,13.47,18.628,2289.91,0.266,✔️,0.0,False,GPU,model,
