synset,class_index,class_dir,copy_order,source_path,target_path
n03062245,503,class_0503,1,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0503/000503-class0503.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0503/000503-class0503.png
n03062245,503,class_0503,2,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0503/001503-class0503.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0503/001503-class0503.png
n03062245,503,class_0503,3,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0503/002503-class0503.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0503/002503-class0503.png
n03075370,507,class_0507,1,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0507/000507-class0507.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0507/000507-class0507.png
n03075370,507,class_0507,2,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0507/001507-class0507.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0507/001507-class0507.png
n03075370,507,class_0507,3,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0507/002507-class0507.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0507/002507-class0507.png
n03127925,519,class_0519,1,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0519/000519-class0519.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0519/000519-class0519.png
n03127925,519,class_0519,2,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0519/001519-class0519.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0519/001519-class0519.png
n03127925,519,class_0519,3,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0519/002519-class0519.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0519/002519-class0519.png
n03146219,524,class_0524,1,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0524/000524-class0524.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0524/000524-class0524.png
n03146219,524,class_0524,2,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0524/001524-class0524.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0524/001524-class0524.png
n03146219,524,class_0524,3,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0524/002524-class0524.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0524/002524-class0524.png
n03207743,533,class_0533,1,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0533/000533-class0533.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0533/000533-class0533.png
n03207743,533,class_0533,2,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0533/001533-class0533.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0533/001533-class0533.png
n03207743,533,class_0533,3,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0533/002533-class0533.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0533/002533-class0533.png
n03220513,538,class_0538,1,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0538/000538-class0538.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0538/000538-class0538.png
n03220513,538,class_0538,2,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0538/001538-class0538.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0538/001538-class0538.png
n03220513,538,class_0538,3,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0538/002538-class0538.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0538/002538-class0538.png
n03272010,546,class_0546,1,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0546/000546-class0546.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0546/000546-class0546.png
n03272010,546,class_0546,2,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0546/001546-class0546.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0546/001546-class0546.png
n03272010,546,class_0546,3,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0546/002546-class0546.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0546/002546-class0546.png
n03337140,553,class_0553,1,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0553/000553-class0553.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0553/000553-class0553.png
n03337140,553,class_0553,2,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0553/001553-class0553.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0553/001553-class0553.png
n03337140,553,class_0553,3,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0553/002553-class0553.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0553/002553-class0553.png
n03347037,556,class_0556,1,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0556/000556-class0556.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0556/000556-class0556.png
n03347037,556,class_0556,2,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0556/001556-class0556.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0556/001556-class0556.png
n03347037,556,class_0556,3,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0556/002556-class0556.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0556/002556-class0556.png
n03400231,567,class_0567,1,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0567/000567-class0567.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0567/000567-class0567.png
n03400231,567,class_0567,2,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0567/001567-class0567.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0567/001567-class0567.png
n03400231,567,class_0567,3,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0567/002567-class0567.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0567/002567-class0567.png
n03417042,569,class_0569,1,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0569/000569-class0569.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0569/000569-class0569.png
n03417042,569,class_0569,2,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0569/001569-class0569.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0569/001569-class0569.png
n03417042,569,class_0569,3,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0569/002569-class0569.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0569/002569-class0569.png
n03476684,584,class_0584,1,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0584/000584-class0584.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0584/000584-class0584.png
n03476684,584,class_0584,2,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0584/001584-class0584.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0584/001584-class0584.png
n03476684,584,class_0584,3,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0584/002584-class0584.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0584/002584-class0584.png
n03527444,597,class_0597,1,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0597/000597-class0597.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0597/000597-class0597.png
n03527444,597,class_0597,2,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0597/001597-class0597.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0597/001597-class0597.png
n03527444,597,class_0597,3,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0597/002597-class0597.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0597/002597-class0597.png
n03535780,602,class_0602,1,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0602/000602-class0602.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0602/000602-class0602.png
n03535780,602,class_0602,2,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0602/001602-class0602.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0602/001602-class0602.png
n03535780,602,class_0602,3,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0602/002602-class0602.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0602/002602-class0602.png
n03544143,604,class_0604,1,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0604/000604-class0604.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0604/000604-class0604.png
n03544143,604,class_0604,2,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0604/001604-class0604.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0604/001604-class0604.png
n03544143,604,class_0604,3,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0604/002604-class0604.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0604/002604-class0604.png
n03584254,605,class_0605,1,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0605/000605-class0605.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0605/000605-class0605.png
n03584254,605,class_0605,2,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0605/001605-class0605.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0605/001605-class0605.png
n03584254,605,class_0605,3,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0605/002605-class0605.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0605/002605-class0605.png
n03676483,629,class_0629,1,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0629/000629-class0629.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0629/000629-class0629.png
n03676483,629,class_0629,2,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0629/001629-class0629.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0629/001629-class0629.png
n03676483,629,class_0629,3,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0629/002629-class0629.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0629/002629-class0629.png
n03770439,655,class_0655,1,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0655/000655-class0655.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0655/000655-class0655.png
n03770439,655,class_0655,2,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0655/001655-class0655.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0655/001655-class0655.png
n03770439,655,class_0655,3,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0655/002655-class0655.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0655/002655-class0655.png
n03773504,657,class_0657,1,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0657/000657-class0657.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0657/000657-class0657.png
n03773504,657,class_0657,2,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0657/001657-class0657.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0657/001657-class0657.png
n03773504,657,class_0657,3,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0657/002657-class0657.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0657/002657-class0657.png
n03775546,659,class_0659,1,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0659/000659-class0659.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0659/000659-class0659.png
n03775546,659,class_0659,2,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0659/001659-class0659.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0659/001659-class0659.png
n03775546,659,class_0659,3,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0659/002659-class0659.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0659/002659-class0659.png
n03838899,683,class_0683,1,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0683/000683-class0683.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0683/000683-class0683.png
n03838899,683,class_0683,2,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0683/001683-class0683.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0683/001683-class0683.png
n03838899,683,class_0683,3,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0683/002683-class0683.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0683/002683-class0683.png
n03854065,687,class_0687,1,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0687/000687-class0687.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0687/000687-class0687.png
n03854065,687,class_0687,2,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0687/001687-class0687.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0687/001687-class0687.png
n03854065,687,class_0687,3,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0687/002687-class0687.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0687/002687-class0687.png
n03888605,702,class_0702,1,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0702/000702-class0702.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0702/000702-class0702.png
n03888605,702,class_0702,2,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0702/001702-class0702.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0702/001702-class0702.png
n03888605,702,class_0702,3,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0702/002702-class0702.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0702/002702-class0702.png
n03908618,709,class_0709,1,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0709/000709-class0709.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0709/000709-class0709.png
n03908618,709,class_0709,2,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0709/001709-class0709.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0709/001709-class0709.png
n03908618,709,class_0709,3,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0709/002709-class0709.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0709/002709-class0709.png
n03924679,713,class_0713,1,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0713/000713-class0713.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0713/000713-class0713.png
n03924679,713,class_0713,2,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0713/001713-class0713.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0713/001713-class0713.png
n03924679,713,class_0713,3,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0713/002713-class0713.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0713/002713-class0713.png
n03980874,735,class_0735,1,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0735/000735-class0735.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0735/000735-class0735.png
n03980874,735,class_0735,2,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0735/001735-class0735.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0735/001735-class0735.png
n03980874,735,class_0735,3,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0735/002735-class0735.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0735/002735-class0735.png
n03998194,741,class_0741,1,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0741/000741-class0741.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0741/000741-class0741.png
n03998194,741,class_0741,2,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0741/001741-class0741.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0741/001741-class0741.png
n03998194,741,class_0741,3,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0741/002741-class0741.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0741/002741-class0741.png
n04067472,758,class_0758,1,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0758/000758-class0758.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0758/000758-class0758.png
n04067472,758,class_0758,2,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0758/001758-class0758.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0758/001758-class0758.png
n04067472,758,class_0758,3,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0758/002758-class0758.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0758/002758-class0758.png
n04146614,779,class_0779,1,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0779/000779-class0779.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0779/000779-class0779.png
n04146614,779,class_0779,2,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0779/001779-class0779.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0779/001779-class0779.png
n04146614,779,class_0779,3,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0779/002779-class0779.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0779/002779-class0779.png
n04149813,781,class_0781,1,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0781/000781-class0781.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0781/000781-class0781.png
n04149813,781,class_0781,2,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0781/001781-class0781.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0781/001781-class0781.png
n04149813,781,class_0781,3,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0781/002781-class0781.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0781/002781-class0781.png
n04243546,800,class_0800,1,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0800/000800-class0800.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0800/000800-class0800.png
n04243546,800,class_0800,2,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0800/001800-class0800.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0800/001800-class0800.png
n04243546,800,class_0800,3,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0800/002800-class0800.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0800/002800-class0800.png
n04251144,801,class_0801,1,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0801/000801-class0801.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0801/000801-class0801.png
n04251144,801,class_0801,2,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0801/001801-class0801.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0801/001801-class0801.png
n04251144,801,class_0801,3,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0801/002801-class0801.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0801/002801-class0801.png
n04258138,807,class_0807,1,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0807/000807-class0807.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0807/000807-class0807.png
n04258138,807,class_0807,2,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0807/001807-class0807.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0807/001807-class0807.png
n04258138,807,class_0807,3,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0807/002807-class0807.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0807/002807-class0807.png
n04275548,815,class_0815,1,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0815/000815-class0815.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0815/000815-class0815.png
n04275548,815,class_0815,2,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0815/001815-class0815.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0815/001815-class0815.png
n04275548,815,class_0815,3,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0815/002815-class0815.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0815/002815-class0815.png
n04296562,819,class_0819,1,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0819/000819-class0819.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0819/000819-class0819.png
n04296562,819,class_0819,2,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0819/001819-class0819.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0819/001819-class0819.png
n04296562,819,class_0819,3,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0819/002819-class0819.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0819/002819-class0819.png
n04389033,847,class_0847,1,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0847/000847-class0847.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0847/000847-class0847.png
n04389033,847,class_0847,2,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0847/001847-class0847.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0847/001847-class0847.png
n04389033,847,class_0847,3,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0847/002847-class0847.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0847/002847-class0847.png
n04418357,854,class_0854,1,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0854/000854-class0854.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0854/000854-class0854.png
n04418357,854,class_0854,2,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0854/001854-class0854.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0854/001854-class0854.png
n04418357,854,class_0854,3,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0854/002854-class0854.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0854/002854-class0854.png
n04435653,858,class_0858,1,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0858/000858-class0858.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0858/000858-class0858.png
n04435653,858,class_0858,2,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0858/001858-class0858.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0858/001858-class0858.png
n04435653,858,class_0858,3,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0858/002858-class0858.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0858/002858-class0858.png
n04443257,860,class_0860,1,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0860/000860-class0860.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0860/000860-class0860.png
n04443257,860,class_0860,2,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0860/001860-class0860.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0860/001860-class0860.png
n04443257,860,class_0860,3,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0860/002860-class0860.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0860/002860-class0860.png
n04509417,880,class_0880,1,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0880/000880-class0880.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0880/000880-class0880.png
n04509417,880,class_0880,2,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0880/001880-class0880.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0880/001880-class0880.png
n04509417,880,class_0880,3,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0880/002880-class0880.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0880/002880-class0880.png
n04515003,881,class_0881,1,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0881/000881-class0881.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0881/000881-class0881.png
n04515003,881,class_0881,2,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0881/001881-class0881.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0881/001881-class0881.png
n04515003,881,class_0881,3,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0881/002881-class0881.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0881/002881-class0881.png
n04522168,883,class_0883,1,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0883/000883-class0883.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0883/000883-class0883.png
n04522168,883,class_0883,2,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0883/001883-class0883.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0883/001883-class0883.png
n04522168,883,class_0883,3,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0883/002883-class0883.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0883/002883-class0883.png
n04596742,909,class_0909,1,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0909/000909-class0909.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0909/000909-class0909.png
n04596742,909,class_0909,2,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0909/001909-class0909.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0909/001909-class0909.png
n04596742,909,class_0909,3,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0909/002909-class0909.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0909/002909-class0909.png
n04604644,912,class_0912,1,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0912/000912-class0912.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0912/000912-class0912.png
n04604644,912,class_0912,2,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0912/001912-class0912.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0912/001912-class0912.png
n04604644,912,class_0912,3,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0912/002912-class0912.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0912/002912-class0912.png
n04612504,914,class_0914,1,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0914/000914-class0914.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0914/000914-class0914.png
n04612504,914,class_0914,2,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0914/001914-class0914.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0914/001914-class0914.png
n04612504,914,class_0914,3,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0914/002914-class0914.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0914/002914-class0914.png
n06794110,919,class_0919,1,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0919/000919-class0919.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0919/000919-class0919.png
n06794110,919,class_0919,2,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0919/001919-class0919.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0919/001919-class0919.png
n06794110,919,class_0919,3,/home/mahmood/DuoDiT/DuoDiT/DuoDiT200/class_0919/002919-class0919.png,/home/mahmood/DuoDiT/UserStudy/samples/duodit200/class_0919/002919-class0919.png
