#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware,MethodClass,Tags
0,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),1993.0,+161/-105,0.916,4.22,2.15,1.62,39.42,6.476,✔️,0.0,False,GPU,model,
1,🧠⚡,Foundation Model,[EXAONE-Tabular (default)](https://github.com/LGAI-Research/EXAONE-Tabular),1883.0,+155/-104,0.811,6.58,3.51,2.734,7.26,0.787,✔️,0.0,False,GPU,model,
2,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1793.0,+224/-127,0.745,9.3,3.59,2.387,3.66,0.399,✔️,0.0,False,GPU,model,
3,🧠⚡,Foundation Model,[Nori-30M (default)](https://huggingface.co/Synthefy/Nori-30M),1753.0,+114/-79,0.683,10.76,3.8,3.411,11.58,2.023,✔️,0.0,False,GPU,model,
4,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1734.0,+96/-51,0.638,11.49,8.64,4.001,8.52,0.696,✔️,0.0,False,GPU,model,
5,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),1731.0,+146/-100,0.626,11.62,6.84,3.365,1709.05,8.119,✔️,0.0,False,GPU,model,
6,🧠⚡,Foundation Model,[TabDPT (tuned + ensembled)](https://arxiv.org/abs/2410.18164),1715.0,+152/-90,0.626,12.28,4.17,4.23,4786.6,239.304,✔️,0.0,False,GPU,model,
7,🧠⚡,Foundation Model,[Nori (default)](https://github.com/Synthefy/synthefy-nori),1676.0,+135/-85,0.603,14.0,8.13,4.507,6.93,1.389,✔️,0.0,False,GPU,model,
8,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1672.0,+244/-140,0.656,14.18,4.92,3.935,1.32,0.122,✔️,0.0,False,GPU,model,
9,🧠⚡,Foundation Model,[TabDPT (tuned)](https://arxiv.org/abs/2410.18164),1664.0,+128/-68,0.574,14.58,7.81,4.672,4786.6,38.497,✔️,0.0,False,GPU,model,
10,🧠🔁,Neural Network,[RealMLP (tuned + ensembled)](https://arxiv.org/abs/2407.04491),1648.0,+113/-64,0.507,15.33,11.01,5.034,3995.01,10.048,✔️,0.0,False,GPU,model,
11,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned)](https://arxiv.org/abs/2511.08667),1623.0,+155/-112,0.521,16.6,9.08,4.11,1709.05,0.811,✔️,0.0,False,GPU,model,
12,🧠⚡,Foundation Model,[TabDPT-Turbo (default)](https://openreview.net/pdf?id=Y00pwFyrHR),1600.0,+175/-96,0.499,17.81,9.07,5.187,2.08,0.182,➖,0.0,False,GPU,model,
13,🧠⚡,Foundation Model,[TabDPT (default)](https://arxiv.org/abs/2410.18164),1579.0,+134/-64,0.476,18.95,8.44,5.588,46.62,39.212,✔️,0.0,False,GPU,model,
14,🧠🔁,Neural Network,[RealMLP (tuned)](https://arxiv.org/abs/2407.04491),1546.0,+110/-81,0.368,20.81,14.29,5.998,3995.01,0.844,✔️,0.0,False,GPU,model,
15,🧠⚡,Foundation Model,[RealTabPFN-2.5 (default)](https://arxiv.org/abs/2511.08667),1532.0,+144/-98,0.423,21.6,14.95,5.584,7.04,0.508,✔️,0.0,False,GPU,model,
16,🧠🔁,Neural Network,[ModernNCA (tuned + ensembled)](https://arxiv.org/abs/2407.03257),1529.0,+135/-121,0.375,21.81,8.77,7.294,3779.7,7.69,✔️,0.0,False,GPU,model,
17,🌳,Tree-based,[CatBoost (tuned + ensembled)](https://arxiv.org/abs/1706.09516),1484.0,+99/-62,0.242,24.52,18.78,7.971,2229.21,0.38,✔️,0.0,False,CPU,model,
18,🌳,Tree-based,[LightGBM (tuned + ensembled)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1477.0,+88/-80,0.244,24.94,20.37,8.428,700.19,9.322,✔️,0.0,False,CPU,model,
19,❓,Other,[xRFM (tuned + ensembled)](https://arxiv.org/abs/2508.10053),1465.0,+113/-90,0.277,25.68,18.42,7.478,714.5,1.376,✔️,0.0,False,GPU,model,
