#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware,MethodClass,Tags
0,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),1948.0,+176/-101,0.923,5.09,2.27,2.21,49.29,4.094,✔️,0.0,False,GPU,model,
1,🧠⚡,Foundation Model,[Nori-30M (default)](https://huggingface.co/Synthefy/Nori-30M),1849.0,+271/-125,0.815,7.51,2.64,1.951,12.09,2.053,✔️,0.0,False,GPU,model,
2,🧠⚡,Foundation Model,[EXAONE-Tabular (default)](https://github.com/LGAI-Research/EXAONE-Tabular),1848.0,+221/-106,0.831,7.53,3.42,3.098,7.56,0.618,✔️,0.0,False,GPU,model,
3,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1782.0,+191/-108,0.735,9.69,4.35,2.657,14.09,0.439,✔️,0.0,False,GPU,model,
4,🧠⚡,Foundation Model,[Nori (default)](https://github.com/Synthefy/synthefy-nori),1767.0,+185/-104,0.727,10.23,6.15,3.495,12.37,1.566,✔️,0.0,False,GPU,model,
5,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1724.0,+148/-64,0.675,11.94,8.15,3.915,9.2,0.585,✔️,0.0,False,GPU,model,
6,🧠⚡,Foundation Model,[TabDPT (tuned + ensembled)](https://arxiv.org/abs/2410.18164),1702.0,+161/-72,0.623,12.88,6.01,4.693,4823.37,140.737,✔️,0.0,False,GPU,model,
7,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),1690.0,+234/-120,0.61,13.4,6.42,3.312,2307.57,7.226,✔️,0.0,False,GPU,model,
8,🧠⚡,Foundation Model,[TabDPT (tuned)](https://arxiv.org/abs/2410.18164),1656.0,+129/-49,0.571,14.99,9.43,5.158,4823.37,22.312,✔️,0.0,False,GPU,model,
9,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1654.0,+240/-193,0.646,15.14,5.73,4.402,5.15,0.14,✔️,0.0,False,GPU,model,
10,🧠🔁,Neural Network,[RealMLP (tuned + ensembled)](https://arxiv.org/abs/2407.04491),1627.0,+137/-64,0.505,16.47,10.5,5.103,4560.01,33.831,✔️,0.0,False,GPU,model,
11,🧠⚡,Foundation Model,[TabDPT (default)](https://arxiv.org/abs/2410.18164),1569.0,+134/-62,0.457,19.66,8.71,6.257,48.14,42.001,✔️,0.0,False,GPU,model,
12,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned)](https://arxiv.org/abs/2511.08667),1562.0,+236/-132,0.468,20.07,8.88,4.224,2307.57,0.902,✔️,0.0,False,GPU,model,
13,🧠⚡,Foundation Model,[TabDPT-Turbo (default)](https://openreview.net/pdf?id=Y00pwFyrHR),1558.0,+148/-75,0.439,20.34,9.35,6.063,7.93,0.264,➖,0.0,False,GPU,model,
