latitude,longitude,distance_m,distance_km,r_min_m,v_safe_kmh,altitude_m,heading_deg,grade_pct,stop_event,lap,s_m,t_s,v_kmh,a_ms2,v_ceiling_kmh,f_traction_n,f_drag_n,f_roll_n,f_grade_n,f_cornering_n,p_wheel_w,p_motor_mech_w,p_motor_elec_w,p_fc_elec_w,h2_flow_m3_s,h2_cumulative_m3,accessory_energy_cumulative_j,motor_clipped,motor_state,active_motor,weather_scenario,motor_name,fc_name,rule_violation,p_fc_out_w,p_supercap_w,supercap_voltage_v,supercap_energy_j,supercap_soc_frac,supercap_v_start,supercap_v_end,supercap_recharge_s,is_recharge,drive_phase,gas_glide_num,x_m,y_m,lap_distance_km,stop_label
25.49326294181899,51.44783787358424,4238.947742644193,4.238947742644193,64.81085487984271,83.68937842919954,12.6,59.48286667897344,0.0721303556674969,False,2,4238.947742644193,621.3061768930396,23.5024607856206,0.6296492583794879,83.68937842919954,116.78096285471692,4.783270897228777,6.199918387157097,1.118005795937738,5.1951849504342364,762.4000000000001,953.0,1173.6453201970442,1314.0503557744937,0.0,0.015116254956754756,9289.592653395595,True,accel,BLDC 650W,shamal_strong,BLDC 650W + BG 42x30 dCore,SZFC-1000,0,0.0,1314.0503557744937,39.36410280015833,14978.81502952718,0.6725401863113857,45.536798306424664,45.536798306424664,0.019314291168816992,False,gas,1,-555.7029072273608,488.5024143220849,0.6137551444308182,
25.49328096030543,51.447871739315374,4242.89541859812,4.2428954185981205,68.46126559809291,86.01395730309403,12.8,62.7071524373622,0.0326318688704422,False,2,4242.89541859812,621.8941902239122,24.835332553344937,0.5922330130792973,81.95221227233279,110.51351916084327,4.743165496251236,6.199919669904237,0.5057874141889769,5.491830513969856,762.4000000000001,953.0,1173.6453201970442,1314.0503557744937,0.0,0.015116254956754756,9298.412853358685,True,accel,BLDC 650W,shamal_strong,BLDC 650W + BG 42x30 dCore,SZFC-1000,0,0.0,1314.0503557744937,38.27697028860852,14162.889059925184,0.6359055791992271,45.536798306424664,45.536798306424664,0.019314291168816992,False,gas,1,-552.2999057178237,490.5048447571112,0.6177028203847459,
25.493296341962836,51.44790476543464,4246.628416924976,4.246628416924976,62.43718758852612,82.14254107124852,12.8,66.07992850434368,-0.0025183864345335,False,2,4246.628416924976,622.4232898690159,25.963393550685055,0.1309628686523589,80.16163138580208,38.056393261002086,4.622226313042429,6.199919998033922,-0.0390344860456048,6.58114818889863,274.4647542652877,343.0809428316096,403.2505509012293,458.0561676680326,0.0,0.015116254956754756,9306.34934803524,False,accel,BLDC 650W,shamal_strong,BLDC 650W + BG 42x30 dCore,SZFC-1000,0,0.0,458.0561676680326,37.26855439697584,13426.469752790017,0.6028407755383449,45.536798306424664,45.536798306424664,0.019314291168816992,False,gas,1,-548.981272693674,492.21423910790537,0.6214358187116011,
25.49330942027436,51.447937430894534,4250.218843272393,4.2502188432723935,56.878583367738045,78.40086475070294,12.8,69.76203249256247,-0.0068136279947134,False,2,4250.218843272393,622.9188966017659,26.197055436684792,-0.1118657193916127,78.40086475070294,0.0,4.22554806956674,6.199919985608274,-0.1056098709473094,7.354925479647116,0.0,0.0,0.0,10.0,0.0,0.015116254956754756,9313.78344902649,False,cruise,BLDC 650W,shamal_strong,BLDC 650W + BG 42x30 dCore,SZFC-1000,0,0.0,10.0,36.94522434707435,13194.512819871336,0.5924260425588782,45.536798306424664,45.536798306424664,0.019314291168816992,False,glide,0,-545.6988805645652,493.6676580243356,0.6250262450590189,
25.49332088113205,51.44797187018794,4253.907741508152,4.253907741508152,55.192939466825415,77.23039027250765,12.8,73.71292539568691,-0.0226291804243703,False,2,4253.907741508152,623.4278158287221,25.992105221116336,0.1061804542287957,76.72757001011426,33.79265420655081,3.705550506866909,6.199919841257315,-0.3507477617611135,7.461419852037963,243.9839510659634,304.97993883245425,361.14729028213407,411.27476698014897,0.0,0.015116254956754756,9321.417237430836,False,accel,BLDC 650W,shamal_strong,BLDC 650W + BG 42x30 dCore,SZFC-1000,0,0.0,411.27476698014897,36.938095231405796,13189.421166802567,0.592197430262328,45.536798306424664,45.536798306424664,0.019314291168816992,False,gas,1,-542.2382445902653,494.94132606099186,0.6287151432947771,
25.49333066809456,51.44800898026286,4257.794155989073,4.257794155989073,58.930726216913094,79.8026593094121,12.9,77.56022586014774,-0.0325026294526662,False,2,4257.794155989073,623.9639843340199,26.197055436684792,-0.102038961716492,74.7322715406172,0.0,3.327215370022536,6.199919672513767,-0.5037842293800276,7.09880513804947,0.0,0.0,0.0,10.0,0.0,0.015116254956754756,9329.4597650103,False,cruise,BLDC 650W,shamal_strong,BLDC 650W + BG 42x30 dCore,SZFC-1000,0,0.0,10.0,36.62181608580438,12964.521663083977,0.5820995717979516,45.536798306424664,45.536798306424664,0.019314291168816992,False,glide,0,-538.5092348583582,496.02897077882284,0.6326015577756983,
25.493338377865275,51.4480477006267,4261.780785411748,4.261780785411748,54.09969799482515,76.46168909472803,13.0,81.82925216747839,-0.0272732635067259,False,2,4261.780785411748,624.5139476210761,25.99503177862853,0.100935166452083,72.62859013992592,32.17481240824826,2.835952675716607,6.199919769415409,-0.422730113979565,7.61391377766669,232.32924195106244,290.41155243882804,345.0485919605853,393.3873244006504,0.0,0.015116254956754756,9337.709214316144,False,accel,BLDC 650W,shamal_strong,BLDC 650W + BG 42x30 dCore,SZFC-1000,0,0.0,393.3873244006504,36.61404383440775,12959.019323776676,0.5818525199253177,45.536798306424664,45.536798306424664,0.019314291168816992,False,gas,1,-534.6184150772033,496.8857730177449,0.6365881871983734,
25.49334351941048,51.44808737266811,4265.811011361108,4.265811011361108,48.43171363548288,72.34547712315666,13.0,86.72694753651024,-0.0073245396901034,False,2,4265.811011361108,625.0699251338298,26.197055436684792,-0.1083663420912898,70.43807021697218,0.0,2.3978089472327513,6.199919983369062,-0.1135288999841301,8.637682019806117,0.0,0.0,0.0,10.0,0.0,0.015116254956754756,9346.04887700745,False,cruise,BG 42x30 dCore,shamal_strong,BLDC 650W + BG 42x30 dCore,SZFC-1000,0,0.0,10.0,36.297718523164896,12736.068909873444,0.5718421744734844,45.536798306424664,45.536798306424664,0.019314291168816992,False,glide,0,-530.6319658765517,497.45716321953245,0.6406184131477333,
25.493345672179036,51.448129077187254,4270.011964193399,4.270011964193399,42.888739015626854,68.07977411575473,12.7,92.42578206491174,0.014398015051154,False,2,4270.011964193399,625.6497232161246,25.970865286297396,0.1063983493840108,68.07977411575473,34.67339222234905,1.8530527115684603,6.1999199357369505,0.2231663513767266,9.586314020993203,250.13833289599415,312.6729161199927,369.64836357881654,420.7204039764628,0.0,0.015116254956754756,9354.745848241871,False,accel,BLDC 650W,shamal_strong,BLDC 650W + BG 42x30 dCore,SZFC-1000,0,0.0,420.7204039764628,36.28945133793329,12730.268024612877,0.571581718059127,45.536798306424664,45.536798306424664,0.019314291168816992,False,gas,1,-526.4412829400474,497.69640469463326,0.6448193659800245,
25.493344046774936,51.448171584011405,4274.290619777522,4.274290619777522,51.69892464598733,74.74587361025976,12.5,97.18424669649772,0.0442731255874797,False,2,4274.290619777522,626.240245509878,26.197055436684792,-0.104439060220874,74.74587361025976,0.0,1.5234201777741274,6.199919392373939,0.686224524727056,8.09180742002298,0.0,0.0,0.0,10.0,0.0,0.015116254956754756,9363.603682648174,False,cruise,BLDC 650W,shamal_strong,BLDC 650W + BG 42x30 dCore,SZFC-1000,0,0.0,10.0,35.92605156632833,12476.584751082666,0.5601914848726054,45.536798306424664,45.536798306424664,0.019314291168816992,False,glide,0,-522.1699803013034,497.5157702862682,0.6490980215641478,
