#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware,MethodClass,Tags
0,📊,System,[TabFM+](https://github.com/google-research/tabfm),1797.0,+231/-134,0.815,7.0,1.9,5.966,24.97,7.405,✔️,0.0,False,GPU,system,
1,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),1764.0,+269/-163,0.771,8.0,2.24,5.937,40.79,6.31,✔️,0.0,False,GPU,model,
2,📊,System,"[AutoGluon 1.6 (noncommercial, 4h)](https://arxiv.org/abs/2003.06505)",1730.0,+112/-69,0.661,9.2,5.31,10.015,18.71,0.641,✔️,0.0,False,GPU,system,
3,🧠⚡,Foundation Model,[EXAONE-Tabular (default)](https://github.com/LGAI-Research/EXAONE-Tabular),1690.0,+120/-71,0.653,10.8,5.24,11.318,6.81,0.496,✔️,0.0,False,GPU,model,
4,📊,System,"[AutoGluon 1.6 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",1664.0,+103/-63,0.604,11.93,6.43,10.962,12.77,0.606,✔️,0.0,False,GPU,system,
5,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1585.0,+99/-73,0.519,16.02,9.4,12.815,7.56,0.399,✔️,0.0,False,GPU,model,
6,🧠⚡,Foundation Model,[RealTabPFN-2.5 (default)](https://arxiv.org/abs/2511.08667),1578.0,+72/-55,0.472,16.43,11.79,14.193,6.03,0.703,✔️,0.0,False,GPU,model,
7,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),1566.0,+108/-84,0.498,17.16,7.81,12.53,2280.19,9.666,✔️,0.0,False,GPU,model,
8,📊,System,"[AutoGluon 1.5 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",1557.0,+99/-91,0.511,17.71,7.28,11.196,360.81,5.696,✔️,0.0,False,GPU,system,
9,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1556.0,+98/-76,0.494,17.75,10.51,14.117,6.28,0.531,✔️,0.0,False,GPU,model,
10,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1533.0,+96/-88,0.48,19.25,10.69,14.136,3.45,0.182,✔️,0.0,False,GPU,model,
11,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned)](https://arxiv.org/abs/2511.08667),1532.0,+105/-71,0.463,19.32,11.97,14.912,2280.19,0.968,✔️,0.0,False,GPU,model,
12,🧠🔁,Neural Network,[RealMLP (tuned + ensembled)](https://arxiv.org/abs/2407.04491),1461.0,+78/-63,0.338,24.36,15.06,17.077,3487.23,22.857,✔️,0.0,False,GPU,model,
13,🧠⚡,Foundation Model,[LimiX (default)](https://arxiv.org/abs/2509.03505),1452.0,+88/-82,0.366,25.0,9.8,15.768,28.08,5.033,➖,0.0,False,GPU,model,
14,📊,System,"[AutoGluon 1.4 (best, 4h)](https://arxiv.org/abs/2003.06505)",1444.0,+82/-63,0.325,25.64,19.23,17.205,2993.95,1.4,✔️,0.0,False,CPU,system,
15,🧠⚡,Foundation Model,[TabPFNv2 (tuned + ensembled)](https://www.nature.com/articles/s41586-024-08328-6) [7.14% IMPUTED],1424.0,+111/-79,0.34,27.25,17.81,18.487,3227.57,49.196,✔️,7.14,True,GPU,model,
16,🧠⚡,Foundation Model,[Mitra (default)](https://arxiv.org/abs/2510.21204) [7.14% IMPUTED],1405.0,+98/-76,0.284,28.79,17.41,18.906,145.75,4.066,✔️,7.14,True,GPU,model,
17,🧠🔁,Neural Network,[RealMLP (tuned)](https://arxiv.org/abs/2407.04491),1401.0,+69/-68,0.307,29.16,16.86,18.203,3487.23,1.001,✔️,0.0,False,GPU,model,
18,🧠⚡,Foundation Model,[TabDPT-Turbo (default)](https://openreview.net/pdf?id=Y00pwFyrHR),1392.0,+80/-80,0.29,29.91,16.86,18.758,4.86,0.17,➖,0.0,False,GPU,model,
19,🧠⚡,Foundation Model,[TabDPT (tuned + ensembled)](https://arxiv.org/abs/2410.18164),1376.0,+79/-70,0.293,31.25,12.67,18.391,7432.95,404.053,✔️,0.0,False,GPU,model,
20,🧠🔁,Neural Network,[TabM (tuned + ensembled)](https://arxiv.org/abs/2410.24210),1367.0,+80/-78,0.279,32.04,12.88,19.119,2478.69,3.189,✔️,0.0,False,GPU,model,
21,🧠⚡,Foundation Model,[TabPFNv2 (tuned)](https://www.nature.com/articles/s41586-024-08328-6) [7.14% IMPUTED],1344.0,+92/-84,0.239,34.0,22.42,20.473,3227.57,0.494,✔️,7.14,True,GPU,model,
22,🧠🔁,Neural Network,[TabM (tuned)](https://arxiv.org/abs/2410.24210),1340.0,+82/-76,0.244,34.43,18.05,19.848,2478.69,0.447,✔️,0.0,False,GPU,model,
23,🌳,Tree-based,[CatBoost (tuned)](https://arxiv.org/abs/1706.09516),1339.0,+71/-54,0.215,34.46,17.94,18.579,1580.61,0.047,✔️,0.0,False,CPU,model,
24,🧠⚡,Foundation Model,[BetaTabPFN (default)](https://arxiv.org/abs/2502.02527),1338.0,+86/-72,0.219,34.57,24.41,20.977,303.59,2.323,➖,0.0,False,GPU,model,
25,🧠⚡,Foundation Model,[TabICL (default)](https://arxiv.org/abs/2502.05564) [7.14% IMPUTED],1337.0,+67/-61,0.235,34.7,17.82,19.846,9.08,1.864,✔️,7.14,True,GPU,model,
26,🧠⚡,Foundation Model,[iLTM (tuned + ensembled)](https://arxiv.org/abs/2511.15941),1336.0,+60/-68,0.217,34.79,22.29,19.263,21108.98,510.049,✔️,0.0,False,GPU,model,
27,🧠⚡,Foundation Model,[TabDPT (tuned)](https://arxiv.org/abs/2410.18164),1334.0,+82/-91,0.245,34.93,21.22,19.493,7432.95,39.789,✔️,0.0,False,GPU,model,
28,🌳,Tree-based,[LightGBM (tuned + ensembled)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1332.0,+57/-49,0.166,35.12,28.42,19.825,774.79,1.455,✔️,0.0,False,CPU,model,
29,🌳,Tree-based,[CatBoost (tuned + ensembled)](https://arxiv.org/abs/1706.09516),1329.0,+62/-58,0.193,35.39,27.73,19.148,1580.61,0.381,✔️,0.0,False,CPU,model,
30,🧠⚡,Foundation Model,[TabPFNv2 (default)](https://www.nature.com/articles/s41586-024-08328-6) [7.14% IMPUTED],1309.0,+84/-70,0.211,37.2,16.26,20.782,4.32,0.468,✔️,7.14,True,GPU,model,
31,🧠⚡,Foundation Model,[TabSwift (default)](https://github.com/LAMDA-Tabular/TabSwift),1304.0,+66/-72,0.18,37.59,25.01,21.23,2.25,0.055,➖,0.0,False,GPU,model,
32,🧠🔁,Neural Network,[ModernNCA (tuned)](https://arxiv.org/abs/2407.03257),1301.0,+76/-72,0.183,37.89,23.33,20.148,6288.36,0.473,✔️,0.0,False,GPU,model,
33,🌳,Tree-based,[ChimeraBoost (tuned + ensembled)](https://github.com/bbstats/chimeraboost),1298.0,+85/-62,0.158,38.16,26.23,21.427,1146.87,0.503,✔️,0.0,False,CPU,model,
34,🌳,Tree-based,[XGBoost (tuned + ensembled)](https://arxiv.org/abs/1603.02754),1296.0,+60/-58,0.146,38.38,28.69,20.83,829.5,1.642,✔️,0.0,False,CPU,model,
35,🌳,Tree-based,[ChimeraBoost (tuned)](https://github.com/bbstats/chimeraboost),1295.0,+93/-71,0.172,38.45,22.26,21.682,1146.87,0.042,✔️,0.0,False,CPU,model,
36,🌳,Tree-based,[CatBoost (default)](https://arxiv.org/abs/1706.09516),1293.0,+56/-48,0.143,38.61,32.5,20.768,7.32,0.04,✔️,0.0,False,CPU,model,
37,❓,Other,[xRFM (tuned + ensembled)](https://arxiv.org/abs/2508.10053),1293.0,+73/-73,0.187,38.61,21.01,20.746,1165.31,2.067,✔️,0.0,False,GPU,model,
38,🌳,Tree-based,[LightGBM (tuned)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1285.0,+64/-56,0.144,39.34,32.72,20.75,774.79,0.282,✔️,0.0,False,CPU,model,
