#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware,MethodClass,Tags
0,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),1780.0,+263/-160,0.822,5.81,1.58,2.843,37.34,5.423,✔️,0.0,False,GPU,model,
1,🧠⚡,Foundation Model,[EXAONE-Tabular (default)](https://github.com/LGAI-Research/EXAONE-Tabular),1679.0,+138/-85,0.684,8.93,3.88,9.755,5.89,0.435,✔️,0.0,False,GPU,model,
2,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1609.0,+103/-70,0.591,11.88,6.35,11.425,4.66,0.361,✔️,0.0,False,GPU,model,
3,🧠⚡,Foundation Model,[RealTabPFN-2.5 (default)](https://arxiv.org/abs/2511.08667),1592.0,+85/-49,0.527,12.69,9.45,13.106,5.54,0.55,✔️,0.0,False,GPU,model,
4,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1546.0,+126/-92,0.527,15.14,8.26,12.162,1.96,0.151,✔️,0.0,False,GPU,model,
5,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1546.0,+116/-86,0.523,15.19,7.52,12.543,5.75,0.434,✔️,0.0,False,GPU,model,
6,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),1535.0,+142/-82,0.492,15.79,7.34,12.981,2125.17,9.785,✔️,0.0,False,GPU,model,
7,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned)](https://arxiv.org/abs/2511.08667),1512.0,+126/-89,0.486,17.21,9.02,13.383,2125.17,0.881,✔️,0.0,False,GPU,model,
8,🧠⚡,Foundation Model,[LimiX (default)](https://arxiv.org/abs/2509.03505),1456.0,+148/-104,0.411,20.95,7.18,14.608,19.33,4.519,➖,0.0,False,GPU,model,
9,🧠🔁,Neural Network,[RealMLP (tuned + ensembled)](https://arxiv.org/abs/2407.04491),1451.0,+81/-82,0.364,21.29,13.67,15.71,2791.97,23.933,✔️,0.0,False,GPU,model,
10,🧠⚡,Foundation Model,[TabPFNv2 (tuned + ensembled)](https://www.nature.com/articles/s41586-024-08328-6) [4.76% IMPUTED],1416.0,+120/-74,0.355,23.93,14.72,16.324,3277.29,52.281,✔️,4.76,True,GPU,model,
11,🧠⚡,Foundation Model,[TabDPT-Turbo (default)](https://openreview.net/pdf?id=Y00pwFyrHR),1406.0,+91/-82,0.348,24.64,10.69,15.972,2.4,0.116,➖,0.0,False,GPU,model,
12,🧠⚡,Foundation Model,[Mitra (default)](https://arxiv.org/abs/2510.21204) [4.76% IMPUTED],1402.0,+131/-67,0.315,25.02,12.5,16.652,145.42,3.953,✔️,4.76,True,GPU,model,
13,🧠🔁,Neural Network,[RealMLP (tuned)](https://arxiv.org/abs/2407.04491),1386.0,+92/-77,0.325,26.31,13.78,17.148,2791.97,0.543,✔️,0.0,False,GPU,model,
14,🧠⚡,Foundation Model,[TabDPT (tuned + ensembled)](https://arxiv.org/abs/2410.18164),1370.0,+97/-79,0.303,27.52,9.72,15.809,6619.83,408.772,✔️,0.0,False,GPU,model,
15,🧠⚡,Foundation Model,[TabICL (default)](https://arxiv.org/abs/2502.05564) [4.76% IMPUTED],1362.0,+72/-81,0.288,28.24,10.5,16.142,7.68,1.811,✔️,4.76,True,GPU,model,
16,🧠🔁,Neural Network,[TabM (tuned + ensembled)](https://arxiv.org/abs/2410.24210),1347.0,+87/-84,0.288,29.52,11.06,17.744,2289.51,2.042,✔️,0.0,False,GPU,model,
17,🧠⚡,Foundation Model,[BetaTabPFN (default)](https://arxiv.org/abs/2502.02527),1345.0,+106/-82,0.267,29.67,19.7,19.051,298.47,2.036,➖,0.0,False,GPU,model,
18,🧠⚡,Foundation Model,[iLTM (tuned + ensembled)](https://arxiv.org/abs/2511.15941),1344.0,+85/-80,0.259,29.71,15.29,17.437,15318.17,500.783,✔️,0.0,False,GPU,model,
19,🧠⚡,Foundation Model,[TabPFNv2 (tuned)](https://www.nature.com/articles/s41586-024-08328-6) [4.76% IMPUTED],1344.0,+102/-69,0.255,29.79,18.16,18.558,3277.29,0.512,✔️,4.76,True,GPU,model,
20,🧠⚡,Foundation Model,[TabSwift (default)](https://github.com/LAMDA-Tabular/TabSwift),1338.0,+89/-81,0.247,30.21,19.09,18.069,1.21,0.052,➖,0.0,False,GPU,model,
21,🧠⚡,Foundation Model,[TabDPT (tuned)](https://arxiv.org/abs/2410.18164),1337.0,+87/-83,0.268,30.33,17.76,16.987,6619.83,39.71,✔️,0.0,False,GPU,model,
22,🌳,Tree-based,[LightGBM (tuned + ensembled)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1314.0,+71/-56,0.179,32.29,25.16,18.496,512.21,1.17,✔️,0.0,False,CPU,model,
23,🌳,Tree-based,[ChimeraBoost (tuned + ensembled)](https://github.com/bbstats/chimeraboost),1314.0,+104/-78,0.214,32.36,20.25,19.008,689.5,0.461,✔️,0.0,False,CPU,model,
24,🧠🔁,Neural Network,[TabM (tuned)](https://arxiv.org/abs/2410.24210),1312.0,+116/-96,0.25,32.48,16.04,18.689,2289.51,0.259,✔️,0.0,False,GPU,model,
25,🌳,Tree-based,[CatBoost (tuned)](https://arxiv.org/abs/1706.09516),1309.0,+88/-81,0.211,32.71,15.79,18.272,1228.69,0.036,✔️,0.0,False,CPU,model,
26,🌳,Tree-based,[ChimeraBoost (tuned)](https://github.com/bbstats/chimeraboost),1309.0,+109/-81,0.226,32.79,17.17,19.425,689.5,0.037,✔️,0.0,False,CPU,model,
27,🌳,Tree-based,[CatBoost (default)](https://arxiv.org/abs/1706.09516),1302.0,+66/-57,0.174,33.33,27.52,18.855,3.78,0.025,✔️,0.0,False,CPU,model,
28,🧠🔁,Neural Network,[ModernNCA (tuned)](https://arxiv.org/abs/2407.03257),1300.0,+131/-88,0.233,33.5,16.33,18.269,4618.5,0.426,✔️,0.0,False,GPU,model,
29,🌳,Tree-based,[CatBoost (tuned + ensembled)](https://arxiv.org/abs/1706.09516),1298.0,+80/-76,0.181,33.71,25.75,18.722,1228.69,0.333,✔️,0.0,False,CPU,model,
30,🧠⚡,Foundation Model,[TabPFNv2 (default)](https://www.nature.com/articles/s41586-024-08328-6) [4.76% IMPUTED],1287.0,+98/-88,0.212,34.67,13.83,19.76,4.16,0.543,✔️,4.76,True,GPU,model,
31,🌳,Tree-based,[XGBoost (tuned + ensembled)](https://arxiv.org/abs/1603.02754),1282.0,+77/-76,0.185,35.12,21.67,19.67,700.96,0.743,✔️,0.0,False,CPU,model,
32,🌳,Tree-based,[EBM (tuned + ensembled)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1275.0,+79/-76,0.127,35.71,24.31,19.546,1364.2,0.147,✔️,0.0,False,CPU,model,
33,🧠🔁,Neural Network,[RealMLP (default)](https://arxiv.org/abs/2407.04491),1274.0,+83/-63,0.146,35.86,23.29,19.237,11.09,2.46,✔️,0.0,False,GPU,model,
34,🧠⚡,Foundation Model,[iLTM (tuned)](https://arxiv.org/abs/2511.15941),1274.0,+61/-74,0.164,35.86,26.92,19.022,15318.17,75.138,✔️,0.0,False,GPU,model,
35,❓,Other,[xRFM (tuned + ensembled)](https://arxiv.org/abs/2508.10053),1262.0,+80/-85,0.174,36.86,27.73,19.661,536.34,1.738,✔️,0.0,False,GPU,model,
36,🌳,Tree-based,[XGBoost (tuned)](https://arxiv.org/abs/1603.02754),1257.0,+74/-70,0.164,37.33,12.58,20.006,700.96,0.203,✔️,0.0,False,CPU,model,
37,🧠🔁,Neural Network,[TabM (default)](https://arxiv.org/abs/2410.24210),1255.0,+100/-92,0.183,37.5,23.21,20.04,6.8,0.262,✔️,0.0,False,GPU,model,
38,🌳,Tree-based,[LightGBM (tuned)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1254.0,+69/-67,0.145,37.6,31.96,19.719,512.21,0.122,✔️,0.0,False,CPU,model,
39,🧠⚡,Foundation Model,[SAP-RPT-OSS (default)](https://arxiv.org/abs/2506.10707),1250.0,+98/-109,0.206,37.93,22.2,21.702,8.99,1.724,➖,0.0,False,GPU,model,
40,🧠🔁,Neural Network,[ModernNCA (tuned + ensembled)](https://arxiv.org/abs/2407.03257),1250.0,+107/-90,0.19,37.98,24.7,20.382,4618.5,9.218,✔️,0.0,False,GPU,model,
41,🌳,Tree-based,[EBM (default)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1243.0,+86/-80,0.132,38.6,13.02,20.473,6.11,0.017,✔️,0.0,False,CPU,model,
42,🌳,Tree-based,[ChimeraBoost (default)](https://github.com/bbstats/chimeraboost),1241.0,+80/-82,0.141,38.76,30.1,21.109,4.23,0.051,✔️,0.0,False,CPU,model,
43,🧠⚡,Foundation Model,[TabDPT (default)](https://arxiv.org/abs/2410.18164),1241.0,+100/-86,0.179,38.76,21.65,19.532,52.04,39.81,✔️,0.0,False,GPU,model,
