segment,dist_start_km,dist_end_km,v_target_kmh,v_coast_kmh
0,0.0,0.12087325593845713,38.2186814566789,28.16635319256157
1,0.12087325593845713,0.24174651187691426,40.757937597341474,35.92104087178092
2,0.24174651187691426,0.3626197678153714,17.825320436629486,17.825320436629486
3,0.3626197678153714,0.4834930237538285,37.83419105971059,37.83419105971059
4,0.4834930237538285,0.6043662796922856,18.843408980266375,18.843408980266375
5,0.6043662796922856,0.7252395356307428,26.123940726977438,26.123940726977438
6,0.7252395356307428,0.8461127915691999,34.31595360241994,34.31595360241994
7,0.8461127915691999,0.966986047507657,28.302425964819932,21.81716165354331
8,0.966986047507657,1.0878593034461141,31.637543610475046,16.91451768312526
9,1.0878593034461141,1.2087325593845712,39.82893515977746,33.94993197366195
10,1.2087325593845712,1.3296058153230284,37.74263220256121,25.63577904389605
11,1.3296058153230284,1.4504790712614857,44.1209407318471,41.79363363966593
12,1.4504790712614857,1.5713523271999428,38.35150491221286,20.839161235559025
13,1.5713523271999428,1.6922255831383999,29.001630111811025,16.314112973616865
14,1.6922255831383999,1.813098839076857,19.628684762026435,19.628684762026435
15,1.813098839076857,1.933972095015314,37.342864677234516,37.342864677234516
16,1.933972095015314,2.054845350953771,24.774760744144558,24.774760744144558
17,2.054845350953771,2.1757186068922283,29.086674338274236,20.684140772528572
18,2.1757186068922283,2.2965918628306854,18.89764516006415,18.89764516006415
19,2.2965918628306854,2.4174651187691425,21.807280471526525,21.807280471526525
20,2.4174651187691425,2.5383383747075996,28.11455756616992,28.11455756616992
21,2.5383383747075996,2.6592116306460567,36.00795306006748,24.370999241461234
22,2.6592116306460567,2.780084886584514,39.96779404185603,39.142930724904055
23,2.780084886584514,2.9009581425229714,26.624351370905234,23.649843117907324
24,2.9009581425229714,3.0218313984614285,35.474865119249266,19.192574508279293
25,3.0218313984614285,3.1427046543998856,20.997246074253248,15.220868092530166
26,3.1427046543998856,3.2635779103383427,38.60773132506415,34.945525697760964
27,3.2635779103383427,3.3844511662767998,36.154961358790054,36.154961358790054
28,3.3844511662767998,3.505324422215257,28.767473266150198,28.767473266150198
29,3.505324422215257,3.626197678153714,19.193909943829723,18.435902206079202
