#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware
0,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),2004.0,+156/-110,0.918,3.96,1.96,1.557,39.42,6.476,✔️,0.0,False,GPU
1,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1792.0,+222/-126,0.743,9.3,3.44,2.326,3.66,0.399,✔️,0.0,False,GPU
2,📊,Reference Pipeline,"[AutoGluon 1.5 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",1770.0,+133/-90,0.687,10.09,4.4,3.851,335.03,4.334,✔️,0.0,False,GPU
3,🧠⚡,Foundation Model,[Nori-30M (default)](https://huggingface.co/Synthefy/Nori-30M),1753.0,+117/-76,0.685,10.74,3.57,3.349,11.58,2.023,✔️,0.0,False,GPU
4,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1740.0,+98/-52,0.639,11.22,8.06,3.94,8.52,0.696,✔️,0.0,False,GPU
5,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),1739.0,+151/-104,0.627,11.29,6.36,3.304,1709.05,8.119,✔️,0.0,False,GPU
6,🧠⚡,Foundation Model,[TabDPT (tuned + ensembled)](https://arxiv.org/abs/2410.18164),1716.0,+150/-88,0.626,12.26,4.21,4.169,4786.6,239.304,✔️,0.0,False,GPU
7,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1674.0,+248/-142,0.656,14.1,4.55,3.875,1.32,0.122,✔️,0.0,False,GPU
8,🧠⚡,Foundation Model,[Nori (default)](https://github.com/Synthefy/synthefy-nori),1672.0,+133/-83,0.601,14.2,7.62,4.446,6.93,1.389,✔️,0.0,False,GPU
9,🧠⚡,Foundation Model,[TabDPT (tuned)](https://arxiv.org/abs/2410.18164),1663.0,+125/-67,0.574,14.63,7.81,4.611,4786.6,38.497,✔️,0.0,False,GPU
10,🧠🔁,Neural Network,[RealMLP (tuned + ensembled)](https://arxiv.org/abs/2407.04491),1646.0,+112/-64,0.506,15.5,10.77,4.973,3995.01,10.048,✔️,0.0,False,GPU
