#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware
0,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),1726.0,+136/-84,0.879,7.98,1.88,4.884,39.57,5.358,✔️,0.0,False,GPU
1,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1615.0,+74/-52,0.657,12.72,5.35,10.961,9.17,0.416,✔️,0.0,False,GPU
2,📊,Reference Pipeline,"[AutoGluon 1.5 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",1611.0,+63/-42,0.624,12.95,5.69,9.469,346.58,6.557,✔️,0.0,False,GPU
3,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),1574.0,+75/-59,0.574,14.98,7.08,11.417,2289.39,8.048,✔️,0.0,False,GPU
4,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1574.0,+63/-43,0.593,14.98,8.5,12.14,7.03,0.548,✔️,0.0,False,GPU
5,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1552.0,+97/-72,0.618,16.33,6.07,11.742,3.93,0.152,✔️,0.0,False,GPU
6,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned)](https://arxiv.org/abs/2511.08667),1535.0,+63/-53,0.53,17.4,7.9,12.136,2289.39,1.143,✔️,0.0,False,GPU
7,🧠⚡,Foundation Model,[RealTabPFN-2.5 (default)](https://arxiv.org/abs/2511.08667),1521.0,+73/-48,0.518,18.34,10.77,12.556,6.76,0.636,✔️,0.0,False,GPU
8,🧠⚡,Foundation Model,[EXAONE-Tabular (default)](https://github.com/LGAI-Research/EXAONE-Tabular) [22.22% IMPUTED],1488.0,+124/-112,0.596,20.68,4.7,12.326,4.98,0.358,✔️,22.22,True,GPU
9,🧠🔁,Neural Network,[RealMLP (tuned + ensembled)](https://arxiv.org/abs/2407.04491),1456.0,+53/-44,0.384,23.02,13.66,14.736,3771.85,21.902,✔️,0.0,False,GPU
10,🧠⚡,Foundation Model,[TabPFNv2 (tuned + ensembled)](https://www.nature.com/articles/s41586-024-08328-6) [8.33% IMPUTED],1451.0,+86/-58,0.415,23.42,11.25,14.933,3528.13,48.589,✔️,8.33,True,GPU
11,🧠⚡,Foundation Model,[Mitra (default)](https://arxiv.org/abs/2510.21204) [8.33% IMPUTED],1433.0,+66/-55,0.396,24.87,12.05,15.654,126.87,3.093,✔️,8.33,True,GPU
12,🧠⚡,Foundation Model,[TabDPT-Turbo (default)](https://openreview.net/pdf?id=Y00pwFyrHR),1430.0,+67/-50,0.375,25.11,10.68,15.494,4.69,0.192,➖,0.0,False,GPU
