#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware,MethodClass,Tags
0,🧠⚡,Foundation Model,[EXAONE-Tabular (default)](https://github.com/LGAI-Research/EXAONE-Tabular),1773.0,+88/-64,0.796,6.74,2.86,8.709,5.24,0.519,✔️,0.0,False,GPU,model,
1,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),1755.0,+136/-118,0.855,7.26,1.72,4.452,38.57,7.109,✔️,0.0,False,GPU,model,
2,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1647.0,+88/-68,0.631,11.26,4.87,11.773,3.64,0.391,✔️,0.0,False,GPU,model,
3,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1599.0,+66/-61,0.548,13.55,7.66,13.03,5.17,0.539,✔️,0.0,False,GPU,model,
4,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1584.0,+85/-73,0.578,14.3,5.52,12.365,2.07,0.167,✔️,0.0,False,GPU,model,
5,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),1570.0,+74/-69,0.513,15.06,6.92,12.767,2046.25,8.969,✔️,0.0,False,GPU,model,
6,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned)](https://arxiv.org/abs/2511.08667),1549.0,+70/-63,0.493,16.29,7.67,13.51,2046.25,1.329,✔️,0.0,False,GPU,model,
7,🧠⚡,Foundation Model,[RealTabPFN-2.5 (default)](https://arxiv.org/abs/2511.08667),1536.0,+62/-58,0.483,17.03,9.56,13.813,5.76,0.794,✔️,0.0,False,GPU,model,
8,🧠🔁,Neural Network,[RealMLP (tuned + ensembled)](https://arxiv.org/abs/2407.04491),1484.0,+60/-44,0.361,20.39,12.36,15.755,2879.46,12.484,✔️,0.0,False,GPU,model,
9,🧠🔁,Neural Network,[TabM (tuned + ensembled)](https://arxiv.org/abs/2410.24210),1462.0,+63/-46,0.323,21.9,11.42,16.681,2168.86,2.347,✔️,0.0,False,GPU,model,
10,🧠⚡,Foundation Model,[TabDPT-Turbo (default)](https://openreview.net/pdf?id=Y00pwFyrHR),1432.0,+76/-59,0.334,24.04,10.58,17.152,1.94,0.19,➖,0.0,False,GPU,model,
11,🌳,Tree-based,[LightGBM (tuned + ensembled)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1430.0,+46/-33,0.257,24.2,17.02,17.458,382.09,1.487,✔️,0.0,False,CPU,model,
12,🌳,Tree-based,[CatBoost (tuned + ensembled)](https://arxiv.org/abs/1706.09516),1412.0,+58/-45,0.259,25.51,13.4,17.101,1107.0,0.329,✔️,0.0,False,CPU,model,
13,🧠🔁,Neural Network,[TabM (tuned)](https://arxiv.org/abs/2410.24210),1410.0,+61/-49,0.264,25.69,12.97,17.532,2168.86,0.258,✔️,0.0,False,GPU,model,
14,🧠⚡,Foundation Model,[TabDPT (tuned + ensembled)](https://arxiv.org/abs/2410.18164),1408.0,+77/-51,0.29,25.84,13.17,17.135,4941.98,307.735,✔️,0.0,False,GPU,model,
15,🧠⚡,Foundation Model,[iLTM (tuned + ensembled)](https://arxiv.org/abs/2511.15941),1406.0,+50/-45,0.238,25.98,17.29,17.493,12597.42,502.448,✔️,0.0,False,GPU,model,
16,🧠🔁,Neural Network,[RealMLP (tuned)](https://arxiv.org/abs/2407.04491),1406.0,+53/-44,0.258,25.99,14.14,17.187,2879.46,0.598,✔️,0.0,False,GPU,model,
17,🧠⚡,Foundation Model,[LimiX (default)](https://arxiv.org/abs/2509.03505),1403.0,+91/-80,0.35,26.24,9.01,17.347,18.41,4.667,➖,0.0,False,GPU,model,
18,🌳,Tree-based,[CatBoost (tuned)](https://arxiv.org/abs/1706.09516),1402.0,+51/-42,0.245,26.31,14.3,17.359,1107.0,0.038,✔️,0.0,False,CPU,model,
19,🌳,Tree-based,[LightGBM (tuned)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1388.0,+41/-34,0.196,27.39,20.85,18.142,382.09,0.254,✔️,0.0,False,CPU,model,
20,🌳,Tree-based,[CatBoost (default)](https://arxiv.org/abs/1706.09516),1388.0,+47/-44,0.238,27.41,13.51,17.692,5.41,0.026,✔️,0.0,False,CPU,model,
