#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware,MethodClass,Tags
0,📊,System,[TabFM+](https://github.com/google-research/tabfm),1816.0,+98/-77,0.868,7.21,2.36,4.671,20.04,7.629,✔️,0.0,False,GPU,system,
1,📊,System,"[AutoGluon 1.6 (noncommercial, 4h)](https://arxiv.org/abs/2003.06505)",1796.0,+104/-59,0.787,7.83,3.62,7.148,14.48,0.818,✔️,0.0,False,GPU,system,
2,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),1772.0,+100/-96,0.84,8.63,2.57,5.004,38.81,6.985,✔️,0.0,False,GPU,model,
3,🧠⚡,Foundation Model,[EXAONE-Tabular (default)](https://github.com/LGAI-Research/EXAONE-Tabular),1752.0,+73/-55,0.766,9.36,4.18,8.06,5.79,0.605,✔️,0.0,False,GPU,model,
4,📊,System,"[AutoGluon 1.6 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",1744.0,+89/-56,0.738,9.64,4.92,7.772,11.58,0.608,✔️,0.0,False,GPU,system,
5,📊,System,"[AutoGluon 1.5 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",1654.0,+69/-60,0.611,13.62,6.8,8.806,289.07,4.031,✔️,0.0,False,GPU,system,
6,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1639.0,+71/-50,0.625,14.37,7.06,10.15,3.66,0.399,✔️,0.0,False,GPU,model,
7,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1586.0,+60/-43,0.539,17.37,11.57,11.515,5.48,0.555,✔️,0.0,False,GPU,model,
8,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),1570.0,+61/-52,0.509,18.33,10.29,11.233,2040.22,8.908,✔️,0.0,False,GPU,model,
9,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1569.0,+62/-54,0.567,18.39,8.21,10.977,2.05,0.151,✔️,0.0,False,GPU,model,
10,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned)](https://arxiv.org/abs/2511.08667),1532.0,+56/-45,0.466,20.84,11.08,11.91,2040.22,1.218,✔️,0.0,False,GPU,model,
11,🧠⚡,Foundation Model,[RealTabPFN-2.5 (default)](https://arxiv.org/abs/2511.08667),1503.0,+51/-41,0.435,22.88,14.64,12.464,5.81,0.645,✔️,0.0,False,GPU,model,
12,📊,System,"[AutoGluon 1.4 (best, 4h)](https://arxiv.org/abs/2003.06505)",1480.0,+47/-44,0.351,24.6,13.84,13.515,1735.72,2.558,✔️,0.0,False,CPU,system,
13,🧠🔁,Neural Network,[RealMLP (tuned + ensembled)](https://arxiv.org/abs/2407.04491),1478.0,+46/-43,0.36,24.74,16.3,13.636,2950.72,11.975,✔️,0.0,False,GPU,model,
14,🧠⚡,Foundation Model,[TabDPT (tuned + ensembled)](https://arxiv.org/abs/2410.18164),1437.0,+59/-44,0.34,28.01,11.85,14.521,4910.38,286.537,✔️,0.0,False,GPU,model,
15,🧠⚡,Foundation Model,[TabDPT-Turbo (default)](https://openreview.net/pdf?id=Y00pwFyrHR),1437.0,+50/-44,0.342,28.05,14.41,14.712,2.07,0.182,➖,0.0,False,GPU,model,
16,🧠🔁,Neural Network,[TabM (tuned + ensembled)](https://arxiv.org/abs/2410.24210),1423.0,+44/-37,0.28,29.16,17.33,14.797,2450.13,2.247,✔️,0.0,False,GPU,model,
17,🌳,Tree-based,[LightGBM (tuned + ensembled)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1405.0,+29/-28,0.222,30.73,23.9,15.721,417.05,2.639,✔️,0.0,False,CPU,model,
18,🧠🔁,Neural Network,[RealMLP (tuned)](https://arxiv.org/abs/2407.04491),1402.0,+42/-46,0.258,30.94,19.26,14.926,2950.72,0.663,✔️,0.0,False,GPU,model,
19,🌳,Tree-based,[CatBoost (tuned + ensembled)](https://arxiv.org/abs/1706.09516),1395.0,+34/-34,0.226,31.6,21.62,15.36,1346.21,0.344,✔️,0.0,False,CPU,model,
