#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware,MethodClass,Tags
0,🧠⚡,Foundation Model,[EXAONE-Tabular (default)](https://github.com/LGAI-Research/EXAONE-Tabular),2167.0,+333/-138,0.819,4.5,1.83,3.742,2.12,0.758,✔️,0.0,False,GPU,model,
1,📊,System,"[AutoGluon 1.6 (noncommercial, 4h)](https://arxiv.org/abs/2003.06505)",2147.0,+430/-192,0.791,4.85,2.12,2.421,5.44,0.773,✔️,0.0,False,GPU,system,
2,📊,System,"[AutoGluon 1.5 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",2068.0,+200/-57,0.646,6.5,3.88,6.03,145.29,1.858,✔️,0.0,False,GPU,system,
3,📊,System,"[AutoGluon 1.6 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",2042.0,+353/-174,0.72,7.15,3.75,3.21,3.98,0.755,✔️,0.0,False,GPU,system,
4,📊,System,"[AutoGluon 1.4 (best, 4h)](https://arxiv.org/abs/2003.06505)",2013.0,+140/-48,0.602,7.9,5.63,7.147,307.34,2.186,✔️,0.0,False,CPU,system,
5,📊,System,[TabFM+](https://github.com/google-research/tabfm),1938.0,+323/-121,0.607,10.2,4.01,8.584,6.66,20.163,✔️,0.0,False,GPU,system,
6,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),1921.0,+300/-147,0.599,10.8,4.09,8.95,38.94,18.762,✔️,0.0,False,GPU,model,
7,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1856.0,+337/-177,0.524,13.3,6.26,8.894,1.11,0.291,✔️,0.0,False,GPU,model,
8,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1816.0,+148/-78,0.433,15.0,12.68,10.999,2.33,0.699,✔️,0.0,False,GPU,model,
9,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1762.0,+209/-134,0.38,17.6,12.19,12.027,0.62,0.172,✔️,0.0,False,GPU,model,
10,🌳,Tree-based,[ChimeraBoost (tuned + ensembled)](https://github.com/bbstats/chimeraboost),1746.0,+182/-141,0.429,18.4,13.76,10.708,112.22,0.617,✔️,0.0,False,CPU,model,
11,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),1718.0,+224/-122,0.356,19.9,12.81,10.847,780.95,11.64,✔️,0.0,False,GPU,model,
12,🌳,Tree-based,[ChimeraBoost (tuned)](https://github.com/bbstats/chimeraboost),1703.0,+153/-115,0.383,20.7,15.44,11.709,112.22,0.042,✔️,0.0,False,CPU,model,
13,🧠🔁,Neural Network,[ModernNCA (tuned + ensembled)](https://arxiv.org/abs/2407.03257),1683.0,+184/-145,0.362,21.8,15.58,11.012,2335.83,14.145,✔️,0.0,False,GPU,model,
14,🌳,Tree-based,[XGBoost (tuned + ensembled)](https://arxiv.org/abs/1603.02754),1674.0,+132/-106,0.294,22.3,18.78,12.82,202.54,0.43,✔️,0.0,False,CPU,model,
15,🧠⚡,Foundation Model,[iLTM (tuned + ensembled)](https://arxiv.org/abs/2511.15941),1671.0,+153/-129,0.331,22.5,17.46,12.983,1598.12,70.164,✔️,0.0,False,GPU,model,
16,🌳,Tree-based,[CatBoost (tuned + ensembled)](https://arxiv.org/abs/1706.09516),1661.0,+170/-95,0.339,23.05,13.88,11.941,384.95,0.163,✔️,0.0,False,CPU,model,
17,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned)](https://arxiv.org/abs/2511.08667),1657.0,+214/-110,0.303,23.3,18.02,12.475,780.95,1.493,✔️,0.0,False,GPU,model,
18,🌳,Tree-based,[CatBoost (tuned)](https://arxiv.org/abs/1706.09516),1657.0,+175/-102,0.325,23.3,15.58,12.187,384.95,0.017,✔️,0.0,False,CPU,model,
19,🌳,Tree-based,[LightGBM (tuned + ensembled)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1643.0,+155/-80,0.269,24.1,20.42,13.602,91.02,0.568,✔️,0.0,False,CPU,model,
20,🧠🔁,Neural Network,[TabM (tuned + ensembled)](https://arxiv.org/abs/2410.24210),1638.0,+188/-98,0.283,24.4,18.56,13.259,875.01,0.549,✔️,0.0,False,GPU,model,
21,🧠🔁,Neural Network,[RealMLP (tuned + ensembled)](https://arxiv.org/abs/2407.04491),1638.0,+123/-90,0.309,24.4,18.71,12.534,1635.74,2.146,✔️,0.0,False,GPU,model,
22,🌳,Tree-based,[CatBoost (default)](https://arxiv.org/abs/1706.09516),1637.0,+152/-71,0.33,24.5,13.93,11.716,1.53,0.02,✔️,0.0,False,CPU,model,
23,🌳,Tree-based,[ChimeraBoost (default)](https://github.com/bbstats/chimeraboost),1635.0,+164/-118,0.322,24.6,18.36,11.815,0.51,0.041,✔️,0.0,False,CPU,model,
24,🧠🔁,Neural Network,[ModernNCA (tuned)](https://arxiv.org/abs/2407.03257),1612.0,+153/-105,0.247,25.95,17.79,14.498,2335.83,0.502,✔️,0.0,False,GPU,model,
25,🌳,Tree-based,[XGBoost (tuned)](https://arxiv.org/abs/1603.02754),1597.0,+152/-96,0.255,26.9,22.31,13.183,202.54,0.055,✔️,0.0,False,CPU,model,
26,🌳,Tree-based,[LightGBM (tuned)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1573.0,+157/-99,0.208,28.4,24.74,14.427,91.02,0.074,✔️,0.0,False,CPU,model,
27,🧠🔁,Neural Network,[RealMLP (tuned)](https://arxiv.org/abs/2407.04491),1559.0,+171/-124,0.239,29.3,18.27,14.39,1635.74,0.082,✔️,0.0,False,GPU,model,
28,🧠🔁,Neural Network,[TabM (tuned)](https://arxiv.org/abs/2410.24210),1550.0,+174/-147,0.247,29.9,19.86,14.104,875.01,0.057,✔️,0.0,False,GPU,model,
29,🧠⚡,Foundation Model,[RealTabPFN-2.5 (default)](https://arxiv.org/abs/2511.08667),1532.0,+150/-112,0.198,31.1,22.58,13.663,2.3,0.818,✔️,0.0,False,GPU,model,
30,🧠⚡,Foundation Model,[TabICL (default)](https://arxiv.org/abs/2502.05564),1521.0,+183/-128,0.173,31.8,16.35,15.041,8.46,3.879,✔️,0.0,False,GPU,model,
31,🧠⚡,Foundation Model,[iLTM (tuned)](https://arxiv.org/abs/2511.15941),1485.0,+133/-113,0.151,34.2,24.13,15.321,1598.12,6.083,✔️,0.0,False,GPU,model,
32,🌳,Tree-based,[XGBoost (default)](https://arxiv.org/abs/1603.02754),1474.0,+242/-155,0.193,34.9,13.15,15.148,0.47,0.047,✔️,0.0,False,CPU,model,
33,🧠⚡,Foundation Model,[TabSwift (default)](https://github.com/LAMDA-Tabular/TabSwift),1464.0,+236/-181,0.148,35.6,20.63,16.125,0.63,0.171,➖,0.0,False,GPU,model,
34,🌳,Tree-based,[EBM (tuned + ensembled)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1461.0,+175/-120,0.153,35.8,30.8,17.249,421.22,0.1,✔️,0.0,False,CPU,model,
35,🧠🔁,Neural Network,[TorchMLP (tuned + ensembled)](https://arxiv.org/abs/2003.06505),1455.0,+112/-93,0.121,36.2,30.6,15.563,1128.74,1.573,✔️,0.0,False,CPU,model,
36,🧠⚡,Foundation Model,[TabDPT-Turbo (default)](https://openreview.net/pdf?id=Y00pwFyrHR),1453.0,+186/-172,0.154,36.3,27.0,16.338,0.79,0.232,➖,0.0,False,GPU,model,
37,🧠⚡,Foundation Model,[TabDPT (tuned + ensembled)](https://arxiv.org/abs/2410.18164),1422.0,+124/-132,0.096,38.4,33.52,16.041,4546.14,406.102,✔️,0.0,False,GPU,model,
38,❓,Other,[xRFM (tuned + ensembled)](https://arxiv.org/abs/2508.10053),1416.0,+141/-168,0.164,38.8,29.98,16.355,713.01,2.317,✔️,0.0,False,GPU,model,
39,🧠🔁,Neural Network,[TabM (default)](https://arxiv.org/abs/2410.24210),1414.0,+116/-117,0.096,38.9,35.07,17.252,1.61,0.055,✔️,0.0,False,GPU,model,
40,❓,Other,[xRFM (tuned)](https://arxiv.org/abs/2508.10053),1404.0,+154/-170,0.118,39.6,32.25,18.696,713.01,0.155,✔️,0.0,False,GPU,model,
41,🧠🔁,Neural Network,[RealMLP (default)](https://arxiv.org/abs/2407.04491),1363.0,+92/-116,0.054,42.3,39.48,18.706,6.53,0.294,✔️,0.0,False,GPU,model,
