#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware
14,🌳,Tree-based,[LightGBM (tuned + ensembled)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1451.0,+105/-76,0.304,26.51,20.35,19.858,1377.48,5.201,✔️,0.0,False,CPU
15,🧠🔁,Neural Network,[TabM (tuned + ensembled)](https://arxiv.org/abs/2410.24210),1449.0,+133/-100,0.343,26.6,15.26,20.47,3881.83,4.213,✔️,0.0,False,GPU
16,🌳,Tree-based,[CatBoost (tuned + ensembled)](https://arxiv.org/abs/1706.09516),1442.0,+69/-40,0.294,27.17,23.56,19.262,2635.98,1.181,✔️,0.0,False,CPU
17,🌳,Tree-based,[LightGBM (tuned)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1439.0,+96/-67,0.287,27.4,21.83,20.089,1377.48,1.259,✔️,0.0,False,CPU
18,🧠⚡,Foundation Model,[Mitra (default)](https://arxiv.org/abs/2510.21204) [25.00% IMPUTED],1436.0,+206/-174,0.383,27.63,14.64,22.425,161.66,3.703,✔️,25.0,True,GPU
19,🧠⚡,Foundation Model,[TabDPT-Turbo (default)](https://openreview.net/pdf?id=Y00pwFyrHR),1425.0,+216/-131,0.307,28.51,12.36,21.544,5.46,0.271,➖,0.0,False,GPU
20,🌳,Tree-based,[CatBoost (tuned)](https://arxiv.org/abs/1706.09516),1418.0,+72/-47,0.248,29.02,24.41,19.884,2635.98,0.173,✔️,0.0,False,CPU
21,🧠⚡,Foundation Model,[TabDPT (tuned + ensembled)](https://arxiv.org/abs/2410.18164),1414.0,+172/-126,0.334,29.4,15.05,22.51,4635.17,212.235,✔️,0.0,False,GPU
22,🧠🔁,Neural Network,[TabM (tuned)](https://arxiv.org/abs/2410.24210),1411.0,+116/-91,0.297,29.63,17.34,21.204,3881.83,0.698,✔️,0.0,False,GPU
23,🧠⚡,Foundation Model,[TabPFNv2 (tuned)](https://www.nature.com/articles/s41586-024-08328-6) [25.00% IMPUTED],1404.0,+207/-170,0.343,30.19,13.22,22.662,2590.72,0.54,✔️,25.0,True,GPU
24,🌳,Tree-based,[XGBoost (tuned)](https://arxiv.org/abs/1603.02754),1400.0,+90/-72,0.216,30.46,23.2,20.547,2210.17,0.974,✔️,0.0,False,CPU
25,🌳,Tree-based,[XGBoost (tuned + ensembled)](https://arxiv.org/abs/1603.02754),1395.0,+93/-73,0.21,30.89,24.27,20.633,2210.17,3.984,✔️,0.0,False,CPU
26,🧠⚡,Foundation Model,[TabPFNv2 (default)](https://www.nature.com/articles/s41586-024-08328-6) [25.00% IMPUTED],1390.0,+177/-143,0.293,31.34,17.92,22.412,6.47,0.363,✔️,25.0,True,GPU
27,🧠🔁,Neural Network,[ModernNCA (tuned + ensembled)](https://arxiv.org/abs/2407.03257),1389.0,+90/-72,0.177,31.41,23.91,20.526,7128.67,9.211,✔️,0.0,False,GPU
28,🧠🔁,Neural Network,[ModernNCA (tuned)](https://arxiv.org/abs/2407.03257),1382.0,+77/-56,0.19,31.91,15.64,20.737,7128.67,0.776,✔️,0.0,False,GPU
29,🧠⚡,Foundation Model,[iLTM (tuned + ensembled)](https://arxiv.org/abs/2511.15941),1380.0,+96/-82,0.174,32.16,26.87,21.159,28234.45,841.446,✔️,0.0,False,GPU
30,🧠⚡,Foundation Model,[TabDPT (tuned)](https://arxiv.org/abs/2410.18164),1368.0,+191/-137,0.28,33.09,16.86,23.786,4635.17,34.761,✔️,0.0,False,GPU
31,🧠⚡,Foundation Model,[BetaTabPFN (default)](https://arxiv.org/abs/2502.02527),1361.0,+148/-126,0.268,33.68,23.51,23.45,507.78,4.427,➖,0.0,False,GPU
32,❓,Other,[xRFM (tuned + ensembled)](https://arxiv.org/abs/2508.10053),1359.0,+149/-140,0.255,33.84,20.25,23.159,1980.61,3.604,✔️,0.0,False,GPU
33,🌳,Tree-based,[EBM (tuned + ensembled)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1354.0,+108/-92,0.196,34.26,26.59,22.295,27107.4,0.271,✔️,0.0,False,CPU
34,🧠⚡,Foundation Model,[SAP-RPT-OSS (default)](https://arxiv.org/abs/2506.10707),1340.0,+185/-234,0.34,35.49,8.59,22.004,22.52,1.681,➖,0.0,False,GPU
35,🧠🔁,Neural Network,[TabM (default)](https://arxiv.org/abs/2410.24210),1337.0,+135/-130,0.23,35.72,22.03,23.974,12.83,0.673,✔️,0.0,False,GPU
36,🌳,Tree-based,[CatBoost (default)](https://arxiv.org/abs/1706.09516),1330.0,+77/-76,0.168,36.32,30.9,22.182,26.14,0.202,✔️,0.0,False,CPU
37,🌳,Tree-based,[ExtraTrees (tuned + ensembled)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1325.0,+179/-153,0.229,36.72,16.93,24.609,984.66,1.487,✔️,0.0,False,CPU
38,🌳,Tree-based,[RandomForest (tuned + ensembled)](https://link.springer.com/article/10.1023/A:1010933404324),1316.0,+176/-170,0.258,37.43,15.02,24.426,738.02,1.862,✔️,0.0,False,CPU
39,🧠⚡,Foundation Model,[TabICL (default)](https://arxiv.org/abs/2502.05564) [12.50% IMPUTED],1314.0,+167/-154,0.206,37.64,23.51,25.8,10.98,1.898,✔️,12.5,True,GPU
40,🌳,Tree-based,[EBM (tuned)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1313.0,+109/-105,0.161,37.73,29.34,22.987,27107.4,0.051,✔️,0.0,False,CPU
41,🧠🔁,Neural Network,[TorchMLP (tuned + ensembled)](https://arxiv.org/abs/2003.06505),1302.0,+105/-117,0.11,38.64,30.96,23.625,3902.08,2.028,✔️,0.0,False,CPU
42,🧠⚡,Foundation Model,[iLTM (tuned)](https://arxiv.org/abs/2511.15941),1287.0,+95/-82,0.086,39.96,35.59,22.794,28234.45,276.786,✔️,0.0,False,GPU
43,🌳,Tree-based,[EBM (default)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1282.0,+130/-129,0.137,40.35,30.12,24.58,13.33,0.04,✔️,0.0,False,CPU
44,🌳,Tree-based,[ExtraTrees (tuned)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1275.0,+177/-152,0.19,40.95,14.55,26.209,984.66,0.279,✔️,0.0,False,CPU
45,❓,Other,[xRFM (tuned)](https://arxiv.org/abs/2508.10053),1270.0,+146/-125,0.165,41.35,21.15,25.419,1980.61,0.61,✔️,0.0,False,GPU
46,🌳,Tree-based,[RandomForest (tuned)](https://link.springer.com/article/10.1023/A:1010933404324),1269.0,+194/-204,0.208,41.43,12.34,25.668,738.02,0.316,✔️,0.0,False,CPU
47,🧠⚡,Foundation Model,[TabSwift (default)](https://github.com/LAMDA-Tabular/TabSwift),1264.0,+118/-113,0.111,41.87,36.41,25.894,4.32,0.084,➖,0.0,False,GPU
48,🧠⚡,Foundation Model,[TabDPT (default)](https://arxiv.org/abs/2410.18164),1262.0,+211/-135,0.162,42.05,17.87,26.218,43.39,42.555,✔️,0.0,False,GPU
49,🧠🔁,Neural Network,[FastaiMLP (tuned + ensembled)](https://arxiv.org/abs/2003.06505),1260.0,+156/-175,0.188,42.17,16.62,26.86,2644.99,12.291,✔️,0.0,False,CPU
50,🌳,Tree-based,[XGBoost (default)](https://arxiv.org/abs/1603.02754),1253.0,+91/-74,0.047,42.8,38.61,23.645,4.72,0.542,✔️,0.0,False,CPU
51,🌳,Tree-based,[ChimeraBoost (tuned)](https://github.com/bbstats/chimeraboost),1250.0,+127/-144,0.153,42.97,33.52,24.514,1599.92,0.205,✔️,0.0,False,CPU
52,🧠🔁,Neural Network,[TorchMLP (tuned)](https://arxiv.org/abs/2003.06505),1243.0,+101/-149,0.104,43.57,31.7,25.702,3902.08,0.223,✔️,0.0,False,CPU
53,🌳,Tree-based,[ChimeraBoost (tuned + ensembled)](https://github.com/bbstats/chimeraboost),1243.0,+118/-138,0.144,43.61,36.9,24.579,1599.92,1.276,✔️,0.0,False,CPU
54,🌳,Tree-based,[LightGBM (default)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1228.0,+156/-133,0.137,44.81,33.21,25.468,5.04,0.429,✔️,0.0,False,CPU
55,🧠🔁,Neural Network,[FastaiMLP (tuned)](https://arxiv.org/abs/2003.06505),1209.0,+127/-174,0.094,46.34,26.98,27.926,2644.99,1.148,✔️,0.0,False,CPU
56,🧠🔁,Neural Network,[ModernNCA (default)](https://arxiv.org/abs/2407.03257),1197.0,+80/-92,0.019,47.28,39.94,28.33,17.95,0.691,✔️,0.0,False,GPU
57,🌳,Tree-based,[ChimeraBoost (default)](https://github.com/bbstats/chimeraboost),1161.0,+153/-189,0.11,49.99,38.96,27.612,7.2,0.19,✔️,0.0,False,CPU
58,🧠🔁,Neural Network,[RealMLP (default)](https://arxiv.org/abs/2407.04491),1151.0,+61/-86,0.0,50.75,47.34,28.873,19.2,7.62,✔️,0.0,False,GPU
59,❓,Other,[xRFM (default)](https://arxiv.org/abs/2508.10053),1091.0,+121/-208,0.048,55.04,48.38,32.413,9.43,1.675,✔️,0.0,False,GPU
60,🧠🔁,Neural Network,[TorchMLP (default)](https://arxiv.org/abs/2003.06505),1066.0,+79/-136,0.0,56.71,43.22,31.544,13.69,0.314,✔️,0.0,False,CPU
61,🧠⚡,Foundation Model,[iLTM (default)](https://arxiv.org/abs/2511.15941),1058.0,+96/-158,0.014,57.2,54.3,29.665,514.72,211.976,✔️,0.0,False,GPU
62,🧠⚡,Foundation Model,[OrionMSP (default)](https://arxiv.org/abs/2511.02818),1009.0,+78/-148,0.0,60.22,56.96,34.88,21.06,3.367,➖,0.0,False,GPU
63,📏,Baseline,[KNN (tuned + ensembled)](https://scikit-learn.org/stable/modules/neighbors.html),1009.0,+220/-326,0.06,60.23,28.46,41.549,151.75,2.345,✔️,0.0,False,CPU
64,🧠⚡,Foundation Model,[TabSTAR (tuned + ensembled)](https://arxiv.org/abs/2505.18125),1005.0,+110/-194,0.0,60.45,54.91,33.346,40588.15,31.228,✔️,0.0,False,GPU
65,🌳,Tree-based,[RandomForest (default)](https://link.springer.com/article/10.1023/A:1010933404324),1000.0,+93/-156,0.0,60.77,56.69,38.139,0.74,0.137,✔️,0.0,False,CPU
66,🧠⚡,Foundation Model,[TabSTAR (tuned)](https://arxiv.org/abs/2505.18125),999.0,+103/-177,0.0,60.8,56.78,33.458,40588.15,8.466,✔️,0.0,False,GPU
67,📏,Baseline,[Linear (tuned + ensembled)](https://scikit-learn.org/stable/modules/linear_model.html),979.0,+107/-241,0.0,61.97,58.64,42.455,893.09,0.818,✔️,0.0,False,CPU
68,🌳,Tree-based,[ExtraTrees (default)](https://link.springer.com/article/10.1007/s10994-006-6226-1),950.0,+108/-156,0.0,63.56,61.25,39.379,4.85,0.786,✔️,0.0,False,CPU
69,📏,Baseline,[Linear (tuned)](https://scikit-learn.org/stable/modules/linear_model.html),947.0,+95/-250,0.0,63.71,60.18,43.287,893.09,0.146,✔️,0.0,False,CPU
70,🧠🔁,Neural Network,[FastaiMLP (default)](https://arxiv.org/abs/2003.06505),944.0,+120/-178,0.0,63.83,60.97,36.846,8.52,0.734,✔️,0.0,False,CPU
71,🌳,Tree-based,[PerpetualBooster (tuned + ensembled)](https://perpetual-ml.com/),888.0,+120/-201,0.0,66.56,58.49,51.929,1409.51,10.372,✔️,0.0,False,CPU
72,🧠⚡,Foundation Model,[TabFlex (default)](https://arxiv.org/abs/2506.05584),865.0,+110/-173,0.0,67.58,66.94,41.615,5.06,1.013,➖,0.0,False,GPU
73,🧠⚡,Foundation Model,[TabSTAR (default)](https://arxiv.org/abs/2505.18125),852.0,+98/-219,0.0,68.14,66.27,41.936,724.31,8.133,✔️,0.0,False,GPU
74,📏,Baseline,[KNN (tuned)](https://scikit-learn.org/stable/modules/neighbors.html),848.0,+272/-442,0.052,68.28,48.44,51.274,151.75,0.258,✔️,0.0,False,CPU
75,🌳,Tree-based,[PerpetualBooster (tuned)](https://perpetual-ml.com/),842.0,+120/-213,0.0,68.56,41.33,53.683,1409.51,3.696,✔️,0.0,False,CPU
76,🌳,Tree-based,[PerpetualBooster (default)](https://perpetual-ml.com/),812.0,+135/-281,0.0,69.7,34.96,57.925,228.95,0.465,✔️,0.0,False,CPU
77,📏,Baseline,[Linear (default)](https://scikit-learn.org/stable/modules/linear_model.html),747.0,+86/-242,0.0,71.86,71.24,49.085,4.53,0.164,✔️,0.0,False,CPU
78,📏,Baseline,[KNN (default)](https://scikit-learn.org/stable/modules/neighbors.html),356.0,+59/-301,0.0,78.21,78.18,71.635,0.52,0.076,✔️,0.0,False,CPU
