#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware,MethodClass,Tags
0,📊,System,[TabFM+](https://github.com/google-research/tabfm),1810.0,+118/-80,0.889,6.83,2.17,4.954,28.96,6.555,✔️,0.0,False,GPU,system,
1,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),1756.0,+138/-91,0.849,8.49,2.55,5.588,39.57,5.358,✔️,0.0,False,GPU,model,
2,📊,System,"[AutoGluon 1.6 (noncommercial, 4h)](https://arxiv.org/abs/2003.06505)",1756.0,+82/-59,0.76,8.51,4.5,8.848,19.64,0.918,✔️,0.0,False,GPU,system,
3,🧠⚡,Foundation Model,[EXAONE-Tabular (default)](https://github.com/LGAI-Research/EXAONE-Tabular),1729.0,+82/-62,0.761,9.47,4.58,9.59,6.5,0.551,✔️,0.0,False,GPU,model,
4,📊,System,"[AutoGluon 1.6 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",1710.0,+59/-51,0.715,10.19,5.23,9.468,15.56,0.632,✔️,0.0,False,GPU,system,
5,📊,System,"[AutoGluon 1.5 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",1634.0,+66/-48,0.594,13.49,6.7,10.059,346.58,6.557,✔️,0.0,False,GPU,system,
6,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1632.0,+74/-54,0.626,13.62,6.92,11.547,9.17,0.416,✔️,0.0,False,GPU,model,
7,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1594.0,+63/-44,0.565,15.56,9.66,12.687,7.03,0.548,✔️,0.0,False,GPU,model,
8,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),1592.0,+81/-58,0.541,15.66,8.48,11.978,2289.39,8.048,✔️,0.0,False,GPU,model,
9,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1572.0,+97/-77,0.586,16.77,7.84,12.326,3.93,0.152,✔️,0.0,False,GPU,model,
10,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned)](https://arxiv.org/abs/2511.08667),1554.0,+67/-53,0.499,17.78,9.11,12.685,2289.39,1.143,✔️,0.0,False,GPU,model,
11,🧠⚡,Foundation Model,[RealTabPFN-2.5 (default)](https://arxiv.org/abs/2511.08667),1540.0,+76/-49,0.488,18.62,11.74,13.103,6.76,0.636,✔️,0.0,False,GPU,model,
12,🧠🔁,Neural Network,[RealMLP (tuned + ensembled)](https://arxiv.org/abs/2407.04491),1476.0,+56/-45,0.355,22.68,14.47,15.251,3771.85,21.902,✔️,0.0,False,GPU,model,
13,🧠⚡,Foundation Model,[TabDPT-Turbo (default)](https://openreview.net/pdf?id=Y00pwFyrHR),1447.0,+70/-52,0.343,24.72,12.61,16.015,4.69,0.192,➖,0.0,False,GPU,model,
14,🧠⚡,Foundation Model,[TabDPT (tuned + ensembled)](https://arxiv.org/abs/2410.18164),1446.0,+70/-58,0.355,24.79,12.48,15.944,5119.78,218.453,✔️,0.0,False,GPU,model,
15,📊,System,"[AutoGluon 1.4 (best, 4h)](https://arxiv.org/abs/2003.06505)",1440.0,+49/-44,0.277,25.22,17.46,16.253,3716.57,2.547,✔️,0.0,False,CPU,system,
16,🧠🔁,Neural Network,[TabM (tuned + ensembled)](https://arxiv.org/abs/2410.24210),1426.0,+49/-46,0.28,26.22,15.04,16.345,2585.58,3.838,✔️,0.0,False,GPU,model,
17,🧠⚡,Foundation Model,[TabDPT (tuned)](https://arxiv.org/abs/2410.18164),1414.0,+68/-56,0.321,27.15,14.48,16.564,5119.78,28.351,✔️,0.0,False,GPU,model,
18,🧠⚡,Foundation Model,[LimiX (default)](https://arxiv.org/abs/2509.03505),1406.0,+74/-72,0.316,27.74,13.17,15.866,35.51,6.828,➖,0.0,False,GPU,model,
19,🧠🔁,Neural Network,[RealMLP (tuned)](https://arxiv.org/abs/2407.04491),1399.0,+49/-44,0.245,28.27,17.22,16.604,3771.85,1.778,✔️,0.0,False,GPU,model,
20,🌳,Tree-based,[LightGBM (tuned + ensembled)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1386.0,+31/-34,0.187,29.2,23.54,17.56,892.49,2.57,✔️,0.0,False,CPU,model,
