#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware,MethodClass,Tags
0,📊,System,"[AutoGluon 1.6 (noncommercial, 4h)](https://arxiv.org/abs/2003.06505)",2130.0,+160/-71,0.847,4.02,2.27,2.99,7.01,0.633,✔️,0.0,False,GPU,system,
1,📊,System,"[AutoGluon 1.6 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",2048.0,+106/-54,0.787,5.6,3.77,3.624,5.21,0.518,✔️,0.0,False,GPU,system,
2,📊,System,[TabFM+](https://github.com/google-research/tabfm),2013.0,+246/-105,0.803,6.39,2.8,3.913,6.03,13.794,✔️,0.0,False,GPU,system,
3,🧠⚡,Foundation Model,[EXAONE-Tabular (default)](https://github.com/LGAI-Research/EXAONE-Tabular),2012.0,+149/-74,0.776,6.42,3.17,4.311,4.52,1.215,✔️,0.0,False,GPU,model,
4,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),1996.0,+270/-132,0.807,6.79,2.5,3.526,27.29,13.119,✔️,0.0,False,GPU,model,
5,📊,System,"[AutoGluon 1.5 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",1900.0,+76/-47,0.642,9.47,5.85,5.719,191.18,2.207,✔️,0.0,False,GPU,system,
6,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1815.0,+205/-134,0.602,12.47,6.25,6.722,1.01,0.215,✔️,0.0,False,GPU,model,
7,📊,System,"[AutoGluon 1.4 (best, 4h)](https://arxiv.org/abs/2003.06505)",1782.0,+80/-50,0.511,13.81,8.08,6.871,432.36,4.085,✔️,0.0,False,CPU,system,
8,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1720.0,+107/-67,0.448,16.63,13.78,8.626,2.76,0.701,✔️,0.0,False,GPU,model,
9,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1709.0,+176/-109,0.496,17.16,7.51,7.66,0.6,0.119,✔️,0.0,False,GPU,model,
