#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware
50,🌳,Tree-based,[RandomForest (tuned + ensembled)](https://link.springer.com/article/10.1023/A:1010933404324),1146.0,+73/-88,0.026,46.04,43.08,13.906,515.75,0.771,✔️,0.0,False,CPU
51,🌳,Tree-based,[PerpetualBooster (tuned)](https://perpetual-ml.com/),1117.0,+60/-97,0.0,47.81,45.51,14.217,162.38,0.17,✔️,0.0,False,CPU
52,🌳,Tree-based,[RandomForest (tuned)](https://link.springer.com/article/10.1023/A:1010933404324),1116.0,+67/-98,0.011,47.9,44.98,14.386,515.75,0.124,✔️,0.0,False,CPU
53,🌳,Tree-based,[EBM (tuned)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1110.0,+125/-163,0.039,48.21,38.44,14.95,1865.27,0.012,✔️,0.0,False,CPU
54,🌳,Tree-based,[ExtraTrees (default)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1059.0,+85/-124,0.015,51.08,44.18,15.532,2.54,0.24,✔️,0.0,False,CPU
55,🌳,Tree-based,[EBM (default)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1049.0,+124/-168,0.021,51.6,44.84,15.867,7.87,0.011,✔️,0.0,False,CPU
56,🧠🔁,Neural Network,[FastaiMLP (tuned + ensembled)](https://arxiv.org/abs/2003.06505),1033.0,+96/-107,0.021,52.49,49.26,15.273,540.14,2.672,✔️,0.0,False,CPU
57,🧠🔁,Neural Network,[TorchMLP (default)](https://arxiv.org/abs/2003.06505),1029.0,+73/-114,0.0,52.68,49.95,15.03,20.49,0.08,✔️,0.0,False,CPU
58,🌳,Tree-based,[RandomForest (default)](https://link.springer.com/article/10.1023/A:1010933404324),1000.0,+45/-79,0.0,54.17,52.49,15.878,0.53,0.062,✔️,0.0,False,CPU
59,🧠🔁,Neural Network,[FastaiMLP (tuned)](https://arxiv.org/abs/2003.06505),988.0,+89/-109,0.011,54.79,52.33,15.751,540.14,0.325,✔️,0.0,False,CPU
60,🧠⚡,Foundation Model,[TabSTAR (tuned + ensembled)](https://arxiv.org/abs/2505.18125),971.0,+221/-303,0.112,55.6,21.58,23.445,28729.74,19.901,✔️,0.0,False,GPU
