rsi14,rsi5,rsi2,macd_hist,adx14,price_vs_ema20,price_vs_ema50,price_vs_ema200,ema_stack,supertrend,bb_pct,bb_lower_dist,bb_upper_dist,rs_3m,vol_ratio,obv_z,vol_trend_5d,atr_pct,shadow,return_10d,return_20d,return_90d,dist_52w_high,consec_days,trigger_T1,trigger_T2,trigger_T3,trigger_T4,trigger_T5,trigger_T6,trigger_T7,trigger_B1,trigger_B2,trigger_B3,vix_level,nifty_ok,vix_decl,ticker,date,pred_time,direction,should_buy,low_before_high,mkt_pnl,dip_pnl,dip_filled
59.46106662583055,60.30375770217433,55.8786174074937,1.7435154204857315,20.95818201950206,4.82042192680654,5.204146980706881,-6.86729516949427,0.5,1.0,71.8407910778653,24.24509679702001,9.503274334837013,4.173375857450001,0.22838300961207522,1.168548748482487,0.4459016807399993,4.242687506344094,0.0,5.769684551213672,26.755248420357148,-0.9440866547976268,-35.55531876939434,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.049999237060547,0.0,1.0,20MICRONS.NS,2026-04-29,09:15,BULLISH,1,1,0.47653631284915204,,0
59.46106662583055,60.30375770217433,55.8786174074937,1.7435154204857315,20.95818201950206,4.82042192680654,5.204146980706881,-6.86729516949427,0.5,1.0,71.8407910778653,24.24509679702001,9.503274334837013,4.173375857450001,0.22838300961207522,1.168548748482487,0.4459016807399993,4.242687506344094,0.0,5.769684551213672,26.755248420357148,-0.9440866547976268,-35.55531876939434,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.049999237060547,0.0,1.0,20MICRONS.NS,2026-04-29,12:00,BULLISH,1,0,0.26204777191657397,0.26204777191657397,1
59.46106662583055,60.30375770217433,55.8786174074937,1.7435154204857315,20.95818201950206,4.82042192680654,5.204146980706881,-6.86729516949427,0.5,1.0,71.8407910778653,24.24509679702001,9.503274334837013,4.173375857450001,0.22838300961207522,1.168548748482487,0.4459016807399993,4.242687506344094,0.0,5.769684551213672,26.755248420357148,-0.9440866547976268,-35.55531876939434,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.049999237060547,0.0,1.0,20MICRONS.NS,2026-04-29,14:00,BULLISH,1,0,0.021828196298046276,0.021828196298046276,1
60.22114038423229,63.294802596594515,72.1350167580819,1.4299405546045216,21.467780648725434,4.857436828364325,5.542850959876611,-6.29560013088708,0.5,1.0,71.48151684716862,22.627954997028286,9.027717679039972,3.6671806840330223,0.624426300868549,1.183232192519494,0.49234326291255687,4.206852156486772,0.0,-1.3964442942413502,34.70783055216735,0.18994743426883343,-35.20123964026648,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.440000534057617,0.0,1.0,20MICRONS.NS,2026-04-30,09:15,BEARISH,0,0,-1.3036275674708995,,0
60.22114038423229,63.294802596594515,72.1350167580819,1.4299405546045216,21.467780648725434,4.857436828364325,5.542850959876611,-6.29560013088708,0.5,1.0,71.48151684716862,22.627954997028286,9.027717679039972,3.6671806840330223,0.624426300868549,1.183232192519494,0.49234326291255687,4.206852156486772,0.0,-1.3964442942413502,34.70783055216735,0.18994743426883343,-35.20123964026648,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.440000534057617,0.0,1.0,20MICRONS.NS,2026-04-30,12:00,BEARISH,0,1,-1.022187685338016,,0
60.22114038423229,63.294802596594515,72.1350167580819,1.4299405546045216,21.467780648725434,4.857436828364325,5.542850959876611,-6.29560013088708,0.5,1.0,71.48151684716862,22.627954997028286,9.027717679039972,3.6671806840330223,0.624426300868549,1.183232192519494,0.49234326291255687,4.206852156486772,0.0,-1.3964442942413502,34.70783055216735,0.18994743426883343,-35.20123964026648,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.440000534057617,0.0,1.0,20MICRONS.NS,2026-04-30,14:00,BEARISH,0,0,-0.7148652449652901,-0.7148652449652901,1
57.31613950744878,51.191979114681665,25.313000851996136,0.9680598906562468,21.591503819424283,3.083509786264349,3.9282957987425204,-7.510246651648078,0.5,1.0,65.91968569682749,17.670075509529553,9.135385291355242,9.502282942997898,0.38513338272772807,1.0068594824021895,0.3962106655364167,4.138765362782353,0.0,-3.911129065374408,19.94170086204734,4.823709450225899,-36.09003455426244,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.459999084472656,0.0,0.0,20MICRONS.NS,2026-05-04,09:15,BULLISH,1,1,0.6767937347900046,,0
57.31613950744878,51.191979114681665,25.313000851996136,0.9680598906562468,21.591503819424283,3.083509786264349,3.9282957987425204,-7.510246651648078,0.5,1.0,65.91968569682749,17.670075509529553,9.135385291355242,9.502282942997898,0.38513338272772807,1.0068594824021895,0.3962106655364167,4.138765362782353,0.0,-3.911129065374408,19.94170086204734,4.823709450225899,-36.09003455426244,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.459999084472656,0.0,0.0,20MICRONS.NS,2026-05-04,12:00,BULLISH,1,1,-0.7670798237297547,-0.19648981567913476,1
57.31613950744878,51.191979114681665,25.313000851996136,0.9680598906562468,21.591503819424283,3.083509786264349,3.9282957987425204,-7.510246651648078,0.5,1.0,65.91968569682749,17.670075509529553,9.135385291355242,9.502282942997898,0.38513338272772807,1.0068594824021895,0.3962106655364167,4.138765362782353,0.0,-3.911129065374408,19.94170086204734,4.823709450225899,-36.09003455426244,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.459999084472656,0.0,0.0,20MICRONS.NS,2026-05-04,14:00,BULLISH,1,0,0.10891536526344031,,0
59.30968546102553,60.17019545431422,66.42221773405774,0.7384195775662059,21.818186146889282,3.9961955602510146,5.073339418540246,-6.237727743432863,0.5,1.0,69.0734153672967,16.73617239364738,7.493369905156098,5.371826254809875,0.41258057926902203,1.0012070231276848,0.38971031469085093,3.955606523112132,0.0,1.1229027654150903,19.553055746820426,0.5442159175339301,-35.25182078820283,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.299999237060547,0.0,0.0,20MICRONS.NS,2026-05-05,09:15,BEARISH,0,1,-1.1998285091696423,,0
59.30968546102553,60.17019545431422,66.42221773405774,0.7384195775662059,21.818186146889282,3.9961955602510146,5.073339418540246,-6.237727743432863,0.5,1.0,69.0734153672967,16.73617239364738,7.493369905156098,5.371826254809875,0.41258057926902203,1.0012070231276848,0.38971031469085093,3.955606523112132,0.0,1.1229027654150903,19.553055746820426,0.5442159175339301,-35.25182078820283,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.299999237060547,0.0,0.0,20MICRONS.NS,2026-05-05,12:00,BEARISH,0,1,-0.9482941503737294,,0
59.30968546102553,60.17019545431422,66.42221773405774,0.7384195775662059,21.818186146889282,3.9961955602510146,5.073339418540246,-6.237727743432863,0.5,1.0,69.0734153672967,16.73617239364738,7.493369905156098,5.371826254809875,0.41258057926902203,1.0012070231276848,0.38971031469085093,3.955606523112132,0.0,1.1229027654150903,19.553055746820426,0.5442159175339301,-35.25182078820283,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.299999237060547,0.0,0.0,20MICRONS.NS,2026-05-05,14:00,BEARISH,0,0,-0.6770480069323235,,0
