ticker,date,pred_time,direction,confidence,entry,ret_lo,ret_hi,est_high_pct,max_up,min_down,close_ret,dir_hit,graded_hit,midpoint_hit,exp_hit,far_cov,should_buy,pnl,dip_pnl,dip_filled,dip_pct
AARTIIND.NS,2026-07-13,09:15,BEARISH,MEDIUM,480.05,-2.74,-0.09,-0.75,1.73,-0.53,0.92,1,1,0,0,1,0,,,0,-1.79
AARTIIND.NS,2026-07-13,12:00,BEARISH,MEDIUM,480.0,-1.98,-0.06,-0.54,1.55,-0.13,0.93,1,1,0,0,1,0,,,0,-1.3
AARTIIND.NS,2026-07-13,14:00,BEARISH,MEDIUM,486.25,-1.14,-0.04,-0.31,0.25,-0.5,-0.37,1,1,0,1,1,0,,,0,-0.75
AARTIIND.NS,2026-07-14,09:15,BEARISH,LOW,481.5,-2.29,-0.08,-0.57,2.17,-0.51,0.39,1,1,0,0,1,0,,,0,-1.36
AARTIIND.NS,2026-07-14,12:00,BEARISH,LOW,484.35,-1.65,-0.06,-0.41,0.34,-0.67,-0.2,1,1,0,1,1,0,,,0,-0.98
AARTIIND.NS,2026-07-14,14:00,BEARISH,LOW,482.7,-0.96,-0.03,-0.24,0.34,-0.33,0.15,1,1,0,1,1,0,,,0,-0.57
AARTIIND.NS,2026-07-15,09:15,BULLISH,LOW,485.45,0.1,2.37,0.64,5.23,-0.19,3.1,1,1,1,1,0,1,0.343,,0,-1.23
AARTIIND.NS,2026-07-15,12:00,BULLISH,LOW,504.8,0.07,1.71,0.46,0.17,-1.33,-0.85,1,1,0,0,1,1,-1.57,0.164,1,-0.89
AARTIIND.NS,2026-07-15,14:00,BULLISH,LOW,500.6,0.04,0.99,0.27,0.26,-0.31,-0.02,1,1,0,0,1,1,-0.32,,0,-0.51
AARTIIND.NS,2026-07-16,09:15,BEARISH,MEDIUM,501.95,-6.36,-0.26,-1.98,0.77,-0.9,0.48,1,1,0,0,1,0,,,0,-4.72
AARTIIND.NS,2026-07-16,12:00,BEARISH,MEDIUM,502.45,-4.6,-0.19,-1.43,0.56,-0.49,0.38,1,1,0,0,1,0,,,0,-3.41
AARTIIND.NS,2026-07-16,14:00,BEARISH,MEDIUM,501.0,-2.65,-0.11,-0.83,0.85,-0.03,0.67,1,0,0,0,1,0,,,0,-1.97
AARTIIND.NS,2026-07-17,09:15,BEARISH,MEDIUM,504.55,-3.41,-0.11,-0.84,0.0,-3.93,-2.15,1,1,1,1,0,0,,,0,-1.99
AARTIIND.NS,2026-07-17,12:00,BEARISH,MEDIUM,490.4,-2.46,-0.08,-0.6,1.09,-0.21,0.67,1,1,0,0,1,0,,,0,-1.44
AARTIIND.NS,2026-07-17,14:00,BEARISH,MEDIUM,491.5,-1.42,-0.05,-0.35,0.86,-0.11,0.45,1,1,0,0,1,0,,,0,-0.83
AARTIIND.NS,2026-07-20,09:15,BULLISH,HIGH,491.5,0.19,4.45,1.31,2.26,-0.31,0.63,1,1,0,1,1,1,1.01,,0,-0.89
AARTIIND.NS,2026-07-20,12:00,BULLISH,HIGH,495.9,0.14,3.22,0.95,0.41,-0.31,-0.26,1,1,0,0,1,1,-0.562,,0,-0.64
AARTIIND.NS,2026-07-20,14:00,BULLISH,HIGH,496.9,0.08,1.86,0.55,0.12,-0.51,-0.46,1,1,0,0,1,1,-0.763,-0.393,1,-0.37
AARTIIND.NS,2026-07-21,09:15,BULLISH,HIGH,495.0,0.19,4.45,1.31,1.03,-0.28,0.08,1,1,0,0,1,1,-0.219,,0,-0.89
AARTIIND.NS,2026-07-21,12:00,BULLISH,HIGH,497.95,0.14,3.22,0.95,0.08,-0.78,-0.51,1,0,0,0,1,1,-0.812,-0.171,1,-0.64
AARTIPHARM.NS,2026-04-29,09:15,BULLISH,LOW,720.8,0.15,3.87,0.97,2.49,-2.2,-2.1,1,1,1,1,1,1,-2.09,-1.062,1,-1.35
AARTIPHARM.NS,2026-04-29,12:00,BULLISH,LOW,716.95,0.11,2.8,0.7,0.13,-1.67,-1.58,1,1,0,0,1,1,-1.75,0.397,1,-0.97
AARTIPHARM.NS,2026-04-29,14:00,BULLISH,LOW,715.05,0.06,1.61,0.4,0.31,-1.41,-1.31,1,1,0,0,1,1,-1.615,0.103,1,-0.56
AARTIPHARM.NS,2026-04-30,09:15,BULLISH,LOW,709.1,0.15,3.86,0.97,6.21,-0.36,4.19,1,1,1,1,0,1,0.666,,0,-1.08
AARTIPHARM.NS,2026-04-30,12:00,BULLISH,LOW,741.6,0.11,2.79,0.7,1.56,-0.56,-0.38,1,1,1,1,1,1,0.397,,0,-0.78
AARTIPHARM.NS,2026-04-30,14:00,BULLISH,LOW,752.65,0.06,1.61,0.4,0.03,-2.02,-1.84,1,0,0,0,1,1,-1.8,0.103,1,-0.45
AARTIPHARM.NS,2026-05-04,09:15,NEUTRAL,HIGH,751.3,-0.5,0.5,0.0,7.29,-1.17,7.28,0,1,1,0,1,0,,,0,-0.13
AARTIPHARM.NS,2026-05-04,12:00,NEUTRAL,HIGH,785.7,-0.5,0.5,-0.0,2.6,-0.59,2.58,0,1,1,0,1,0,,,0,-0.09
AARTIPHARM.NS,2026-05-04,14:00,NEUTRAL,HIGH,796.3,-0.5,0.5,0.0,1.23,-0.16,1.22,0,1,1,0,1,0,,,0,-0.05
AARTIPHARM.NS,2026-05-05,09:15,BEARISH,HIGH,810.0,-9.9,-0.47,-3.19,0.0,-4.44,-4.31,1,1,0,1,1,0,,,0,-7.6
AARTIPHARM.NS,2026-05-05,12:00,BEARISH,HIGH,785.8,-7.15,-0.34,-2.31,0.91,-1.5,-1.37,1,1,0,0,1,0,,,0,-5.49
AARTIPHARM.NS,2026-05-05,14:00,BEARISH,HIGH,780.3,-4.13,-0.2,-1.33,0.15,-0.8,-0.67,1,1,0,0,1,0,,,0,-3.17
AARTIPHARM.NS,2026-05-06,09:15,BULLISH,HIGH,772.8,0.26,7.63,2.1,2.16,-0.62,1.55,1,1,0,1,1,1,1.801,,0,-1.07
AARTIPHARM.NS,2026-05-06,12:00,BULLISH,HIGH,788.15,0.19,5.51,1.52,0.11,-0.53,-0.43,1,0,0,0,1,1,-0.731,,0,-0.77
AARTIPHARM.NS,2026-05-06,14:00,BULLISH,HIGH,786.05,0.11,3.18,0.88,0.35,-0.26,-0.17,1,1,0,0,1,1,-0.465,,0,-0.45
AARTIPHARM.NS,2026-05-07,09:15,BEARISH,LOW,792.0,-4.69,-0.16,-1.3,0.76,-2.15,-1.96,1,1,0,1,1,0,,,0,-3.1
AARTIPHARM.NS,2026-05-07,12:00,BEARISH,LOW,785.0,-3.39,-0.12,-0.94,0.59,-1.27,-1.09,1,1,0,1,1,0,,,0,-2.24
AARTIPHARM.NS,2026-05-07,14:00,BEARISH,LOW,779.95,-1.96,-0.07,-0.54,0.0,-0.63,-0.45,1,1,0,1,1,0,,,0,-1.29
AARTIPHARM.NS,2026-05-08,09:15,BULLISH,HIGH,776.05,0.18,4.01,1.12,1.6,-1.52,-1.44,1,1,0,1,1,1,0.82,-0.798,1,-0.95
AARTIPHARM.NS,2026-05-08,12:00,BULLISH,HIGH,777.65,0.13,2.9,0.81,0.0,-1.72,-1.65,0,0,0,0,1,1,-1.84,-1.263,1,-0.69
AARTIPHARM.NS,2026-05-08,14:00,BULLISH,HIGH,768.4,0.07,1.67,0.47,0.21,-0.54,-0.46,1,1,0,0,1,1,-0.762,-0.362,1,-0.4
AARTIPHARM.NS,2026-05-11,09:15,BULLISH,HIGH,763.1,0.16,3.88,1.01,1.86,-2.78,-2.66,1,1,0,1,1,1,-1.86,-1.86,1,-0.92
AARTIPHARM.NS,2026-05-11,12:00,BULLISH,HIGH,754.3,0.11,2.8,0.73,0.0,-1.64,-1.52,0,0,0,0,1,1,-1.85,-1.16,1,-0.67
AARTIPHARM.NS,2026-05-11,14:00,BULLISH,HIGH,751.55,0.07,1.62,0.42,0.0,-1.28,-1.16,0,0,0,0,1,1,-1.464,-1.077,1,-0.39
AARTIPHARM.NS,2026-05-12,09:15,BULLISH,MEDIUM,748.65,0.23,4.76,1.42,0.0,-5.02,-4.99,0,0,0,0,1,1,-2.01,-2.01,1,-0.98
AARTIPHARM.NS,2026-05-12,12:00,BULLISH,MEDIUM,726.1,0.16,3.44,1.03,0.12,-2.07,-2.04,1,0,0,0,1,1,-1.94,-1.638,1,-0.71
AARTIPHARM.NS,2026-05-12,14:00,BULLISH,MEDIUM,718.0,0.09,1.98,0.59,0.28,-0.97,-0.93,1,1,0,0,1,1,-1.233,-0.825,1,-0.41
AARTIPHARM.NS,2026-05-13,09:15,BULLISH,MEDIUM,707.5,0.18,4.22,1.23,1.41,-0.59,-0.23,1,1,0,1,1,1,0.931,,0,-1.09
AARTIPHARM.NS,2026-05-13,12:00,BULLISH,MEDIUM,703.45,0.13,3.05,0.89,0.68,0.0,0.35,1,1,0,0,1,1,0.048,,0,-0.79
AARTIPHARM.NS,2026-05-13,14:00,BULLISH,MEDIUM,706.8,0.07,1.76,0.51,0.21,-0.25,-0.13,1,1,0,0,1,1,-0.427,,0,-0.45
AARTIPHARM.NS,2026-05-14,09:15,BULLISH,MEDIUM,711.5,0.17,3.92,1.12,1.48,-0.86,0.64,1,1,0,1,1,1,0.819,,0,-1.07
AARTIPHARM.NS,2026-05-14,12:00,BULLISH,MEDIUM,714.4,0.12,2.83,0.81,0.99,-0.17,0.23,1,1,0,1,1,1,0.508,,0,-0.77
AARTIPHARM.NS,2026-05-14,14:00,BULLISH,MEDIUM,720.05,0.07,1.63,0.47,0.12,-0.56,-0.56,1,1,0,0,1,1,-0.856,-0.406,1,-0.45
AARTIPHARM.NS,2026-05-15,09:15,BEARISH,LOW,721.2,-3.15,-0.09,-0.76,0.56,-2.0,-1.41,1,1,1,1,1,0,,,0,-1.8
AARTIPHARM.NS,2026-05-15,12:00,BEARISH,LOW,711.0,-2.27,-0.06,-0.55,2.0,-0.11,0.01,1,1,0,0,1,0,,,0,-1.3
AARTIPHARM.NS,2026-05-15,14:00,BEARISH,LOW,721.3,-1.31,-0.04,-0.31,0.55,-1.54,-1.42,1,1,1,1,0,0,,,0,-0.75
AARTIPHARM.NS,2026-05-18,09:15,BULLISH,MEDIUM,707.9,0.19,4.18,1.32,0.0,-2.95,-1.08,0,0,0,0,1,1,-1.9,-1.9,1,-0.85
AARTIPHARM.NS,2026-05-18,12:00,BULLISH,MEDIUM,693.6,0.14,3.02,0.95,1.16,-0.09,0.96,1,1,0,1,1,1,0.653,,0,-0.62
AARTIPHARM.NS,2026-05-18,14:00,BULLISH,MEDIUM,698.0,0.08,1.74,0.55,0.52,-0.27,0.32,1,1,0,0,1,1,0.022,,0,-0.36
AARTIPHARM.NS,2026-05-19,09:15,BULLISH,MEDIUM,701.0,0.15,3.07,0.82,2.52,-0.43,0.9,1,1,1,1,1,1,0.52,,0,-0.81
AARTIPHARM.NS,2026-05-19,12:00,BULLISH,MEDIUM,718.0,0.11,2.22,0.59,0.0,-1.8,-1.49,0,0,0,0,1,1,-1.91,-1.216,1,-0.58
AARTIPHARM.NS,2026-05-19,14:00,BULLISH,MEDIUM,708.05,0.06,1.28,0.34,0.37,-0.42,-0.11,1,1,0,1,1,1,0.042,0.042,1,-0.34
AARTIPHARM.NS,2026-05-20,09:15,BEARISH,LOW,704.2,-2.14,-0.07,-0.51,0.78,-0.86,-0.44,1,1,0,1,1,0,,,0,-1.22
AARTIPHARM.NS,2026-05-20,12:00,BEARISH,LOW,700.8,-1.55,-0.05,-0.37,0.36,-0.3,0.04,1,1,0,0,1,0,,,0,-0.88
AARTIPHARM.NS,2026-05-20,14:00,BEARISH,LOW,701.35,-0.89,-0.03,-0.21,0.22,-0.26,-0.04,1,1,0,1,1,0,,,0,-0.51
AARTIPHARM.NS,2026-05-21,09:15,BULLISH,MEDIUM,701.0,0.13,3.72,0.86,1.48,0.0,0.29,1,1,0,1,1,1,0.557,,0,-0.67
AARTIPHARM.NS,2026-05-21,12:00,BULLISH,MEDIUM,706.3,0.09,2.69,0.62,0.06,-0.68,-0.47,1,0,0,0,1,1,-0.767,-0.287,1,-0.48
AARTIPHARM.NS,2026-05-21,14:00,BULLISH,MEDIUM,704.45,0.05,1.55,0.36,0.06,-0.42,-0.21,1,1,0,0,1,1,-0.506,-0.226,1,-0.28
AARTIPHARM.NS,2026-05-22,09:15,BEARISH,LOW,707.6,-2.47,-0.06,-0.52,2.78,-0.65,0.67,1,1,0,1,1,0,,,0,-1.24
AARTIPHARM.NS,2026-05-22,12:00,BEARISH,LOW,720.6,-1.79,-0.04,-0.38,0.19,-1.17,-1.14,1,1,1,1,1,0,,,0,-0.9
AARTIPHARM.NS,2026-05-22,14:00,BEARISH,LOW,717.75,-1.03,-0.03,-0.22,0.03,-0.77,-0.75,1,1,1,1,1,0,,,0,-0.52
AARTIPHARM.NS,2026-05-25,09:15,BEARISH,MEDIUM,741.4,-3.25,-0.1,-0.78,0.0,-3.45,-0.96,1,1,1,1,0,0,,,0,-1.87
AARTIPHARM.NS,2026-05-25,12:00,BEARISH,MEDIUM,737.5,-2.35,-0.07,-0.57,0.2,-1.69,-0.43,1,1,1,1,1,0,,,0,-1.35
AARTIPHARM.NS,2026-05-25,14:00,BEARISH,MEDIUM,732.85,-1.35,-0.04,-0.33,0.84,-0.63,0.2,1,1,0,1,1,0,,,0,-0.78
AARTIPHARM.NS,2026-05-26,09:15,BEARISH,MEDIUM,706.95,-4.13,-0.12,-1.17,1.7,-1.89,-1.8,1,1,0,1,1,0,,,0,-2.79
AARTIPHARM.NS,2026-05-26,12:00,BEARISH,MEDIUM,700.9,-2.98,-0.09,-0.85,0.58,-1.04,-0.96,1,1,0,1,1,0,,,0,-2.01
AARTIPHARM.NS,2026-05-26,14:00,BEARISH,MEDIUM,698.75,-1.72,-0.05,-0.49,0.31,-0.71,-0.65,1,1,0,1,1,0,,,0,-1.16
AARTIPHARM.NS,2026-05-27,09:15,BULLISH,HIGH,694.15,0.2,7.61,1.6,0.76,-5.83,-5.51,1,1,0,0,1,1,-2.19,1.305,1,-1.02
AARTIPHARM.NS,2026-05-27,12:00,BULLISH,HIGH,659.95,0.14,5.5,1.16,0.45,-0.95,-0.61,1,1,0,0,1,1,-0.914,0.859,1,-0.73
AARTIPHARM.NS,2026-05-27,14:00,BULLISH,HIGH,657.95,0.08,3.17,0.67,0.73,-0.65,-0.31,1,1,0,1,1,1,0.369,0.369,1,-0.42
AARTIPHARM.NS,2026-05-29,09:15,NEUTRAL,HIGH,657.8,-0.5,0.5,0.0,0.26,-4.06,-3.9,0,1,1,0,1,0,,,0,-0.0
AARTIPHARM.NS,2026-05-29,12:00,NEUTRAL,HIGH,645.0,-0.5,0.5,0.0,2.09,-2.16,-1.99,0,1,1,0,1,0,,,0,-0.0
AARTIPHARM.NS,2026-05-29,14:00,NEUTRAL,HIGH,651.45,-0.5,0.5,-0.0,0.15,-3.12,-2.96,0,1,1,0,1,0,,,0,-0.0
AARTIPHARM.NS,2026-06-01,09:15,BULLISH,HIGH,640.0,0.23,6.4,1.67,3.08,-0.47,0.34,1,1,0,1,1,1,1.37,,0,-1.31
AARTIPHARM.NS,2026-06-01,12:00,BULLISH,HIGH,649.5,0.17,4.62,1.21,0.31,-1.58,-1.12,1,1,0,0,1,1,-1.424,-0.476,1,-0.95
AARTIPHARM.NS,2026-06-01,14:00,BULLISH,HIGH,644.65,0.1,2.67,0.7,0.34,-0.84,-0.38,1,1,0,0,1,1,-0.68,0.396,1,-0.55
AARTIPHARM.NS,2026-06-02,09:15,BEARISH,LOW,643.0,-2.35,-0.08,-0.63,0.61,-2.21,-1.24,1,1,1,1,1,0,,,0,-1.51
AARTIPHARM.NS,2026-06-02,12:00,BEARISH,LOW,637.6,-1.7,-0.05,-0.46,0.38,-0.73,-0.41,1,1,0,1,1,0,,,0,-1.09
AARTIPHARM.NS,2026-06-02,14:00,BEARISH,LOW,636.95,-0.98,-0.03,-0.26,0.46,-0.46,-0.31,1,1,0,1,1,0,,,0,-0.63
AARTIPHARM.NS,2026-06-03,09:15,BULLISH,HIGH,637.0,0.19,4.45,1.13,0.42,-4.24,-2.42,1,1,0,0,1,1,-1.96,-1.96,1,-0.66
AARTIPHARM.NS,2026-06-03,12:00,BULLISH,HIGH,617.8,0.13,3.22,0.82,1.36,-0.18,0.62,1,1,0,1,1,1,0.516,,0,-0.47
AARTIPHARM.NS,2026-06-03,14:00,BULLISH,HIGH,622.4,0.08,1.86,0.47,0.61,-0.27,-0.13,1,1,0,1,1,1,0.171,0.171,1,-0.27
AARTIPHARM.NS,2026-06-04,09:15,BEARISH,LOW,616.8,-4.07,-0.26,-1.2,5.54,-0.29,4.6,1,1,0,0,1,0,,,0,-2.87
AARTIPHARM.NS,2026-06-04,12:00,BEARISH,LOW,650.9,-2.94,-0.19,-0.87,0.02,-1.02,-0.88,1,1,0,1,1,0,,,0,-2.07
AARTIPHARM.NS,2026-06-04,14:00,BEARISH,LOW,646.8,-1.7,-0.11,-0.5,0.19,-0.39,-0.26,1,1,0,0,1,0,,,0,-1.2
AARTIPHARM.NS,2026-06-05,09:15,BEARISH,MEDIUM,643.75,-4.4,-0.13,-1.13,1.55,-1.91,-1.58,1,1,0,1,1,0,,,0,-2.69
AARTIPHARM.NS,2026-06-05,12:00,BEARISH,MEDIUM,633.05,-3.18,-0.09,-0.82,1.57,-0.25,0.08,1,1,0,0,1,0,,,0,-1.94
AARTIPHARM.NS,2026-06-05,14:00,BEARISH,MEDIUM,634.95,-1.83,-0.05,-0.47,1.12,-0.5,-0.22,1,1,0,1,1,0,,,0,-1.12
AARTIPHARM.NS,2026-06-08,09:15,BULLISH,HIGH,607.2,0.22,5.1,1.43,2.39,-0.15,0.05,1,1,0,1,1,1,1.13,,0,-0.9
AARTIPHARM.NS,2026-06-08,12:00,BULLISH,HIGH,611.75,0.16,3.68,1.03,0.81,-0.89,-0.69,1,1,0,0,1,1,-0.995,-0.345,1,-0.65
AARTIPHARM.NS,2026-06-08,14:00,BULLISH,HIGH,611.35,0.09,2.13,0.6,0.2,-0.83,-0.63,1,1,0,0,1,1,-0.93,-0.551,1,-0.38
AARTIPHARM.NS,2026-06-09,09:15,BULLISH,HIGH,612.85,0.25,4.76,1.43,2.01,-0.8,1.85,1,1,0,1,1,1,1.133,1.133,1,-0.78
AARTIPHARM.NS,2026-06-09,12:00,BULLISH,HIGH,617.0,0.18,3.44,1.03,1.32,-0.15,1.17,1,1,0,1,1,1,0.734,,0,-0.56
AARTIPHARM.NS,2026-06-09,14:00,BULLISH,HIGH,622.25,0.11,1.99,0.6,0.47,-0.18,0.31,1,1,0,0,1,1,0.013,,0,-0.32
AARTIPHARM.NS,2026-06-10,09:15,BEARISH,MEDIUM,622.05,-3.18,-0.1,-0.77,1.76,-0.63,-0.37,1,1,0,0,1,0,,,0,-1.82
AARTIPHARM.NS,2026-06-10,12:00,BEARISH,MEDIUM,631.7,-2.29,-0.07,-0.55,0.01,-1.97,-1.89,1,1,1,1,1,0,,,0,-1.32
AARTIPHARM.NS,2026-06-10,14:00,BEARISH,MEDIUM,627.15,-1.32,-0.04,-0.32,0.0,-1.26,-1.18,1,1,1,1,1,0,,,0,-0.76
AARTIPHARM.NS,2026-06-11,09:15,BULLISH,MEDIUM,625.0,0.15,3.29,1.06,1.26,-1.28,-0.69,1,1,0,1,1,1,0.761,0.761,1,-0.85
AARTIPHARM.NS,2026-06-11,12:00,BULLISH,MEDIUM,626.05,0.11,2.38,0.77,0.86,-0.89,-0.85,1,1,0,1,1,1,0.465,0.465,1,-0.61
AARTIPHARM.NS,2026-06-11,14:00,BULLISH,MEDIUM,624.65,0.06,1.37,0.44,0.46,-0.66,-0.63,1,1,0,1,1,1,0.142,0.142,1,-0.35
AARTIPHARM.NS,2026-06-12,09:15,BEARISH,LOW,629.9,-3.1,-0.1,-0.68,2.24,-0.77,1.95,1,1,0,1,1,0,,,0,-1.61
AARTIPHARM.NS,2026-06-12,12:00,BEARISH,LOW,638.45,-2.24,-0.07,-0.49,0.87,-0.62,0.59,1,1,0,1,1,0,,,0,-1.16
AARTIPHARM.NS,2026-06-12,14:00,BEARISH,LOW,638.6,-1.29,-0.04,-0.28,0.85,-0.14,0.56,1,1,0,0,1,0,,,0,-0.67
AARTIPHARM.NS,2026-06-15,09:15,BEARISH,MEDIUM,648.0,-3.81,-0.14,-1.11,0.92,-1.5,-1.41,1,1,0,1,1,0,,,0,-2.65
AARTIPHARM.NS,2026-06-15,12:00,BEARISH,MEDIUM,643.05,-2.75,-0.1,-0.8,1.08,-0.75,-0.65,1,1,0,0,1,0,,,0,-1.91
AARTIPHARM.NS,2026-06-15,14:00,BEARISH,MEDIUM,648.45,-1.59,-0.06,-0.46,0.05,-1.57,-1.48,1,1,1,1,1,0,,,0,-1.1
AARTIPHARM.NS,2026-06-16,09:15,BULLISH,LOW,647.0,0.09,2.46,0.53,0.34,-1.68,-1.08,1,1,0,0,1,1,-1.86,0.232,1,-1.03
AARTIPHARM.NS,2026-06-16,12:00,BULLISH,LOW,641.15,0.07,1.78,0.38,0.12,-0.78,-0.18,1,1,0,0,1,1,-0.479,0.084,1,-0.74
AARTIPHARM.NS,2026-06-16,14:00,BULLISH,LOW,638.9,0.04,1.03,0.22,0.33,-0.43,0.17,1,1,0,1,1,1,-0.078,-0.078,1,-0.43
AARTIPHARM.NS,2026-06-17,09:15,BULLISH,LOW,642.4,0.08,2.1,0.45,1.95,-0.12,0.58,1,1,1,1,1,1,0.155,,0,-0.92
AARTIPHARM.NS,2026-06-17,12:00,BULLISH,LOW,649.2,0.06,1.51,0.33,0.74,-0.49,-0.48,1,1,0,1,1,1,0.028,,0,-0.66
AARTIPHARM.NS,2026-06-17,14:00,BULLISH,LOW,652.1,0.03,0.87,0.19,0.25,-0.93,-0.92,1,1,0,1,1,1,-0.11,-0.11,1,-0.38
AARTIPHARM.NS,2026-06-18,09:15,BEARISH,MEDIUM,650.0,-3.57,-0.13,-0.93,1.5,-0.62,1.23,1,1,0,0,1,0,,,0,-2.22
AARTIPHARM.NS,2026-06-18,12:00,BEARISH,MEDIUM,655.75,-2.58,-0.1,-0.67,0.61,-0.4,0.34,1,1,0,0,1,0,,,0,-1.61
AARTIPHARM.NS,2026-06-18,14:00,BEARISH,MEDIUM,656.65,-1.49,-0.06,-0.39,0.47,-0.43,0.21,1,1,0,1,1,0,,,0,-0.93
AARTIPHARM.NS,2026-06-19,09:15,BEARISH,MEDIUM,657.4,-3.41,-0.11,-0.85,7.16,-0.66,5.58,1,1,0,0,1,0,,,0,-2.02
AARTIPHARM.NS,2026-06-19,12:00,BEARISH,MEDIUM,700.65,-2.46,-0.08,-0.61,0.16,-3.43,-0.93,1,1,1,1,0,0,,,0,-1.46
AARTIPHARM.NS,2026-06-19,14:00,BEARISH,MEDIUM,685.45,-1.42,-0.05,-0.35,1.5,-1.29,1.26,1,1,1,1,1,0,,,0,-0.84
AARTIPHARM.NS,2026-06-22,09:15,BEARISH,HIGH,695.85,-6.92,-0.19,-1.88,0.0,-3.1,-2.88,1,1,0,1,1,0,,,0,-4.46
AARTIPHARM.NS,2026-06-22,12:00,BEARISH,HIGH,687.0,-4.99,-0.14,-1.36,0.29,-1.86,-1.63,1,1,0,1,1,0,,,0,-3.22
AARTIPHARM.NS,2026-06-22,14:00,BEARISH,HIGH,686.35,-2.88,-0.08,-0.78,0.39,-1.76,-1.54,1,1,1,1,1,0,,,0,-1.86
AARTIPHARM.NS,2026-06-23,09:15,BULLISH,MEDIUM,686.25,0.12,2.63,0.73,8.26,-0.03,3.76,1,1,1,1,0,1,0.433,,0,-0.8
AARTIPHARM.NS,2026-06-23,12:00,BULLISH,MEDIUM,721.4,0.09,1.9,0.53,0.0,-1.54,-1.3,0,0,0,0,1,1,-1.77,0.23,1,-0.58
AARTIPHARM.NS,2026-06-23,14:00,BULLISH,MEDIUM,714.4,0.05,1.1,0.31,0.41,-0.57,-0.33,1,1,0,1,1,1,0.005,0.005,1,-0.33
AARTIPHARM.NS,2026-06-24,09:15,BEARISH,HIGH,714.55,-8.77,-0.34,-2.44,1.04,-1.13,-0.84,1,1,0,0,1,0,,,0,-5.81
AARTIPHARM.NS,2026-06-24,12:00,BEARISH,HIGH,714.75,-6.34,-0.25,-1.76,0.44,-1.15,-0.87,1,1,0,0,1,0,,,0,-4.2
AARTIPHARM.NS,2026-06-24,14:00,BEARISH,HIGH,708.5,-3.66,-0.14,-1.02,0.63,-0.28,0.01,1,1,0,0,1,0,,,0,-2.42
AARTIPHARM.NS,2026-06-25,09:15,BULLISH,MEDIUM,710.8,0.14,3.02,0.85,0.32,-3.35,-3.03,1,1,0,0,1,1,-1.83,0.548,1,-0.92
AARTIPHARM.NS,2026-06-25,12:00,BULLISH,MEDIUM,698.3,0.1,2.18,0.61,0.0,-1.54,-1.3,0,0,0,0,1,1,-1.83,-0.94,1,-0.66
AARTIPHARM.NS,2026-06-25,14:00,BULLISH,MEDIUM,695.85,0.06,1.26,0.35,0.17,-1.19,-0.95,1,1,0,0,1,1,-1.248,-0.871,1,-0.38
AARTIPHARM.NS,2026-06-29,09:15,NEUTRAL,HIGH,689.4,-0.5,0.5,-0.0,1.89,-2.71,-2.2,0,1,1,0,1,0,,,0,-0.16
AARTIPHARM.NS,2026-06-29,12:00,NEUTRAL,HIGH,682.85,-0.5,0.5,0.0,0.21,-1.77,-1.26,0,1,1,0,1,0,,,0,-0.12
AARTIPHARM.NS,2026-06-29,14:00,NEUTRAL,HIGH,675.95,-0.5,0.5,-0.0,0.6,-0.77,-0.25,1,1,1,1,1,0,,,0,-0.07
AARTIPHARM.NS,2026-06-30,09:15,BULLISH,HIGH,676.9,0.23,5.44,1.56,2.53,0.0,0.46,1,1,0,1,1,1,1.257,,0,-0.71
AARTIPHARM.NS,2026-06-30,12:00,BULLISH,HIGH,686.7,0.16,3.93,1.12,0.47,-1.33,-0.98,1,1,0,0,1,1,-1.276,-0.768,1,-0.51
AARTIPHARM.NS,2026-06-30,14:00,BULLISH,HIGH,684.8,0.09,2.27,0.65,0.16,-1.05,-0.7,1,1,0,0,1,1,-1.001,-0.702,1,-0.3
AARTIPHARM.NS,2026-07-01,09:15,BULLISH,LOW,689.0,0.09,2.87,0.77,2.1,-0.75,1.66,1,1,1,1,1,1,0.471,,0,-1.61
AARTIPHARM.NS,2026-07-01,12:00,BULLISH,LOW,694.6,0.06,2.07,0.56,1.27,-0.55,0.84,1,1,1,1,1,1,0.257,,0,-1.17
AARTIPHARM.NS,2026-07-01,14:00,BULLISH,LOW,698.85,0.04,1.2,0.32,0.66,-0.19,0.23,1,1,1,1,1,1,0.022,,0,-0.67
AARTIPHARM.NS,2026-07-02,09:15,BEARISH,MEDIUM,706.0,-3.42,-0.11,-0.87,1.19,-1.82,-1.03,1,1,1,1,1,0,,,0,-2.07
AARTIPHARM.NS,2026-07-02,12:00,BEARISH,MEDIUM,707.7,-2.47,-0.08,-0.63,0.16,-2.06,-1.26,1,1,1,1,1,0,,,0,-1.49
AARTIPHARM.NS,2026-07-02,14:00,BEARISH,MEDIUM,697.9,-1.43,-0.05,-0.36,0.29,-0.68,0.12,1,1,0,1,1,0,,,0,-0.86
AARTIPHARM.NS,2026-07-03,09:15,BULLISH,MEDIUM,701.95,0.15,3.35,0.94,2.22,-0.48,0.66,1,1,1,1,1,1,0.642,,0,-1.02
AARTIPHARM.NS,2026-07-03,12:00,BULLISH,MEDIUM,712.55,0.1,2.42,0.68,0.21,-1.04,-0.84,1,1,0,0,1,1,-1.142,-0.403,1,-0.74
AARTIPHARM.NS,2026-07-03,14:00,BULLISH,MEDIUM,708.0,0.06,1.4,0.39,0.14,-0.4,-0.2,1,1,0,0,1,1,-0.505,,0,-0.43
