tf,strats,dir,dir_correct,median
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,BEARISH,1,1
3D,,BEARISH,0,0
3D,,BEARISH,1,0
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,BULLISH,0,0
3D,,NEUTRAL,0,0
3D,,BULLISH,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,BULLISH,1,1
3D,,NEUTRAL,1,1
3D,SUPER,NEUTRAL,0,1
3D,S3|SUPER,BEARISH,0,0
3D,S3,NEUTRAL,0,1
3D,PED|S3,BEARISH,1,1
3D,S3,NEUTRAL,1,1
3D,,BEARISH,0,0
3D,PED,BEARISH,0,0
3D,S3|SUPER,BEARISH,1,0
3D,S3,BEARISH,0,0
3D,,NEUTRAL,0,1
3D,PED|S9|SUPER,BEARISH,0,1
3D,,BEARISH,0,1
3D,,BULLISH,1,0
3D,,BEARISH,0,0
3D,,BULLISH,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,PED|SUPER,NEUTRAL,0,1
3D,S3,BEARISH,0,0
3D,S3,BEARISH,1,1
3D,S_SEASONAL,NEUTRAL,1,1
3D,S15|S_SEASONAL,BEARISH,1,1
3D,,BULLISH,1,1
3D,,BEARISH,1,1
3D,,BEARISH,1,1
3D,,BEARISH,0,1
3D,,BEARISH,1,1
3D,,BEARISH,0,0
3D,,BEARISH,1,1
3D,,BULLISH,1,0
3D,,BEARISH,1,0
3D,,BULLISH,1,1
3D,PED|SUPER,BEARISH,0,0
3D,,BEARISH,0,1
3D,,BULLISH,1,1
3D,,NEUTRAL,0,1
3D,PED,BEARISH,0,0
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,PED,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,PED,NEUTRAL,0,1
3D,,BEARISH,1,1
3D,,BEARISH,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,S10|S4|S5|S5V2|S6|S_CAPFLOW,BEARISH,1,1
3D,PED|S10|S5|S5V2|S6,BEARISH,0,0
3D,S5,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,S5|S5V2,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,SUPER,NEUTRAL,0,1
3D,S5|S5V2,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,S20|SUPER,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,MFS|S13|S5,NEUTRAL,1,1
3D,S13|S5|S5V2,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,S5,NEUTRAL,0,1
3D,MFS|S5,NEUTRAL,0,1
3D,S5|S5V2,NEUTRAL,1,1
3D,S5,NEUTRAL,1,1
3D,S5,NEUTRAL,0,1
3D,S_CAPFLOW,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,PED|SUPER,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,BULLISH,1,1
3D,SUPER,NEUTRAL,1,1
3D,PED,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,0
3D,S20|SUPER,NEUTRAL,1,1
3D,PED,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,BEARISH,0,0
3D,,BEARISH,1,0
3D,,BEARISH,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,BEARISH,0,0
3D,,NEUTRAL,1,1
3D,,BEARISH,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,BULLISH,1,0
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,BULLISH,0,0
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,BEARISH,1,0
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,BEARISH,0,0
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,0
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,0
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,BULLISH,0,0
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,SUPER,NEUTRAL,0,1
3D,SUPER,NEUTRAL,0,1
3D,S3|SUPER,BEARISH,1,1
3D,,NEUTRAL,0,1
3D,S3,BEARISH,1,1
3D,S3,NEUTRAL,0,1
3D,S3,NEUTRAL,0,1
3D,PED|S15|S3,BEARISH,1,1
3D,S3,BEARISH,0,0
3D,S15|S3,BEARISH,1,1
3D,S3,NEUTRAL,1,1
3D,,BEARISH,0,1
3D,,BEARISH,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,S14,NEUTRAL,0,1
3D,S14,NEUTRAL,0,1
3D,SUPER,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,PED|S3,BEARISH,0,1
3D,S3,BEARISH,0,0
3D,S_SEASONAL,NEUTRAL,0,1
3D,S3|S_SEASONAL,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,S14,BEARISH,1,1
3D,,BEARISH,0,0
3D,,NEUTRAL,0,1
3D,,BULLISH,1,1
3D,PED,BEARISH,0,0
3D,,BULLISH,1,1
3D,SUPER,BEARISH,0,0
3D,,NEUTRAL,0,1
3D,,BULLISH,1,1
3D,PED,NEUTRAL,0,1
3D,,BEARISH,0,0
3D,PED|S3,BEARISH,0,0
3D,PED|S3,NEUTRAL,1,1
3D,S15|S3,NEUTRAL,0,1
3D,S3,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,BEARISH,1,0
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,PED,NEUTRAL,1,1
3D,S4|S4V2|S7,BEARISH,1,1
3D,S10|S4|S4V2|S5|S5V2,NEUTRAL,0,1
3D,S10|S5|S5V2,NEUTRAL,1,1
3D,S10|S5,NEUTRAL,0,1
3D,PED|S5,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,PED,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,SUPER,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,S5,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,PED|S14|S20,NEUTRAL,0,1
3D,NIRA|PED|S13|S2|S20|S3,NEUTRAL,0,1
3D,MFS|S13|S3,BEARISH,0,0
3D,MFS|S13,BEARISH,1,1
3D,MFS|S13|S5,BEARISH,0,0
3D,S5,NEUTRAL,0,1
3D,MFS|S5,NEUTRAL,1,1
3D,MFS|S5,NEUTRAL,0,1
3D,S5|S5V2,NEUTRAL,0,1
3D,PED|S17|S20|S5|S_SEASONAL,NEUTRAL,1,1
3D,S5|S5V2,NEUTRAL,1,1
3D,S5,BEARISH,0,0
3D,S5,NEUTRAL,0,1
3D,S5,BEARISH,0,0
3D,PED|S5,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,SUPER,NEUTRAL,0,1
3D,MFS|S5|S5V2,NEUTRAL,0,1
3D,S4|S5|S5V2,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,PED|S9|SUPER,BEARISH,0,0
3D,,NEUTRAL,1,1
3D,,BULLISH,0,0
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,SUPER,NEUTRAL,0,1
3D,S20,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,0
3D,PED|S20|SUPER,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,PED|S20,BEARISH,0,0
3D,PED,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,PED,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,SUPER,BEARISH,0,0
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,PED,BEARISH,1,1
3D,,NEUTRAL,1,1
3D,PED,BEARISH,0,0
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,SUPER,NEUTRAL,0,1
3D,PED,BEARISH,1,0
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,BEARISH,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,PED,NEUTRAL,0,1
3D,SUPER,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,BEARISH,0,0
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,S_CAPFLOW,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,PED,NEUTRAL,0,1
3D,SUPER,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,S15,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,S13|S20|SUPER,NEUTRAL,0,1
3D,PED|S13|S20,NEUTRAL,1,1
3D,S13,NEUTRAL,0,1
3D,S13|S4V2|S5,NEUTRAL,0,1
3D,S5|S5V2,NEUTRAL,0,1
3D,S5,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,S_CAPFLOW,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,S_CAPFLOW,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,S_CAPFLOW,BEARISH,1,1
3D,S_CAPFLOW,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,BEARISH,1,1
3D,,BEARISH,1,1
3D,PED,BULLISH,0,0
3D,,NEUTRAL,1,1
3D,PED,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,PED,NEUTRAL,0,1
3D,PED,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,BULLISH,0,0
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,BEARISH,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,BEARISH,0,0
3D,,BEARISH,0,0
3D,,BEARISH,0,0
3D,,BEARISH,0,0
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,BEARISH,0,0
3D,,BEARISH,0,0
3D,,BEARISH,0,0
3D,,BEARISH,0,0
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,BEARISH,0,0
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,BULLISH,0,0
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,BEARISH,0,0
3D,,NEUTRAL,0,1
3D,,BULLISH,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,BULLISH,0,0
3D,,BULLISH,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,BULLISH,1,1
3D,,BEARISH,0,0
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,BULLISH,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,BEARISH,0,0
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,BEARISH,1,0
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,BEARISH,0,0
3D,,BEARISH,0,0
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,0
3D,,BEARISH,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,BULLISH,0,0
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,BEARISH,0,0
3D,,BEARISH,0,0
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,BEARISH,0,0
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,BEARISH,0,1
3D,,BEARISH,0,1
3D,,BEARISH,1,0
3D,,BEARISH,0,0
3D,,NEUTRAL,0,1
3D,,BEARISH,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,BULLISH,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,BEARISH,0,0
3D,,NEUTRAL,1,1
3D,,BEARISH,0,0
3D,,BEARISH,0,0
3D,,BULLISH,0,0
3D,,BULLISH,1,1
3D,,BEARISH,0,0
3D,SUPER,BEARISH,0,0
3D,SUPER,BULLISH,1,1
3D,S3|SUPER,BEARISH,1,0
3D,S3,NEUTRAL,1,1
3D,S3,BEARISH,0,0
3D,S15|S3,BEARISH,1,1
3D,,BEARISH,0,0
3D,,BEARISH,0,1
3D,PED|SUPER,BEARISH,1,1
3D,S14,BEARISH,0,0
3D,PED|S3,BEARISH,1,1
3D,S3,BEARISH,1,1
3D,,BEARISH,1,1
3D,,BULLISH,0,0
3D,,BEARISH,1,1
3D,,BULLISH,0,0
3D,,BULLISH,1,0
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,S_SEASONAL,NEUTRAL,1,1
3D,S_SEASONAL,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,SUPER,NEUTRAL,0,1
3D,S3,NEUTRAL,1,1
3D,S3,NEUTRAL,0,1
3D,S3,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,PED,NEUTRAL,0,1
3D,SUPER,NEUTRAL,0,0
3D,PED|S3,NEUTRAL,1,1
3D,PED|S3,NEUTRAL,1,1
3D,S3,NEUTRAL,1,1
3D,S3,BEARISH,1,1
3D,PED|S3,BEARISH,0,0
3D,,NEUTRAL,0,1
3D,PED|S3|S9,BEARISH,0,0
3D,S3,BULLISH,1,1
3D,,BEARISH,1,1
3D,S4,BEARISH,1,1
3D,S10|S4|S5|S5V2|S_CAPFLOW,BEARISH,0,0
3D,PED|S5,BEARISH,1,0
3D,S5|S5V2,BEARISH,0,0
3D,,BEARISH,0,0
3D,S5|S5V2,NEUTRAL,1,1
3D,S10|S5|S5V2,NEUTRAL,0,1
3D,PED,BEARISH,0,0
3D,PED|SUPER,NEUTRAL,1,1
3D,,BEARISH,0,1
3D,S5,BEARISH,1,0
3D,S5,BEARISH,1,1
3D,S5|S5V2,NEUTRAL,0,1
3D,S13,BEARISH,0,0
3D,MFS|S13|S20,BEARISH,0,0
3D,MFS|PED|S13|S5,NEUTRAL,1,1
3D,MFS|S13|S5,BEARISH,1,1
3D,S5|S5V2,NEUTRAL,0,1
3D,MFS|S20|SUPER,BEARISH,1,1
3D,MFS|S5,NEUTRAL,1,1
3D,MFS|S5,NEUTRAL,0,1
3D,MFS|S5|S_SEASONAL,NEUTRAL,0,1
3D,S5|S5V2,NEUTRAL,0,1
3D,S5|S5V2,BEARISH,1,1
3D,S_CAPFLOW,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,BULLISH,1,1
3D,PED|SUPER,BULLISH,0,0
3D,,BEARISH,1,1
3D,,BEARISH,0,0
3D,,BEARISH,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,BEARISH,0,1
3D,,BULLISH,1,0
3D,PED|SUPER,BULLISH,1,0
3D,PED,NEUTRAL,0,1
3D,PED,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,NIRA|PED|S2|S20,BEARISH,1,1
3D,,BEARISH,1,1
3D,MFS|S3,NEUTRAL,0,1
3D,MFS,NEUTRAL,1,1
3D,MFS|NIRA|S3,NEUTRAL,0,1
3D,MFS|NIRA|PED|S2|S3,NEUTRAL,0,1
3D,MFS|S15|S3,BEARISH,0,0
3D,MFS|S3,BEARISH,0,0
3D,MFS|NIRA|S3,NEUTRAL,0,1
3D,MFS|PED|S3,BEARISH,0,0
3D,,BULLISH,1,1
3D,,NEUTRAL,0,1
3D,,BULLISH,1,1
3D,,BEARISH,0,0
3D,,BEARISH,1,1
3D,,BULLISH,0,0
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,BEARISH,1,0
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,0
3D,,BEARISH,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,BEARISH,1,1
3D,,BEARISH,0,0
3D,,BEARISH,1,0
3D,,BEARISH,1,1
3D,,BEARISH,0,1
3D,,BEARISH,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,BEARISH,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,BULLISH,0,0
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,1,1
3D,,BULLISH,1,1
3D,,NEUTRAL,1,1
3D,,BEARISH,0,0
3D,,BEARISH,1,0
3D,,BEARISH,0,0
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,BEARISH,1,0
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,BEARISH,1,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,BEARISH,0,0
3D,,BEARISH,1,1
3D,,BEARISH,1,1
3D,,BEARISH,0,0
3D,,BEARISH,0,1
3D,,BEARISH,0,0
3D,,BEARISH,0,1
3D,,BEARISH,0,1
3D,,BEARISH,0,0
3D,,BEARISH,0,0
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,BEARISH,1,0
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,BEARISH,1,1
3D,,NEUTRAL,0,1
3D,,BULLISH,0,0
3D,,BEARISH,1,1
3D,,BEARISH,1,1
3D,,BULLISH,1,1
3D,,BEARISH,0,1
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
3D,,BEARISH,0,0
3D,,BULLISH,1,1
3D,,BULLISH,1,1
3D,,BEARISH,1,1
3D,,BEARISH,1,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,0
3D,,BEARISH,0,1
3D,,BEARISH,0,1
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,BEARISH,0,0
3D,,BEARISH,1,1
3D,,BEARISH,1,0
3D,,NEUTRAL,0,1
3D,,NEUTRAL,0,1
3D,,BULLISH,1,1
3D,,BULLISH,1,0
3D,,BEARISH,0,0
3D,SUPER,NEUTRAL,1,1
3D,SUPER,BEARISH,1,1
3D,,NEUTRAL,0,1
3D,PED,BEARISH,1,1
3D,,BEARISH,0,0
3D,,BEARISH,1,1
3D,,BEARISH,1,1
3D,,BEARISH,0,0
3D,,BEARISH,0,0
3D,,NEUTRAL,0,1
3D,,BEARISH,0,1
3D,,BEARISH,0,1
3D,,BULLISH,0,0
3D,,BEARISH,1,1
3D,,BULLISH,0,0
3D,,BULLISH,1,1
3D,PED,NEUTRAL,0,0
3D,PED|SUPER,BEARISH,0,0
3D,,BEARISH,0,0
3D,PED,BEARISH,1,0
3D,S_SEASONAL,NEUTRAL,0,1
3D,S_SEASONAL,NEUTRAL,1,1
3D,,BULLISH,1,1
3D,,BEARISH,0,1
3D,,BULLISH,1,1
3D,,BEARISH,0,0
3D,,BEARISH,1,1
3D,,BEARISH,1,1
3D,,BEARISH,1,1
3D,PED,BULLISH,1,1
3D,PED,BEARISH,1,1
3D,,BULLISH,0,0
3D,,BEARISH,1,1
3D,,BEARISH,0,0
3D,,NEUTRAL,1,1
3D,,NEUTRAL,0,1
