#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware
0,🧠🔁,Neural Network,RealMLP (tuned + ensembled),1254.0,+78/-64,0.503,6.71,4.5,6.611,655.92,2.599,✔️,0.0,False,GPU
1,🌳,Tree-based,CatBoost (tuned + ensembled),1206.0,+66/-48,0.447,7.91,4.67,7.096,108.43,0.384,✔️,0.0,False,CPU
2,🧠⚡,Foundation Model,TabPFN-3 (default),1203.0,+134/-76,0.559,7.97,2.47,5.736,2.94,0.919,✔️,0.0,False,GPU
3,🧠⚡,Foundation Model,TabPFN-2.6 (default),1193.0,+97/-69,0.502,8.25,3.34,6.407,10.65,3.253,✔️,0.0,False,GPU
4,🌳,Tree-based,CatBoost (tuned),1174.0,+85/-52,0.422,8.75,3.82,7.248,108.43,0.076,✔️,0.0,False,CPU
5,🧠🔁,Neural Network,RealMLP (tuned),1165.0,+81/-58,0.396,8.99,5.08,8.235,655.92,0.238,✔️,0.0,False,GPU
6,🧠🔁,Neural Network,TabM (tuned + ensembled),1163.0,+90/-66,0.344,9.07,4.42,8.656,594.53,1.782,✔️,0.0,False,GPU
7,🌳,Tree-based,XGBoost (tuned + ensembled),1161.0,+50/-42,0.338,9.11,7.41,8.342,35.72,1.544,✔️,0.0,False,CPU
8,🌳,Tree-based,LightGBM (tuned + ensembled),1151.0,+56/-38,0.331,9.38,6.22,8.964,20.53,1.579,✔️,0.0,False,CPU
9,🧠⚡,Foundation Model,TabICLv2 (default),1124.0,+112/-88,0.434,10.14,3.35,6.821,1.89,0.443,✔️,0.0,False,GPU
10,🌳,Tree-based,CatBoost (default),1124.0,+65/-60,0.382,10.15,6.45,7.685,3.95,0.038,✔️,0.0,False,CPU
11,🌳,Tree-based,XGBoost (tuned),1121.0,+59/-55,0.294,10.24,7.19,8.753,35.72,0.277,✔️,0.0,False,CPU
12,🧠🔁,Neural Network,TabM (tuned),1098.0,+80/-66,0.253,10.9,7.03,9.575,594.53,0.229,✔️,0.0,False,GPU
13,🌳,Tree-based,LightGBM (tuned),1096.0,+65/-49,0.262,10.94,6.58,9.681,20.53,0.23,✔️,0.0,False,CPU
14,🌳,Tree-based,XGBoost (default),1000.0,+62/-72,0.192,13.75,9.66,10.01,0.82,0.221,✔️,0.0,False,CPU
15,🧠🔁,Neural Network,TabM (default),974.0,+71/-66,0.177,14.49,9.02,12.531,10.54,0.251,✔️,0.0,False,GPU
16,🧠🔁,Neural Network,RealMLP (default),953.0,+68/-66,0.16,15.09,9.29,11.45,17.29,0.178,✔️,0.0,False,GPU
17,🌳,Tree-based,LightGBM (default),918.0,+53/-58,0.067,16.08,14.3,11.449,0.36,0.077,✔️,0.0,False,CPU
18,🌳,Tree-based,ExtraTrees (tuned + ensembled),833.0,+55/-65,0.021,18.36,16.67,14.61,11.82,0.448,✔️,0.0,False,CPU
19,🧠⚡,Foundation Model,TabDPT (default),792.0,+100/-144,0.107,19.38,11.79,19.527,40.6,47.86,✔️,0.0,False,GPU
20,🌳,Tree-based,RandomForest (tuned + ensembled),776.0,+57/-70,0.012,19.78,18.28,15.614,15.14,0.338,✔️,0.0,False,CPU
21,🌳,Tree-based,ExtraTrees (tuned),752.0,+59/-61,0.005,20.32,18.96,15.834,11.82,0.054,✔️,0.0,False,CPU
22,🌳,Tree-based,RandomForest (tuned),744.0,+55/-77,0.01,20.51,18.84,16.297,15.14,0.065,✔️,0.0,False,CPU
23,📏,Baseline,Linear (tuned + ensembled),622.0,+88/-109,0.009,23.07,21.63,27.124,22.74,0.175,✔️,0.0,False,CPU
24,🌳,Tree-based,RandomForest (default),592.0,+75/-89,0.0,23.62,22.27,20.302,1.2,0.325,✔️,0.0,False,CPU
25,🌳,Tree-based,ExtraTrees (default),580.0,+81/-105,0.004,23.83,22.29,21.091,0.65,0.322,✔️,0.0,False,CPU
26,📏,Baseline,Linear (tuned),563.0,+94/-109,0.008,24.12,22.93,28.086,22.74,0.076,✔️,0.0,False,CPU
27,📏,Baseline,Linear (default),500.0,+95/-136,0.007,25.08,24.1,30.432,0.77,0.072,✔️,0.0,False,CPU
