#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware,MethodClass,Tags
0,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),1772.0,+263/-160,0.833,5.57,1.52,2.723,37.34,5.423,✔️,0.0,False,GPU,model,
1,🧠⚡,Foundation Model,[EXAONE-Tabular (default)](https://github.com/LGAI-Research/EXAONE-Tabular),1674.0,+138/-84,0.698,8.45,3.78,9.642,5.89,0.435,✔️,0.0,False,GPU,model,
2,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1608.0,+109/-71,0.605,10.98,6.07,11.311,4.66,0.361,✔️,0.0,False,GPU,model,
3,🧠⚡,Foundation Model,[RealTabPFN-2.5 (default)](https://arxiv.org/abs/2511.08667),1598.0,+92/-55,0.546,11.45,8.04,12.987,5.54,0.55,✔️,0.0,False,GPU,model,
4,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1548.0,+135/-88,0.541,13.86,7.8,12.044,1.96,0.151,✔️,0.0,False,GPU,model,
5,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1543.0,+131/-83,0.538,14.1,7.29,12.441,5.75,0.434,✔️,0.0,False,GPU,model,
6,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),1531.0,+142/-81,0.506,14.74,6.98,12.873,2125.17,9.785,✔️,0.0,False,GPU,model,
7,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned)](https://arxiv.org/abs/2511.08667),1508.0,+128/-92,0.5,16.05,8.41,13.275,2125.17,0.881,✔️,0.0,False,GPU,model,
8,🧠⚡,Foundation Model,[LimiX (default)](https://arxiv.org/abs/2509.03505),1459.0,+153/-106,0.436,19.05,6.63,14.489,19.33,4.519,➖,0.0,False,GPU,model,
9,🧠🔁,Neural Network,[RealMLP (tuned + ensembled)](https://arxiv.org/abs/2407.04491),1456.0,+84/-83,0.382,19.19,12.69,15.602,2791.97,23.933,✔️,0.0,False,GPU,model,
10,🧠⚡,Foundation Model,[TabDPT-Turbo (default)](https://openreview.net/pdf?id=Y00pwFyrHR),1408.0,+93/-84,0.373,22.45,10.1,15.854,2.4,0.116,➖,0.0,False,GPU,model,
11,🧠🔁,Neural Network,[RealMLP (tuned)](https://arxiv.org/abs/2407.04491),1387.0,+91/-77,0.34,23.98,12.44,17.039,2791.97,0.543,✔️,0.0,False,GPU,model,
12,🧠⚡,Foundation Model,[TabDPT (tuned + ensembled)](https://arxiv.org/abs/2410.18164),1372.0,+107/-82,0.326,25.1,9.22,15.692,6619.83,408.772,✔️,0.0,False,GPU,model,
13,🧠🔁,Neural Network,[TabM (tuned + ensembled)](https://arxiv.org/abs/2410.24210),1352.0,+97/-85,0.307,26.62,10.39,17.632,2289.51,2.042,✔️,0.0,False,GPU,model,
14,🧠⚡,Foundation Model,[BetaTabPFN (default)](https://arxiv.org/abs/2502.02527),1350.0,+119/-87,0.278,26.81,17.61,18.952,298.47,2.036,➖,0.0,False,GPU,model,
15,🧠⚡,Foundation Model,[iLTM (tuned + ensembled)](https://arxiv.org/abs/2511.15941),1348.0,+84/-78,0.28,26.98,13.58,17.317,15318.17,500.783,✔️,0.0,False,GPU,model,
16,🧠⚡,Foundation Model,[TabSwift (default)](https://github.com/LAMDA-Tabular/TabSwift),1340.0,+92/-80,0.266,27.55,17.15,17.952,1.21,0.052,➖,0.0,False,GPU,model,
17,🧠⚡,Foundation Model,[TabDPT (tuned)](https://arxiv.org/abs/2410.18164),1336.0,+89/-83,0.289,27.9,16.35,16.875,6619.83,39.71,✔️,0.0,False,GPU,model,
