#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware
0,🧠⚡,Foundation Model,[EXAONE-Tabular (default)](https://github.com/LGAI-Research/EXAONE-Tabular),1769.0,+88/-62,0.783,7.28,3.03,9.329,4.98,0.517,✔️,0.0,False,GPU
1,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),1758.0,+135/-119,0.853,7.64,1.77,5.295,38.57,7.109,✔️,0.0,False,GPU
2,📊,Reference Pipeline,"[AutoGluon 1.5 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",1679.0,+92/-76,0.627,10.54,4.66,9.718,267.31,3.981,✔️,0.0,False,GPU
3,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1645.0,+86/-70,0.625,12.02,5.07,12.054,3.64,0.391,✔️,0.0,False,GPU
4,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1597.0,+65/-62,0.541,14.48,8.4,13.381,5.17,0.539,✔️,0.0,False,GPU
5,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1585.0,+85/-72,0.572,15.1,5.72,12.638,2.07,0.167,✔️,0.0,False,GPU
6,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),1570.0,+72/-69,0.506,16.0,7.52,13.205,2046.25,8.969,✔️,0.0,False,GPU
7,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned)](https://arxiv.org/abs/2511.08667),1547.0,+71/-62,0.485,17.34,8.07,13.873,2046.25,1.329,✔️,0.0,False,GPU
8,🧠⚡,Foundation Model,[RealTabPFN-2.5 (default)](https://arxiv.org/abs/2511.08667),1535.0,+60/-59,0.475,18.05,10.23,14.114,5.76,0.794,✔️,0.0,False,GPU
9,📊,Reference Pipeline,"[AutoGluon 1.4 (best, 4h)](https://arxiv.org/abs/2003.06505)",1500.0,+69/-53,0.371,20.39,9.72,15.263,1684.65,1.969,✔️,0.0,False,CPU
10,🧠🔁,Neural Network,[RealMLP (tuned + ensembled)](https://arxiv.org/abs/2407.04491),1481.0,+60/-42,0.349,21.7,13.8,15.907,2879.46,12.484,✔️,0.0,False,GPU
11,🧠🔁,Neural Network,[TabM (tuned + ensembled)](https://arxiv.org/abs/2410.24210),1461.0,+63/-46,0.312,23.12,12.35,16.847,2168.86,2.347,✔️,0.0,False,GPU
