#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware
0,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),1747.0,+156/-111,0.884,6.88,1.76,4.543,36.24,5.432,✔️,0.0,False,GPU
1,🧠⚡,Foundation Model,[EXAONE-Tabular (default)](https://github.com/LGAI-Research/EXAONE-Tabular),1680.0,+119/-69,0.749,9.09,3.87,11.35,5.16,0.436,✔️,0.0,False,GPU
2,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1641.0,+104/-62,0.681,10.65,4.82,12.658,3.85,0.374,✔️,0.0,False,GPU
3,📊,Reference Pipeline,"[AutoGluon 1.5 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",1590.0,+109/-79,0.581,13.0,5.19,10.347,368.19,6.655,✔️,0.0,False,GPU
4,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1576.0,+131/-84,0.636,13.7,5.53,12.912,2.09,0.152,✔️,0.0,False,GPU
5,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1563.0,+104/-65,0.568,14.38,7.59,14.041,5.48,0.433,✔️,0.0,False,GPU
6,🧠⚡,Foundation Model,[RealTabPFN-2.5 (default)](https://arxiv.org/abs/2511.08667),1557.0,+89/-44,0.549,14.75,9.71,14.597,5.96,0.554,✔️,0.0,False,GPU
7,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),1551.0,+128/-64,0.529,15.06,7.65,14.1,2052.28,8.252,✔️,0.0,False,GPU
8,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned)](https://arxiv.org/abs/2511.08667),1526.0,+118/-56,0.504,16.47,8.07,14.69,2052.28,1.265,✔️,0.0,False,GPU
9,🧠⚡,Foundation Model,[TabDPT-Turbo (default)](https://openreview.net/pdf?id=Y00pwFyrHR),1438.0,+70/-65,0.372,22.25,9.75,16.713,2.3,0.114,➖,0.0,False,GPU
10,🧠⚡,Foundation Model,[LimiX (default)](https://arxiv.org/abs/2509.03505),1437.0,+104/-79,0.385,22.32,10.08,16.589,19.82,4.463,➖,0.0,False,GPU
11,🧠🔁,Neural Network,[RealMLP (tuned + ensembled)](https://arxiv.org/abs/2407.04491),1419.0,+64/-49,0.31,23.7,15.82,17.871,2950.72,15.589,✔️,0.0,False,GPU
12,🧠🔁,Neural Network,[TabM (tuned + ensembled)](https://arxiv.org/abs/2410.24210),1409.0,+80/-54,0.286,24.4,12.04,17.995,2289.91,2.709,✔️,0.0,False,GPU
13,📊,Reference Pipeline,"[AutoGluon 1.4 (best, 4h)](https://arxiv.org/abs/2003.06505)",1402.0,+79/-66,0.285,24.98,16.42,17.744,1921.63,1.717,✔️,0.0,False,CPU
14,🧠⚡,Foundation Model,[TabDPT (tuned + ensembled)](https://arxiv.org/abs/2410.18164),1390.0,+72/-67,0.294,25.87,12.5,17.12,5351.93,268.579,✔️,0.0,False,GPU
15,🧠⚡,Foundation Model,[BetaTabPFN (default)](https://arxiv.org/abs/2502.02527),1383.0,+77/-61,0.292,26.42,14.32,19.179,317.92,1.982,➖,0.0,False,GPU
16,🧠⚡,Foundation Model,[TabSwift (default)](https://github.com/LAMDA-Tabular/TabSwift),1371.0,+79/-69,0.312,27.39,15.65,18.608,1.23,0.052,➖,0.0,False,GPU
17,🧠⚡,Foundation Model,[TabDPT (tuned)](https://arxiv.org/abs/2410.18164),1361.0,+79/-69,0.257,28.2,12.64,17.697,5351.93,37.606,✔️,0.0,False,GPU
18,🧠🔁,Neural Network,[TabM (tuned)](https://arxiv.org/abs/2410.24210),1359.0,+82/-51,0.224,28.33,13.77,18.869,2289.91,0.266,✔️,0.0,False,GPU
19,🌳,Tree-based,[LightGBM (tuned + ensembled)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1357.0,+43/-37,0.186,28.49,21.23,19.103,512.67,1.18,✔️,0.0,False,CPU
20,🌳,Tree-based,[LightGBM (tuned)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1326.0,+39/-34,0.142,31.02,23.68,19.524,512.67,0.243,✔️,0.0,False,CPU
21,🧠🔁,Neural Network,[RealMLP (tuned)](https://arxiv.org/abs/2407.04491),1326.0,+69/-56,0.182,31.04,17.16,19.55,2950.72,1.225,✔️,0.0,False,GPU
22,🧠⚡,Foundation Model,[iLTM (tuned + ensembled)](https://arxiv.org/abs/2511.15941),1325.0,+61/-55,0.168,31.12,20.76,19.392,15277.76,543.233,✔️,0.0,False,GPU
