#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware
0,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),1808.0,+146/-128,0.828,5.69,1.58,4.4,40.79,6.991,✔️,0.0,False,GPU
1,📊,Reference Pipeline,"[AutoGluon 1.5 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",1679.0,+108/-90,0.64,9.71,3.86,7.143,293.65,4.358,✔️,0.0,False,GPU
2,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1663.0,+92/-71,0.62,10.34,4.05,8.328,3.59,0.395,✔️,0.0,False,GPU
3,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1635.0,+89/-62,0.563,11.55,6.57,9.842,5.75,0.6,✔️,0.0,False,GPU
4,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),1620.0,+93/-67,0.55,12.21,5.5,8.722,2059.94,9.785,✔️,0.0,False,GPU
5,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1583.0,+87/-88,0.533,14.0,6.0,10.282,1.96,0.146,✔️,0.0,False,GPU
6,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned)](https://arxiv.org/abs/2511.08667),1565.0,+77/-64,0.495,14.93,8.34,10.65,2059.94,1.03,✔️,0.0,False,GPU
7,📊,Reference Pipeline,"[AutoGluon 1.4 (best, 4h)](https://arxiv.org/abs/2003.06505)",1556.0,+59/-64,0.458,15.43,7.34,11.472,1754.94,1.766,✔️,0.0,False,CPU
8,🧠⚡,Foundation Model,[RealTabPFN-2.5 (default)](https://arxiv.org/abs/2511.08667),1542.0,+68/-48,0.45,16.18,9.41,10.828,5.72,0.611,✔️,0.0,False,GPU
9,🧠🔁,Neural Network,[RealMLP (tuned + ensembled)](https://arxiv.org/abs/2407.04491),1514.0,+58/-45,0.408,17.78,11.91,12.372,2791.97,13.886,✔️,0.0,False,GPU
10,🧠⚡,Foundation Model,[TabDPT (tuned + ensembled)](https://arxiv.org/abs/2410.18164),1439.0,+70/-59,0.365,22.57,7.9,13.352,6155.04,386.158,✔️,0.0,False,GPU
11,🧠🔁,Neural Network,[RealMLP (tuned)](https://arxiv.org/abs/2407.04491),1436.0,+53/-61,0.337,22.76,13.38,13.721,2791.97,0.373,✔️,0.0,False,GPU
12,🧠⚡,Foundation Model,[TabDPT-Turbo (default)](https://openreview.net/pdf?id=Y00pwFyrHR),1433.0,+58/-48,0.34,22.97,11.94,14.031,2.02,0.183,➖,0.0,False,GPU
13,🧠🔁,Neural Network,[TabM (tuned + ensembled)](https://arxiv.org/abs/2410.24210),1424.0,+69/-48,0.319,23.63,12.72,14.029,2462.02,1.988,✔️,0.0,False,GPU
14,🌳,Tree-based,[LightGBM (tuned + ensembled)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1418.0,+43/-43,0.253,24.02,18.81,14.899,416.63,2.236,✔️,0.0,False,CPU
15,🌳,Tree-based,[CatBoost (tuned)](https://arxiv.org/abs/1706.09516),1412.0,+51/-42,0.272,24.45,13.94,13.908,1347.32,0.037,✔️,0.0,False,CPU
16,🧠⚡,Foundation Model,[iLTM (tuned + ensembled)](https://arxiv.org/abs/2511.15941),1410.0,+58/-52,0.278,24.54,15.85,14.446,12741.09,397.882,✔️,0.0,False,GPU
17,🌳,Tree-based,[CatBoost (tuned + ensembled)](https://arxiv.org/abs/1706.09516),1410.0,+58/-41,0.258,24.6,16.5,14.172,1347.32,0.364,✔️,0.0,False,CPU
18,🧠⚡,Foundation Model,[TabDPT (tuned)](https://arxiv.org/abs/2410.18164),1397.0,+73/-58,0.322,25.48,11.97,14.767,6155.04,39.452,✔️,0.0,False,GPU
19,🧠🔁,Neural Network,[ModernNCA (tuned + ensembled)](https://arxiv.org/abs/2407.03257),1387.0,+81/-61,0.302,26.2,12.42,15.164,4618.5,7.735,✔️,0.0,False,GPU
20,🧠🔁,Neural Network,[TabM (tuned)](https://arxiv.org/abs/2410.24210),1384.0,+66/-56,0.276,26.44,15.09,14.72,2462.02,0.231,✔️,0.0,False,GPU
21,🌳,Tree-based,[XGBoost (tuned + ensembled)](https://arxiv.org/abs/1603.02754),1373.0,+39/-42,0.215,27.21,20.18,15.465,700.96,1.438,✔️,0.0,False,CPU
22,🧠⚡,Foundation Model,[LimiX (default)](https://arxiv.org/abs/2509.03505),1372.0,+93/-70,0.318,27.32,8.22,14.549,27.33,6.11,➖,0.0,False,GPU
23,🌳,Tree-based,[LightGBM (tuned)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1357.0,+51/-48,0.2,28.35,22.79,15.776,416.63,0.381,✔️,0.0,False,CPU
24,🌳,Tree-based,[CatBoost (default)](https://arxiv.org/abs/1706.09516),1356.0,+40/-45,0.204,28.45,19.86,15.538,5.81,0.025,✔️,0.0,False,CPU
25,🧠🔁,Neural Network,[ModernNCA (tuned)](https://arxiv.org/abs/2407.03257),1352.0,+62/-58,0.238,28.75,16.56,15.762,4618.5,0.47,✔️,0.0,False,GPU
26,🧠⚡,Foundation Model,[TabSwift (default)](https://github.com/LAMDA-Tabular/TabSwift),1349.0,+68/-58,0.239,28.95,17.38,15.724,1.19,0.07,➖,0.0,False,GPU
27,🌳,Tree-based,[XGBoost (tuned)](https://arxiv.org/abs/1603.02754),1349.0,+43/-47,0.197,28.96,16.5,15.62,700.96,0.213,✔️,0.0,False,CPU
28,🌳,Tree-based,[ChimeraBoost (tuned + ensembled)](https://github.com/bbstats/chimeraboost),1342.0,+47/-66,0.213,29.5,21.03,16.932,463.3,0.366,✔️,0.0,False,CPU
29,❓,Other,[xRFM (tuned + ensembled)](https://arxiv.org/abs/2508.10053),1339.0,+59/-51,0.236,29.69,18.68,15.709,866.12,2.007,✔️,0.0,False,GPU
30,🌳,Tree-based,[ChimeraBoost (tuned)](https://github.com/bbstats/chimeraboost),1309.0,+48/-64,0.19,31.98,20.49,17.324,463.3,0.031,✔️,0.0,False,CPU
31,🧠⚡,Foundation Model,[iLTM (tuned)](https://arxiv.org/abs/2511.15941),1306.0,+51/-44,0.164,32.16,23.99,16.078,12741.09,60.101,✔️,0.0,False,GPU
32,❓,Other,[xRFM (tuned)](https://arxiv.org/abs/2508.10053),1293.0,+53/-43,0.173,33.16,17.76,17.003,866.12,0.097,✔️,0.0,False,GPU
33,🧠⚡,Foundation Model,[TabDPT (default)](https://arxiv.org/abs/2410.18164),1290.0,+73/-71,0.223,33.4,17.58,17.286,45.42,39.405,✔️,0.0,False,GPU
34,🧠🔁,Neural Network,[TabM (default)](https://arxiv.org/abs/2410.24210),1287.0,+49/-54,0.162,33.62,22.74,17.005,7.81,0.237,✔️,0.0,False,GPU
35,🌳,Tree-based,[EBM (tuned + ensembled)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1275.0,+52/-52,0.136,34.53,23.81,18.211,1877.68,0.14,✔️,0.0,False,CPU
36,🧠🔁,Neural Network,[TorchMLP (tuned + ensembled)](https://arxiv.org/abs/2003.06505),1260.0,+48/-55,0.129,35.65,29.12,17.11,2832.93,1.801,✔️,0.0,False,CPU
37,🧠🔁,Neural Network,[RealMLP (default)](https://arxiv.org/abs/2407.04491),1254.0,+47/-48,0.112,36.12,27.59,17.792,10.44,1.714,✔️,0.0,False,GPU
38,🧠⚡,Foundation Model,[SAP-RPT-OSS (default)](https://arxiv.org/abs/2506.10707),1252.0,+67/-64,0.183,36.25,18.87,18.78,13.96,2.081,➖,0.0,False,GPU
39,🌳,Tree-based,[ChimeraBoost (default)](https://github.com/bbstats/chimeraboost),1249.0,+51/-57,0.129,36.53,28.01,18.774,2.07,0.033,✔️,0.0,False,CPU
40,🌳,Tree-based,[EBM (tuned)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1221.0,+54/-56,0.1,38.63,27.21,19.062,1877.68,0.014,✔️,0.0,False,CPU
41,🧠🔁,Neural Network,[ModernNCA (default)](https://arxiv.org/abs/2407.03257),1220.0,+58/-51,0.109,38.65,18.78,19.778,13.74,0.316,✔️,0.0,False,GPU
42,🧠🔁,Neural Network,[TorchMLP (tuned)](https://arxiv.org/abs/2003.06505),1199.0,+49/-64,0.103,40.26,31.31,18.901,2832.93,0.112,✔️,0.0,False,CPU
43,🌳,Tree-based,[ExtraTrees (tuned + ensembled)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1198.0,+55/-52,0.091,40.29,29.52,19.546,257.64,0.846,✔️,0.0,False,CPU
44,🌳,Tree-based,[EBM (default)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1198.0,+52/-62,0.095,40.32,20.95,19.773,6.9,0.015,✔️,0.0,False,CPU
45,🌳,Tree-based,[XGBoost (default)](https://arxiv.org/abs/1603.02754),1191.0,+54/-55,0.087,40.84,21.34,18.816,2.06,0.122,✔️,0.0,False,CPU
46,🧠🔁,Neural Network,[FastaiMLP (tuned + ensembled)](https://arxiv.org/abs/2003.06505),1174.0,+67/-66,0.09,42.11,32.27,20.445,594.95,4.649,✔️,0.0,False,CPU
47,🌳,Tree-based,[ExtraTrees (tuned)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1167.0,+62/-68,0.074,42.58,30.29,20.755,257.64,0.068,✔️,0.0,False,CPU
48,🌳,Tree-based,[RandomForest (tuned + ensembled)](https://link.springer.com/article/10.1023/A:1010933404324),1160.0,+59/-58,0.073,43.1,35.43,20.666,377.14,0.747,✔️,0.0,False,CPU
49,🌳,Tree-based,[LightGBM (default)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1158.0,+60/-50,0.061,43.26,37.53,19.493,2.2,0.171,✔️,0.0,False,CPU
50,🌳,Tree-based,[RandomForest (tuned)](https://link.springer.com/article/10.1023/A:1010933404324),1120.0,+51/-46,0.043,45.9,40.52,21.423,377.14,0.091,✔️,0.0,False,CPU
51,🧠🔁,Neural Network,[FastaiMLP (tuned)](https://arxiv.org/abs/2003.06505),1106.0,+60/-76,0.058,46.86,35.16,21.987,594.95,0.336,✔️,0.0,False,CPU
52,🧠⚡,Foundation Model,[iLTM (default)](https://arxiv.org/abs/2511.15941),1087.0,+53/-71,0.061,48.15,30.66,23.02,301.0,65.827,✔️,0.0,False,GPU
53,🌳,Tree-based,[PerpetualBooster (tuned + ensembled)](https://perpetual-ml.com/),1081.0,+59/-65,0.058,48.58,40.24,26.836,176.26,0.499,✔️,0.0,False,CPU
54,🧠⚡,Foundation Model,[TabSTAR (tuned)](https://arxiv.org/abs/2505.18125),1080.0,+85/-94,0.105,48.63,20.8,25.535,39935.25,4.288,✔️,0.0,False,GPU
55,🧠⚡,Foundation Model,[TabSTAR (tuned + ensembled)](https://arxiv.org/abs/2505.18125),1078.0,+84/-102,0.101,48.74,21.68,25.649,39935.25,20.166,✔️,0.0,False,GPU
