#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware,MethodClass,Tags
0,🧠⚡,Foundation Model,[EXAONE-Tabular (default)](https://github.com/LGAI-Research/EXAONE-Tabular),2039.0,+206/-89,0.835,3.67,1.92,2.461,4.36,1.21,✔️,0.0,False,GPU,model,
1,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),1929.0,+260/-129,0.731,5.8,2.13,5.513,27.18,13.118,✔️,0.0,False,GPU,model,
2,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1806.0,+237/-136,0.626,9.33,3.22,5.921,1.02,0.214,✔️,0.0,False,GPU,model,
3,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1766.0,+123/-58,0.491,10.8,8.87,8.117,2.64,0.702,✔️,0.0,False,GPU,model,
4,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),1714.0,+163/-102,0.477,12.93,7.07,7.69,739.1,11.65,✔️,0.0,False,GPU,model,
5,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1706.0,+185/-116,0.497,13.27,6.28,8.575,0.56,0.118,✔️,0.0,False,GPU,model,
6,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned)](https://arxiv.org/abs/2511.08667),1667.0,+148/-92,0.444,15.13,9.71,8.81,739.1,1.134,✔️,0.0,False,GPU,model,
7,🧠🔁,Neural Network,[ModernNCA (tuned + ensembled)](https://arxiv.org/abs/2407.03257),1665.0,+131/-119,0.46,15.2,10.25,8.073,2522.59,6.234,✔️,0.0,False,GPU,model,
8,🌳,Tree-based,[ChimeraBoost (tuned + ensembled)](https://github.com/bbstats/chimeraboost),1650.0,+119/-97,0.444,15.93,7.87,8.894,112.4,0.769,✔️,0.0,False,CPU,model,
9,🧠🔁,Neural Network,[RealMLP (tuned + ensembled)](https://arxiv.org/abs/2407.04491),1630.0,+86/-77,0.41,17.0,11.4,9.287,1714.29,1.743,✔️,0.0,False,GPU,model,
10,🌳,Tree-based,[ChimeraBoost (tuned)](https://github.com/bbstats/chimeraboost),1600.0,+109/-88,0.391,18.6,6.97,9.765,112.4,0.07,✔️,0.0,False,CPU,model,
11,🌳,Tree-based,[CatBoost (tuned + ensembled)](https://arxiv.org/abs/1706.09516),1591.0,+105/-73,0.338,19.1,7.28,9.969,477.59,0.189,✔️,0.0,False,CPU,model,
12,🌳,Tree-based,[LightGBM (tuned + ensembled)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1590.0,+70/-56,0.297,19.13,15.02,11.044,129.25,2.621,✔️,0.0,False,CPU,model,
13,🌳,Tree-based,[CatBoost (tuned)](https://arxiv.org/abs/1706.09516),1581.0,+100/-74,0.325,19.67,9.88,10.184,477.59,0.016,✔️,0.0,False,CPU,model,
14,🧠🔁,Neural Network,[TabM (tuned + ensembled)](https://arxiv.org/abs/2410.24210),1565.0,+143/-91,0.31,20.53,13.86,10.595,1176.25,0.556,✔️,0.0,False,GPU,model,
15,🌳,Tree-based,[XGBoost (tuned + ensembled)](https://arxiv.org/abs/1603.02754),1558.0,+98/-63,0.273,20.93,14.78,10.832,289.35,0.706,✔️,0.0,False,CPU,model,
16,🧠🔁,Neural Network,[ModernNCA (tuned)](https://arxiv.org/abs/2407.03257),1553.0,+134/-107,0.32,21.23,13.94,11.017,2522.59,0.318,✔️,0.0,False,GPU,model,
17,🧠⚡,Foundation Model,[iLTM (tuned + ensembled)](https://arxiv.org/abs/2511.15941),1543.0,+93/-88,0.301,21.8,14.71,10.702,2045.59,69.586,✔️,0.0,False,GPU,model,
18,🌳,Tree-based,[CatBoost (default)](https://arxiv.org/abs/1706.09516),1542.0,+110/-91,0.325,21.87,12.05,10.1,1.88,0.011,✔️,0.0,False,CPU,model,
19,🌳,Tree-based,[LightGBM (tuned)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1536.0,+87/-76,0.245,22.27,18.71,11.665,129.25,0.117,✔️,0.0,False,CPU,model,
20,🌳,Tree-based,[ChimeraBoost (default)](https://github.com/bbstats/chimeraboost),1534.0,+111/-104,0.339,22.33,11.68,9.989,0.53,0.047,✔️,0.0,False,CPU,model,
21,🧠🔁,Neural Network,[RealMLP (tuned)](https://arxiv.org/abs/2407.04491),1531.0,+113/-104,0.31,22.53,11.8,10.959,1714.29,0.079,✔️,0.0,False,GPU,model,
22,🧠⚡,Foundation Model,[RealTabPFN-2.5 (default)](https://arxiv.org/abs/2511.08667),1523.0,+139/-105,0.316,23.0,14.48,10.067,1.91,0.668,✔️,0.0,False,GPU,model,
23,🌳,Tree-based,[XGBoost (tuned)](https://arxiv.org/abs/1603.02754),1506.0,+104/-86,0.24,24.0,18.37,11.109,289.35,0.08,✔️,0.0,False,CPU,model,
24,🧠🔁,Neural Network,[TabM (tuned)](https://arxiv.org/abs/2410.24210),1497.0,+166/-87,0.264,24.6,14.36,11.393,1176.25,0.057,✔️,0.0,False,GPU,model,
25,🧠⚡,Foundation Model,[TabDPT-Turbo (default)](https://openreview.net/pdf?id=Y00pwFyrHR),1486.0,+151/-145,0.286,25.27,16.04,11.737,0.76,0.178,➖,0.0,False,GPU,model,
26,🧠⚡,Foundation Model,[TabDPT (tuned + ensembled)](https://arxiv.org/abs/2410.18164),1476.0,+129/-119,0.267,25.87,8.03,11.438,4532.19,387.89,✔️,0.0,False,GPU,model,
