#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware
22,🌳,Tree-based,[CatBoost (tuned)](https://arxiv.org/abs/1706.09516),1314.0,+94/-80,0.213,30.86,14.96,18.473,1228.69,0.036,✔️,0.0,False,CPU
23,🌳,Tree-based,[CatBoost (default)](https://arxiv.org/abs/1706.09516),1304.0,+70/-57,0.173,31.71,26.73,19.078,3.78,0.025,✔️,0.0,False,CPU
24,🧠🔁,Neural Network,[ModernNCA (tuned)](https://arxiv.org/abs/2407.03257),1304.0,+140/-89,0.234,31.74,15.69,18.541,4618.5,0.426,✔️,0.0,False,GPU
25,🌳,Tree-based,[CatBoost (tuned + ensembled)](https://arxiv.org/abs/1706.09516),1299.0,+81/-74,0.182,32.1,25.56,18.931,1228.69,0.333,✔️,0.0,False,CPU
26,🌳,Tree-based,[ChimeraBoost (tuned + ensembled)](https://github.com/bbstats/chimeraboost),1295.0,+85/-78,0.201,32.45,24.35,20.068,571.47,0.264,✔️,0.0,False,CPU
27,🌳,Tree-based,[XGBoost (tuned + ensembled)](https://arxiv.org/abs/1603.02754),1288.0,+77/-76,0.187,33.07,22.71,19.854,700.96,0.743,✔️,0.0,False,CPU
28,🌳,Tree-based,[EBM (tuned + ensembled)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1280.0,+80/-79,0.134,33.71,22.12,19.774,1364.2,0.147,✔️,0.0,False,CPU
29,🧠⚡,Foundation Model,[iLTM (tuned)](https://arxiv.org/abs/2511.15941),1277.0,+62/-73,0.171,33.95,24.58,19.208,15318.17,75.138,✔️,0.0,False,GPU
30,🧠🔁,Neural Network,[RealMLP (default)](https://arxiv.org/abs/2407.04491),1276.0,+81/-63,0.149,34.0,22.37,19.445,11.09,2.46,✔️,0.0,False,GPU
31,🌳,Tree-based,[XGBoost (tuned)](https://arxiv.org/abs/1603.02754),1263.0,+72/-76,0.166,35.14,12.51,20.178,700.96,0.203,✔️,0.0,False,CPU
32,🧠🔁,Neural Network,[TabM (default)](https://arxiv.org/abs/2410.24210),1260.0,+103/-97,0.184,35.36,22.0,20.173,6.8,0.262,✔️,0.0,False,GPU
33,❓,Other,[xRFM (tuned + ensembled)](https://arxiv.org/abs/2508.10053),1260.0,+77/-84,0.177,35.43,26.46,19.741,536.34,1.738,✔️,0.0,False,GPU
34,🌳,Tree-based,[ChimeraBoost (tuned)](https://github.com/bbstats/chimeraboost),1258.0,+78/-82,0.164,35.57,20.35,20.893,571.47,0.024,✔️,0.0,False,CPU
35,🌳,Tree-based,[LightGBM (tuned)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1257.0,+69/-67,0.145,35.67,30.64,19.889,512.21,0.122,✔️,0.0,False,CPU
36,🧠🔁,Neural Network,[ModernNCA (tuned + ensembled)](https://arxiv.org/abs/2407.03257),1254.0,+110/-90,0.192,35.88,23.33,20.673,4618.5,9.218,✔️,0.0,False,GPU
37,🧠⚡,Foundation Model,[SAP-RPT-OSS (default)](https://arxiv.org/abs/2506.10707),1253.0,+101/-110,0.213,35.95,20.86,21.888,8.99,1.724,➖,0.0,False,GPU
38,🌳,Tree-based,[EBM (default)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1243.0,+83/-81,0.138,36.83,12.83,20.637,6.11,0.017,✔️,0.0,False,CPU
39,🌳,Tree-based,[EBM (tuned)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1240.0,+68/-67,0.091,37.05,25.22,20.25,1364.2,0.017,✔️,0.0,False,CPU
40,🧠⚡,Foundation Model,[TabDPT (default)](https://arxiv.org/abs/2410.18164),1238.0,+98/-82,0.182,37.29,22.08,19.704,52.04,39.81,✔️,0.0,False,GPU
41,🧠🔁,Neural Network,[TorchMLP (tuned + ensembled)](https://arxiv.org/abs/2003.06505),1225.0,+90/-81,0.142,38.33,29.53,20.266,2535.73,2.546,✔️,0.0,False,CPU
42,🌳,Tree-based,[ChimeraBoost (default)](https://github.com/bbstats/chimeraboost),1216.0,+63/-68,0.102,39.1,33.59,21.795,3.24,0.036,✔️,0.0,False,CPU
43,❓,Other,[xRFM (tuned)](https://arxiv.org/abs/2508.10053),1213.0,+80/-88,0.127,39.38,30.69,20.74,536.34,0.097,✔️,0.0,False,GPU
44,🧠🔁,Neural Network,[ModernNCA (default)](https://arxiv.org/abs/2407.03257),1197.0,+108/-106,0.13,40.76,11.64,23.047,13.4,0.329,✔️,0.0,False,GPU
45,🧠🔁,Neural Network,[TorchMLP (tuned)](https://arxiv.org/abs/2003.06505),1177.0,+94/-86,0.123,42.4,33.43,22.133,2535.73,0.112,✔️,0.0,False,CPU
46,🧠🔁,Neural Network,[FastaiMLP (tuned + ensembled)](https://arxiv.org/abs/2003.06505),1176.0,+89/-107,0.116,42.5,30.93,22.832,650.76,5.616,✔️,0.0,False,CPU
47,🧠⚡,Foundation Model,[TabSTAR (tuned)](https://arxiv.org/abs/2505.18125),1165.0,+131/-116,0.205,43.43,12.19,23.657,44524.42,4.557,✔️,0.0,False,GPU
48,🧠⚡,Foundation Model,[TabSTAR (tuned + ensembled)](https://arxiv.org/abs/2505.18125),1157.0,+130/-126,0.195,44.05,13.24,23.897,44524.42,20.33,✔️,0.0,False,GPU
49,🌳,Tree-based,[PerpetualBooster (tuned + ensembled)](https://perpetual-ml.com/),1145.0,+90/-105,0.132,45.05,34.0,24.609,196.18,0.35,✔️,0.0,False,CPU
50,🌳,Tree-based,[ExtraTrees (tuned + ensembled)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1135.0,+71/-94,0.077,45.83,37.47,23.37,349.07,0.941,✔️,0.0,False,CPU
51,🧠🔁,Neural Network,[FastaiMLP (tuned)](https://arxiv.org/abs/2003.06505),1134.0,+104/-143,0.105,45.95,27.78,23.995,650.76,0.441,✔️,0.0,False,CPU
52,🧠⚡,Foundation Model,[iLTM (default)](https://arxiv.org/abs/2511.15941),1131.0,+102/-120,0.093,46.17,21.25,24.278,335.8,85.392,✔️,0.0,False,GPU
53,🌳,Tree-based,[XGBoost (default)](https://arxiv.org/abs/1603.02754),1126.0,+77/-76,0.071,46.57,38.57,23.331,1.98,0.122,✔️,0.0,False,CPU
54,🌳,Tree-based,[ExtraTrees (tuned)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1125.0,+91/-99,0.068,46.67,35.34,24.073,349.07,0.091,✔️,0.0,False,CPU
55,🧠⚡,Foundation Model,[OrionMSP (default)](https://arxiv.org/abs/2511.02818),1120.0,+86/-78,0.069,47.05,38.75,23.771,13.99,2.578,➖,0.0,False,GPU
56,🌳,Tree-based,[LightGBM (default)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1102.0,+68/-90,0.064,48.5,41.16,23.468,2.47,0.168,✔️,0.0,False,CPU
57,🌳,Tree-based,[PerpetualBooster (tuned)](https://perpetual-ml.com/),1096.0,+65/-90,0.07,49.0,43.76,25.44,196.18,0.121,✔️,0.0,False,CPU
58,🧠⚡,Foundation Model,[TabSTAR (default)](https://arxiv.org/abs/2505.18125),1092.0,+153/-149,0.158,49.29,11.44,28.419,439.9,5.445,✔️,0.0,False,GPU
59,🌳,Tree-based,[RandomForest (tuned + ensembled)](https://link.springer.com/article/10.1023/A:1010933404324),1091.0,+84/-95,0.062,49.38,41.91,25.154,494.7,0.936,✔️,0.0,False,CPU
60,🌳,Tree-based,[RandomForest (tuned)](https://link.springer.com/article/10.1023/A:1010933404324),1061.0,+81/-103,0.017,51.64,46.83,25.794,494.7,0.093,✔️,0.0,False,CPU
61,🧠⚡,Foundation Model,[TabFlex (default)](https://arxiv.org/abs/2506.05584),1047.0,+111/-146,0.074,52.62,41.25,27.468,1.29,0.149,➖,0.0,False,GPU
62,🌳,Tree-based,[PerpetualBooster (default)](https://perpetual-ml.com/),1023.0,+101/-135,0.058,54.33,29.34,29.871,27.03,0.03,✔️,0.0,False,CPU
63,🌳,Tree-based,[ExtraTrees (default)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1015.0,+122/-154,0.054,54.86,42.51,27.776,1.98,0.374,✔️,0.0,False,CPU
64,🧠🔁,Neural Network,[TorchMLP (default)](https://arxiv.org/abs/2003.06505),1013.0,+91/-120,0.031,55.0,47.36,27.228,7.76,0.146,✔️,0.0,False,CPU
65,🌳,Tree-based,[RandomForest (default)](https://link.springer.com/article/10.1023/A:1010933404324),1000.0,+105/-150,0.029,55.88,41.41,28.47,0.39,0.041,✔️,0.0,False,CPU
66,🧠🔁,Neural Network,[FastaiMLP (default)](https://arxiv.org/abs/2003.06505),992.0,+74/-113,0.032,56.38,52.14,26.641,3.48,0.427,✔️,0.0,False,CPU
67,📏,Baseline,[KNN (tuned + ensembled)](https://scikit-learn.org/stable/modules/neighbors.html),949.0,+62/-110,0.002,59.02,57.3,28.911,89.64,1.627,✔️,0.0,False,CPU
68,❓,Other,[xRFM (default)](https://arxiv.org/abs/2508.10053),946.0,+95/-127,0.035,59.19,54.27,29.56,2.66,0.702,✔️,0.0,False,GPU
69,📏,Baseline,[Linear (tuned + ensembled)](https://scikit-learn.org/stable/modules/linear_model.html),939.0,+112/-151,0.048,59.64,15.84,32.155,280.42,0.382,✔️,0.0,False,CPU
70,📏,Baseline,[Linear (tuned)](https://scikit-learn.org/stable/modules/linear_model.html),917.0,+114/-151,0.04,60.81,25.65,32.72,280.42,0.072,✔️,0.0,False,CPU
71,📏,Baseline,[Linear (default)](https://scikit-learn.org/stable/modules/linear_model.html),909.0,+106/-161,0.014,61.24,55.59,34.375,1.48,0.127,✔️,0.0,False,CPU
72,📏,Baseline,[KNN (tuned)](https://scikit-learn.org/stable/modules/neighbors.html),816.0,+76/-134,0.0,65.48,64.58,34.243,89.64,0.08,✔️,0.0,False,CPU
73,📏,Baseline,[KNN (default)](https://scikit-learn.org/stable/modules/neighbors.html),628.0,+94/-168,0.0,70.81,70.36,45.146,0.24,0.02,✔️,0.0,False,CPU
