#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware,MethodClass,Tags
0,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),2019.0,+166/-104,0.912,4.04,2.13,1.611,39.42,6.476,✔️,0.0,False,GPU,model,
1,🧠⚡,Foundation Model,[EXAONE-Tabular (default)](https://github.com/LGAI-Research/EXAONE-Tabular),1909.0,+152/-98,0.808,6.28,3.47,2.726,7.26,0.787,✔️,0.0,False,GPU,model,
2,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1813.0,+231/-133,0.737,9.02,3.56,2.379,3.66,0.399,✔️,0.0,False,GPU,model,
3,🧠⚡,Foundation Model,[Nori-30M (default)](https://huggingface.co/Synthefy/Nori-30M),1768.0,+128/-78,0.673,10.59,3.76,3.403,11.58,2.023,✔️,0.0,False,GPU,model,
4,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1754.0,+106/-59,0.63,11.1,8.36,3.993,8.52,0.696,✔️,0.0,False,GPU,model,
5,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),1751.0,+143/-98,0.62,11.24,6.76,3.357,1709.05,8.119,✔️,0.0,False,GPU,model,
6,🧠⚡,Foundation Model,[TabDPT (tuned + ensembled)](https://arxiv.org/abs/2410.18164),1739.0,+165/-94,0.62,11.69,4.12,4.222,4786.6,239.304,✔️,0.0,False,GPU,model,
7,🧠⚡,Foundation Model,[Nori (default)](https://github.com/Synthefy/synthefy-nori),1691.0,+136/-86,0.591,13.7,7.96,4.499,6.93,1.389,✔️,0.0,False,GPU,model,
8,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1691.0,+264/-147,0.657,13.7,4.84,3.927,1.32,0.122,✔️,0.0,False,GPU,model,
9,🧠⚡,Foundation Model,[TabDPT (tuned)](https://arxiv.org/abs/2410.18164),1686.0,+134/-73,0.568,13.91,7.66,4.664,4786.6,38.497,✔️,0.0,False,GPU,model,
10,🧠🔁,Neural Network,[RealMLP (tuned + ensembled)](https://arxiv.org/abs/2407.04491),1668.0,+123/-64,0.499,14.74,10.52,5.025,3995.01,10.048,✔️,0.0,False,GPU,model,
11,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned)](https://arxiv.org/abs/2511.08667),1642.0,+154/-113,0.516,15.95,8.95,4.101,1709.05,0.811,✔️,0.0,False,GPU,model,
12,🧠⚡,Foundation Model,[TabDPT-Turbo (default)](https://openreview.net/pdf?id=Y00pwFyrHR),1623.0,+190/-100,0.493,16.92,8.9,5.179,2.08,0.182,➖,0.0,False,GPU,model,
13,🧠⚡,Foundation Model,[TabDPT (default)](https://arxiv.org/abs/2410.18164),1598.0,+145/-76,0.467,18.16,8.28,5.579,46.62,39.212,✔️,0.0,False,GPU,model,
14,🧠🔁,Neural Network,[RealMLP (tuned)](https://arxiv.org/abs/2407.04491),1564.0,+108/-82,0.363,19.95,13.86,5.989,3995.01,0.844,✔️,0.0,False,GPU,model,
15,🧠🔁,Neural Network,[ModernNCA (tuned + ensembled)](https://arxiv.org/abs/2407.03257),1552.0,+125/-120,0.374,20.58,8.67,7.285,3779.7,7.69,✔️,0.0,False,GPU,model,
16,🧠⚡,Foundation Model,[RealTabPFN-2.5 (default)](https://arxiv.org/abs/2511.08667),1549.0,+147/-112,0.423,20.75,14.39,5.576,7.04,0.508,✔️,0.0,False,GPU,model,
17,🌳,Tree-based,[CatBoost (tuned + ensembled)](https://arxiv.org/abs/1706.09516),1500.0,+96/-64,0.237,23.48,18.08,7.963,2229.21,0.38,✔️,0.0,False,CPU,model,
18,🌳,Tree-based,[LightGBM (tuned + ensembled)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1494.0,+93/-78,0.237,23.82,19.72,8.42,700.19,9.322,✔️,0.0,False,CPU,model,
19,❓,Other,[xRFM (tuned + ensembled)](https://arxiv.org/abs/2508.10053),1482.0,+114/-96,0.272,24.54,17.28,7.469,714.5,1.376,✔️,0.0,False,GPU,model,
20,🌳,Tree-based,[CatBoost (tuned)](https://arxiv.org/abs/1706.09516),1475.0,+100/-73,0.217,24.95,19.19,8.101,2229.21,0.055,✔️,0.0,False,CPU,model,
21,🧠🔁,Neural Network,[TabM (tuned + ensembled)](https://arxiv.org/abs/2410.24210),1465.0,+136/-86,0.276,25.57,19.96,6.871,3013.86,2.092,✔️,0.0,False,GPU,model,
22,🧠⚡,Foundation Model,[iLTM (tuned + ensembled)](https://arxiv.org/abs/2511.15941),1450.0,+74/-49,0.21,26.46,20.59,9.312,12685.08,321.741,✔️,0.0,False,GPU,model,
23,🌳,Tree-based,[LightGBM (tuned)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1428.0,+94/-76,0.169,27.84,23.33,8.998,700.19,0.968,✔️,0.0,False,CPU,model,
24,🌳,Tree-based,[ChimeraBoost (tuned + ensembled)](https://github.com/bbstats/chimeraboost),1417.0,+111/-103,0.203,28.54,9.54,9.332,518.43,0.46,✔️,0.0,False,CPU,model,
25,🌳,Tree-based,[XGBoost (tuned + ensembled)](https://arxiv.org/abs/1603.02754),1416.0,+58/-44,0.15,28.57,25.84,8.94,834.93,2.614,✔️,0.0,False,CPU,model,
26,🧠⚡,Foundation Model,[TabSwift (default)](https://github.com/LAMDA-Tabular/TabSwift),1412.0,+159/-107,0.27,28.83,18.54,7.236,0.91,0.075,➖,0.0,False,GPU,model,
27,🌳,Tree-based,[XGBoost (tuned)](https://arxiv.org/abs/1603.02754),1395.0,+70/-56,0.131,29.93,26.72,9.086,834.93,0.388,✔️,0.0,False,CPU,model,
28,❓,Other,[xRFM (tuned)](https://arxiv.org/abs/2508.10053),1393.0,+94/-87,0.187,30.06,25.68,8.131,714.5,0.099,✔️,0.0,False,GPU,model,
29,🧠🔁,Neural Network,[TabM (tuned)](https://arxiv.org/abs/2410.24210),1388.0,+123/-92,0.191,30.4,22.95,7.781,3013.86,0.181,✔️,0.0,False,GPU,model,
30,🌳,Tree-based,[CatBoost (default)](https://arxiv.org/abs/1706.09516),1387.0,+93/-99,0.145,30.45,23.68,9.589,8.73,0.017,✔️,0.0,False,CPU,model,
31,🧠🔁,Neural Network,[ModernNCA (tuned)](https://arxiv.org/abs/2407.03257),1386.0,+115/-88,0.189,30.49,20.68,9.242,3779.7,0.395,✔️,0.0,False,GPU,model,
32,🌳,Tree-based,[ChimeraBoost (tuned)](https://github.com/bbstats/chimeraboost),1380.0,+97/-105,0.17,30.93,12.5,9.655,518.43,0.058,✔️,0.0,False,CPU,model,
33,🧠⚡,Foundation Model,[iLTM (tuned)](https://arxiv.org/abs/2511.15941),1337.0,+82/-56,0.108,33.61,29.04,9.273,12685.08,59.099,✔️,0.0,False,GPU,model,
34,🌳,Tree-based,[ChimeraBoost (default)](https://github.com/bbstats/chimeraboost),1316.0,+104/-108,0.121,34.98,19.08,10.427,2.65,0.052,✔️,0.0,False,CPU,model,
35,🧠🔁,Neural Network,[ModernNCA (default)](https://arxiv.org/abs/2407.03257),1282.0,+90/-72,0.082,37.09,30.11,10.751,15.5,0.298,✔️,0.0,False,GPU,model,
36,🧠🔁,Neural Network,[TabM (default)](https://arxiv.org/abs/2410.24210),1281.0,+125/-108,0.108,37.11,30.8,9.406,9.19,0.132,✔️,0.0,False,GPU,model,
37,🧠⚡,Foundation Model,[SAP-RPT-OSS (default)](https://arxiv.org/abs/2506.10707),1276.0,+146/-132,0.161,37.45,20.62,10.815,20.24,6.621,➖,0.0,False,GPU,model,
38,🧠⚡,Foundation Model,[LimiX (default)](https://arxiv.org/abs/2509.03505),1261.0,+168/-155,0.142,38.41,19.99,10.356,74.68,19.758,➖,0.0,False,GPU,model,
39,🧠🔁,Neural Network,[TorchMLP (tuned + ensembled)](https://arxiv.org/abs/2003.06505),1243.0,+113/-104,0.097,39.54,27.45,10.942,4608.59,1.233,✔️,0.0,False,CPU,model,
40,🌳,Tree-based,[ExtraTrees (tuned + ensembled)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1227.0,+107/-99,0.098,40.52,31.98,12.928,263.04,0.808,✔️,0.0,False,CPU,model,
41,🧠🔁,Neural Network,[RealMLP (default)](https://arxiv.org/abs/2407.04491),1227.0,+106/-84,0.079,40.54,34.82,10.491,8.9,1.644,✔️,0.0,False,GPU,model,
42,🌳,Tree-based,[ExtraTrees (tuned)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1204.0,+101/-96,0.083,42.01,30.86,13.152,263.04,0.066,✔️,0.0,False,CPU,model,
43,🌳,Tree-based,[LightGBM (default)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1201.0,+34/-39,0.006,42.22,40.65,11.376,2.11,0.275,✔️,0.0,False,CPU,model,
44,🧠🔁,Neural Network,[TorchMLP (tuned)](https://arxiv.org/abs/2003.06505),1188.0,+96/-97,0.062,43.02,36.45,11.72,4608.59,0.097,✔️,0.0,False,CPU,model,
45,🌳,Tree-based,[XGBoost (default)](https://arxiv.org/abs/1603.02754),1183.0,+94/-84,0.024,43.32,38.68,12.03,2.24,0.242,✔️,0.0,False,CPU,model,
46,🌳,Tree-based,[PerpetualBooster (tuned + ensembled)](https://perpetual-ml.com/),1177.0,+68/-95,0.012,43.73,40.93,13.21,162.38,0.363,✔️,0.0,False,CPU,model,
47,🌳,Tree-based,[EBM (tuned + ensembled)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1156.0,+128/-169,0.058,45.0,35.59,14.481,1865.27,0.117,✔️,0.0,False,CPU,model,
