#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware
15,🌳,Tree-based,[LightGBM (tuned)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1461.0,+89/-65,0.311,24.59,20.01,20.073,1377.48,1.259,✔️,0.0,False,CPU
16,🌳,Tree-based,[CatBoost (tuned + ensembled)](https://arxiv.org/abs/1706.09516),1461.0,+69/-42,0.311,24.6,21.23,19.246,2635.98,1.181,✔️,0.0,False,CPU
17,🧠⚡,Foundation Model,[TabDPT-Turbo (default)](https://openreview.net/pdf?id=Y00pwFyrHR),1438.0,+222/-134,0.323,26.21,11.45,21.531,5.46,0.271,➖,0.0,False,GPU
18,🌳,Tree-based,[CatBoost (tuned)](https://arxiv.org/abs/1706.09516),1436.0,+70/-45,0.266,26.3,22.18,19.869,2635.98,0.173,✔️,0.0,False,CPU
19,🧠🔁,Neural Network,[TabM (tuned)](https://arxiv.org/abs/2410.24210),1430.0,+123/-97,0.317,26.8,15.94,21.187,3881.83,0.698,✔️,0.0,False,GPU
20,🧠⚡,Foundation Model,[TabDPT (tuned + ensembled)](https://arxiv.org/abs/2410.18164),1428.0,+176/-133,0.346,26.93,14.06,22.496,4635.17,212.235,✔️,0.0,False,GPU
21,🌳,Tree-based,[XGBoost (tuned)](https://arxiv.org/abs/1603.02754),1416.0,+92/-72,0.236,27.76,21.17,20.532,2210.17,0.974,✔️,0.0,False,CPU
22,🌳,Tree-based,[XGBoost (tuned + ensembled)](https://arxiv.org/abs/1603.02754),1411.0,+95/-75,0.233,28.14,21.97,20.618,2210.17,3.984,✔️,0.0,False,CPU
23,🧠🔁,Neural Network,[ModernNCA (tuned + ensembled)](https://arxiv.org/abs/2407.03257),1402.0,+101/-75,0.198,28.82,21.72,20.511,7128.67,9.211,✔️,0.0,False,GPU
24,🧠🔁,Neural Network,[ModernNCA (tuned)](https://arxiv.org/abs/2407.03257),1398.0,+78/-59,0.207,29.07,14.91,20.722,7128.67,0.776,✔️,0.0,False,GPU
25,🧠⚡,Foundation Model,[iLTM (tuned + ensembled)](https://arxiv.org/abs/2511.15941),1395.0,+106/-79,0.18,29.33,24.03,21.143,28234.45,841.446,✔️,0.0,False,GPU
26,🧠⚡,Foundation Model,[TabDPT (tuned)](https://arxiv.org/abs/2410.18164),1383.0,+198/-142,0.296,30.24,15.56,23.773,4635.17,34.761,✔️,0.0,False,GPU
27,🧠⚡,Foundation Model,[BetaTabPFN (default)](https://arxiv.org/abs/2502.02527),1382.0,+153/-122,0.29,30.29,21.35,23.434,507.78,4.427,➖,0.0,False,GPU
28,❓,Other,[xRFM (tuned + ensembled)](https://arxiv.org/abs/2508.10053),1380.0,+151/-144,0.266,30.45,18.59,23.144,1980.61,3.604,✔️,0.0,False,GPU
29,🌳,Tree-based,[EBM (tuned + ensembled)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1370.0,+102/-90,0.212,31.21,24.91,22.28,27107.4,0.271,✔️,0.0,False,CPU
30,🧠🔁,Neural Network,[TabM (default)](https://arxiv.org/abs/2410.24210),1355.0,+133/-132,0.242,32.34,20.41,23.958,12.83,0.673,✔️,0.0,False,GPU
31,🌳,Tree-based,[CatBoost (default)](https://arxiv.org/abs/1706.09516),1345.0,+68/-69,0.171,33.1,28.59,22.166,26.14,0.202,✔️,0.0,False,CPU
32,🧠⚡,Foundation Model,[SAP-RPT-OSS (default)](https://arxiv.org/abs/2506.10707),1343.0,+197/-272,0.345,33.26,8.09,21.99,22.52,1.681,➖,0.0,False,GPU
33,🌳,Tree-based,[ExtraTrees (tuned + ensembled)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1340.0,+189/-146,0.244,33.47,16.13,24.596,984.66,1.487,✔️,0.0,False,CPU
34,🌳,Tree-based,[RandomForest (tuned + ensembled)](https://link.springer.com/article/10.1023/A:1010933404324),1330.0,+179/-179,0.266,34.21,14.53,24.414,738.02,1.862,✔️,0.0,False,CPU
35,🌳,Tree-based,[EBM (tuned)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1326.0,+104/-93,0.163,34.54,27.61,22.972,27107.4,0.051,✔️,0.0,False,CPU
36,🧠🔁,Neural Network,[TorchMLP (tuned + ensembled)](https://arxiv.org/abs/2003.06505),1314.0,+110/-116,0.115,35.5,28.07,23.61,3902.08,2.028,✔️,0.0,False,CPU
37,🧠⚡,Foundation Model,[iLTM (tuned)](https://arxiv.org/abs/2511.15941),1299.0,+108/-83,0.098,36.68,32.26,22.779,28234.45,276.786,✔️,0.0,False,GPU
38,🌳,Tree-based,[EBM (default)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1295.0,+131/-119,0.139,36.97,28.52,24.566,13.33,0.04,✔️,0.0,False,CPU
39,🌳,Tree-based,[ExtraTrees (tuned)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1287.0,+189/-145,0.201,37.56,14.08,26.196,984.66,0.279,✔️,0.0,False,CPU
40,❓,Other,[xRFM (tuned)](https://arxiv.org/abs/2508.10053),1287.0,+147/-122,0.173,37.58,19.96,25.405,1980.61,0.61,✔️,0.0,False,GPU
41,🌳,Tree-based,[RandomForest (tuned)](https://link.springer.com/article/10.1023/A:1010933404324),1281.0,+191/-194,0.216,38.04,12.1,25.655,738.02,0.316,✔️,0.0,False,CPU
42,🧠⚡,Foundation Model,[TabSwift (default)](https://github.com/LAMDA-Tabular/TabSwift),1277.0,+119/-113,0.128,38.35,32.53,25.881,4.32,0.084,➖,0.0,False,GPU
43,🧠🔁,Neural Network,[FastaiMLP (tuned + ensembled)](https://arxiv.org/abs/2003.06505),1271.0,+172/-182,0.198,38.77,15.49,26.844,2644.99,12.291,✔️,0.0,False,CPU
44,🧠⚡,Foundation Model,[TabDPT (default)](https://arxiv.org/abs/2410.18164),1268.0,+215/-134,0.165,39.02,16.65,26.205,43.39,42.555,✔️,0.0,False,GPU
45,🌳,Tree-based,[XGBoost (default)](https://arxiv.org/abs/1603.02754),1263.0,+85/-65,0.046,39.42,35.83,23.631,4.72,0.542,✔️,0.0,False,CPU
46,🌳,Tree-based,[ChimeraBoost (tuned)](https://github.com/bbstats/chimeraboost),1260.0,+126/-136,0.153,39.61,31.52,24.498,1599.92,0.205,✔️,0.0,False,CPU
47,🧠🔁,Neural Network,[TorchMLP (tuned)](https://arxiv.org/abs/2003.06505),1253.0,+108/-139,0.105,40.18,29.6,25.688,3902.08,0.223,✔️,0.0,False,CPU
48,🌳,Tree-based,[ChimeraBoost (tuned + ensembled)](https://github.com/bbstats/chimeraboost),1252.0,+117/-128,0.143,40.23,34.58,24.564,1599.92,1.276,✔️,0.0,False,CPU
49,🌳,Tree-based,[LightGBM (default)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1243.0,+154/-130,0.139,40.9,31.06,25.453,5.04,0.429,✔️,0.0,False,CPU
50,🧠🔁,Neural Network,[FastaiMLP (tuned)](https://arxiv.org/abs/2003.06505),1220.0,+135/-170,0.106,42.62,25.23,27.911,2644.99,1.148,✔️,0.0,False,CPU
51,🧠🔁,Neural Network,[ModernNCA (default)](https://arxiv.org/abs/2407.03257),1203.0,+92/-114,0.022,43.84,36.64,28.317,17.95,0.691,✔️,0.0,False,GPU
52,🌳,Tree-based,[ChimeraBoost (default)](https://github.com/bbstats/chimeraboost),1167.0,+153/-175,0.11,46.36,36.83,27.598,7.2,0.19,✔️,0.0,False,CPU
53,🧠🔁,Neural Network,[RealMLP (default)](https://arxiv.org/abs/2407.04491),1161.0,+64/-104,0.0,46.78,43.07,28.858,19.2,7.62,✔️,0.0,False,GPU
54,❓,Other,[xRFM (default)](https://arxiv.org/abs/2508.10053),1096.0,+119/-206,0.056,51.07,44.28,32.4,9.43,1.675,✔️,0.0,False,GPU
55,🧠🔁,Neural Network,[TorchMLP (default)](https://arxiv.org/abs/2003.06505),1071.0,+69/-131,0.0,52.61,40.4,31.531,13.69,0.314,✔️,0.0,False,CPU
56,🧠⚡,Foundation Model,[iLTM (default)](https://arxiv.org/abs/2511.15941),1057.0,+94/-137,0.012,53.46,50.98,29.651,514.72,211.976,✔️,0.0,False,GPU
57,🧠⚡,Foundation Model,[OrionMSP (default)](https://arxiv.org/abs/2511.02818),1014.0,+75/-135,0.0,55.96,52.78,34.87,21.06,3.367,➖,0.0,False,GPU
58,📏,Baseline,[KNN (tuned + ensembled)](https://scikit-learn.org/stable/modules/neighbors.html),1013.0,+224/-318,0.061,55.98,27.33,41.541,151.75,2.345,✔️,0.0,False,CPU
59,🧠⚡,Foundation Model,[TabSTAR (tuned + ensembled)](https://arxiv.org/abs/2505.18125),1008.0,+106/-189,0.0,56.29,50.85,33.333,40588.15,31.228,✔️,0.0,False,GPU
60,🧠⚡,Foundation Model,[TabSTAR (tuned)](https://arxiv.org/abs/2505.18125),1002.0,+104/-186,0.0,56.61,52.69,33.444,40588.15,8.466,✔️,0.0,False,GPU
61,🌳,Tree-based,[RandomForest (default)](https://link.springer.com/article/10.1023/A:1010933404324),1000.0,+104/-162,0.0,56.71,52.51,38.13,0.74,0.137,✔️,0.0,False,CPU
62,📏,Baseline,[Linear (tuned + ensembled)](https://scikit-learn.org/stable/modules/linear_model.html),990.0,+113/-260,0.0,57.23,53.79,42.442,893.09,0.818,✔️,0.0,False,CPU
63,📏,Baseline,[Linear (tuned)](https://scikit-learn.org/stable/modules/linear_model.html),957.0,+99/-260,0.0,58.97,55.48,43.274,893.09,0.146,✔️,0.0,False,CPU
64,🌳,Tree-based,[ExtraTrees (default)](https://link.springer.com/article/10.1007/s10994-006-6226-1),951.0,+115/-160,0.0,59.25,56.64,39.371,4.85,0.786,✔️,0.0,False,CPU
65,🧠🔁,Neural Network,[FastaiMLP (default)](https://arxiv.org/abs/2003.06505),943.0,+127/-168,0.002,59.65,56.64,36.832,8.52,0.734,✔️,0.0,False,CPU
66,🌳,Tree-based,[PerpetualBooster (tuned + ensembled)](https://perpetual-ml.com/),899.0,+120/-206,0.0,61.67,54.4,51.922,1409.51,10.372,✔️,0.0,False,CPU
67,🧠⚡,Foundation Model,[TabFlex (default)](https://arxiv.org/abs/2506.05584),862.0,+73/-156,0.0,63.22,62.71,41.606,5.06,1.013,➖,0.0,False,GPU
68,🌳,Tree-based,[PerpetualBooster (tuned)](https://perpetual-ml.com/),849.0,+120/-222,0.0,63.75,39.46,53.676,1409.51,3.696,✔️,0.0,False,CPU
69,🧠⚡,Foundation Model,[TabSTAR (default)](https://arxiv.org/abs/2505.18125),846.0,+105/-213,0.0,63.89,62.05,41.923,724.31,8.133,✔️,0.0,False,GPU
70,📏,Baseline,[KNN (tuned)](https://scikit-learn.org/stable/modules/neighbors.html),845.0,+271/-421,0.05,63.91,46.5,51.268,151.75,0.258,✔️,0.0,False,CPU
71,🌳,Tree-based,[PerpetualBooster (default)](https://perpetual-ml.com/),821.0,+140/-295,0.0,64.81,33.52,57.919,228.95,0.465,✔️,0.0,False,CPU
72,📏,Baseline,[Linear (default)](https://scikit-learn.org/stable/modules/linear_model.html),758.0,+93/-240,0.0,66.86,66.19,49.073,4.53,0.164,✔️,0.0,False,CPU
73,📏,Baseline,[KNN (default)](https://scikit-learn.org/stable/modules/neighbors.html),362.0,+54/-316,0.0,73.21,73.18,71.631,0.52,0.076,✔️,0.0,False,CPU
