#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware,MethodClass,Tags
0,🧠⚡,Foundation Model,[LimiX (default)](https://arxiv.org/abs/2509.03505),29064.0,+0/-0,1.0,1.0,1.0,0.0,3.94,3.192,➖,0.0,False,GPU,model,
1,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),27868.0,+0/-0,0.852,2.0,2.0,4.498,134.59,8.308,✔️,0.0,False,GPU,model,
2,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),26488.0,+0/-0,0.851,3.0,3.0,4.526,0.93,0.273,✔️,0.0,False,GPU,model,
3,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned)](https://arxiv.org/abs/2511.08667),25010.0,+0/-0,0.75,4.0,4.0,7.385,134.59,2.818,✔️,0.0,False,GPU,model,
4,🌳,Tree-based,[ChimeraBoost (tuned)](https://github.com/bbstats/chimeraboost),23476.0,+0/-0,0.717,5.0,5.0,8.289,79.08,0.039,✔️,0.0,False,CPU,model,
5,🌳,Tree-based,[ChimeraBoost (tuned + ensembled)](https://github.com/bbstats/chimeraboost),22608.0,+0/-0,0.709,6.0,6.0,8.488,79.08,0.574,✔️,0.0,False,CPU,model,
6,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),21481.0,+0/-0,0.675,7.0,7.0,9.385,1.84,0.516,✔️,0.0,False,GPU,model,
7,🧠⚡,Foundation Model,[EXAONE-Tabular (default)](https://github.com/LGAI-Research/EXAONE-Tabular),20709.0,+0/-0,0.607,8.0,8.0,11.154,1.68,0.596,✔️,0.0,False,GPU,model,
8,🌳,Tree-based,[ChimeraBoost (default)](https://github.com/bbstats/chimeraboost),20108.0,+0/-0,0.557,9.0,9.0,12.382,0.28,0.028,✔️,0.0,False,CPU,model,
9,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),19418.0,+0/-0,0.51,10.0,10.0,13.523,35.65,17.704,✔️,0.0,False,GPU,model,
10,🌳,Tree-based,[EBM (tuned + ensembled)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),18752.0,+0/-0,0.482,11.0,11.0,14.192,6601.46,0.107,✔️,0.0,False,CPU,model,
11,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),18144.0,+0/-0,0.481,12.0,12.0,14.205,0.48,0.143,✔️,0.0,False,GPU,model,
12,🌳,Tree-based,[RandomForest (tuned + ensembled)](https://link.springer.com/article/10.1023/A:1010933404324),17541.0,+0/-0,0.478,13.0,13.0,14.275,61.47,0.154,✔️,0.0,False,CPU,model,
13,🌳,Tree-based,[LightGBM (tuned + ensembled)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),16865.0,+0/-0,0.476,14.0,14.0,14.338,157.4,4.579,✔️,0.0,False,CPU,model,
14,🌳,Tree-based,[LightGBM (tuned)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),16222.0,+0/-0,0.474,15.0,15.0,14.366,157.4,0.401,✔️,0.0,False,CPU,model,
15,🧠⚡,Foundation Model,[TabDPT-Turbo (default)](https://openreview.net/pdf?id=Y00pwFyrHR),15573.0,+0/-0,0.472,16.0,16.0,14.421,0.82,0.278,➖,0.0,False,GPU,model,
