#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware,MethodClass,Tags
0,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),1754.0,+288/-169,0.824,6.68,1.5,3.66,40.79,6.31,✔️,0.0,False,GPU,model,
1,🧠⚡,Foundation Model,[EXAONE-Tabular (default)](https://github.com/LGAI-Research/EXAONE-Tabular),1695.0,+118/-72,0.702,8.55,3.89,9.774,6.81,0.496,✔️,0.0,False,GPU,model,
2,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1594.0,+105/-77,0.566,12.84,6.5,11.647,7.56,0.399,✔️,0.0,False,GPU,model,
3,🧠⚡,Foundation Model,[RealTabPFN-2.5 (default)](https://arxiv.org/abs/2511.08667),1584.0,+72/-61,0.517,13.36,9.32,13.133,6.03,0.703,✔️,0.0,False,GPU,model,
4,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),1572.0,+112/-87,0.54,13.98,5.75,11.145,2280.19,9.666,✔️,0.0,False,GPU,model,
5,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1563.0,+104/-79,0.536,14.46,7.85,12.829,6.28,0.531,✔️,0.0,False,GPU,model,
6,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned)](https://arxiv.org/abs/2511.08667),1538.0,+107/-72,0.512,15.89,9.08,13.622,2280.19,0.968,✔️,0.0,False,GPU,model,
7,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1533.0,+102/-92,0.516,16.18,7.68,12.987,3.45,0.182,✔️,0.0,False,GPU,model,
8,🧠🔁,Neural Network,[RealMLP (tuned + ensembled)](https://arxiv.org/abs/2407.04491),1462.0,+75/-64,0.38,20.79,12.03,16.159,3487.23,22.857,✔️,0.0,False,GPU,model,
9,🧠⚡,Foundation Model,[LimiX (default)](https://arxiv.org/abs/2509.03505),1456.0,+95/-80,0.396,21.25,8.25,14.78,28.08,5.033,➖,0.0,False,GPU,model,
10,🧠⚡,Foundation Model,[TabPFNv2 (tuned + ensembled)](https://www.nature.com/articles/s41586-024-08328-6) [7.14% IMPUTED],1425.0,+111/-80,0.373,23.54,13.76,17.42,3227.57,49.196,✔️,7.14,True,GPU,model,
11,🧠⚡,Foundation Model,[Mitra (default)](https://arxiv.org/abs/2510.21204) [7.14% IMPUTED],1409.0,+103/-80,0.329,24.79,13.45,17.879,145.75,4.066,✔️,7.14,True,GPU,model,
12,🧠🔁,Neural Network,[RealMLP (tuned)](https://arxiv.org/abs/2407.04491),1400.0,+69/-70,0.333,25.45,14.65,17.347,3487.23,1.001,✔️,0.0,False,GPU,model,
