#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware,MethodClass,Tags
0,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),1751.0,+155/-108,0.858,8.02,2.41,5.332,36.24,5.432,✔️,0.0,False,GPU,model,
1,📊,System,[TabFM+](https://github.com/google-research/tabfm),1741.0,+170/-119,0.853,8.33,2.37,5.429,27.53,6.622,✔️,0.0,False,GPU,system,
2,📊,System,"[AutoGluon 1.6 (noncommercial, 4h)](https://arxiv.org/abs/2003.06505)",1706.0,+120/-66,0.726,9.62,4.91,9.85,12.38,0.674,✔️,0.0,False,GPU,system,
3,🧠⚡,Foundation Model,[EXAONE-Tabular (default)](https://github.com/LGAI-Research/EXAONE-Tabular),1680.0,+116/-66,0.731,10.62,4.97,11.824,5.27,0.436,✔️,0.0,False,GPU,model,
4,📊,System,"[AutoGluon 1.6 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",1655.0,+96/-56,0.665,11.71,6.38,10.514,7.44,0.485,✔️,0.0,False,GPU,system,
5,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1636.0,+98/-59,0.652,12.6,6.3,13.253,3.85,0.374,✔️,0.0,False,GPU,model,
6,📊,System,"[AutoGluon 1.5 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",1585.0,+101/-76,0.556,15.18,6.65,10.954,368.19,6.655,✔️,0.0,False,GPU,system,
7,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1572.0,+123/-78,0.608,15.89,7.51,13.515,2.09,0.152,✔️,0.0,False,GPU,model,
8,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1560.0,+100/-62,0.545,16.57,9.39,14.581,5.48,0.433,✔️,0.0,False,GPU,model,
9,🧠⚡,Foundation Model,[RealTabPFN-2.5 (default)](https://arxiv.org/abs/2511.08667),1552.0,+79/-42,0.521,17.08,12.01,15.145,5.96,0.554,✔️,0.0,False,GPU,model,
10,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),1548.0,+121/-62,0.502,17.33,9.79,14.648,2052.28,8.252,✔️,0.0,False,GPU,model,
11,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned)](https://arxiv.org/abs/2511.08667),1524.0,+114/-53,0.476,18.74,9.68,15.228,2052.28,1.265,✔️,0.0,False,GPU,model,
12,🧠⚡,Foundation Model,[TabDPT-Turbo (default)](https://openreview.net/pdf?id=Y00pwFyrHR),1436.0,+67/-62,0.344,24.84,12.77,17.259,2.3,0.114,➖,0.0,False,GPU,model,
13,🧠⚡,Foundation Model,[LimiX (default)](https://arxiv.org/abs/2509.03505),1436.0,+100/-77,0.361,24.86,11.92,17.104,19.82,4.463,➖,0.0,False,GPU,model,
14,🧠🔁,Neural Network,[RealMLP (tuned + ensembled)](https://arxiv.org/abs/2407.04491),1416.0,+64/-49,0.283,26.42,17.92,18.366,2950.72,15.589,✔️,0.0,False,GPU,model,
15,🧠🔁,Neural Network,[TabM (tuned + ensembled)](https://arxiv.org/abs/2410.24210),1406.0,+78/-51,0.267,27.19,13.88,18.487,2289.91,2.709,✔️,0.0,False,GPU,model,
