#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware,MethodClass,Tags
0,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),1793.0,+137/-122,0.816,5.98,1.67,3.943,40.79,6.991,✔️,0.0,False,GPU,model,
1,🧠⚡,Foundation Model,[EXAONE-Tabular (default)](https://github.com/LGAI-Research/EXAONE-Tabular),1749.0,+88/-63,0.753,7.23,3.06,6.527,6.17,0.623,✔️,0.0,False,GPU,model,
2,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1644.0,+88/-64,0.614,11.13,4.62,8.541,3.59,0.395,✔️,0.0,False,GPU,model,
3,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1613.0,+80/-59,0.568,12.55,7.48,9.882,5.75,0.6,✔️,0.0,False,GPU,model,
4,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),1600.0,+87/-58,0.557,13.19,6.08,8.762,2059.94,9.785,✔️,0.0,False,GPU,model,
5,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1555.0,+82/-72,0.532,15.63,6.72,10.422,1.96,0.146,✔️,0.0,False,GPU,model,
6,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned)](https://arxiv.org/abs/2511.08667),1547.0,+73/-60,0.506,16.08,9.34,10.679,2059.94,1.03,✔️,0.0,False,GPU,model,
7,🧠⚡,Foundation Model,[RealTabPFN-2.5 (default)](https://arxiv.org/abs/2511.08667),1523.0,+65/-47,0.466,17.57,10.98,11.022,5.72,0.611,✔️,0.0,False,GPU,model,
8,🧠🔁,Neural Network,[RealMLP (tuned + ensembled)](https://arxiv.org/abs/2407.04491),1490.0,+54/-42,0.421,19.73,12.55,12.58,2791.97,13.886,✔️,0.0,False,GPU,model,
9,🧠⚡,Foundation Model,[TabDPT (tuned + ensembled)](https://arxiv.org/abs/2410.18164),1423.0,+68/-56,0.375,24.57,8.32,13.525,6155.04,386.158,✔️,0.0,False,GPU,model,
10,🧠🔁,Neural Network,[RealMLP (tuned)](https://arxiv.org/abs/2407.04491),1416.0,+53/-56,0.347,25.13,14.41,13.893,2791.97,0.373,✔️,0.0,False,GPU,model,
11,🧠⚡,Foundation Model,[TabDPT-Turbo (default)](https://openreview.net/pdf?id=Y00pwFyrHR),1413.0,+54/-45,0.354,25.3,13.56,14.231,2.02,0.183,➖,0.0,False,GPU,model,
12,🧠🔁,Neural Network,[TabM (tuned + ensembled)](https://arxiv.org/abs/2410.24210),1401.0,+63/-45,0.327,26.29,13.61,14.238,2462.02,1.988,✔️,0.0,False,GPU,model,
13,🌳,Tree-based,[LightGBM (tuned + ensembled)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1396.0,+40/-42,0.26,26.69,20.24,15.153,416.63,2.236,✔️,0.0,False,CPU,model,
14,🌳,Tree-based,[CatBoost (tuned)](https://arxiv.org/abs/1706.09516),1391.0,+46/-41,0.287,27.12,14.27,14.095,1347.32,0.037,✔️,0.0,False,CPU,model,
15,🧠⚡,Foundation Model,[iLTM (tuned + ensembled)](https://arxiv.org/abs/2511.15941),1389.0,+58/-47,0.287,27.27,17.06,14.624,12741.09,397.882,✔️,0.0,False,GPU,model,
16,🌳,Tree-based,[CatBoost (tuned + ensembled)](https://arxiv.org/abs/1706.09516),1388.0,+58/-37,0.277,27.3,14.35,14.35,1347.32,0.364,✔️,0.0,False,CPU,model,
17,🧠⚡,Foundation Model,[TabDPT (tuned)](https://arxiv.org/abs/2410.18164),1377.0,+67/-53,0.325,28.21,13.65,14.883,6155.04,39.452,✔️,0.0,False,GPU,model,
18,🌳,Tree-based,[ChimeraBoost (tuned + ensembled)](https://github.com/bbstats/chimeraboost),1367.0,+56/-54,0.263,29.07,15.13,15.657,518.46,0.522,✔️,0.0,False,CPU,model,
19,🧠🔁,Neural Network,[ModernNCA (tuned + ensembled)](https://arxiv.org/abs/2407.03257),1365.0,+73/-59,0.305,29.22,13.37,15.429,4618.5,7.735,✔️,0.0,False,GPU,model,
20,🧠🔁,Neural Network,[TabM (tuned)](https://arxiv.org/abs/2410.24210),1364.0,+60/-51,0.286,29.29,15.51,14.904,2462.02,0.231,✔️,0.0,False,GPU,model,
21,🧠⚡,Foundation Model,[LimiX (default)](https://arxiv.org/abs/2509.03505),1356.0,+85/-64,0.318,30.0,9.48,14.628,27.33,6.11,➖,0.0,False,GPU,model,
22,🌳,Tree-based,[XGBoost (tuned + ensembled)](https://arxiv.org/abs/1603.02754),1355.0,+46/-45,0.225,30.09,20.74,15.73,700.96,1.438,✔️,0.0,False,CPU,model,
23,🌳,Tree-based,[ChimeraBoost (tuned)](https://github.com/bbstats/chimeraboost),1344.0,+56/-56,0.25,31.01,13.47,16.204,518.46,0.045,✔️,0.0,False,CPU,model,
24,🌳,Tree-based,[LightGBM (tuned)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1341.0,+48/-46,0.21,31.25,24.68,16.035,416.63,0.381,✔️,0.0,False,CPU,model,
25,🌳,Tree-based,[CatBoost (default)](https://arxiv.org/abs/1706.09516),1340.0,+40/-42,0.221,31.35,20.9,15.738,5.81,0.025,✔️,0.0,False,CPU,model,
26,🧠🔁,Neural Network,[ModernNCA (tuned)](https://arxiv.org/abs/2407.03257),1337.0,+59/-56,0.248,31.62,18.28,15.93,4618.5,0.47,✔️,0.0,False,GPU,model,
27,🌳,Tree-based,[XGBoost (tuned)](https://arxiv.org/abs/1603.02754),1332.0,+43/-48,0.208,31.98,17.14,15.9,700.96,0.213,✔️,0.0,False,CPU,model,
28,🧠⚡,Foundation Model,[TabSwift (default)](https://github.com/LAMDA-Tabular/TabSwift),1332.0,+67/-50,0.246,32.05,19.3,16.075,1.19,0.07,➖,0.0,False,GPU,model,
29,❓,Other,[xRFM (tuned + ensembled)](https://arxiv.org/abs/2508.10053),1328.0,+61/-47,0.243,32.39,20.39,16.011,866.12,2.007,✔️,0.0,False,GPU,model,
30,🧠⚡,Foundation Model,[TabPFNv2 (tuned + ensembled)](https://www.nature.com/articles/s41586-024-08328-6) [35.29% IMPUTED],1312.0,+67/-69,0.28,33.73,16.32,16.586,2943.39,17.365,✔️,35.29,True,GPU,model,
31,🧠⚡,Foundation Model,[iLTM (tuned)](https://arxiv.org/abs/2511.15941),1294.0,+46/-42,0.18,35.33,25.82,16.238,12741.09,60.101,✔️,0.0,False,GPU,model,
32,🧠⚡,Foundation Model,[Mitra (default)](https://arxiv.org/abs/2510.21204) [35.29% IMPUTED],1292.0,+53/-67,0.238,35.55,18.61,17.385,87.36,2.432,✔️,35.29,True,GPU,model,
33,🌳,Tree-based,[ChimeraBoost (default)](https://github.com/bbstats/chimeraboost),1285.0,+53/-52,0.199,36.14,21.15,17.589,2.54,0.05,✔️,0.0,False,CPU,model,
34,❓,Other,[xRFM (tuned)](https://arxiv.org/abs/2508.10053),1282.0,+56/-41,0.18,36.35,18.78,17.233,866.12,0.097,✔️,0.0,False,GPU,model,
35,🧠⚡,Foundation Model,[TabDPT (default)](https://arxiv.org/abs/2410.18164),1278.0,+70/-68,0.234,36.77,18.36,17.44,45.42,39.405,✔️,0.0,False,GPU,model,
36,🧠🔁,Neural Network,[TabM (default)](https://arxiv.org/abs/2410.24210),1274.0,+48/-50,0.179,37.13,25.06,17.254,7.81,0.237,✔️,0.0,False,GPU,model,
37,🧠⚡,Foundation Model,[TabICL (default)](https://arxiv.org/abs/2502.05564) [29.41% IMPUTED],1273.0,+57/-59,0.205,37.24,15.51,17.391,6.86,1.52,✔️,29.41,True,GPU,model,
38,🌳,Tree-based,[EBM (tuned + ensembled)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1255.0,+49/-49,0.147,38.78,27.18,18.419,1877.68,0.14,✔️,0.0,False,CPU,model,
39,🧠⚡,Foundation Model,[TabPFNv2 (tuned)](https://www.nature.com/articles/s41586-024-08328-6) [35.29% IMPUTED],1252.0,+68/-56,0.196,39.1,23.5,18.1,2943.39,0.262,✔️,35.29,True,GPU,model,
40,🧠🔁,Neural Network,[TorchMLP (tuned + ensembled)](https://arxiv.org/abs/2003.06505),1250.0,+46/-56,0.14,39.27,31.66,17.315,2832.93,1.801,✔️,0.0,False,CPU,model,
41,🧠🔁,Neural Network,[RealMLP (default)](https://arxiv.org/abs/2407.04491),1243.0,+40/-50,0.122,39.84,30.08,17.942,10.44,1.714,✔️,0.0,False,GPU,model,
42,🧠⚡,Foundation Model,[SAP-RPT-OSS (default)](https://arxiv.org/abs/2506.10707),1239.0,+66/-59,0.184,40.25,20.89,18.949,13.96,2.081,➖,0.0,False,GPU,model,
43,🧠⚡,Foundation Model,[BetaTabPFN (default)](https://arxiv.org/abs/2502.02527) [25.49% IMPUTED],1236.0,+62/-47,0.17,40.44,26.9,19.059,203.0,1.155,➖,25.49,True,GPU,model,
