#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware,MethodClass,Tags
0,📊,System,[TabFM+](https://github.com/google-research/tabfm),1870.0,+565/-158,0.837,6.0,1.87,7.828,25.31,8.796,✔️,0.0,False,GPU,system,
1,📊,System,"[AutoGluon 1.6 (noncommercial, 4h)](https://arxiv.org/abs/2003.06505)",1779.0,+319/-83,0.689,8.69,4.15,11.495,23.04,0.716,✔️,0.0,False,GPU,system,
2,🧠⚡,Foundation Model,[EXAONE-Tabular (default)](https://github.com/LGAI-Research/EXAONE-Tabular),1760.0,+361/-110,0.679,9.38,5.66,10.759,12.24,0.681,✔️,0.0,False,GPU,model,
3,📊,System,"[AutoGluon 1.5 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",1746.0,+230/-68,0.632,9.88,6.41,12.403,253.44,3.242,✔️,0.0,False,GPU,system,
4,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),1739.0,+332/-148,0.644,10.12,4.17,6.264,2793.87,8.928,✔️,0.0,False,GPU,model,
5,📊,System,"[AutoGluon 1.6 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",1725.0,+270/-80,0.64,10.69,7.14,13.141,21.66,0.713,✔️,0.0,False,GPU,system,
6,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),1717.0,+758/-273,0.735,11.0,2.04,7.858,49.97,7.689,✔️,0.0,False,GPU,model,
7,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned)](https://arxiv.org/abs/2511.08667),1661.0,+195/-109,0.55,13.44,10.43,14.232,2793.87,1.512,✔️,0.0,False,GPU,model,
8,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1644.0,+209/-104,0.536,14.25,12.16,13.92,9.9,0.591,✔️,0.0,False,GPU,model,
9,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1592.0,+299/-154,0.51,17.0,9.99,12.125,8.93,0.49,✔️,0.0,False,GPU,model,
10,🧠⚡,Foundation Model,[RealTabPFN-2.5 (default)](https://arxiv.org/abs/2511.08667),1547.0,+246/-104,0.406,19.56,11.24,14.589,9.88,0.825,✔️,0.0,False,GPU,model,
11,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1522.0,+352/-192,0.45,21.12,9.92,16.078,4.73,0.225,✔️,0.0,False,GPU,model,
12,🧠⚡,Foundation Model,[LimiX (default)](https://arxiv.org/abs/2509.03505),1516.0,+294/-160,0.412,21.5,8.83,14.146,41.12,8.609,➖,0.0,False,GPU,model,
