#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware,MethodClass,Tags
0,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),1965.0,+177/-113,0.924,4.8,2.25,2.196,49.29,4.094,✔️,0.0,False,GPU,model,
1,🧠⚡,Foundation Model,[EXAONE-Tabular (default)](https://github.com/LGAI-Research/EXAONE-Tabular),1868.0,+224/-108,0.837,7.04,3.37,3.085,7.56,0.618,✔️,0.0,False,GPU,model,
2,🧠⚡,Foundation Model,[Nori-30M (default)](https://huggingface.co/Synthefy/Nori-30M),1858.0,+280/-128,0.817,7.28,2.61,1.938,12.09,2.053,✔️,0.0,False,GPU,model,
3,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1794.0,+193/-114,0.739,9.23,4.29,2.644,14.09,0.439,✔️,0.0,False,GPU,model,
4,🧠⚡,Foundation Model,[Nori (default)](https://github.com/Synthefy/synthefy-nori),1780.0,+197/-109,0.732,9.73,5.98,3.482,12.37,1.566,✔️,0.0,False,GPU,model,
5,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1737.0,+158/-72,0.679,11.32,7.75,3.901,9.2,0.585,✔️,0.0,False,GPU,model,
6,🧠⚡,Foundation Model,[TabDPT (tuned + ensembled)](https://arxiv.org/abs/2410.18164),1721.0,+172/-78,0.631,11.93,5.85,4.68,4823.37,140.737,✔️,0.0,False,GPU,model,
7,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),1701.0,+244/-126,0.616,12.77,6.3,3.298,2307.57,7.226,✔️,0.0,False,GPU,model,
8,🧠⚡,Foundation Model,[TabDPT (tuned)](https://arxiv.org/abs/2410.18164),1674.0,+132/-56,0.579,13.91,9.07,5.144,4823.37,22.312,✔️,0.0,False,GPU,model,
9,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1664.0,+250/-202,0.65,14.36,5.56,4.388,5.15,0.14,✔️,0.0,False,GPU,model,
10,🧠🔁,Neural Network,[RealMLP (tuned + ensembled)](https://arxiv.org/abs/2407.04491),1640.0,+154/-66,0.511,15.51,9.79,5.089,4560.01,33.831,✔️,0.0,False,GPU,model,
11,🧠⚡,Foundation Model,[TabDPT (default)](https://arxiv.org/abs/2410.18164),1582.0,+139/-63,0.464,18.38,8.45,6.244,48.14,42.001,✔️,0.0,False,GPU,model,
12,🧠⚡,Foundation Model,[TabDPT-Turbo (default)](https://openreview.net/pdf?id=Y00pwFyrHR),1573.0,+151/-82,0.45,18.88,9.06,6.05,7.93,0.264,➖,0.0,False,GPU,model,
13,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned)](https://arxiv.org/abs/2511.08667),1570.0,+246/-141,0.475,19.01,8.68,4.211,2307.57,0.902,✔️,0.0,False,GPU,model,
14,🧠🔁,Neural Network,[RealMLP (tuned)](https://arxiv.org/abs/2407.04491),1550.0,+130/-74,0.376,20.12,13.06,6.013,4560.01,2.233,✔️,0.0,False,GPU,model,
15,🧠⚡,Foundation Model,[RealTabPFN-2.5 (default)](https://arxiv.org/abs/2511.08667),1504.0,+192/-127,0.401,22.78,15.06,6.043,7.67,0.547,✔️,0.0,False,GPU,model,
16,🧠⚡,Foundation Model,[iLTM (tuned + ensembled)](https://arxiv.org/abs/2511.15941),1490.0,+125/-64,0.282,23.57,17.36,9.086,39519.07,1519.479,✔️,0.0,False,GPU,model,
17,🌳,Tree-based,[CatBoost (tuned + ensembled)](https://arxiv.org/abs/1706.09516),1488.0,+134/-76,0.259,23.72,19.5,7.793,4283.1,0.444,✔️,0.0,False,CPU,model,
18,🧠⚡,Foundation Model,[TabSwift (default)](https://github.com/LAMDA-Tabular/TabSwift),1484.0,+159/-91,0.32,23.93,15.29,6.111,3.53,0.064,➖,0.0,False,GPU,model,
19,🌳,Tree-based,[LightGBM (tuned + ensembled)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1467.0,+118/-74,0.238,24.98,21.47,8.64,1203.24,7.106,✔️,0.0,False,CPU,model,
20,🌳,Tree-based,[CatBoost (tuned)](https://arxiv.org/abs/1706.09516),1459.0,+140/-77,0.229,25.46,21.13,7.966,4283.1,0.063,✔️,0.0,False,CPU,model,
21,🧠🔁,Neural Network,[TabM (tuned + ensembled)](https://arxiv.org/abs/2410.24210),1459.0,+188/-101,0.281,25.47,18.86,6.637,3660.26,4.755,✔️,0.0,False,GPU,model,
22,🧠🔁,Neural Network,[ModernNCA (tuned + ensembled)](https://arxiv.org/abs/2407.03257),1458.0,+184/-109,0.296,25.52,7.51,9.017,8982.74,8.012,✔️,0.0,False,GPU,model,
23,❓,Other,[xRFM (tuned + ensembled)](https://arxiv.org/abs/2508.10053),1440.0,+140/-112,0.237,26.66,16.71,8.108,2039.7,2.142,✔️,0.0,False,GPU,model,
24,🌳,Tree-based,[XGBoost (tuned + ensembled)](https://arxiv.org/abs/1603.02754),1422.0,+81/-39,0.175,27.78,24.91,8.944,1266.57,3.147,✔️,0.0,False,CPU,model,
25,🌳,Tree-based,[XGBoost (tuned)](https://arxiv.org/abs/1603.02754),1395.0,+87/-43,0.149,29.56,26.4,9.106,1266.57,0.475,✔️,0.0,False,CPU,model,
26,🌳,Tree-based,[LightGBM (tuned)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1387.0,+96/-70,0.156,30.05,25.87,9.394,1203.24,0.956,✔️,0.0,False,CPU,model,
27,🧠🔁,Neural Network,[TabM (tuned)](https://arxiv.org/abs/2410.24210),1369.0,+182/-112,0.186,31.23,21.35,7.649,3660.26,0.492,✔️,0.0,False,GPU,model,
28,🧠⚡,Foundation Model,[SAP-RPT-OSS (default)](https://arxiv.org/abs/2506.10707),1367.0,+136/-163,0.22,31.4,16.09,10.076,22.46,1.038,➖,0.0,False,GPU,model,
29,❓,Other,[xRFM (tuned)](https://arxiv.org/abs/2508.10053),1363.0,+141/-88,0.182,31.62,25.79,8.603,2039.7,0.109,✔️,0.0,False,GPU,model,
