method,family,x_train,x_infer,imp,elo,n_configs,imputed,imputed_pct
BetaTabPFN,Foundation Model,684.782312948558,4.813336273584034,21.59272909881853,1446.5,1.0,False,0.0
CatBoost,Tree-based,29.226263415828953,0.2489310712281067,22.916678485801324,1347.7,1.0,False,0.0
CatBoost,Tree-based,61.17098202165919,0.39792944044585243,21.217248613483754,1410.5,2.0,False,0.0
CatBoost,Tree-based,144.61769541983074,0.6029621460347864,20.5332540840606,1443.5,5.0,False,0.0
CatBoost,Tree-based,300.23282810212424,0.7875363724439445,20.207408328628894,1457.2,10.0,False,0.0
CatBoost,Tree-based,478.27133223865974,1.0219051484806767,19.916421425773834,1469.6,25.0,False,0.0
CatBoost,Tree-based,841.9181732230874,1.1647414855808351,19.90851493649359,1469.3,50.0,False,0.0
CatBoost,Tree-based,1705.1687538882447,1.2641468504754898,19.85317078998943,1471.4,100.0,False,0.0
CatBoost,Tree-based,2553.0942626611954,1.3046821467329506,19.851858226626828,1471.4,150.0,False,0.0
CatBoost,Tree-based,3415.612516483141,1.3675697396752033,19.81647830065941,1470.3,201.0,False,0.0
ChimeraBoost,Tree-based,8.453891106384908,0.23856892645694913,28.48045606155059,1162.8,1.0,False,0.0
ChimeraBoost,Tree-based,18.684163073302198,0.36308204410867334,28.079698690117024,1178.4,2.0,False,0.0
ChimeraBoost,Tree-based,48.49111532865413,0.475762106793495,27.828952661596475,1185.4,5.0,False,0.0
ChimeraBoost,Tree-based,98.57570620087104,0.6044354327766436,27.42571510983846,1197.4,10.0,False,0.0
ChimeraBoost,Tree-based,250.8702847130283,0.794064175578162,26.642961800574298,1215.1,25.0,False,0.0
ChimeraBoost,Tree-based,503.8763822777044,0.945937723784245,26.306260261373776,1224.2,50.0,False,0.0
ChimeraBoost,Tree-based,1010.9316172532831,1.153701591597899,25.876233990602465,1235.3,100.0,False,0.0
ChimeraBoost,Tree-based,1516.2919521693027,1.2872609781528637,25.712553463368177,1241.1,150.0,False,0.0
ChimeraBoost,Tree-based,2032.7286825123665,1.3667157604327977,25.620940968033967,1244.9,201.0,False,0.0
EBM,Tree-based,15.520132657809135,0.04542177871975157,25.573708508844184,1290.0,1.0,False,0.0
EBM,Tree-based,263.03558811560947,0.10563755234705369,25.294578683038537,1296.0,2.0,False,0.0
EBM,Tree-based,710.2172146253328,0.14727998151545535,24.707609792649876,1313.6,5.0,False,0.0
EBM,Tree-based,1974.894741732499,0.18088742147518108,24.48099806554375,1321.9,10.0,False,0.0
EBM,Tree-based,5239.455759715885,0.25031758296051393,24.12113543267376,1331.4,25.0,False,0.0
EBM,Tree-based,11351.895878879877,0.27581212156288876,23.874611453497444,1340.7,50.0,False,0.0
EBM,Tree-based,22821.189361053348,0.30458662939617764,23.682711467896006,1347.8,100.0,False,0.0
EBM,Tree-based,34610.401754972,0.3279012754209218,23.593326449208206,1352.5,150.0,False,0.0
EBM,Tree-based,45754.92825972748,0.31497963154581815,23.532867266346884,1354.6,201.0,False,0.0
EXAONE-Tabular,Foundation Model,9.807628346147856,0.7461262705065892,9.315873652372355,1894.7,1.0,False,0.0
ExtraTrees,Tree-based,5.991243151372288,1.0094189938550278,37.635832624447815,990.9,1.0,False,0.0
ExtraTrees,Tree-based,11.351870281195346,1.3151553350294949,33.700767716874594,1069.1,2.0,False,0.0
ExtraTrees,Tree-based,27.542663666344584,1.357160700927024,28.33019705933833,1183.7,5.0,False,0.0
ExtraTrees,Tree-based,54.30533913916317,1.3746513091110706,26.989189850138384,1262.0,10.0,False,0.0
ExtraTrees,Tree-based,134.539665969559,1.4170856465210098,25.84268932431758,1337.8,25.0,False,0.0
ExtraTrees,Tree-based,268.4042300737346,1.4416512415509979,25.64680693179038,1345.7,50.0,False,0.0
ExtraTrees,Tree-based,535.551514135451,1.4692731875353775,25.450878467018462,1353.5,100.0,False,0.0
ExtraTrees,Tree-based,803.2668643965309,1.528839641530689,25.31786805270075,1360.3,150.0,False,0.0
