s_m,grade_pct,heading_deg,v_safe_kmh,r_min_m,stop_event,lap,distance_km,altitude_m,v_kmh,weather_scenario,motor_name,fc_name
290.2074628708445,2.669704699718392,331.40572165679384,493.5667100254519,2254.2329056480207,False,1,0.2902074628708445,7.5,39.6,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
300.29536377943737,4.374595872118833,331.3853070153898,630.2144334535557,3675.223510804654,False,1,0.3002953637794374,7.7,38.7,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
310.30388640347434,5.000003158329191,331.23162873303465,625.7407730081744,3623.230587821363,False,1,0.31030388640347434,8.0,36.9,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
320.2513287774797,5.646440383240239,331.13263346368535,825.5923247574184,6307.225508132724,False,1,0.32025132877747975,8.7,35.1,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
330.2529121909716,5.448421832815045,331.07946891344227,1090.2483288193644,10999.119605968532,False,1,0.3302529121909716,9.4,32.4,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
340.2536045503319,4.4063504654241115,331.0477209052027,1459.3582921967738,19707.47233940405,False,1,0.3402536045503319,9.9,29.7,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
350.2546854012918,3.230809351183764,331.029368546123,1634.1140106063451,24709.944645985728,False,1,0.3502546854012918,10.3,27.900000000000002,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
360.2849219248826,2.250554179294932,331.04395179460715,1241.6860715058526,14266.935057409197,False,1,0.3602849219248826,10.7,27.0,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
370.28240563709545,1.6536493057325146,331.08123155921913,1237.999327562292,14182.339681292851,False,1,0.37028240563709547,10.9,25.2,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
380.2471534074588,1.2508366967852065,331.10945845602316,1466.9939754786635,19914.23950567957,False,1,0.38024715340745885,11.0,23.400000000000002,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
390.2392529977965,0.8753403041244449,331.142007957393,1282.9105141940104,15229.996174867323,False,1,0.3902392529977965,11.1,23.400000000000002,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
400.2586908055561,-1.0010303357155022,331.1900504859609,1033.6738035044625,9887.217444178885,False,1,0.4002586908055561,11.2,22.5,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
410.26094352848384,-2.126405379451926,331.2542106267473,928.3208317827742,7974.49624493797,False,1,0.41026094352848386,11.3,22.5,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
420.2404285781563,-2.252406825604143,331.3523331912651,726.8343571403608,4888.526361060232,False,1,0.4202404285781563,11.0,22.5,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
430.1974552345444,-2.501108148341877,331.47746901974756,693.0977014518032,4445.247870003681,False,1,0.4301974552345444,10.6,24.3,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
440.2263313428024,-1.2058828116066085,331.60875426140126,667.1960367408624,4119.210454728385,False,1,0.44022633134280237,10.3,25.2,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
450.2339145993272,-0.5004790104874364,331.7767365581302,548.4962503201351,2783.904873564022,False,1,0.4502339145993272,10.3,25.2,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
460.215102624234,-0.347348363480796,331.9987728926552,488.0531933121207,2204.1511994244884,False,1,0.46021510262423404,10.3,26.1,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
470.2336748336936,0.23618986322852592,332.303529234832,430.1410487551967,1712.0988859520107,False,1,0.4702336748336936,10.2,27.0,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
480.1883307695685,0.8736517421742693,332.6631795134673,392.1366354120416,1422.924646277423,False,1,0.4801883307695685,10.1,26.1,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
490.2094886279932,1.8859430822754506,333.137948941103,332.0039526454631,1019.9845037947852,False,1,0.4902094886279932,10.2,25.2,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
500.2789159481744,2.270678954048495,333.8903516668982,260.0815156976621,625.9303935966484,False,1,0.5002789159481744,10.6,23.400000000000002,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
510.30706446135997,0.4432590995082488,335.04039869283326,205.44901449132627,390.5846667238274,False,1,0.51030706446136,10.8,21.6,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
520.436601177463,-1.1403321560310578,337.2232065843739,144.95160977081972,194.4254670914404,False,1,0.520436601177463,11.0,20.7,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
530.3990836561028,-2.16090067319376,341.20365931575145,105.7221703427484,103.42825690646904,False,1,0.5303990836561028,10.8,20.7,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
540.1801568657656,-2.764068421796173,351.9452535397229,67.18412338403607,41.76768213782808,False,1,0.5401801568657656,10.5,22.5,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
554.5397651302404,-2.0923358452117906,5.86172689608,72.83793891497155,49.09331534246107,False,1,0.5545397651302404,10.1,23.400000000000002,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
564.0039486832438,0.002440465132407754,13.784038409903303,88.49358921780073,72.46539860701974,False,1,0.5640039486832439,9.8,23.400000000000002,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
573.6449942107158,2.618633096168887,21.531668749004808,83.6561826434826,64.7594500158024,False,1,0.5736449942107158,9.6,22.5,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
583.1685962353156,5.608154478845119,30.960287438502007,76.16407026022726,53.67936322632591,False,1,0.5831685962353156,9.8,19.8,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
592.3158813568017,7.838845463381821,40.01192797334261,77.26317431206108,55.239807844839305,False,1,0.5923158813568017,10.5,15.3,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
601.1114530823943,6.82989267813576,51.220884060221614,73.8883417475515,50.51948390334068,False,1,0.6011114530823943,11.3,0.0,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
613.607670561226,4.808014204306456,59.857807913227475,86.9903306172746,70.02434065789159,False,1,0.613607670561226,12.6,16.2,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
621.2615293611458,1.4703378891923513,68.92923763975087,73.12296363329813,49.47828467199078,False,1,0.6212615293611458,12.8,0.0,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
632.4235443492794,-1.507667307785431,79.69838556221333,73.6772492900558,50.23123684564669,False,1,0.6324235443492794,12.9,15.3,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
640.4464909452562,-3.449511570644892,92.89099678989822,66.14571752028235,40.4865274851165,False,1,0.6404464909452562,13.0,15.3,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
653.1798745828304,-5.5684490774596895,104.07029633090818,80.00662167977531,59.23234550699576,False,1,0.6531798745828304,12.2,18.0,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
661.7874042253709,-5.574048198183927,110.38339634205886,92.71737508291888,79.5480102546298,False,1,0.6617874042253709,11.7,20.7,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
670.3692785084485,-4.681871070981902,115.78919089761645,108.06380969099769,108.06065947383144,False,1,0.6703692785084485,11.2,24.3,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
683.9185671588559,-3.3433508399845717,118.66230424499284,169.43309302047365,265.64616058862464,False,1,0.6839185671588559,10.5,27.0,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
693.3373376317187,-2.331270634782614,120.12342549816901,202.0001611896576,377.5813173670069,False,1,0.6933373376317187,10.1,28.8,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
702.8451611304365,-1.033825991365096,121.346343734936,221.6767808602665,454.7235822361489,False,1,0.7028451611304365,10.0,30.6,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
712.5718131251219,0.11344234443211049,122.62644624649917,206.3372308337855,393.9691912139924,False,1,0.712571813125122,9.9,30.6,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
722.3996161769967,0.7892611899779007,124.38179760325377,169.01361553031433,264.33243088015894,False,1,0.7223996161769967,9.8,30.6,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
732.3103662700588,1.4676898837378354,126.13414379821896,188.12138207641283,327.47894818490033,False,1,0.7323103662700589,10.0,30.6,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
742.1604574157703,2.5979664193653242,127.28290173486968,233.71040317169476,505.43248880764384,False,1,0.7421604574157703,10.2,29.7,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
752.0427146986816,3.0217814576181,128.19950254570895,254.9989589908884,601.705360143718,False,1,0.7520427146986816,10.4,28.8,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
761.7006373811761,3.129762616416579,129.45723521971007,206.18932520183623,393.40458755560985,False,1,0.7617006373811761,10.6,27.0,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
771.6922947118856,2.6174050389645065,130.10240940401408,370.65562100338457,1271.3005842063535,False,1,0.7716922947118856,11.1,25.2,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
782.0292972197254,1.4622184516171446,129.87166716763826,329.177399675526,1002.6909284497408,False,1,0.7820292972197255,11.5,23.400000000000002,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
792.1127429741906,0.5671294331076049,129.54935930201526,491.03470974044825,2231.1637726265853,False,1,0.7921127429741907,11.5,23.400000000000002,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
802.1232207001326,0.5341980280764871,129.34773614306562,551.7195752784629,2816.7211305420965,False,1,0.8021232207001326,11.5,22.5,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
812.1412366302008,0.4271745778076288,129.15496043590394,564.0156385439395,2943.6715951122146,False,1,0.8121412366302008,11.6,21.6,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
822.2635832367594,-1.3345303112004527,128.9623188065254,542.4496586646663,2722.863974200931,False,1,0.8222635832367594,11.7,20.7,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
832.2258548168696,-1.994508346246513,128.75983858861156,554.1820041916188,2841.9203590980937,False,1,0.8322258548168696,11.7,20.7,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
842.2240491816119,-1.9914560723514227,128.54234966712266,504.0530477419629,2351.0374950675173,False,1,0.8422240491816119,11.3,21.6,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
852.3192067369621,-1.2675223344878699,128.39412688141744,670.0000191123488,4153.906296712222,False,1,0.852319206736962,11.0,22.5,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
862.3432051540103,-0.14031443534217164,128.12073167373975,383.74258865040593,1362.6586178061698,False,1,0.8623432051540103,10.9,22.5,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
872.6705973254809,0.8821480515870197,127.19536089751475,218.86402617094467,443.2572356227653,False,1,0.8726705973254809,11.0,21.6,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
882.9043324179629,1.1391993618718854,124.58740285322963,134.21065022748496,166.6790537504183,False,1,0.882904332417963,11.0,20.7,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
892.1569226976173,0.7189525505701561,122.04985602292979,148.36860511245715,203.7000298982801,False,1,0.8921569226976174,11.1,18.900000000000002,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
902.01004314839,0.6351191390289934,120.7821317207329,225.253928782209,469.5175327576577,False,1,0.90201004314839,11.3,18.0,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
912.0911907941417,-0.42524376770536626,119.9887330592752,284.2536704705491,747.6859641094699,False,1,0.9120911907941417,11.4,17.1,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
922.1426585961912,-1.6983238974698665,119.46095668716438,351.2375871967768,1141.5870554683256,False,1,0.9221426585961912,11.3,17.1,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
932.2163253436664,-1.5486651218378493,119.0427629265628,387.2664566287372,1387.7998273457267,False,1,0.9322163253436664,11.1,18.0,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
942.3522127032757,-1.6803975556079151,118.59011969650118,368.7533801993346,1258.2851910374363,False,1,0.9423522127032756,10.9,18.0,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
952.5671701930044,-1.6805649650348924,117.92823663176821,262.97796266528815,639.9496094605203,True,1,0.9525671701930044,10.8,0.0,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
962.800447512368,-1.6104481549728582,116.97538464097448,215.15483521988372,428.3603713706328,False,1,0.962800447512368,10.6,14.4,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
973.112423898968,-1.627842841898074,115.06260304812216,169.19015376364692,264.88492070625915,False,1,0.973112423898968,10.4,20.7,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
982.7965944340856,-0.8935195273556714,113.19737194882046,175.90719145855869,286.3348798452183,False,1,0.9827965944340856,10.29999999999999,23.400000000000002,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
992.804713566506,0.22321066825203625,110.8025210634078,150.6679452204674,210.0626289196787,False,1,0.992804713566506,10.1,25.2,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
1002.7399952118801,0.8311240741632362,108.34797448159435,154.38018111971184,220.54141545718537,False,1,1.00273999521188,10.0,26.1,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
1012.4187482567339,1.7241767583238474,104.19226950087241,110.58621713466503,113.16420319545664,False,1,1.012418748256734,10.2,26.1,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
1022.7298885895927,1.9621225801939608,102.51936611868294,264.8896527637799,649.2875171219388,False,1,1.0227298885895928,10.5,26.1,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
1033.224246585815,1.4419943489260674,103.00049609481025,210.8232911963677,411.2862998169695,False,1,1.033224246585815,10.7,26.1,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
1043.3026111930435,1.3823368487703744,104.56988403561814,171.13959610305207,271.0241997583331,False,1,1.0433026111930435,10.8,26.1,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
1053.22769831473,0.9576848420849937,107.58197098994953,122.62991696430907,139.15535825818867,False,1,1.0532276983147302,10.9,26.1,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
1063.056340316383,0.6727032338064987,113.43281800323942,87.59730254673013,71.0049344726952,False,1,1.063056340316383,11.1,26.1,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
1072.8207756242791,0.5024043135532494,123.34138292546265,71.83890054445884,47.75583241572306,False,1,1.0728207756242791,11.2,26.1,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
1082.8110130645662,0.8715751477397273,132.11904405682418,85.74480708030995,68.03348536166439,False,1,1.082811013064566,11.2,26.1,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
1092.9497249463736,1.5529493460507333,136.5803781913039,120.6997208200286,134.809220191193,False,1,1.0929497249463735,11.1,26.1,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
1103.1165805153666,2.264003173884256,138.88913014488895,166.7130206412603,257.18527893570143,False,1,1.1031165805153667,11.4,26.1,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
1113.203072652189,1.9880835600700375,140.07603269218862,230.9115197077595,493.39899941431696,False,1,1.1132030726521889,11.7,26.1,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
1123.241585357756,1.195422700491284,140.56202762902691,362.67098711887655,1217.1180247670547,False,1,1.1232415853577562,11.9,26.1,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
1133.2762272756206,1.5089102744805247,140.48620861733275,409.5092078851615,1551.7952142147087,False,1,1.1332762272756207,12.0,26.1,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
1143.283424502185,1.544774568081141,139.82665363014237,250.1306964894232,578.9499892130206,False,1,1.143283424502185,12.0,26.1,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
1153.1477876491567,1.8036236575200553,138.5189432499052,195.23002407393557,352.69579434740695,False,1,1.1531477876491567,12.2,26.1,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
1162.947558638194,1.468241572070054,136.6332465434217,164.34165596553615,249.92078879145524,False,1,1.162947558638194,12.5,26.1,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
1172.7341705666488,1.0144858402624937,133.78477694810778,130.79629651959914,158.3062129557721,False,1,1.1727341705666487,12.7,26.1,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
1182.6114832038218,0.6739461069964917,130.93436952547324,148.0324134688576,202.7779391352807,False,1,1.1826114832038217,12.8,26.1,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
1192.5074124939822,0.559943059394182,129.023221883834,181.40648433998427,304.51779674928355,False,1,1.1925074124939823,12.7,26.1,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
1202.4451202490493,0.5588567581883854,127.37445985202154,190.60973783526944,336.19963176192,False,1,1.2024451202490494,12.8,26.1,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
1212.390193061632,0.6698458196637936,125.65419335533386,188.493078229834,328.77431307920864,False,1,1.212390193061632,12.9,26.1,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
1222.342904103593,0.4462397231539073,123.97011652584584,191.5085477412156,339.37776965271763,False,1,1.222342904103593,13.0,26.1,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
1232.302962967933,-0.11146283370188302,122.33923153161317,194.72070063084996,350.8579426511959,False,1,1.232302962967933,13.0,26.1,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
1242.2700154481508,-0.2228195644761955,120.76204008453792,198.1119778976431,363.18552670044784,False,1,1.2422700154481507,13.0,27.0,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
1252.243689489012,-0.11135983754553361,119.25816556467143,201.6653950139784,376.3308558521859,False,1,1.252243689489012,13.0,27.900000000000002,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
1262.2236096338734,0.11127048654685982,117.81896103051804,201.9813216986393,377.5108906101293,False,1,1.2622236096338733,12.9,28.8,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
1272.208251794753,0.6673718038459564,116.01994921348864,169.79463314791192,266.78105357857754,False,1,1.272208251794753,12.9,28.8,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
1282.197939597811,1.0007011968490973,114.26431195647322,190.06196885722275,334.27008593453456,False,1,1.282197939597811,13.0,28.8,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
1292.1915940091822,1.2233609131266696,112.97076209560473,221.4971008500494,453.98672901483445,False,1,1.2921915940091822,13.1,27.900000000000002,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
1302.1885051793197,1.335827269751464,111.72906248754902,222.4143027892837,457.7543597529087,False,1,1.3021885051793196,13.3,27.0,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
1312.1873892876683,1.2257392582889626,110.51377228921481,225.31905245157157,469.7890585399464,False,1,1.3121873892876683,13.4,26.1,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
1322.1525713322555,1.1146062448252358,109.36750860055542,230.0007281064337,489.5144170752065,False,1,1.3221525713322555,13.5,25.2,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
1332.0977532019594,1.11443600331768,108.0268159917951,198.9241075130515,366.1692764362398,False,1,1.3320977532019596,13.6,24.3,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
1342.0526299179492,0.8211709878671778,106.82070061659374,229.3989342697927,486.9561524088091,False,1,1.3420526299179492,13.7,23.400000000000002,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
1352.0459865868845,0.5004435325927166,106.10369133846316,297.7029685341856,820.1124328292968,False,1,1.3520459865868846,13.8,22.5,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
1362.0480944151973,-0.5531710049962792,105.61844914776833,361.93822130077046,1212.204692705018,False,1,1.3620480944151974,13.9,21.6,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
1372.053881797677,-1.8529318451931909,105.19510321576564,377.3693514347571,1317.7721238969727,False,1,1.3720538817976768,13.9,21.6,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
1382.0661041532726,-2.275225310454257,104.68739702132237,322.6834790249103,963.5195404369632,False,1,1.3820661041532727,13.6,23.400000000000002,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
1392.0865868912815,-1.7522385996239023,103.91324985614477,262.1654430827826,636.0012305962131,False,1,1.3920865868912815,13.3,24.3,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
1402.2225673314665,-1.271512766765905,102.69509046373608,196.01067152597943,355.52201479587666,False,1,1.4022225673314666,13.1,26.1,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
1412.0979207579028,-1.4024307723379175,100.49990447257821,147.19070361938398,200.47851102658328,False,1,1.4120979207579027,13.1,27.0,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
1421.888318333185,-1.7384350226109588,96.34782872022748,95.55384950497732,84.48963638118303,False,1,1.421888318333185,13.0,27.900000000000002,typical_january,Innotec Power 145-DZS48-010,G-HFCS 600W 24V
