#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware
0,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),1743.0,+287/-170,0.827,6.79,1.51,5.141,40.79,6.31,✔️,0.0,False,GPU
1,🧠⚡,Foundation Model,[EXAONE-Tabular (default)](https://github.com/LGAI-Research/EXAONE-Tabular),1694.0,+110/-81,0.695,8.34,3.77,10.647,4.96,0.483,✔️,0.0,False,GPU
2,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1588.0,+106/-79,0.573,12.7,6.54,12.051,7.56,0.399,✔️,0.0,False,GPU
3,🧠⚡,Foundation Model,[RealTabPFN-2.5 (default)](https://arxiv.org/abs/2511.08667),1584.0,+84/-65,0.519,12.93,8.41,13.457,6.03,0.703,✔️,0.0,False,GPU
4,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),1563.0,+116/-86,0.537,13.98,6.11,11.796,2280.19,9.666,✔️,0.0,False,GPU
5,📊,Reference Pipeline,"[AutoGluon 1.5 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",1558.0,+111/-98,0.562,14.21,5.97,10.441,360.81,5.696,✔️,0.0,False,GPU
6,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1554.0,+107/-78,0.536,14.46,8.32,13.384,6.28,0.531,✔️,0.0,False,GPU
7,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1535.0,+111/-95,0.524,15.5,7.47,13.383,3.45,0.182,✔️,0.0,False,GPU
8,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned)](https://arxiv.org/abs/2511.08667),1529.0,+111/-75,0.511,15.84,8.88,14.182,2280.19,0.968,✔️,0.0,False,GPU
9,🧠🔁,Neural Network,[RealMLP (tuned + ensembled)](https://arxiv.org/abs/2407.04491),1464.0,+76/-68,0.383,19.82,11.84,16.354,3487.23,22.857,✔️,0.0,False,GPU
10,🧠⚡,Foundation Model,[LimiX (default)](https://arxiv.org/abs/2509.03505),1455.0,+99/-86,0.408,20.46,7.77,15.033,28.08,5.033,➖,0.0,False,GPU
11,📊,Reference Pipeline,"[AutoGluon 1.4 (best, 4h)](https://arxiv.org/abs/2003.06505)",1450.0,+86/-68,0.368,20.75,14.53,16.482,2993.95,1.4,✔️,0.0,False,CPU
12,🧠🔁,Neural Network,[RealMLP (tuned)](https://arxiv.org/abs/2407.04491),1403.0,+76/-74,0.34,24.16,13.41,17.486,3487.23,1.001,✔️,0.0,False,GPU
13,🧠⚡,Foundation Model,[TabDPT-Turbo (default)](https://openreview.net/pdf?id=Y00pwFyrHR),1396.0,+84/-81,0.333,24.66,11.19,18.004,4.86,0.17,➖,0.0,False,GPU
14,🧠⚡,Foundation Model,[TabDPT (tuned + ensembled)](https://arxiv.org/abs/2410.18164),1377.0,+79/-70,0.332,26.07,10.78,17.65,7432.95,404.053,✔️,0.0,False,GPU
15,🧠🔁,Neural Network,[TabM (tuned + ensembled)](https://arxiv.org/abs/2410.24210),1373.0,+85/-78,0.325,26.39,11.44,18.409,2478.69,3.189,✔️,0.0,False,GPU
16,🧠🔁,Neural Network,[TabM (tuned)](https://arxiv.org/abs/2410.24210),1346.0,+82/-81,0.289,28.55,14.85,19.147,2478.69,0.447,✔️,0.0,False,GPU
17,🌳,Tree-based,[CatBoost (tuned)](https://arxiv.org/abs/1706.09516),1344.0,+70/-51,0.246,28.64,14.82,17.877,1580.61,0.047,✔️,0.0,False,CPU
18,🧠⚡,Foundation Model,[BetaTabPFN (default)](https://arxiv.org/abs/2502.02527),1344.0,+88/-68,0.254,28.71,19.43,20.295,303.59,2.323,➖,0.0,False,GPU
19,🧠⚡,Foundation Model,[iLTM (tuned + ensembled)](https://arxiv.org/abs/2511.15941),1342.0,+59/-65,0.249,28.8,16.49,18.543,21108.98,510.049,✔️,0.0,False,GPU
20,🌳,Tree-based,[LightGBM (tuned + ensembled)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1341.0,+56/-50,0.21,28.89,22.84,19.12,774.79,1.455,✔️,0.0,False,CPU
21,🧠⚡,Foundation Model,[TabDPT (tuned)](https://arxiv.org/abs/2410.18164),1335.0,+84/-86,0.286,29.43,15.68,18.744,7432.95,39.789,✔️,0.0,False,GPU
22,🌳,Tree-based,[CatBoost (tuned + ensembled)](https://arxiv.org/abs/1706.09516),1333.0,+66/-63,0.22,29.57,22.78,18.451,1580.61,0.381,✔️,0.0,False,CPU
23,🧠⚡,Foundation Model,[TabSwift (default)](https://github.com/LAMDA-Tabular/TabSwift),1308.0,+70/-68,0.213,31.59,20.14,20.519,2.25,0.055,➖,0.0,False,GPU
24,🧠🔁,Neural Network,[ModernNCA (tuned)](https://arxiv.org/abs/2407.03257),1306.0,+76/-72,0.222,31.79,17.44,19.448,6288.36,0.473,✔️,0.0,False,GPU
25,🌳,Tree-based,[XGBoost (tuned + ensembled)](https://arxiv.org/abs/1603.02754),1304.0,+63/-59,0.192,31.88,23.6,20.136,829.5,1.642,✔️,0.0,False,CPU
26,🌳,Tree-based,[CatBoost (default)](https://arxiv.org/abs/1706.09516),1296.0,+54/-47,0.165,32.54,27.84,20.073,7.32,0.04,✔️,0.0,False,CPU
27,❓,Other,[xRFM (tuned + ensembled)](https://arxiv.org/abs/2508.10053),1294.0,+76/-69,0.22,32.75,18.02,20.041,1165.31,2.067,✔️,0.0,False,GPU
28,🌳,Tree-based,[LightGBM (tuned)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1292.0,+66/-57,0.18,32.89,26.34,20.056,774.79,0.282,✔️,0.0,False,CPU
29,🌳,Tree-based,[XGBoost (tuned)](https://arxiv.org/abs/1603.02754),1284.0,+67/-62,0.178,33.54,14.42,20.308,829.5,0.241,✔️,0.0,False,CPU
30,🌳,Tree-based,[EBM (tuned + ensembled)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1281.0,+72/-65,0.139,33.82,22.93,20.985,2068.2,0.165,✔️,0.0,False,CPU
31,🧠🔁,Neural Network,[TabM (default)](https://arxiv.org/abs/2410.24210),1281.0,+80/-83,0.211,33.84,19.83,21.069,9.94,0.367,✔️,0.0,False,GPU
32,🌳,Tree-based,[ChimeraBoost (tuned + ensembled)](https://github.com/bbstats/chimeraboost),1273.0,+68/-63,0.178,34.48,26.55,21.595,1110.83,0.553,✔️,0.0,False,CPU
33,🧠⚡,Foundation Model,[iLTM (tuned)](https://arxiv.org/abs/2511.15941),1272.0,+49/-62,0.172,34.54,25.88,20.055,21108.98,120.297,✔️,0.0,False,GPU
34,🧠🔁,Neural Network,[ModernNCA (tuned + ensembled)](https://arxiv.org/abs/2407.03257),1270.0,+88/-82,0.196,34.71,24.12,20.972,6288.36,9.385,✔️,0.0,False,GPU
35,🧠⚡,Foundation Model,[SAP-RPT-OSS (default)](https://arxiv.org/abs/2506.10707),1269.0,+84/-90,0.252,34.79,15.23,22.149,13.41,1.64,➖,0.0,False,GPU
36,🧠🔁,Neural Network,[RealMLP (default)](https://arxiv.org/abs/2407.04491),1248.0,+67/-76,0.137,36.57,24.96,21.137,14.59,4.033,✔️,0.0,False,GPU
37,🌳,Tree-based,[ChimeraBoost (tuned)](https://github.com/bbstats/chimeraboost),1245.0,+63/-67,0.156,36.82,22.67,22.085,1110.83,0.043,✔️,0.0,False,CPU
38,❓,Other,[xRFM (tuned)](https://arxiv.org/abs/2508.10053),1238.0,+71/-85,0.164,37.39,14.78,21.156,1165.31,0.105,✔️,0.0,False,GPU
39,🌳,Tree-based,[EBM (default)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1237.0,+76/-66,0.134,37.52,15.28,22.06,7.27,0.022,✔️,0.0,False,CPU
40,🌳,Tree-based,[EBM (tuned)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1236.0,+53/-67,0.103,37.61,27.01,21.725,2068.2,0.02,✔️,0.0,False,CPU
41,🧠🔁,Neural Network,[TorchMLP (tuned + ensembled)](https://arxiv.org/abs/2003.06505),1233.0,+69/-77,0.145,37.79,30.16,21.403,2895.01,2.42,✔️,0.0,False,CPU
42,🧠⚡,Foundation Model,[TabDPT (default)](https://arxiv.org/abs/2410.18164),1230.0,+74/-97,0.185,38.04,20.36,21.425,51.79,39.921,✔️,0.0,False,GPU
43,🌳,Tree-based,[ChimeraBoost (default)](https://github.com/bbstats/chimeraboost),1197.0,+74/-72,0.105,40.82,33.03,23.814,4.88,0.046,✔️,0.0,False,CPU
44,🧠🔁,Neural Network,[FastaiMLP (tuned + ensembled)](https://arxiv.org/abs/2003.06505),1190.0,+93/-82,0.131,41.41,29.1,23.698,1425.59,7.352,✔️,0.0,False,CPU
45,🧠🔁,Neural Network,[TorchMLP (tuned)](https://arxiv.org/abs/2003.06505),1187.0,+82/-76,0.13,41.66,28.91,23.31,2895.01,0.145,✔️,0.0,False,CPU
46,🌳,Tree-based,[ExtraTrees (tuned + ensembled)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1176.0,+86/-86,0.121,42.54,26.78,23.564,669.3,1.187,✔️,0.0,False,CPU
