#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware
47,🧠🔁,Neural Network,[ModernNCA (default)](https://arxiv.org/abs/2407.03257),1172.0,+78/-90,0.106,42.93,14.3,25.004,14.22,0.352,✔️,0.0,False,GPU
48,🌳,Tree-based,[ExtraTrees (tuned)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1151.0,+88/-76,0.095,44.62,27.21,24.879,669.3,0.166,✔️,0.0,False,CPU
49,🌳,Tree-based,[XGBoost (default)](https://arxiv.org/abs/1603.02754),1140.0,+61/-64,0.055,45.5,39.2,23.711,2.85,0.19,✔️,0.0,False,CPU
50,🧠🔁,Neural Network,[FastaiMLP (tuned)](https://arxiv.org/abs/2003.06505),1134.0,+87/-92,0.097,45.96,29.63,25.069,1425.59,0.561,✔️,0.0,False,CPU
51,🌳,Tree-based,[LightGBM (default)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1133.0,+65/-80,0.085,46.05,37.05,24.006,3.27,0.193,✔️,0.0,False,CPU
52,🧠⚡,Foundation Model,[TabSTAR (tuned)](https://arxiv.org/abs/2505.18125),1132.0,+110/-119,0.163,46.16,15.0,25.86,45012.0,5.273,✔️,0.0,False,GPU
53,🌳,Tree-based,[RandomForest (tuned + ensembled)](https://link.springer.com/article/10.1023/A:1010933404324),1129.0,+75/-93,0.105,46.36,35.91,25.056,562.08,1.155,✔️,0.0,False,CPU
54,🧠⚡,Foundation Model,[TabSTAR (tuned + ensembled)](https://arxiv.org/abs/2505.18125),1123.0,+113/-122,0.149,46.84,16.25,26.126,45012.0,21.34,✔️,0.0,False,GPU
55,🧠⚡,Foundation Model,[iLTM (default)](https://arxiv.org/abs/2511.15941),1098.0,+103/-93,0.07,48.8,25.12,26.134,454.83,146.788,✔️,0.0,False,GPU
56,🧠⚡,Foundation Model,[OrionMSP (default)](https://arxiv.org/abs/2511.02818),1093.0,+69/-78,0.052,49.21,41.69,26.489,15.58,2.601,➖,0.0,False,GPU
57,🌳,Tree-based,[RandomForest (tuned)](https://link.springer.com/article/10.1023/A:1010933404324),1090.0,+68/-87,0.053,49.41,42.22,25.94,562.08,0.138,✔️,0.0,False,CPU
58,🌳,Tree-based,[PerpetualBooster (tuned + ensembled)](https://perpetual-ml.com/),1088.0,+90/-104,0.099,49.57,38.36,31.846,399.28,0.696,✔️,0.0,False,CPU
59,🧠⚡,Foundation Model,[TabSTAR (default)](https://arxiv.org/abs/2505.18125),1040.0,+124/-159,0.119,53.11,14.39,32.265,461.86,5.723,✔️,0.0,False,GPU
60,🌳,Tree-based,[PerpetualBooster (tuned)](https://perpetual-ml.com/),1038.0,+78/-97,0.053,53.27,47.73,33.439,399.28,0.184,✔️,0.0,False,CPU
61,🧠🔁,Neural Network,[TorchMLP (default)](https://arxiv.org/abs/2003.06505),1019.0,+79/-82,0.028,54.57,48.28,28.616,9.06,0.195,✔️,0.0,False,CPU
62,🌳,Tree-based,[ExtraTrees (default)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1006.0,+96/-118,0.042,55.43,44.94,30.002,3.76,0.597,✔️,0.0,False,CPU
63,🧠⚡,Foundation Model,[TabFlex (default)](https://arxiv.org/abs/2506.05584),1006.0,+90/-110,0.056,55.43,45.21,30.794,2.45,0.519,➖,0.0,False,GPU
64,❓,Other,[xRFM (default)](https://arxiv.org/abs/2508.10053),1006.0,+81/-121,0.047,55.46,49.26,29.054,5.43,0.835,✔️,0.0,False,GPU
65,🌳,Tree-based,[RandomForest (default)](https://link.springer.com/article/10.1023/A:1010933404324),1000.0,+87/-107,0.022,55.84,43.8,31.126,0.46,0.07,✔️,0.0,False,CPU
66,🧠🔁,Neural Network,[FastaiMLP (default)](https://arxiv.org/abs/2003.06505),986.0,+79/-86,0.029,56.71,52.43,28.664,5.03,0.601,✔️,0.0,False,CPU
67,📏,Baseline,[KNN (tuned + ensembled)](https://scikit-learn.org/stable/modules/neighbors.html),982.0,+91/-115,0.04,56.98,46.95,31.106,123.01,1.578,✔️,0.0,False,CPU
68,🌳,Tree-based,[PerpetualBooster (default)](https://perpetual-ml.com/),972.0,+93/-127,0.043,57.62,34.12,38.098,48.1,0.05,✔️,0.0,False,CPU
69,📏,Baseline,[Linear (tuned + ensembled)](https://scikit-learn.org/stable/modules/linear_model.html),948.0,+89/-104,0.036,59.07,19.28,34.577,479.33,0.495,✔️,0.0,False,CPU
70,📏,Baseline,[Linear (tuned)](https://scikit-learn.org/stable/modules/linear_model.html),926.0,+90/-112,0.03,60.27,29.71,35.161,479.33,0.098,✔️,0.0,False,CPU
71,📏,Baseline,[Linear (default)](https://scikit-learn.org/stable/modules/linear_model.html),883.0,+105/-119,0.011,62.5,57.8,38.039,2.34,0.132,✔️,0.0,False,CPU
72,📏,Baseline,[KNN (tuned)](https://scikit-learn.org/stable/modules/neighbors.html),829.0,+101/-130,0.024,64.86,60.09,37.931,123.01,0.092,✔️,0.0,False,CPU
73,📏,Baseline,[KNN (default)](https://scikit-learn.org/stable/modules/neighbors.html),587.0,+102/-154,0.0,71.46,71.1,51.38,0.28,0.024,✔️,0.0,False,CPU
