#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware
17,🧠⚡,Foundation Model,[TabDPT (tuned)](https://arxiv.org/abs/2410.18164),1387.0,+79/-67,0.352,27.92,14.79,15.667,8061.74,39.456,✔️,0.0,False,GPU
18,🧠🔁,Neural Network,[TabM (tuned + ensembled)](https://arxiv.org/abs/2410.24210),1370.0,+71/-60,0.313,29.39,13.69,15.988,2564.23,3.453,✔️,0.0,False,GPU
19,🧠⚡,Foundation Model,[iLTM (tuned + ensembled)](https://arxiv.org/abs/2511.15941),1361.0,+54/-48,0.258,30.11,19.28,16.439,22680.19,529.126,✔️,0.0,False,GPU
20,🌳,Tree-based,[LightGBM (tuned + ensembled)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1355.0,+42/-42,0.219,30.64,24.43,17.027,833.09,2.182,✔️,0.0,False,CPU
21,🌳,Tree-based,[CatBoost (tuned)](https://arxiv.org/abs/1706.09516),1352.0,+60/-47,0.244,30.97,17.77,15.905,1827.95,0.048,✔️,0.0,False,CPU
22,🌳,Tree-based,[CatBoost (tuned + ensembled)](https://arxiv.org/abs/1706.09516),1345.0,+57/-57,0.224,31.56,24.92,16.361,1827.95,0.391,✔️,0.0,False,CPU
23,🧠⚡,Foundation Model,[TabPFNv2 (tuned)](https://www.nature.com/articles/s41586-024-08328-6) [8.33% IMPUTED],1343.0,+78/-66,0.271,31.69,19.16,16.968,3560.23,0.519,✔️,8.33,True,GPU
24,🧠🔁,Neural Network,[TabM (tuned)](https://arxiv.org/abs/2410.24210),1341.0,+70/-63,0.275,31.93,17.64,16.605,2564.23,0.453,✔️,0.0,False,GPU
25,🧠⚡,Foundation Model,[TabSwift (default)](https://github.com/LAMDA-Tabular/TabSwift),1336.0,+61/-54,0.253,32.32,20.58,17.339,2.54,0.058,➖,0.0,False,GPU
26,❓,Other,[xRFM (tuned + ensembled)](https://arxiv.org/abs/2508.10053),1310.0,+64/-53,0.23,34.67,20.3,17.637,1346.82,2.149,✔️,0.0,False,GPU
27,🌳,Tree-based,[XGBoost (tuned + ensembled)](https://arxiv.org/abs/1603.02754),1309.0,+50/-43,0.181,34.76,26.75,17.936,886.81,1.98,✔️,0.0,False,CPU
28,🧠⚡,Foundation Model,[TabPFNv2 (default)](https://www.nature.com/articles/s41586-024-08328-6) [8.33% IMPUTED],1298.0,+78/-62,0.241,35.74,16.08,17.634,4.98,0.511,✔️,8.33,True,GPU
29,🌳,Tree-based,[LightGBM (tuned)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1295.0,+48/-47,0.171,36.0,29.35,18.01,833.09,0.435,✔️,0.0,False,CPU
30,🌳,Tree-based,[XGBoost (tuned)](https://arxiv.org/abs/1603.02754),1295.0,+50/-52,0.171,36.03,17.01,18.053,886.81,0.318,✔️,0.0,False,CPU
31,🧠🔁,Neural Network,[ModernNCA (tuned + ensembled)](https://arxiv.org/abs/2407.03257),1294.0,+62/-61,0.223,36.11,15.53,18.726,6343.61,8.545,✔️,0.0,False,GPU
32,🌳,Tree-based,[CatBoost (default)](https://arxiv.org/abs/1706.09516),1292.0,+42/-41,0.152,36.36,31.1,18.279,9.04,0.041,✔️,0.0,False,CPU
33,🧠⚡,Foundation Model,[TabDPT (default)](https://arxiv.org/abs/2410.18164),1291.0,+83/-78,0.249,36.42,18.31,18.056,51.79,39.921,✔️,0.0,False,GPU
34,🧠🔁,Neural Network,[ModernNCA (tuned)](https://arxiv.org/abs/2407.03257),1284.0,+63/-59,0.197,37.03,20.62,18.199,6343.61,0.501,✔️,0.0,False,GPU
35,🌳,Tree-based,[ChimeraBoost (tuned + ensembled)](https://github.com/bbstats/chimeraboost),1278.0,+54/-54,0.168,37.62,29.87,19.395,1180.0,0.457,✔️,0.0,False,CPU
36,🧠⚡,Foundation Model,[iLTM (tuned)](https://arxiv.org/abs/2511.15941),1278.0,+50/-58,0.165,37.64,29.76,17.927,22680.19,126.301,✔️,0.0,False,GPU
37,🧠⚡,Foundation Model,[SAP-RPT-OSS (default)](https://arxiv.org/abs/2506.10707),1276.0,+72/-72,0.24,37.79,17.81,19.582,16.54,1.254,➖,0.0,False,GPU
38,🧠⚡,Foundation Model,[TabICL (default)](https://arxiv.org/abs/2502.05564) [27.78% IMPUTED],1268.0,+84/-96,0.208,38.54,14.62,19.117,7.56,1.493,✔️,27.78,True,GPU
39,🧠⚡,Foundation Model,[BetaTabPFN (default)](https://arxiv.org/abs/2502.02527) [22.22% IMPUTED],1266.0,+64/-68,0.2,38.69,25.11,20.034,269.21,1.881,➖,22.22,True,GPU
40,🧠🔁,Neural Network,[TabM (default)](https://arxiv.org/abs/2410.24210),1264.0,+64/-63,0.187,38.85,23.8,18.674,11.22,0.393,✔️,0.0,False,GPU
41,❓,Other,[xRFM (tuned)](https://arxiv.org/abs/2508.10053),1261.0,+68/-57,0.174,39.19,17.11,18.573,1346.82,0.103,✔️,0.0,False,GPU
42,🌳,Tree-based,[EBM (tuned + ensembled)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1251.0,+69/-55,0.125,40.11,27.11,19.609,2241.86,0.152,✔️,0.0,False,CPU
43,🧠🔁,Neural Network,[RealMLP (default)](https://arxiv.org/abs/2407.04491),1244.0,+53/-59,0.125,40.75,28.56,19.067,16.61,4.299,✔️,0.0,False,GPU
44,🌳,Tree-based,[ChimeraBoost (tuned)](https://github.com/bbstats/chimeraboost),1242.0,+69/-71,0.143,40.94,26.86,19.906,1180.0,0.034,✔️,0.0,False,CPU
45,🧠🔁,Neural Network,[TorchMLP (tuned + ensembled)](https://arxiv.org/abs/2003.06505),1227.0,+49/-59,0.13,42.31,34.84,19.232,3694.49,2.137,✔️,0.0,False,CPU
46,🌳,Tree-based,[EBM (tuned)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1215.0,+59/-57,0.102,43.39,29.42,20.297,2241.86,0.017,✔️,0.0,False,CPU
47,🧠🔁,Neural Network,[ModernNCA (default)](https://arxiv.org/abs/2407.03257),1202.0,+72/-71,0.114,44.6,16.75,22.394,14.91,0.323,✔️,0.0,False,GPU
48,🌳,Tree-based,[ExtraTrees (tuned + ensembled)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1193.0,+69/-77,0.118,45.39,29.96,21.552,841.6,1.393,✔️,0.0,False,CPU
49,🌳,Tree-based,[ChimeraBoost (default)](https://github.com/bbstats/chimeraboost),1192.0,+55/-71,0.09,45.53,37.75,21.538,5.52,0.037,✔️,0.0,False,CPU
50,🌳,Tree-based,[EBM (default)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1190.0,+65/-67,0.099,45.71,18.97,20.891,7.6,0.017,✔️,0.0,False,CPU
51,🧠🔁,Neural Network,[TorchMLP (tuned)](https://arxiv.org/abs/2003.06505),1179.0,+60/-68,0.119,46.74,33.2,20.785,3694.49,0.131,✔️,0.0,False,CPU
52,🧠🔁,Neural Network,[FastaiMLP (tuned + ensembled)](https://arxiv.org/abs/2003.06505),1175.0,+75/-82,0.098,47.1,34.38,21.929,1666.93,7.822,✔️,0.0,False,CPU
53,🌳,Tree-based,[ExtraTrees (tuned)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1168.0,+59/-74,0.092,47.74,30.57,22.604,841.6,0.193,✔️,0.0,False,CPU
54,🧠⚡,Foundation Model,[Nori-30M (default)](https://huggingface.co/Synthefy/Nori-30M) [77.78% IMPUTED],1158.0,+110/-112,0.196,48.62,10.62,24.635,0.68,0.108,✔️,77.78,True,GPU
55,🧠⚡,Foundation Model,[Nori (default)](https://github.com/Synthefy/synthefy-nori) [77.78% IMPUTED],1154.0,+106/-108,0.186,48.93,15.06,24.926,0.68,0.108,✔️,77.78,True,GPU
56,🌳,Tree-based,[RandomForest (tuned + ensembled)](https://link.springer.com/article/10.1023/A:1010933404324),1139.0,+69/-75,0.092,50.25,40.28,23.172,575.62,1.155,✔️,0.0,False,CPU
57,🌳,Tree-based,[LightGBM (default)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1134.0,+56/-63,0.073,50.71,41.94,21.781,3.63,0.218,✔️,0.0,False,CPU
58,🌳,Tree-based,[XGBoost (default)](https://arxiv.org/abs/1603.02754),1125.0,+46/-60,0.045,51.47,45.11,21.825,3.1,0.207,✔️,0.0,False,CPU
59,🧠🔁,Neural Network,[FastaiMLP (tuned)](https://arxiv.org/abs/2003.06505),1124.0,+66/-82,0.072,51.58,35.73,23.092,1666.93,0.561,✔️,0.0,False,CPU
60,🧠⚡,Foundation Model,[TabSTAR (tuned)](https://arxiv.org/abs/2505.18125),1113.0,+78/-98,0.145,52.49,17.85,25.62,46972.72,5.31,✔️,0.0,False,GPU
61,🧠⚡,Foundation Model,[TabSTAR (tuned + ensembled)](https://arxiv.org/abs/2505.18125),1113.0,+77/-96,0.14,52.51,18.66,25.786,46972.72,22.64,✔️,0.0,False,GPU
62,🌳,Tree-based,[RandomForest (tuned)](https://link.springer.com/article/10.1023/A:1010933404324),1094.0,+51/-66,0.05,54.11,47.49,24.102,575.62,0.147,✔️,0.0,False,CPU
63,🌳,Tree-based,[PerpetualBooster (tuned + ensembled)](https://perpetual-ml.com/),1088.0,+63/-80,0.079,54.62,43.85,28.621,282.83,0.509,✔️,0.0,False,CPU
64,🧠⚡,Foundation Model,[OrionMSP (default)](https://arxiv.org/abs/2511.02818) [22.22% IMPUTED],1075.0,+71/-65,0.038,55.71,48.13,24.857,13.57,2.436,➖,22.22,True,GPU
65,🧠⚡,Foundation Model,[iLTM (default)](https://arxiv.org/abs/2511.15941),1056.0,+86/-92,0.053,57.21,30.63,25.04,537.96,157.807,✔️,0.0,False,GPU
66,🌳,Tree-based,[PerpetualBooster (tuned)](https://perpetual-ml.com/),1046.0,+56/-74,0.044,57.97,52.72,30.016,282.83,0.162,✔️,0.0,False,CPU
67,❓,Other,[xRFM (default)](https://arxiv.org/abs/2508.10053),1039.0,+81/-90,0.06,58.5,47.53,26.337,6.09,0.951,✔️,0.0,False,GPU
68,🌳,Tree-based,[ExtraTrees (default)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1034.0,+77/-87,0.038,58.92,48.86,27.184,4.37,0.629,✔️,0.0,False,CPU
69,🧠🔁,Neural Network,[TorchMLP (default)](https://arxiv.org/abs/2003.06505),1020.0,+60/-87,0.024,59.94,53.09,25.793,12.68,0.155,✔️,0.0,False,CPU
70,🧠⚡,Foundation Model,[TabSTAR (default)](https://arxiv.org/abs/2505.18125),1018.0,+90/-143,0.103,60.11,17.58,31.272,459.76,5.723,✔️,0.0,False,GPU
71,🧠⚡,Foundation Model,[TabFlex (default)](https://arxiv.org/abs/2506.05584) [22.22% IMPUTED],1006.0,+66/-75,0.039,60.94,51.44,28.209,1.59,0.149,➖,22.22,True,GPU
72,🌳,Tree-based,[RandomForest (default)](https://link.springer.com/article/10.1023/A:1010933404324),1000.0,+68/-82,0.016,61.38,51.96,28.456,0.51,0.085,✔️,0.0,False,CPU
73,🧠🔁,Neural Network,[FastaiMLP (default)](https://arxiv.org/abs/2003.06505),985.0,+52/-80,0.02,62.44,58.19,26.873,5.83,0.571,✔️,0.0,False,CPU
74,📏,Baseline,[KNN (tuned + ensembled)](https://scikit-learn.org/stable/modules/neighbors.html),966.0,+70/-96,0.031,63.71,53.31,29.218,116.33,1.242,✔️,0.0,False,CPU
75,🌳,Tree-based,[PerpetualBooster (default)](https://perpetual-ml.com/),958.0,+77/-93,0.034,64.18,43.98,34.361,38.53,0.041,✔️,0.0,False,CPU
76,📏,Baseline,[Linear (tuned + ensembled)](https://scikit-learn.org/stable/modules/linear_model.html),896.0,+82/-107,0.028,67.85,23.79,34.722,520.74,0.491,✔️,0.0,False,CPU
77,📏,Baseline,[Linear (tuned)](https://scikit-learn.org/stable/modules/linear_model.html),877.0,+87/-99,0.023,68.83,35.82,35.195,520.74,0.097,✔️,0.0,False,CPU
78,📏,Baseline,[Linear (default)](https://scikit-learn.org/stable/modules/linear_model.html),831.0,+93/-133,0.008,71.03,66.21,37.889,2.59,0.129,✔️,0.0,False,CPU
79,📏,Baseline,[KNN (tuned)](https://scikit-learn.org/stable/modules/neighbors.html),815.0,+79/-113,0.019,71.72,66.85,34.961,116.33,0.075,✔️,0.0,False,CPU
80,📏,Baseline,[KNN (default)](https://scikit-learn.org/stable/modules/neighbors.html),619.0,+77/-171,0.0,77.64,77.13,46.803,0.37,0.035,✔️,0.0,False,CPU
