#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware
0,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),1777.0,+232/-121,0.84,6.25,1.57,4.511,45.35,5.343,✔️,0.0,False,GPU
1,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1615.0,+94/-52,0.595,12.4,5.78,10.012,8.57,0.411,✔️,0.0,False,GPU
2,📊,Reference Pipeline,"[AutoGluon 1.5 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",1591.0,+100/-72,0.593,13.64,5.87,8.823,345.57,5.168,✔️,0.0,False,GPU
3,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),1586.0,+128/-87,0.568,13.9,6.16,9.778,2320.56,8.956,✔️,0.0,False,GPU
4,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1584.0,+92/-57,0.575,14.03,7.32,11.108,7.07,0.555,✔️,0.0,False,GPU
5,🧠⚡,Foundation Model,[RealTabPFN-2.5 (default)](https://arxiv.org/abs/2511.08667),1554.0,+83/-56,0.499,15.72,10.32,11.741,6.58,0.586,✔️,0.0,False,GPU
6,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1533.0,+126/-86,0.53,17.03,7.03,11.568,3.89,0.15,✔️,0.0,False,GPU
7,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned)](https://arxiv.org/abs/2511.08667),1529.0,+87/-66,0.507,17.31,9.49,11.956,2320.56,0.941,✔️,0.0,False,GPU
8,🧠⚡,Foundation Model,[EXAONE-Tabular (default)](https://github.com/LGAI-Research/EXAONE-Tabular) [22.22% IMPUTED],1480.0,+134/-122,0.538,20.65,4.91,12.538,4.66,0.374,✔️,22.22,True,GPU
9,🧠🔁,Neural Network,[RealMLP (tuned + ensembled)](https://arxiv.org/abs/2407.04491),1468.0,+60/-51,0.398,21.47,13.52,14.167,3855.77,24.914,✔️,0.0,False,GPU
10,📊,Reference Pipeline,"[AutoGluon 1.4 (best, 4h)](https://arxiv.org/abs/2003.06505)",1456.0,+52/-50,0.373,22.42,16.05,14.412,3351.52,1.558,✔️,0.0,False,CPU
11,🧠⚡,Foundation Model,[TabPFNv2 (tuned + ensembled)](https://www.nature.com/articles/s41586-024-08328-6) [8.33% IMPUTED],1437.0,+97/-72,0.39,23.86,13.0,14.872,3560.23,49.196,✔️,8.33,True,GPU
12,🧠⚡,Foundation Model,[TabDPT (tuned + ensembled)](https://arxiv.org/abs/2410.18164),1428.0,+87/-69,0.396,24.58,8.98,14.679,8061.74,364.097,✔️,0.0,False,GPU
13,🧠⚡,Foundation Model,[TabDPT-Turbo (default)](https://openreview.net/pdf?id=Y00pwFyrHR),1414.0,+83/-61,0.356,25.68,12.82,15.435,5.1,0.187,➖,0.0,False,GPU
14,🧠🔁,Neural Network,[RealMLP (tuned)](https://arxiv.org/abs/2407.04491),1403.0,+67/-71,0.342,26.54,15.95,15.288,3855.77,0.954,✔️,0.0,False,GPU
15,🧠⚡,Foundation Model,[Mitra (default)](https://arxiv.org/abs/2510.21204) [8.33% IMPUTED],1402.0,+79/-48,0.328,26.67,14.92,15.964,128.84,2.999,✔️,8.33,True,GPU
16,🧠⚡,Foundation Model,[LimiX (default)](https://arxiv.org/abs/2509.03505),1396.0,+87/-82,0.353,27.19,9.43,14.41,34.03,7.205,➖,0.0,False,GPU
