#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware,MethodClass,Tags
0,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),1810.0,+148/-128,0.815,5.67,1.63,3.877,40.79,6.991,✔️,0.0,False,GPU,model,
1,🧠⚡,Foundation Model,[EXAONE-Tabular (default)](https://github.com/LGAI-Research/EXAONE-Tabular),1777.0,+91/-64,0.753,6.5,2.89,6.464,6.17,0.623,✔️,0.0,False,GPU,model,
2,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1665.0,+93/-71,0.608,10.21,4.49,8.479,3.59,0.395,✔️,0.0,False,GPU,model,
3,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1636.0,+88/-62,0.556,11.37,6.76,9.824,5.75,0.6,✔️,0.0,False,GPU,model,
4,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),1619.0,+89/-67,0.546,12.13,5.65,8.702,2059.94,9.785,✔️,0.0,False,GPU,model,
5,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1579.0,+86/-84,0.527,14.06,6.33,10.359,1.96,0.146,✔️,0.0,False,GPU,model,
6,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned)](https://arxiv.org/abs/2511.08667),1566.0,+76/-64,0.495,14.7,8.58,10.619,2059.94,1.03,✔️,0.0,False,GPU,model,
7,🧠⚡,Foundation Model,[RealTabPFN-2.5 (default)](https://arxiv.org/abs/2511.08667),1542.0,+69/-49,0.451,15.98,9.62,10.958,5.72,0.611,✔️,0.0,False,GPU,model,
8,🧠🔁,Neural Network,[RealMLP (tuned + ensembled)](https://arxiv.org/abs/2407.04491),1518.0,+57/-45,0.407,17.33,11.5,12.52,2791.97,13.886,✔️,0.0,False,GPU,model,
9,🧠⚡,Foundation Model,[TabDPT (tuned + ensembled)](https://arxiv.org/abs/2410.18164),1441.0,+72/-60,0.368,22.14,7.67,13.461,6155.04,386.158,✔️,0.0,False,GPU,model,
10,🧠🔁,Neural Network,[RealMLP (tuned)](https://arxiv.org/abs/2407.04491),1439.0,+52/-58,0.337,22.29,13.08,13.834,2791.97,0.373,✔️,0.0,False,GPU,model,
11,🧠⚡,Foundation Model,[TabDPT-Turbo (default)](https://openreview.net/pdf?id=Y00pwFyrHR),1434.0,+60/-48,0.344,22.62,12.38,14.168,2.02,0.183,➖,0.0,False,GPU,model,
12,🧠🔁,Neural Network,[TabM (tuned + ensembled)](https://arxiv.org/abs/2410.24210),1426.0,+69/-47,0.319,23.16,12.6,14.177,2462.02,1.988,✔️,0.0,False,GPU,model,
13,🌳,Tree-based,[LightGBM (tuned + ensembled)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1420.0,+42/-44,0.247,23.57,18.42,15.098,416.63,2.236,✔️,0.0,False,CPU,model,
14,🌳,Tree-based,[CatBoost (tuned)](https://arxiv.org/abs/1706.09516),1414.0,+49/-41,0.273,24.0,13.18,14.038,1347.32,0.037,✔️,0.0,False,CPU,model,
15,🌳,Tree-based,[CatBoost (tuned + ensembled)](https://arxiv.org/abs/1706.09516),1411.0,+60/-39,0.258,24.17,13.44,14.293,1347.32,0.364,✔️,0.0,False,CPU,model,
16,🧠⚡,Foundation Model,[iLTM (tuned + ensembled)](https://arxiv.org/abs/2511.15941),1411.0,+58/-49,0.277,24.19,15.36,14.559,12741.09,397.882,✔️,0.0,False,GPU,model,
17,🧠⚡,Foundation Model,[TabDPT (tuned)](https://arxiv.org/abs/2410.18164),1397.0,+72/-57,0.322,25.13,11.86,14.821,6155.04,39.452,✔️,0.0,False,GPU,model,
18,🌳,Tree-based,[ChimeraBoost (tuned + ensembled)](https://github.com/bbstats/chimeraboost),1387.0,+55/-58,0.249,25.85,14.24,15.601,518.46,0.522,✔️,0.0,False,CPU,model,
19,🧠🔁,Neural Network,[ModernNCA (tuned + ensembled)](https://arxiv.org/abs/2407.03257),1386.0,+80/-61,0.297,25.9,12.5,15.373,4618.5,7.735,✔️,0.0,False,GPU,model,
20,🧠🔁,Neural Network,[TabM (tuned)](https://arxiv.org/abs/2410.24210),1385.0,+66/-57,0.277,26.02,14.3,14.846,2462.02,0.231,✔️,0.0,False,GPU,model,
21,🌳,Tree-based,[XGBoost (tuned + ensembled)](https://arxiv.org/abs/1603.02754),1375.0,+40/-43,0.21,26.7,19.06,15.677,700.96,1.438,✔️,0.0,False,CPU,model,
22,🧠⚡,Foundation Model,[LimiX (default)](https://arxiv.org/abs/2509.03505),1373.0,+92/-70,0.318,26.85,8.7,14.563,27.33,6.11,➖,0.0,False,GPU,model,
23,🌳,Tree-based,[ChimeraBoost (tuned)](https://github.com/bbstats/chimeraboost),1362.0,+60/-59,0.233,27.62,12.79,16.148,518.46,0.045,✔️,0.0,False,CPU,model,
24,🌳,Tree-based,[LightGBM (tuned)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1360.0,+53/-49,0.194,27.81,22.47,15.983,416.63,0.381,✔️,0.0,False,CPU,model,
25,🌳,Tree-based,[CatBoost (default)](https://arxiv.org/abs/1706.09516),1360.0,+39/-44,0.205,27.82,19.46,15.682,5.81,0.025,✔️,0.0,False,CPU,model,
26,🧠🔁,Neural Network,[ModernNCA (tuned)](https://arxiv.org/abs/2407.03257),1354.0,+62/-59,0.237,28.23,16.34,15.872,4618.5,0.47,✔️,0.0,False,GPU,model,
27,🧠⚡,Foundation Model,[TabSwift (default)](https://github.com/LAMDA-Tabular/TabSwift),1351.0,+67/-56,0.236,28.44,16.65,16.012,1.19,0.07,➖,0.0,False,GPU,model,
28,🌳,Tree-based,[XGBoost (tuned)](https://arxiv.org/abs/1603.02754),1350.0,+42/-47,0.192,28.53,16.17,15.848,700.96,0.213,✔️,0.0,False,CPU,model,
29,❓,Other,[xRFM (tuned + ensembled)](https://arxiv.org/abs/2508.10053),1344.0,+61/-51,0.238,28.92,18.38,15.951,866.12,2.007,✔️,0.0,False,GPU,model,
30,🧠⚡,Foundation Model,[iLTM (tuned)](https://arxiv.org/abs/2511.15941),1306.0,+51/-45,0.171,31.73,23.4,16.173,12741.09,60.101,✔️,0.0,False,GPU,model,
31,🌳,Tree-based,[ChimeraBoost (default)](https://github.com/bbstats/chimeraboost),1302.0,+55/-55,0.185,32.02,19.6,17.536,2.54,0.05,✔️,0.0,False,CPU,model,
32,❓,Other,[xRFM (tuned)](https://arxiv.org/abs/2508.10053),1297.0,+53/-45,0.177,32.39,17.51,17.17,866.12,0.097,✔️,0.0,False,GPU,model,
33,🧠⚡,Foundation Model,[TabDPT (default)](https://arxiv.org/abs/2410.18164),1293.0,+74/-70,0.225,32.72,16.88,17.38,45.42,39.405,✔️,0.0,False,GPU,model,
34,🧠🔁,Neural Network,[TabM (default)](https://arxiv.org/abs/2410.24210),1288.0,+49/-51,0.163,33.07,22.95,17.196,7.81,0.237,✔️,0.0,False,GPU,model,
35,🌳,Tree-based,[EBM (tuned + ensembled)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1274.0,+51/-50,0.136,34.14,24.28,18.357,1877.68,0.14,✔️,0.0,False,CPU,model,
36,🧠🔁,Neural Network,[TorchMLP (tuned + ensembled)](https://arxiv.org/abs/2003.06505),1262.0,+51/-57,0.128,35.0,28.48,17.261,2832.93,1.801,✔️,0.0,False,CPU,model,
37,🧠🔁,Neural Network,[RealMLP (default)](https://arxiv.org/abs/2407.04491),1256.0,+44/-49,0.116,35.51,27.37,17.882,10.44,1.714,✔️,0.0,False,GPU,model,
38,🧠⚡,Foundation Model,[SAP-RPT-OSS (default)](https://arxiv.org/abs/2506.10707),1253.0,+66/-64,0.186,35.71,19.08,18.888,13.96,2.081,➖,0.0,False,GPU,model,
39,🧠🔁,Neural Network,[ModernNCA (default)](https://arxiv.org/abs/2407.03257),1224.0,+59/-51,0.113,37.88,18.55,19.937,13.74,0.316,✔️,0.0,False,GPU,model,
40,🌳,Tree-based,[EBM (tuned)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1221.0,+52/-56,0.103,38.08,26.94,19.208,1877.68,0.014,✔️,0.0,False,CPU,model,
41,🧠🔁,Neural Network,[TorchMLP (tuned)](https://arxiv.org/abs/2003.06505),1201.0,+51/-65,0.105,39.54,30.62,18.999,2832.93,0.112,✔️,0.0,False,CPU,model,
42,🌳,Tree-based,[EBM (default)](https://www.cs.cornell.edu/~yinlou/papers/lou-kdd13.pdf),1201.0,+52/-59,0.099,39.58,20.67,19.931,6.9,0.015,✔️,0.0,False,CPU,model,
43,🌳,Tree-based,[ExtraTrees (tuned + ensembled)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1199.0,+56/-53,0.092,39.69,29.19,19.761,257.64,0.846,✔️,0.0,False,CPU,model,
