#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware,MethodClass,Tags
58,🌳,Tree-based,[ExtraTrees (tuned)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1167.0,+58/-65,0.064,51.23,36.52,21.633,257.64,0.068,✔️,0.0,False,CPU,model,
59,🌳,Tree-based,[RandomForest (tuned + ensembled)](https://link.springer.com/article/10.1023/A:1010933404324),1161.0,+54/-58,0.069,51.82,43.89,21.568,377.14,0.747,✔️,0.0,False,CPU,model,
60,🧠⚡,Foundation Model,[Nori (default)](https://github.com/Synthefy/synthefy-nori) [74.51% IMPUTED],1158.0,+90/-82,0.159,52.09,25.12,23.875,0.53,0.077,✔️,74.51,True,GPU,model,
61,🌳,Tree-based,[LightGBM (default)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1152.0,+49/-47,0.056,52.54,46.3,20.47,2.2,0.171,✔️,0.0,False,CPU,model,
62,🌳,Tree-based,[RandomForest (tuned)](https://link.springer.com/article/10.1023/A:1010933404324),1122.0,+47/-46,0.038,55.11,49.57,22.313,377.14,0.091,✔️,0.0,False,CPU,model,
63,🧠🔁,Neural Network,[FastaiMLP (tuned)](https://arxiv.org/abs/2003.06505),1104.0,+63/-77,0.048,56.65,44.38,22.868,594.95,0.336,✔️,0.0,False,CPU,model,
64,🌳,Tree-based,[PerpetualBooster (tuned + ensembled)](https://perpetual-ml.com/),1081.0,+56/-65,0.058,58.5,49.99,27.533,176.26,0.499,✔️,0.0,False,CPU,model,
65,🧠⚡,Foundation Model,[iLTM (default)](https://arxiv.org/abs/2511.15941),1080.0,+52/-69,0.045,58.58,40.04,23.884,301.0,65.827,✔️,0.0,False,GPU,model,
66,🧠⚡,Foundation Model,[TabSTAR (tuned)](https://arxiv.org/abs/2505.18125),1079.0,+86/-90,0.095,58.71,23.99,26.297,39935.25,4.288,✔️,0.0,False,GPU,model,
67,🧠⚡,Foundation Model,[TabSTAR (tuned + ensembled)](https://arxiv.org/abs/2505.18125),1076.0,+87/-95,0.092,58.87,27.84,26.411,39935.25,20.166,✔️,0.0,False,GPU,model,
68,🧠⚡,Foundation Model,[OrionMSP (default)](https://arxiv.org/abs/2511.02818) [25.49% IMPUTED],1049.0,+50/-53,0.025,61.0,55.31,24.687,12.4,2.558,➖,25.49,True,GPU,model,
69,🧠🔁,Neural Network,[TorchMLP (default)](https://arxiv.org/abs/2003.06505),1039.0,+49/-64,0.018,61.78,56.53,24.383,8.96,0.129,✔️,0.0,False,CPU,model,
70,🌳,Tree-based,[PerpetualBooster (tuned)](https://perpetual-ml.com/),1035.0,+52/-61,0.03,62.04,57.37,28.84,176.26,0.191,✔️,0.0,False,CPU,model,
71,❓,Other,[xRFM (default)](https://arxiv.org/abs/2508.10053),1030.0,+68/-76,0.041,62.45,53.21,27.247,3.14,0.741,✔️,0.0,False,GPU,model,
72,🌳,Tree-based,[ExtraTrees (default)](https://link.springer.com/article/10.1007/s10994-006-6226-1),1006.0,+64/-69,0.025,64.14,56.43,26.8,1.97,0.251,✔️,0.0,False,CPU,model,
73,🌳,Tree-based,[RandomForest (default)](https://link.springer.com/article/10.1023/A:1010933404324),1000.0,+58/-61,0.011,64.57,57.52,26.992,0.43,0.053,✔️,0.0,False,CPU,model,
74,🧠⚡,Foundation Model,[TabFlex (default)](https://arxiv.org/abs/2506.05584) [25.49% IMPUTED],982.0,+70/-78,0.025,65.81,58.65,29.073,0.8,0.119,➖,25.49,True,GPU,model,
75,🧠⚡,Foundation Model,[TabSTAR (default)](https://arxiv.org/abs/2505.18125),981.0,+104/-114,0.069,65.86,23.79,31.823,398.79,4.645,✔️,0.0,False,GPU,model,
76,🧠🔁,Neural Network,[FastaiMLP (default)](https://arxiv.org/abs/2003.06505),978.0,+61/-76,0.017,66.04,62.05,26.515,3.12,0.312,✔️,0.0,False,CPU,model,
77,📏,Baseline,[KNN (tuned + ensembled)](https://scikit-learn.org/stable/modules/neighbors.html),971.0,+61/-83,0.023,66.5,58.36,28.501,129.17,1.627,✔️,0.0,False,CPU,model,
78,🌳,Tree-based,[PerpetualBooster (default)](https://perpetual-ml.com/),941.0,+61/-87,0.024,68.36,46.55,33.799,22.76,0.025,✔️,0.0,False,CPU,model,
79,📏,Baseline,[Linear (tuned + ensembled)](https://scikit-learn.org/stable/modules/linear_model.html),903.0,+78/-103,0.021,70.55,41.65,34.968,240.78,0.308,✔️,0.0,False,CPU,model,
80,📏,Baseline,[Linear (tuned)](https://scikit-learn.org/stable/modules/linear_model.html),881.0,+82/-110,0.015,71.72,49.01,35.502,240.78,0.068,✔️,0.0,False,CPU,model,
81,📏,Baseline,[KNN (tuned)](https://scikit-learn.org/stable/modules/neighbors.html),822.0,+70/-93,0.013,74.45,70.79,34.217,129.17,0.103,✔️,0.0,False,CPU,model,
82,📏,Baseline,[Linear (default)](https://scikit-learn.org/stable/modules/linear_model.html),821.0,+78/-106,0.005,74.49,70.99,37.987,1.23,0.115,✔️,0.0,False,CPU,model,
83,📏,Baseline,[KNN (default)](https://scikit-learn.org/stable/modules/neighbors.html),607.0,+67/-105,0.0,80.88,80.52,46.335,0.19,0.037,✔️,0.0,False,CPU,model,
