#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware
0,🧠⚡,Foundation Model,[EXAONE-Tabular (default)](https://github.com/LGAI-Research/EXAONE-Tabular),1772.0,+394/-92,0.742,7.12,3.32,10.055,10.99,0.677,✔️,0.0,False,GPU
1,📊,Reference Pipeline,"[AutoGluon 1.5 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",1741.0,+255/-72,0.686,8.12,4.52,11.621,253.44,3.242,✔️,0.0,False,GPU
2,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),1733.0,+407/-159,0.694,8.38,3.45,5.511,2793.87,8.928,✔️,0.0,False,GPU
3,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),1698.0,+682/-267,0.79,9.62,1.61,7.054,49.97,7.689,✔️,0.0,False,GPU
4,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned)](https://arxiv.org/abs/2511.08667),1650.0,+224/-124,0.605,11.56,8.57,13.485,2793.87,1.512,✔️,0.0,False,GPU
5,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1643.0,+270/-125,0.587,11.88,8.86,13.166,9.9,0.591,✔️,0.0,False,GPU
6,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1593.0,+356/-154,0.553,14.25,6.8,11.357,8.93,0.49,✔️,0.0,False,GPU
7,🧠⚡,Foundation Model,[RealTabPFN-2.5 (default)](https://arxiv.org/abs/2511.08667),1536.0,+261/-108,0.453,17.31,9.82,13.887,9.88,0.825,✔️,0.0,False,GPU
8,🧠⚡,Foundation Model,[TabICLv2 (default)](https://arxiv.org/abs/2602.11139),1522.0,+382/-202,0.499,18.12,6.79,15.32,4.73,0.225,✔️,0.0,False,GPU
9,🧠⚡,Foundation Model,[LimiX (default)](https://arxiv.org/abs/2509.03505),1511.0,+316/-158,0.454,18.75,5.38,13.398,41.12,8.609,➖,0.0,False,GPU
10,📊,Reference Pipeline,"[AutoGluon 1.4 (best, 4h)](https://arxiv.org/abs/2003.06505)",1503.0,+182/-109,0.447,19.25,10.42,17.699,5547.02,3.267,✔️,0.0,False,CPU
11,🌳,Tree-based,[CatBoost (tuned + ensembled)](https://arxiv.org/abs/1706.09516),1468.0,+190/-103,0.345,21.5,17.28,16.761,2807.98,1.223,✔️,0.0,False,CPU
12,🌳,Tree-based,[CatBoost (tuned)](https://arxiv.org/abs/1706.09516),1466.0,+222/-96,0.355,21.62,14.87,15.976,2807.98,0.179,✔️,0.0,False,CPU
13,🧠🔁,Neural Network,[RealMLP (tuned + ensembled)](https://arxiv.org/abs/2407.04491),1458.0,+176/-104,0.371,22.12,9.58,18.829,4335.39,21.143,✔️,0.0,False,GPU
14,🌳,Tree-based,[LightGBM (tuned + ensembled)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1447.0,+132/-89,0.312,22.88,17.88,19.703,1280.18,4.078,✔️,0.0,False,CPU
15,🌳,Tree-based,[LightGBM (tuned)](https://papers.nips.cc/paper_files/paper/2017/hash/6449f44a102fde848669bdd9eb6b76fa-Abstract.html),1441.0,+126/-98,0.305,23.25,17.82,19.78,1280.18,1.051,✔️,0.0,False,CPU
