,model,season,region_id,source,term,value
1702,MPI-ESM1-2-LR,DJF,39,conversion,change,0.022143271908441203
1703,MPI-ESM1-2-LR,DJF,39,conversion,uncalibrated change,0.007848932153844239
1704,MPI-ESM1-2-LR,DJF,39,dynamical,bias,0.008020389709431641
1705,MPI-ESM1-2-LR,DJF,39,dynamical,change,-0.015011214520925848
1706,MPI-ESM1-2-LR,DJF,39,dynamical,uncalibrated change,-0.004876193044184135
1707,MPI-ESM1-2-LR,DJF,39,nonlinear,bias,-0.005285848561008934
1708,MPI-ESM1-2-LR,DJF,39,nonlinear,change,-0.005744695014471506
1709,MPI-ESM1-2-LR,DJF,39,nonlinear,uncalibrated change,-0.001812717023648682
1710,MPI-ESM1-2-LR,JJA,1,conversion,bias,-0.03330544817048381
1711,MPI-ESM1-2-LR,JJA,1,conversion,change,-0.01971843623442515
1712,MPI-ESM1-2-LR,JJA,1,conversion,uncalibrated change,-0.0051702857423735205
1713,MPI-ESM1-2-LR,JJA,1,dynamical,bias,-0.0064544694088550765
1714,MPI-ESM1-2-LR,JJA,1,dynamical,change,-0.003900216299616696
1715,MPI-ESM1-2-LR,JJA,1,dynamical,uncalibrated change,-0.0018164465874906251
1716,MPI-ESM1-2-LR,JJA,1,nonlinear,bias,0.004270978735012521
1717,MPI-ESM1-2-LR,JJA,1,nonlinear,change,0.0007956251239465144
1718,MPI-ESM1-2-LR,JJA,1,nonlinear,uncalibrated change,0.00040147239513263613
1719,MPI-ESM1-2-LR,JJA,3,conversion,bias,0.0
1720,MPI-ESM1-2-LR,JJA,3,conversion,change,0.0
1721,MPI-ESM1-2-LR,JJA,3,conversion,uncalibrated change,0.0
1722,MPI-ESM1-2-LR,JJA,3,dynamical,bias,0.0
1723,MPI-ESM1-2-LR,JJA,3,dynamical,change,0.0
1724,MPI-ESM1-2-LR,JJA,3,dynamical,uncalibrated change,0.0
1725,MPI-ESM1-2-LR,JJA,3,nonlinear,bias,0.0
1726,MPI-ESM1-2-LR,JJA,3,nonlinear,change,0.0
1727,MPI-ESM1-2-LR,JJA,3,nonlinear,uncalibrated change,0.0
1728,MPI-ESM1-2-LR,JJA,4,conversion,bias,-0.03894092750487112
1729,MPI-ESM1-2-LR,JJA,4,conversion,change,0.024765491307418123
1730,MPI-ESM1-2-LR,JJA,4,conversion,uncalibrated change,0.006009121343990963
1731,MPI-ESM1-2-LR,JJA,4,dynamical,bias,0.000740271712833708
1732,MPI-ESM1-2-LR,JJA,4,dynamical,change,0.0008350616520343879
1733,MPI-ESM1-2-LR,JJA,4,dynamical,uncalibrated change,0.00021303250456547427
1734,MPI-ESM1-2-LR,JJA,4,nonlinear,bias,-0.000551707156922892
1735,MPI-ESM1-2-LR,JJA,4,nonlinear,change,0.0004368733654372352
1736,MPI-ESM1-2-LR,JJA,4,nonlinear,uncalibrated change,0.0001095213177035888
1737,MPI-ESM1-2-LR,JJA,5,conversion,bias,-0.027610521825810745
1738,MPI-ESM1-2-LR,JJA,5,conversion,change,0.023470049534219106
1739,MPI-ESM1-2-LR,JJA,5,conversion,uncalibrated change,0.011796303881007318
1740,MPI-ESM1-2-LR,JJA,5,dynamical,bias,0.0074191689989416216
1741,MPI-ESM1-2-LR,JJA,5,dynamical,change,0.003073309513262416
1742,MPI-ESM1-2-LR,JJA,5,dynamical,uncalibrated change,0.0013522879575712638
1743,MPI-ESM1-2-LR,JJA,5,nonlinear,bias,-0.004344998269028285
1744,MPI-ESM1-2-LR,JJA,5,nonlinear,change,0.001525120327403011
1745,MPI-ESM1-2-LR,JJA,5,nonlinear,uncalibrated change,0.0006773854586657631
1746,MPI-ESM1-2-LR,JJA,6,conversion,bias,-0.022559093872072167
1747,MPI-ESM1-2-LR,JJA,6,conversion,change,0.022606681268624352
1748,MPI-ESM1-2-LR,JJA,6,conversion,uncalibrated change,0.012220744851948885
1749,MPI-ESM1-2-LR,JJA,6,dynamical,bias,-0.000768077391853768
1750,MPI-ESM1-2-LR,JJA,6,dynamical,change,-0.0018881113993697387
1751,MPI-ESM1-2-LR,JJA,6,dynamical,uncalibrated change,-0.0010740357469576516
1752,MPI-ESM1-2-LR,JJA,6,nonlinear,bias,0.00028522572670629817
1753,MPI-ESM1-2-LR,JJA,6,nonlinear,change,-0.0007559336165169956
1754,MPI-ESM1-2-LR,JJA,6,nonlinear,uncalibrated change,-0.0004288586076068231
1755,MPI-ESM1-2-LR,JJA,7,conversion,bias,-0.035345481665861954
1756,MPI-ESM1-2-LR,JJA,7,conversion,change,0.006212862343434603
1757,MPI-ESM1-2-LR,JJA,7,conversion,uncalibrated change,0.0016113586769990807
1758,MPI-ESM1-2-LR,JJA,7,dynamical,bias,-0.006040393750368891
1759,MPI-ESM1-2-LR,JJA,7,dynamical,change,-0.005537476040487069
1760,MPI-ESM1-2-LR,JJA,7,dynamical,uncalibrated change,-0.0017534303156089002
1761,MPI-ESM1-2-LR,JJA,7,nonlinear,bias,0.0044600081500989295
1762,MPI-ESM1-2-LR,JJA,7,nonlinear,change,-0.0008799875731061475
1763,MPI-ESM1-2-LR,JJA,7,nonlinear,uncalibrated change,-0.00029188853400538377
1764,MPI-ESM1-2-LR,JJA,8,conversion,bias,-0.03724718596075828
1765,MPI-ESM1-2-LR,JJA,8,conversion,change,0.0038727444959938367
1766,MPI-ESM1-2-LR,JJA,8,conversion,uncalibrated change,0.0012135854667628637
1767,MPI-ESM1-2-LR,JJA,8,dynamical,bias,-0.006267050459957664
1768,MPI-ESM1-2-LR,JJA,8,dynamical,change,-0.006465757902774153
1769,MPI-ESM1-2-LR,JJA,8,dynamical,uncalibrated change,-0.0022004367748658326
1770,MPI-ESM1-2-LR,JJA,8,nonlinear,bias,0.004685237289259354
1771,MPI-ESM1-2-LR,JJA,8,nonlinear,change,-0.0012711207487396152
1772,MPI-ESM1-2-LR,JJA,8,nonlinear,uncalibrated change,-0.0004602018136096129
1773,MPI-ESM1-2-LR,JJA,9,conversion,bias,-0.03607267981348414
1774,MPI-ESM1-2-LR,JJA,9,conversion,change,0.009795268529445433
1775,MPI-ESM1-2-LR,JJA,9,conversion,uncalibrated change,0.0038715346030243226
1776,MPI-ESM1-2-LR,JJA,9,dynamical,bias,0.0036347119990581067
1777,MPI-ESM1-2-LR,JJA,9,dynamical,change,-0.008144080175454262
1778,MPI-ESM1-2-LR,JJA,9,dynamical,uncalibrated change,-0.003081241952165815
1779,MPI-ESM1-2-LR,JJA,9,nonlinear,bias,-0.0021760412797342866
1780,MPI-ESM1-2-LR,JJA,9,nonlinear,change,-0.0031924011442738937
1781,MPI-ESM1-2-LR,JJA,9,nonlinear,uncalibrated change,-0.0011385822942603734
1782,MPI-ESM1-2-LR,JJA,10,conversion,bias,-0.02112842567213496
1783,MPI-ESM1-2-LR,JJA,10,conversion,change,0.010938321221746825
1784,MPI-ESM1-2-LR,JJA,10,conversion,uncalibrated change,0.006769584973333312
1785,MPI-ESM1-2-LR,JJA,10,dynamical,bias,-0.0019877085143349565
1786,MPI-ESM1-2-LR,JJA,10,dynamical,change,-0.0064262254734051005
1787,MPI-ESM1-2-LR,JJA,10,dynamical,uncalibrated change,-0.0043894866991525
1788,MPI-ESM1-2-LR,JJA,10,nonlinear,bias,0.0012428904323187947
1789,MPI-ESM1-2-LR,JJA,10,nonlinear,change,-0.0016752102323431663
1790,MPI-ESM1-2-LR,JJA,10,nonlinear,uncalibrated change,-0.001118560791364752
1791,MPI-ESM1-2-LR,JJA,11,conversion,bias,-0.04098883513703179
1792,MPI-ESM1-2-LR,JJA,11,conversion,change,-0.01036464469432699
1793,MPI-ESM1-2-LR,JJA,11,conversion,uncalibrated change,-0.0020274876989043794
1794,MPI-ESM1-2-LR,JJA,11,dynamical,bias,-0.008531939720960391
1795,MPI-ESM1-2-LR,JJA,11,dynamical,change,-0.005972201658732762
1796,MPI-ESM1-2-LR,JJA,11,dynamical,uncalibrated change,-0.0010559832467667194
1797,MPI-ESM1-2-LR,JJA,11,nonlinear,bias,0.007038784360878815
1798,MPI-ESM1-2-LR,JJA,11,nonlinear,change,0.0007036772351283131
1799,MPI-ESM1-2-LR,JJA,11,nonlinear,uncalibrated change,9.668476709696517e-05
1800,MPI-ESM1-2-LR,JJA,12,conversion,bias,-0.04117483385820441
1801,MPI-ESM1-2-LR,JJA,12,conversion,change,-0.004658196816106709
1802,MPI-ESM1-2-LR,JJA,12,conversion,uncalibrated change,-0.0010840913240685378
1803,MPI-ESM1-2-LR,JJA,12,dynamical,bias,0.000693145869770704
1804,MPI-ESM1-2-LR,JJA,12,dynamical,change,-0.007390391162887023
1805,MPI-ESM1-2-LR,JJA,12,dynamical,uncalibrated change,-0.0015882991579352279
1806,MPI-ESM1-2-LR,JJA,12,nonlinear,bias,-0.0006080785266636232
1807,MPI-ESM1-2-LR,JJA,12,nonlinear,change,-0.0001889334917927025
1808,MPI-ESM1-2-LR,JJA,12,nonlinear,uncalibrated change,-2.3738955639295696e-05
1809,MPI-ESM1-2-LR,JJA,13,conversion,bias,-0.027097405127276115
1810,MPI-ESM1-2-LR,JJA,13,conversion,change,0.011126527616981526
1811,MPI-ESM1-2-LR,JJA,13,conversion,uncalibrated change,0.005350553194513301
1812,MPI-ESM1-2-LR,JJA,13,dynamical,bias,0.004814266333238977
1813,MPI-ESM1-2-LR,JJA,13,dynamical,change,-0.0033945005933759004
1814,MPI-ESM1-2-LR,JJA,13,dynamical,uncalibrated change,-0.0017754993839465345
1815,MPI-ESM1-2-LR,JJA,13,nonlinear,bias,-0.002585302426010883
1816,MPI-ESM1-2-LR,JJA,13,nonlinear,change,-0.0004948342374659529
1817,MPI-ESM1-2-LR,JJA,13,nonlinear,uncalibrated change,-0.0002634984459747928
1818,MPI-ESM1-2-LR,JJA,14,conversion,bias,-0.03352121693297738
1819,MPI-ESM1-2-LR,JJA,14,conversion,change,0.02449960774010418
1820,MPI-ESM1-2-LR,JJA,14,conversion,uncalibrated change,0.009560154229494612
1821,MPI-ESM1-2-LR,JJA,14,dynamical,bias,0.010309494293206536
1822,MPI-ESM1-2-LR,JJA,14,dynamical,change,-0.001991221413111135
1823,MPI-ESM1-2-LR,JJA,14,dynamical,uncalibrated change,-0.0007248776574956626
1824,MPI-ESM1-2-LR,JJA,14,nonlinear,bias,-0.00692545612689753
1825,MPI-ESM1-2-LR,JJA,14,nonlinear,change,-0.0005129513238019465
1826,MPI-ESM1-2-LR,JJA,14,nonlinear,uncalibrated change,-0.00019735075931583788
1827,MPI-ESM1-2-LR,JJA,15,conversion,bias,0.0
1828,MPI-ESM1-2-LR,JJA,15,conversion,change,0.0
1829,MPI-ESM1-2-LR,JJA,15,conversion,uncalibrated change,0.0
1830,MPI-ESM1-2-LR,JJA,15,dynamical,bias,0.0
1831,MPI-ESM1-2-LR,JJA,15,dynamical,change,0.0
1832,MPI-ESM1-2-LR,JJA,15,dynamical,uncalibrated change,0.0
1833,MPI-ESM1-2-LR,JJA,15,nonlinear,bias,0.0
1834,MPI-ESM1-2-LR,JJA,15,nonlinear,change,0.0
1835,MPI-ESM1-2-LR,JJA,15,nonlinear,uncalibrated change,0.0
1836,MPI-ESM1-2-LR,JJA,16,conversion,bias,0.0
1837,MPI-ESM1-2-LR,JJA,16,conversion,change,0.0
1838,MPI-ESM1-2-LR,JJA,16,conversion,uncalibrated change,0.0
1839,MPI-ESM1-2-LR,JJA,16,dynamical,bias,0.0
1840,MPI-ESM1-2-LR,JJA,16,dynamical,change,0.0
1841,MPI-ESM1-2-LR,JJA,16,dynamical,uncalibrated change,0.0
1842,MPI-ESM1-2-LR,JJA,16,nonlinear,bias,0.0
1843,MPI-ESM1-2-LR,JJA,16,nonlinear,change,0.0
1844,MPI-ESM1-2-LR,JJA,16,nonlinear,uncalibrated change,0.0
1845,MPI-ESM1-2-LR,JJA,17,conversion,bias,-0.018841969611957905
1846,MPI-ESM1-2-LR,JJA,17,conversion,change,0.013666296427412935
1847,MPI-ESM1-2-LR,JJA,17,conversion,uncalibrated change,0.00971385630251655
1848,MPI-ESM1-2-LR,JJA,17,dynamical,bias,0.006723993477758955
1849,MPI-ESM1-2-LR,JJA,17,dynamical,change,0.0026388298243525594
1850,MPI-ESM1-2-LR,JJA,17,dynamical,uncalibrated change,0.00157591377517553
1851,MPI-ESM1-2-LR,JJA,17,nonlinear,bias,-0.002698352481751595
1852,MPI-ESM1-2-LR,JJA,17,nonlinear,change,0.0008168234607684468
1853,MPI-ESM1-2-LR,JJA,17,nonlinear,uncalibrated change,0.00048136063522068997
1854,MPI-ESM1-2-LR,JJA,18,conversion,bias,-0.015349988298210583
1855,MPI-ESM1-2-LR,JJA,18,conversion,change,0.016218483627856287
1856,MPI-ESM1-2-LR,JJA,18,conversion,uncalibrated change,0.011446177385866188
1857,MPI-ESM1-2-LR,JJA,18,dynamical,bias,0.0038356152100758145
1858,MPI-ESM1-2-LR,JJA,18,dynamical,change,-0.004520860382223247
1859,MPI-ESM1-2-LR,JJA,18,dynamical,uncalibrated change,-0.00419625730620243
1860,MPI-ESM1-2-LR,JJA,18,nonlinear,bias,-0.0015201642847768868
1861,MPI-ESM1-2-LR,JJA,18,nonlinear,change,-0.0013439652876043881
1862,MPI-ESM1-2-LR,JJA,18,nonlinear,uncalibrated change,-0.0011853811999507833
1863,MPI-ESM1-2-LR,JJA,19,conversion,bias,-0.021640375020301063
1864,MPI-ESM1-2-LR,JJA,19,conversion,change,0.0056544543340866565
1865,MPI-ESM1-2-LR,JJA,19,conversion,uncalibrated change,0.004275364316860403
1866,MPI-ESM1-2-LR,JJA,19,dynamical,bias,0.008373680561883395
1867,MPI-ESM1-2-LR,JJA,19,dynamical,change,0.0009356056677059627
1868,MPI-ESM1-2-LR,JJA,19,dynamical,uncalibrated change,-4.302234315142891e-05
1869,MPI-ESM1-2-LR,JJA,19,nonlinear,bias,-0.003618811084932866
1870,MPI-ESM1-2-LR,JJA,19,nonlinear,change,-1.8669923435956411e-06
1871,MPI-ESM1-2-LR,JJA,19,nonlinear,uncalibrated change,-6.283520019505547e-05
1872,MPI-ESM1-2-LR,JJA,20,conversion,bias,-0.02870025150887002
1873,MPI-ESM1-2-LR,JJA,20,conversion,change,0.011477937639067248
1874,MPI-ESM1-2-LR,JJA,20,conversion,uncalibrated change,0.006835851626626718
1875,MPI-ESM1-2-LR,JJA,20,dynamical,bias,0.0029768681939007988
1876,MPI-ESM1-2-LR,JJA,20,dynamical,change,-0.0034727905937268605
1877,MPI-ESM1-2-LR,JJA,20,dynamical,uncalibrated change,-0.002739138595083243
1878,MPI-ESM1-2-LR,JJA,20,nonlinear,bias,-0.0011950757868547201
1879,MPI-ESM1-2-LR,JJA,20,nonlinear,change,-0.001939768652674303
1880,MPI-ESM1-2-LR,JJA,20,nonlinear,uncalibrated change,-0.001155721646948832
1881,MPI-ESM1-2-LR,JJA,21,conversion,bias,0.0
1882,MPI-ESM1-2-LR,JJA,21,conversion,change,0.0
1883,MPI-ESM1-2-LR,JJA,21,conversion,uncalibrated change,0.0
1884,MPI-ESM1-2-LR,JJA,21,dynamical,bias,0.0
1885,MPI-ESM1-2-LR,JJA,21,dynamical,change,0.0
1886,MPI-ESM1-2-LR,JJA,21,dynamical,uncalibrated change,0.0
1887,MPI-ESM1-2-LR,JJA,21,nonlinear,bias,0.0
1888,MPI-ESM1-2-LR,JJA,21,nonlinear,change,0.0
1889,MPI-ESM1-2-LR,JJA,21,nonlinear,uncalibrated change,0.0
1890,MPI-ESM1-2-LR,JJA,22,conversion,bias,0.0
1891,MPI-ESM1-2-LR,JJA,22,conversion,change,0.0
1892,MPI-ESM1-2-LR,JJA,22,conversion,uncalibrated change,0.0
1893,MPI-ESM1-2-LR,JJA,22,dynamical,bias,0.0
1894,MPI-ESM1-2-LR,JJA,22,dynamical,change,0.0
1895,MPI-ESM1-2-LR,JJA,22,dynamical,uncalibrated change,0.0
1896,MPI-ESM1-2-LR,JJA,22,nonlinear,bias,0.0
1897,MPI-ESM1-2-LR,JJA,22,nonlinear,change,0.0
1898,MPI-ESM1-2-LR,JJA,22,nonlinear,uncalibrated change,0.0
1899,MPI-ESM1-2-LR,JJA,23,conversion,bias,-0.04110813926046279
1900,MPI-ESM1-2-LR,JJA,23,conversion,change,-0.01936347285161202
1901,MPI-ESM1-2-LR,JJA,23,conversion,uncalibrated change,-0.0036264828865520543
1902,MPI-ESM1-2-LR,JJA,23,dynamical,bias,-0.008457504498690649
1903,MPI-ESM1-2-LR,JJA,23,dynamical,change,-0.004075015797475235
1904,MPI-ESM1-2-LR,JJA,23,dynamical,uncalibrated change,-0.0009354355815294546
1905,MPI-ESM1-2-LR,JJA,23,nonlinear,bias,0.006821812971844401
1906,MPI-ESM1-2-LR,JJA,23,nonlinear,change,0.0015825385743664258
1907,MPI-ESM1-2-LR,JJA,23,nonlinear,uncalibrated change,0.00037309688234494364
1908,MPI-ESM1-2-LR,JJA,24,conversion,bias,0.0
1909,MPI-ESM1-2-LR,JJA,24,conversion,change,0.0
1910,MPI-ESM1-2-LR,JJA,24,conversion,uncalibrated change,0.0
1911,MPI-ESM1-2-LR,JJA,24,dynamical,bias,0.0
1912,MPI-ESM1-2-LR,JJA,24,dynamical,change,0.0
1913,MPI-ESM1-2-LR,JJA,24,dynamical,uncalibrated change,0.0
1914,MPI-ESM1-2-LR,JJA,24,nonlinear,bias,0.0
1915,MPI-ESM1-2-LR,JJA,24,nonlinear,change,0.0
1916,MPI-ESM1-2-LR,JJA,24,nonlinear,uncalibrated change,0.0
1917,MPI-ESM1-2-LR,JJA,25,conversion,bias,0.0
1918,MPI-ESM1-2-LR,JJA,25,conversion,change,0.0
1919,MPI-ESM1-2-LR,JJA,25,conversion,uncalibrated change,0.0
1920,MPI-ESM1-2-LR,JJA,25,dynamical,bias,0.0
1921,MPI-ESM1-2-LR,JJA,25,dynamical,change,0.0
1922,MPI-ESM1-2-LR,JJA,25,dynamical,uncalibrated change,0.0
1923,MPI-ESM1-2-LR,JJA,25,nonlinear,bias,0.0
1924,MPI-ESM1-2-LR,JJA,25,nonlinear,change,0.0
1925,MPI-ESM1-2-LR,JJA,25,nonlinear,uncalibrated change,0.0
1926,MPI-ESM1-2-LR,JJA,26,conversion,bias,0.0
1927,MPI-ESM1-2-LR,JJA,26,conversion,change,0.0
1928,MPI-ESM1-2-LR,JJA,26,conversion,uncalibrated change,0.0
1929,MPI-ESM1-2-LR,JJA,26,dynamical,bias,0.0
1930,MPI-ESM1-2-LR,JJA,26,dynamical,change,0.0
1931,MPI-ESM1-2-LR,JJA,26,dynamical,uncalibrated change,0.0
1932,MPI-ESM1-2-LR,JJA,26,nonlinear,bias,0.0
1933,MPI-ESM1-2-LR,JJA,26,nonlinear,change,0.0
1934,MPI-ESM1-2-LR,JJA,26,nonlinear,uncalibrated change,0.0
1935,MPI-ESM1-2-LR,JJA,27,conversion,bias,0.0
1936,MPI-ESM1-2-LR,JJA,27,conversion,change,0.0
1937,MPI-ESM1-2-LR,JJA,27,conversion,uncalibrated change,0.0
1938,MPI-ESM1-2-LR,JJA,27,dynamical,bias,0.0
1939,MPI-ESM1-2-LR,JJA,27,dynamical,change,0.0
1940,MPI-ESM1-2-LR,JJA,27,dynamical,uncalibrated change,0.0
1941,MPI-ESM1-2-LR,JJA,27,nonlinear,bias,0.0
1942,MPI-ESM1-2-LR,JJA,27,nonlinear,change,0.0
1943,MPI-ESM1-2-LR,JJA,27,nonlinear,uncalibrated change,0.0
1944,MPI-ESM1-2-LR,JJA,28,conversion,bias,0.0
1945,MPI-ESM1-2-LR,JJA,28,conversion,change,0.0
1946,MPI-ESM1-2-LR,JJA,28,conversion,uncalibrated change,0.0
1947,MPI-ESM1-2-LR,JJA,28,dynamical,bias,0.0
1948,MPI-ESM1-2-LR,JJA,28,dynamical,change,0.0
1949,MPI-ESM1-2-LR,JJA,28,dynamical,uncalibrated change,0.0
1950,MPI-ESM1-2-LR,JJA,28,nonlinear,bias,0.0
1951,MPI-ESM1-2-LR,JJA,28,nonlinear,change,0.0
1952,MPI-ESM1-2-LR,JJA,28,nonlinear,uncalibrated change,0.0
1953,MPI-ESM1-2-LR,JJA,29,conversion,bias,-0.011653097393160235
1954,MPI-ESM1-2-LR,JJA,29,conversion,change,-0.01884614736608103
1955,MPI-ESM1-2-LR,JJA,29,conversion,uncalibrated change,-0.011814048154395483
1956,MPI-ESM1-2-LR,JJA,29,dynamical,bias,-0.010269819832746012
1957,MPI-ESM1-2-LR,JJA,29,dynamical,change,-0.0017170041721061716
1958,MPI-ESM1-2-LR,JJA,29,dynamical,uncalibrated change,-0.0016088463271128012
1959,MPI-ESM1-2-LR,JJA,29,nonlinear,bias,0.0022465773699822753
1960,MPI-ESM1-2-LR,JJA,29,nonlinear,change,-0.0002736603588929605
1961,MPI-ESM1-2-LR,JJA,29,nonlinear,uncalibrated change,-6.491787424122965e-05
1962,MPI-ESM1-2-LR,JJA,30,conversion,bias,-0.0392656259627074
1963,MPI-ESM1-2-LR,JJA,30,conversion,change,-0.012976086508045449
1964,MPI-ESM1-2-LR,JJA,30,conversion,uncalibrated change,-0.0029438392818834556
1965,MPI-ESM1-2-LR,JJA,30,dynamical,bias,-0.004893552073706528
1966,MPI-ESM1-2-LR,JJA,30,dynamical,change,-0.0031376691782174808
1967,MPI-ESM1-2-LR,JJA,30,dynamical,uncalibrated change,-0.0012360952896586675
1968,MPI-ESM1-2-LR,JJA,30,nonlinear,bias,0.0040656818937684506
1969,MPI-ESM1-2-LR,JJA,30,nonlinear,change,0.0006448224047009167
1970,MPI-ESM1-2-LR,JJA,30,nonlinear,uncalibrated change,0.00023971328512281047
1971,MPI-ESM1-2-LR,JJA,31,conversion,bias,-0.023728987319865995
1972,MPI-ESM1-2-LR,JJA,31,conversion,change,-0.023478819707873636
1973,MPI-ESM1-2-LR,JJA,31,conversion,uncalibrated change,-0.01153484009118288
1974,MPI-ESM1-2-LR,JJA,31,dynamical,bias,-0.004052746268241829
1975,MPI-ESM1-2-LR,JJA,31,dynamical,change,-0.0026239232780821548
1976,MPI-ESM1-2-LR,JJA,31,dynamical,uncalibrated change,-0.0008075340066142711
1977,MPI-ESM1-2-LR,JJA,31,nonlinear,bias,0.0020766807091419067
1978,MPI-ESM1-2-LR,JJA,31,nonlinear,change,0.000846118118801225
1979,MPI-ESM1-2-LR,JJA,31,nonlinear,uncalibrated change,0.00010550723316095738
1980,MPI-ESM1-2-LR,JJA,32,conversion,bias,0.0
1981,MPI-ESM1-2-LR,JJA,32,conversion,change,0.0
1982,MPI-ESM1-2-LR,JJA,32,conversion,uncalibrated change,0.0
1983,MPI-ESM1-2-LR,JJA,32,dynamical,bias,0.0
1984,MPI-ESM1-2-LR,JJA,32,dynamical,change,0.0
1985,MPI-ESM1-2-LR,JJA,32,dynamical,uncalibrated change,0.0
1986,MPI-ESM1-2-LR,JJA,32,nonlinear,bias,0.0
1987,MPI-ESM1-2-LR,JJA,32,nonlinear,change,0.0
1988,MPI-ESM1-2-LR,JJA,32,nonlinear,uncalibrated change,0.0
1989,MPI-ESM1-2-LR,JJA,33,conversion,bias,-0.02951715626426366
1990,MPI-ESM1-2-LR,JJA,33,conversion,change,-0.013025680351137612
1991,MPI-ESM1-2-LR,JJA,33,conversion,uncalibrated change,-0.0055282042827753605
1992,MPI-ESM1-2-LR,JJA,33,dynamical,bias,0.0038044498402106343
1993,MPI-ESM1-2-LR,JJA,33,dynamical,change,-0.00657734863714132
1994,MPI-ESM1-2-LR,JJA,33,dynamical,uncalibrated change,-0.0030692440840593316
1995,MPI-ESM1-2-LR,JJA,33,nonlinear,bias,-0.002412772552087575
1996,MPI-ESM1-2-LR,JJA,33,nonlinear,change,0.0008310743966675142
1997,MPI-ESM1-2-LR,JJA,33,nonlinear,uncalibrated change,0.00040049213070242156
1998,MPI-ESM1-2-LR,JJA,34,conversion,bias,-0.015082312572761235
1999,MPI-ESM1-2-LR,JJA,34,conversion,change,-0.005198296204642214
2000,MPI-ESM1-2-LR,JJA,34,conversion,uncalibrated change,-0.0030979241210605767
2001,MPI-ESM1-2-LR,JJA,34,dynamical,bias,0.004080397604079109
2002,MPI-ESM1-2-LR,JJA,34,dynamical,change,-0.004117843348875462
2003,MPI-ESM1-2-LR,JJA,34,dynamical,uncalibrated change,-0.0038158816734524216
2004,MPI-ESM1-2-LR,JJA,34,nonlinear,bias,-0.0010235793346949733
2005,MPI-ESM1-2-LR,JJA,34,nonlinear,change,-0.00039902299080273555
2006,MPI-ESM1-2-LR,JJA,34,nonlinear,uncalibrated change,-0.00020276718593978323
2007,MPI-ESM1-2-LR,JJA,35,conversion,bias,-0.01848720003078067
2008,MPI-ESM1-2-LR,JJA,35,conversion,change,0.0043944010881920076
2009,MPI-ESM1-2-LR,JJA,35,conversion,uncalibrated change,0.0028160186529232415
2010,MPI-ESM1-2-LR,JJA,35,dynamical,bias,0.004647770415006942
2011,MPI-ESM1-2-LR,JJA,35,dynamical,change,-0.009732383099459823
2012,MPI-ESM1-2-LR,JJA,35,dynamical,uncalibrated change,-0.006038932041994707
2013,MPI-ESM1-2-LR,JJA,35,nonlinear,bias,-0.0016921700368089107
2014,MPI-ESM1-2-LR,JJA,35,nonlinear,change,-0.001047050677689852
2015,MPI-ESM1-2-LR,JJA,35,nonlinear,uncalibrated change,-0.0006584288790884996
2016,MPI-ESM1-2-LR,JJA,36,conversion,bias,-0.030864983662510313
2017,MPI-ESM1-2-LR,JJA,36,conversion,change,0.012533146259534719
2018,MPI-ESM1-2-LR,JJA,36,conversion,uncalibrated change,0.005427433636767305
2019,MPI-ESM1-2-LR,JJA,36,dynamical,bias,0.006193640005915146
2020,MPI-ESM1-2-LR,JJA,36,dynamical,change,-0.004500561092297406
2021,MPI-ESM1-2-LR,JJA,36,dynamical,uncalibrated change,-0.0023106342720320924
2022,MPI-ESM1-2-LR,JJA,36,nonlinear,bias,-0.0036521121243275317
2023,MPI-ESM1-2-LR,JJA,36,nonlinear,change,-0.00103244287834975
2024,MPI-ESM1-2-LR,JJA,36,nonlinear,uncalibrated change,-0.0005286147959009587
2025,MPI-ESM1-2-LR,JJA,37,conversion,bias,-0.035217487313816534
2026,MPI-ESM1-2-LR,JJA,37,conversion,change,0.0011064705008046179
2027,MPI-ESM1-2-LR,JJA,37,conversion,uncalibrated change,0.0003604900370650604
2028,MPI-ESM1-2-LR,JJA,37,dynamical,bias,-0.008875967921242376
2029,MPI-ESM1-2-LR,JJA,37,dynamical,change,-0.00527746181063457
2030,MPI-ESM1-2-LR,JJA,37,dynamical,uncalibrated change,-0.0016839328315856705
2031,MPI-ESM1-2-LR,JJA,37,nonlinear,bias,0.0064076124925054
2032,MPI-ESM1-2-LR,JJA,37,nonlinear,change,-0.000647458327834474
2033,MPI-ESM1-2-LR,JJA,37,nonlinear,uncalibrated change,-0.00022937448962080195
2034,MPI-ESM1-2-LR,JJA,38,conversion,bias,-0.037769063477516275
2035,MPI-ESM1-2-LR,JJA,38,conversion,change,-0.01630927849270713
2036,MPI-ESM1-2-LR,JJA,38,conversion,uncalibrated change,-0.0035849339119410147
2037,MPI-ESM1-2-LR,JJA,38,dynamical,bias,-0.012385709423974847
2038,MPI-ESM1-2-LR,JJA,38,dynamical,change,-0.003908310698968229
2039,MPI-ESM1-2-LR,JJA,38,dynamical,uncalibrated change,-0.0009051250542557546
2040,MPI-ESM1-2-LR,JJA,38,nonlinear,bias,0.009499278087206142
2041,MPI-ESM1-2-LR,JJA,38,nonlinear,change,0.0006292417429198744
2042,MPI-ESM1-2-LR,JJA,38,nonlinear,uncalibrated change,0.0001436036067076605
2043,MPI-ESM1-2-LR,JJA,39,conversion,bias,-0.029986851495570573
2044,MPI-ESM1-2-LR,JJA,39,conversion,change,-0.014311101201322503
