segment,dist_start_km,dist_end_km,v_target_kmh,v_coast_kmh
0,0.0,0.12087325593845713,25.212847320655925,25.212847320655925
1,0.12087325593845713,0.24174651187691426,31.117222596059452,31.117222596059452
2,0.24174651187691426,0.3626197678153714,38.8520492164145,24.004840687071457
3,0.3626197678153714,0.4834930237538285,30.28585423973557,28.13309475556936
4,0.4834930237538285,0.6043662796922856,32.17785367585566,24.323103767643854
5,0.6043662796922856,0.7252395356307428,37.97791130396501,37.97791130396501
6,0.7252395356307428,0.8461127915691999,33.198556037186634,33.198556037186634
7,0.8461127915691999,0.966986047507657,43.74531578696828,37.68777973182172
8,0.966986047507657,1.0878593034461141,43.0873690297243,17.064478361615308
9,1.0878593034461141,1.2087325593845712,16.531537463960156,16.531537463960156
10,1.2087325593845712,1.3296058153230284,35.91604709978206,35.91604709978206
11,1.3296058153230284,1.4504790712614857,38.57627999323806,18.66932634938614
12,1.4504790712614857,1.5713523271999428,29.323972634713,17.122353954278335
13,1.5713523271999428,1.6922255831383999,28.123717103962278,28.123717103962278
14,1.6922255831383999,1.813098839076857,35.178211604775186,35.178211604775186
15,1.813098839076857,1.933972095015314,44.363561673338,18.663516475217644
16,1.933972095015314,2.054845350953771,19.119468091362844,19.119468091362844
17,2.054845350953771,2.1757186068922283,34.01548059605223,27.421380233067218
18,2.1757186068922283,2.2965918628306854,43.037588132752916,42.91389940897521
19,2.2965918628306854,2.4174651187691425,15.541140736291396,15.541140736291396
20,2.4174651187691425,2.5383383747075996,30.088676815821373,20.048104086058316
21,2.5383383747075996,2.6592116306460567,44.33707323436877,43.13482214409101
22,2.6592116306460567,2.780084886584514,22.06189215334036,22.06189215334036
23,2.780084886584514,2.9009581425229714,18.65585315594171,18.65585315594171
24,2.9009581425229714,3.0218313984614285,40.03462796526328,32.770151055372594
25,3.0218313984614285,3.1427046543998856,15.450959330793074,15.450959330793074
26,3.1427046543998856,3.2635779103383427,24.89487168250946,24.89487168250946
27,3.2635779103383427,3.3844511662767998,24.05681174748616,24.05681174748616
28,3.3844511662767998,3.505324422215257,24.716562839749372,24.716562839749372
29,3.505324422215257,3.626197678153714,24.314841876372697,22.786252446057244
