#,Type,TypeName,Model,Elo [⬆️],Elo 95% CI,Score [⬆️],Rank [⬇️],Harmonic Rank [⬇️],Improvability (%) [⬇️],Median Train Time (s/1K) [⬇️],Median Predict Time (s/1K) [⬇️],Verified,Imputed (%) [⬇️],Imputed,Hardware
0,🧠⚡,Foundation Model,[TabFM (default)](https://github.com/google-research/tabfm),2191.0,+260/-65,0.904,2.77,1.54,1.407,40.79,6.492,✔️,0.0,False,GPU
1,📊,Reference Pipeline,"[AutoGluon 1.5 (extreme, 4h)](https://arxiv.org/abs/2003.06505)",1910.0,+108/-39,0.686,7.85,4.34,3.335,339.37,3.244,✔️,0.0,False,GPU
2,🧠⚡,Foundation Model,[TabPFN-3 (default)](https://arxiv.org/abs/2605.13986),1902.0,+267/-138,0.7,8.08,3.14,2.269,4.02,0.398,✔️,0.0,False,GPU
3,🧠⚡,Foundation Model,[Nori-30M (default)](https://huggingface.co/Synthefy/Nori-30M),1891.0,+161/-85,0.681,8.38,4.0,3.06,11.81,2.007,✔️,0.0,False,GPU
4,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned + ensembled)](https://arxiv.org/abs/2511.08667),1866.0,+211/-140,0.645,9.15,5.7,2.722,2043.54,8.366,✔️,0.0,False,GPU
5,🧠⚡,Foundation Model,[TabPFN-2.6 (default)](https://arxiv.org/abs/2511.08667),1854.0,+170/-57,0.631,9.54,5.77,3.39,8.44,0.7,✔️,0.0,False,GPU
6,🧠⚡,Foundation Model,[TabDPT (tuned + ensembled)](https://arxiv.org/abs/2410.18164),1793.0,+217/-95,0.596,11.69,4.28,4.004,7126.67,336.907,✔️,0.0,False,GPU
7,🧠⚡,Foundation Model,[Nori (default)](https://github.com/Synthefy/synthefy-nori),1791.0,+167/-106,0.604,11.77,6.1,4.114,6.86,1.346,✔️,0.0,False,GPU
8,🧠⚡,Foundation Model,[TabDPT (tuned)](https://arxiv.org/abs/2410.18164),1738.0,+147/-74,0.551,13.92,9.03,4.506,7126.67,38.573,✔️,0.0,False,GPU
9,🧠⚡,Foundation Model,[RealTabPFN-2.5 (tuned)](https://arxiv.org/abs/2511.08667),1738.0,+169/-130,0.543,13.92,7.62,3.651,2043.54,0.78,✔️,0.0,False,GPU
